Mouse gene name,Gene name
Draxin,DRAXIN
Uxs1,UXS1
Lrrc59,LRRC59
Psmb2,PSMB2
Dpagt1,DPAGT1
Esyt2,ESYT2
Scnm1,SCNM1
Ints13,INTS13
Tmem107,TMEM107
,HLA-B
Adcy9,ADCY9
Nmt1,NMT1
Zfp251,ZNF251
Tmem35b,TMEM35B
Gpatch2,GPATCH2
Cplane1,CPLANE1
Ebf2,EBF2
Plekhj1,PLEKHJ1
Fam72a,FAM72B
Cenpv,CENPV
Prkab2,PRKAB2
Tprn,TPRN
Map2k6,MAP2K6
Gapvd1,GAPVD1
Prpf31,PRPF31
Cln8,CLN8
,PRPF38B
Gtf3c1,GTF3C1
Ndufa5,NDUFA5
Cyb561a3,CYB561A3
Sptbn1,SPTBN1
Nuf2,NUF2
Camk4,CAMK4
Rpl38,RPL38
Washc5,WASHC5
Ddx47,DDX47
Rarb,RARB
Actr3b,ACTR3C
Mrpl27,MRPL27
Otulin,OTULIN
Gpatch8,GPATCH8
Matr3,MATR3
Dync1i1,DYNC1I1
Dtx3,DTX3
Scrn2,SCRN2
Sema6d,SEMA6D
Abhd8,ABHD8
Czib,CZIB
Il18,IL18
Dusp23,DUSP23
,ZNF790
Gna13,GNA13
Kdf1,KDF1
Per1,PER1
1810055G02Rik,C11orf24
Slc6a9,SLC6A9
Mnat1,MNAT1
Prkcsh,PRKCSH
Pcbp2,PCBP2
Nr1d2,NR1D2
Rnf121,RNF121
Zfp992,ZNF34
Zfp994,ZNF34
Zfp989,ZNF34
Zfp943,ZNF34
Zfp942,ZNF34
Zfp947,ZNF34
Zfp945,ZNF34
Zfp993,ZNF34
Zfp534,ZNF34
Gm21411,ZNF34
Rex2,ZNF34
Gm7072,ZNF34
Zfp760,ZNF34
Zfp984,ZNF34
Zfp990,ZNF34
Zfp946,ZNF34
Zfp991,ZNF34
Zfp987,ZNF34
Zfp988,ZNF34
Zfp995,ZNF34
Zfp980,ZNF34
Zfp985,ZNF34
Zfp944,ZNF34
Zfp979,ZNF34
Zfp820,ZNF34
Zfp981,ZNF34
Zfp978,ZNF34
Ddo,DDO
Actr10,ACTR10
Stx11,STX11
Abcc10,ABCC10
Ackr2,ACKR2
Sfxn5,SFXN5
Slc41a3,SLC41A3
Tbc1d10c,TBC1D10C
Zdhhc21,ZDHHC21
Dlk2,DLK2
Gphn,GPHN
Decr1,DECR1
Phb1,PHB1
Irx6,IRX6
Ppp1r14c,PPP1R14C
Frmd3,FRMD3
Bnipl,BNIPL
Yipf3,YIPF3
Nat10,NAT10
Rpgrip1l,RPGRIP1L
Vil1,VIL1
Cep78,CEP78
Pnrc2,PNRC2
,NSUN4
Taf5l,TAF5L
Pcnx2,PCNX2
Plpp2,PLPP2
Slc7a2,SLC7A2
Znhit3,ZNHIT3
Serpinb1b,SERPINB1
Serpinb1c,SERPINB1
Serpinb1a,SERPINB1
Cul7,CUL7
Rps5,RPS5
Ttc14,TTC14
Rnf167,RNF167
Cdip1,CDIP1
Rprd2,RPRD2
Dctn3,DCTN3
Tbc1d7,TBC1D7
Zcchc7,ZCCHC7
Pla2g4c,PLA2G4C
Dennd4b,DENND4B
Ccdc82,CCDC82
Pde6d,PDE6D
Pfn1,PFN1
Por,POR
Aldh6a1,ALDH6A1
Dgat1,DGAT1
,RPL31
Rgs9,RGS9
Fndc3b,FNDC3B
Adgrg3,ADGRG3
Cebpz,CEBPZ
Flad1,FLAD1
,LTB4R
Mlst8,MLST8
Rnase1,RNASE1
,HLA-A
,ZNF546
Gkap1,GKAP1
Cdhr2,CDHR2
Rpl23,RPL23
Pole2,POLE2
E2f6,E2F6
Mpzl2,MPZL2
Mrpl46,MRPL46
Rit1,RIT1
Dohh,DOHH
Fam83h,FAM83H
Far2,FAR2
Nusap1,NUSAP1
P2rx3,P2RX3
Nsrp1,NSRP1
Ctu1,CTU1
Fgfr1,FGFR1
Cacfd1,CACFD1
Babam1,BABAM1
Krt8,KRT8
Cdc7,CDC7
Nfkbia,NFKBIA
Zfand5,ZFAND5
Lrp10,LRP10
Cd151,CD151
Asap2,ASAP2
Cdk5rap3,CDK5RAP3
Srsf5,SRSF5
Aco1,ACO1
,NOTCH2NLB
Cks1brt,CKS1B
Cks1b,CKS1B
Ankrd34b,ANKRD34B
Mettl5,METTL5
Tmem79,TMEM79
Adamtsl3,ADAMTSL3
Smap2,SMAP2
Ocln,OCLN
Ccdc149,CCDC149
Aimp1,AIMP1
Orc2,ORC2
Ncstn,NCSTN
Phf12,PHF12
Kif23,KIF23
Hrh2,HRH2
Larp1,LARP1
Wars1,WARS1
Krt18,KRT18
Wnt3,WNT3
Apbb1,APBB1
Egf,EGF
Psmb3,PSMB3
Flt4,FLT4
Heatr6,HEATR6
Metap2,METAP2
Polr1f,POLR1F
Ica1,ICA1
Mfsd12,MFSD12
Rims3,RIMS3
Itpripl1,ITPRIPL1
Clhc1,CLHC1
Slc25a36,SLC25A36
Ufc1,UFC1
Fzr1,FZR1
Rsl1d1,RSL1D1
Atp10d,ATP10D
Bcl10,BCL10
Dtymk,DTYMK
Aim2,AIM2
Ccdc77,CCDC77
Wdtc1,WDTC1
Nle1,NLE1
Rbm6,RBM6
Lmbrd2,LMBRD2
Fmnl2,FMNL2
Hagh,HAGH
Arfgap2,ARFGAP2
Vsir,VSIR
Tspan5,TSPAN5
Gm94,C5orf46
Dab2,DAB2
Mybbp1a,MYBBP1A
Sfxn2,SFXN2
Aspm,ASPM
Slc27a4,SLC27A4
Slco1c1,SLCO1C1
Ppm1k,PPM1K
Fes,FES
Rfx8,RFX8
Cd8b1,CD8B
Btc,BTC
Cs,CS
Csl,CS
Sod3,SOD3
Gspt1,GSPT1
Hs3st1,HS3ST1
,RBM23
Rxfp1,RXFP1
Acsl5,ACSL5
Bola3,BOLA3
Rabif,RABIF
Zbtb18,ZBTB18
Syde2,SYDE2
Tmem163,TMEM163
Mrpl20,MRPL20
Scly,SCLY
Prdx1,PRDX1
Nqo2,NQO2
Psmd5,PSMD5
Zfp110,ZNF274
Zfp369,ZNF274
Mbtd1,MBTD1
Cdk5rap2,CDK5RAP2
Immp1l,IMMP1L
Gjb5,GJB5
E2f2,E2F2
Mrps14,MRPS14
Utp25,UTP25
Yipf5,YIPF5
Dtx2,DTX2
Haao,HAAO
Snx32,SNX32
Aurkb,AURKB
Prkci,PRKCI
Cfap90,CFAP90
Sec14l5,SEC14L5
Astn1,ASTN1
Mtmr12,MTMR12
,JAML
Ctso,CTSO
Sntg2,SNTG2
Pld3,PLD3
St3gal2,ST3GAL2
Faim2,FAIM2
Enpp6,ENPP6
Prdm8,PRDM8
Hdac2,HDAC2
Ppp1cb,PPP1CB
Sptb,SPTB
Abcb9,ABCB9
Commd8,COMMD8
,ZNF620
Ciao3,CIAO3
Slbp,SLBP
Ppie,PPIE
Vwa5b2,VWA5B2
Rad1,RAD1
Thra,THRA
Rps6kl1,RPS6KL1
Larp1b,LARP1B
Fam13b,FAM13B
Usp10,USP10
Zw10,ZW10
Srsf11,SRSF11
Jmjd6,JMJD6
Inpp4a,INPP4A
Tmem200a,TMEM200A
Tnfrsf21,TNFRSF21
Mrpl58,MRPL58
Slc22a8,SLC22A8
Rnf8,RNF8
Sfxn3,SFXN3
Prpf39,PRPF39
Atad5,ATAD5
Abcc6,ABCC6
Irak3,IRAK3
Ndufb5,NDUFB5
Sfxn4,SFXN4
Dgkz,DGKZ
Vps25,VPS25
Fcho2,FCHO2
Srpk1,SRPK1
Cd9,CD9
Tmem229b,TMEM229B
Oxld1,OXLD1
Snd1,SND1
Eif4a1,EIF4A1
Lin52,LIN52
Asb13,ASB13
Umps,UMPS
Armh4,ARMH4
Zwint,ZWINT
Txndc12,TXNDC12
Ankra2,ANKRA2
Ahsa1,AHSA1
Zfp78,ZNF124
Nrg2,NRG2
Sepsecs,SEPSECS
Ppp4r3a,PPP4R3A
Tmem222,TMEM222
Igsf11,IGSF11
Slc20a2,SLC20A2
Cmas,CMAS
Acox3,ACOX3
Pter,PTER
Map3k21,MAP3K21
Tspan17,TSPAN17
Adprh,ADPRH
Suz12,SUZ12
Cry1,CRY1
Efcc1,EFCC1
Rab13,RAB13
Mtfr2,MTFR2
Got1,GOT1
Tnik,TNIK
,ZNF311
Morn4,MORN4
Rxylt1,RXYLT1
Mindy2,MINDY2
Tubd1,TUBD1
Marchf6,MARCHF6
Idi2,IDI2
Idi2l,IDI2
Vps72,VPS72
Mrpl18,MRPL18
A530016L24Rik,C14orf180
Sec31b,SEC31B
Fam229b,FAM229B
Hal,HAL
Tmem120a,TMEM120A
Lst1,LST1
Zbtb42,ZBTB42
Serpina11,SERPINA11
,ZNF699
Syt11,SYT11
Bag5,BAG5
Syne4,SYNE4
Wdr25,WDR25
Cth,CTH
Lpl,LPL
Lrrc75a,LRRC75A
Ormdl3,ORMDL3
Ccdc32,CCDC32
Atp5mc3,ATP5MC3
Sipa1l1,SIPA1L1
Khdc4,KHDC4
Zfp383,ZNF383
Kifc2,KIFC2
Med20,MED20
Gm19935,CHD9NB
Atmin,ATMIN
Ptma,PTMA
Nufip2,NUFIP2
Kbtbd2,KBTBD2
Tmed3,TMED3
Cep43,CEP43
Exoc3l2,EXOC3L2
Pgap6,PGAP6
Med13,MED13
Aven,AVEN
Smim19,SMIM19
Zfp260,ZNF260
Man2c1,MAN2C1
Cda,CDA
Ddx50,DDX50
Adgre5,ADGRE5
Zmiz2,ZMIZ2
Bcan,BCAN
Zfr,ZFR
Hrob,HROB
Wrn,WRN
Efhc1,EFHC1
Slc38a8,SLC38A8
Zfp65,ZNF200
,FOLR3
Tnfrsf1a,TNFRSF1A
Traf1,TRAF1
Inppl1,INPPL1
Blmh,BLMH
Otud3,OTUD3
C1d,C1D
Bpnt1,BPNT1
Bsg,BSG
Cntrl,CNTRL
Trmt9b,TRMT9B
Adamts14,ADAMTS14
Drc1,DRC1
Rnf40,RNF40
Smurf2,SMURF2
Eif3h,EIF3H
Dis3l2,DIS3L2
Prune1,PRUNE1
St8sia4,ST8SIA4
Jak2,JAK2
Rpl7l1,RPL7L1
Prkcq,PRKCQ
Atp5mc2,ATP5MC2
Erbin,ERBIN
Polh,POLH
Tnfrsf11b,TNFRSF11B
Gipc1,GIPC1
Snrpe,SNRPE
Aarsd1,AARSD1
Epha2,EPHA2
Tox,TOX
Mmut,MMUT
Isy1,ISY1
Hmbox1,HMBOX1
Dpy19l1,DPY19L1
Sinhcaf,SINHCAF
Mettl25b,METTL25B
Twist2,TWIST2
Tekt4,TEKT4
Drd5,DRD5
Nfrkb,NFRKB
Dhx15,DHX15
Nhej1,NHEJ1
,ZNF320
Nr4a1,NR4A1
Lrrc4,LRRC4
Pln,PLN
Tmf1,TMF1
Pik3r5,PIK3R5
,HLA-DQA1
Vash2,VASH2
Cldn12,CLDN12
Hpn,HPN
Sobp,SOBP
2810459M11Rik,C2orf72
Fam13a,FAM13A
Hes6,HES6
Fam135a,FAM135A
Dpep1,DPEP1
Lyplal1,LYPLAL1
Tnrc6c,TNRC6C
Mrpl30,MRPL30
Fubp3,FUBP3
Rbak,RBAK
Eif4e3,EIF4E3
Ppif,PPIF
Cryba2,CRYBA2
Dennd2a,DENND2A
Rtkn2,RTKN2
Trp73,TP73
Cdk3,CDK3
Ap2a2,AP2A2
Laptm4a,LAPTM4A
Cltc,CLTC
Cep63,CEP63
Arhgap12,ARHGAP12
AU021092,C16orf89
Frs2,FRS2
Lipt1,LIPT1
Arpc5l,ARPC5L
Ccdc78,CCDC78
Tor4a,TOR4A
Myorg,MYORG
Ttf1,TTF1
Bcl7b,BCL7B
Lamtor1,LAMTOR1
Ggcx,GGCX
Etfdh,ETFDH
Vstm2b,VSTM2B
Rsrc1,RSRC1
Klk15,KLK15
Ctnnal1,CTNNAL1
Ttc9c,TTC9C
Fgl1,FGL1
Kcnh2,KCNH2
Gnptg,GNPTG
Tmem25,TMEM25
Ncan,NCAN
Abitram,ABITRAM
Kyat1,KYAT1
Vasp,VASP
Mien1,MIEN1
Arl4d,ARL4D
Mmd,MMD
Rsrp1,RSRP1
Pros1,PROS1
Krba1,KRBA1
Srp68,SRP68
Acad10,ACAD10
Acad12,ACAD10
Angel2,ANGEL2
Dnaaf3,DNAAF3
Ppid,PPID
Bcl7c,BCL7C
Prpf4b,PRP4K
Axin2,AXIN2
Plppr4,PLPPR4
Ddx60,DDX60
Gnrh1,GNRH1
Micos10,MICOS10
Vdac3,VDAC3
Plcg2,PLCG2
Map2k7,MAP2K7
,PPT1
Ppt1,PPT1
Ncbp3,NCBP3
Ulbp1,ULBP1
Wwp2,WWP2
Cenpq,CENPQ
Dclk2,DCLK2
Hspa1l,HSPA1L
Usp43,USP43
Tdp2,TDP2
Mical2,MICAL2
Cirbp,CIRBP
Hadha,HADHA
Elovl5,ELOVL5
Smpdl3b,SMPDL3B
,LAMP3
Tax1bp1,TAX1BP1
Cdc6,CDC6
Cox6c,COX6C
Spocd1,SPOCD1
Coq6,COQ6
Yipf7,YIPF7
Dlg1,DLG1
Tbc1d14,TBC1D14
Map3k5,MAP3K5
Gata3,GATA3
,PRAC2
Parp10,PARP10
,PRAC1
Nfe2l1,NFE2L1
Lpcat2,LPCAT2
Samd8,SAMD8
Klhdc9,KLHDC9
Golga2,GOLGA2
Mrps15,MRPS15
Psmb10,PSMB10
Or13a1,OR13A1
Supv3l1,SUPV3L1
Map2k4,MAP2K4
Trerf1,TRERF1
B230219D22Rik,C5orf24
Focad,FOCAD
Ttc7b,TTC7B
Dcun1d3,DCUN1D3
Sema5a,SEMA5A
Guf1,GUF1
Rpusd1,RPUSD1
Col11a1,COL11A1
Atp1b2,ATP1B2
Sp6,SP6
Senp3,SENP3
Kctd10,KCTD10
Areg,AREG
Ptpn13,PTPN13
Armc5,ARMC5
Pigw,PIGW
Mrm3,MRM3
Caly,CALY
Dennd5b,DENND5B
Psca,PSCA
Efs,EFS
Rab11fip1,RAB11FIP1
,IL32
Dcxr,DCXR
Ica1l,ICA1L
Trip11,TRIP11
Xrcc4,XRCC4
Cfap43,CFAP43
Tln2,TLN2
Dctn4,DCTN4
Orc3,ORC3
Adam9,ADAM9
Stk32c,STK32C
Slc18a2,SLC18A2
Ppp2cb,PPP2CB
Iscu,ISCU
Cnot8,CNOT8
Clu,CLU
Strn3,STRN3
,CD163L1
Efemp2,EFEMP2
Pdlim1,PDLIM1
Ube3c,UBE3C
Chst15,CHST15
Fbxo21,FBXO21
Pias1,PIAS1
Styx,STYX
Styx-ps,STYX
Sgta,SGTA
Ero1a,ERO1A
Clcn6,CLCN6
Vstm4,VSTM4
Fam222a,FAM222A
,ATP5MC1
Rlig1,RLIG1
Tctn3,TCTN3
Ap4s1,AP4S1
Mfap1b,MFAP1
Mfap1a,MFAP1
Pomc,POMC
Tmod2,TMOD2
Mars1,MARS1
Sec61g,SEC61G
Nmnat2,NMNAT2
Lrrc8a,LRRC8A
Aftph,AFTPH
Tnfaip2,TNFAIP2
,HMGN4
Tbkbp1,TBKBP1
Pfdn2,PFDN2
Ankdd1a,ANKDD1A
Slc18b1,SLC18B1
Kcnk1,KCNK1
Gimap1,GIMAP1
Nnmt,NNMT
Coch,COCH
,HTR1D
Myo1g,MYO1G
Pcgf2,PCGF2
Ror2,ROR2
Fars2,FARS2
Tdrd5,TDRD5
Entpd7,ENTPD7
Serpinh1,SERPINH1
Zmiz1,ZMIZ1
Npr2,NPR2
Cct4,CCT4
Wdr76,WDR76
Calm3,CALM3
Lin9,LIN9
Gba2,GBA2
Tmem139,TMEM139
Mapk13,MAPK13
Tgfb3,TGFB3
Chrna7,CHRNA7
Cisd3,CISD3
Mpp7,MPP7
Slc25a35,SLC25A35
St7,ST7
Ncln,NCLN
Smco4,SMCO4
Rangrf,RANGRF
Psma3,PSMA3
Psmb6,PSMB6
Galt,GALT
Tmem258,TMEM258
Txndc17,TXNDC17
Adck5,ADCK5
Nt5e,NT5E
,PLAAT2
Utp6,UTP6
Siae,SIAE
Ascc1,ASCC1
Vps52,VPS52
Cttn,CTTN
Mllt11,MLLT11
Dffb,DFFB
Fignl2,FIGNL2
Tmed2,TMED2
,LBHD2
,IFI27
Txndc15,TXNDC15
Vwa5b1,VWA5B1
Tpi1,TPI1
Wipf1,WIPF1
Nudcd1,NUDCD1
Rai14,RAI14
Nin,NIN
Stpg3,STPG3
Magoh,MAGOH
Gjb4,GJB4
Anapc16,ANAPC16
Pou2f1,POU2F1
Slc25a11,SLC25A11
C3,C3
Rgp1,RGP1
Mtfmt,MTFMT
Hvcn1,HVCN1
Dnajb14,DNAJB14
Hgsnat,HGSNAT
Snapc3,SNAPC3
Washc2,WASHC2A
Fam184b,FAM184B
Mfge8,MFGE8
Mrm1,MRM1
Elmod2,ELMOD2
Fasn,FASN
Dnm1,DNM1
Cc2d1a,CC2D1A
Tacc3,TACC3
Bicral,BICRAL
Arhgap9,ARHGAP9
Vps37a,VPS37A
Nfya,NFYA
Dnajc8,DNAJC8
Hadhb,HADHB
Mtch2,MTCH2
S100a10,S100A10
Cdc20,CDC20
Rnf111,RNF111
Pop7,POP7
Crot,CROT
,TM4SF18
Kat6a,KAT6A
Klhdc8b,KLHDC8B
Atp6v1a,ATP6V1A
Usp28,USP28
Il20ra,IL20RA
Tmem129,TMEM129
Utp11,UTP11
Kctd8,KCTD8
Tns3,TNS3
Manba,MANBA
Snx27,SNX27
Tmem106c,TMEM106C
Ehd2,EHD2
Sec63,SEC63
Parp2,PARP2
Nrtn,NRTN
Shd,SHD
Pam,PAM
Lsmem2,LSMEM2
Ip6k1,IP6K1
Rpl23a,RPL23A
Gpaa1,GPAA1
,ZNF577
Spesp1,SPESP1
Ppip5k1,PPIP5K1
Arf4,ARF4
Eif1,EIF1
Xrcc1,XRCC1
Msi2,MSI2
Ifrd2,IFRD2
Heatr3,HEATR3
Map3k12,MAP3K12
Mafk,MAFK
Pex19,PEX19
Syne3,SYNE3
Myo5c,MYO5C
Pus7,PUS7
Mdga1,MDGA1
Etv6,ETV6
Ube2i,UBE2I
Stom,STOM
Smug1,SMUG1
Cdk19,CDK19
Pdgfc,PDGFC
Grin2c,GRIN2C
Smg7,SMG7
Pdcd1lg2,PDCD1LG2
Sbk3,SBK3
Pcgf3,PCGF3
Tmem260,TMEM260
Arhgef1,ARHGEF1
Mlh1,MLH1
C9orf72,C9orf72
Nedd9,NEDD9
Tmed4,TMED4
Adamts2,ADAMTS2
Crhr1,CRHR1
Strip2,STRIP2
Uaca,UACA
,HLA-DQB1
Acbd4,ACBD4
Lyn,LYN
,ADAM19
Pot1b,POT1
Pot1a,POT1
,KIF25
Syt16,SYT16
Pgf,PGF
Echdc1,ECHDC1
Pmpca,PMPCA
Rab30,RAB30
Tmem165,TMEM165
Irf9,IRF9
Gsdmd,GSDMD
Slc34a2,SLC34A2
Smad6,SMAD6
Arf3,ARF3
Rad17,RAD17
Parp16,PARP16
Hexa,HEXA
Zfta,ZFTA
Akap10,AKAP10
Elp4,ELP4
Nckap5l,NCKAP5L
Ttc5,TTC5
Setd7,SETD7
Afg1l,AFG1L
Stx2,STX2
Trappc9,TRAPPC9
Fgfbp1,FGFBP1
Begain,BEGAIN
Tec,TEC
Hirip3,HIRIP3
Inhba,INHBA
Myh7,MYH7
Slc35a1,SLC35A1
Luc7l2,LUC7L2
Spout1,SPOUT1
Prpsap1,PRPSAP1
Tppp3,TPPP3
Mmrn1,MMRN1
Tctn1,TCTN1
Retsat,RETSAT
Tube1,TUBE1
Arfip1,ARFIP1
Nagpa,NAGPA
Birc2,BIRC2
Zbtb9,ZBTB9
Recql5,RECQL5
,HLA-C
Daglb,DAGLB
Kat5,KAT5
Ciz1,CIZ1
Gnai3,GNAI3
Rnf144a,RNF144A
Car3,CA3
,PXDNL
,ZNF19
,GSTA4
Gipr,GIPR
Pik3c2b,PIK3C2B
Stk25,STK25
Me1,ME1
Ints9,INTS9
Ces4a,CES4A
Cracr2b,CRACR2B
Mon1a,MON1A
Tubgcp4,TUBGCP4
Klk11,KLK11
Zfp777,ZNF777
Slc25a13,SLC25A13
Zdhhc18,ZDHHC18
Fkbp5,FKBP5
Adamts15,ADAMTS15
Nme2,NME2
Plxnb1,PLXNB1
Akr1b7,AKR1B10
Akr1b8,AKR1B10
Akr1b10,AKR1B10
Sde2,SDE2
Usp47,USP47
Rab25,RAB25
Hcfc1r1,HCFC1R1
Srgap2,SRGAP2B
Garin5a,GARIN5A
Pebp4,PEBP4
Ndufb2,NDUFB2
Rgs16,RGS16
Ilvbl,ILVBL
Pnma2,PNMA2
Fus,FUS
Atp8b4,ATP8B4
Ppp3cc,PPP3CC
D630045J12Rik,KIAA1549
Abcc3,ABCC3
Fgfr3,FGFR3
,TICAM2
Cert1,CERT1
Ddr1,DDR1
Ivd,IVD
Zc3hc1,ZC3HC1
Epb41,EPB41
Pgm2,PGM2
AI597479,C2orf49
Atf1,ATF1
Sgce,SGCE
Slc8a2,SLC8A2
Trp53bp1,TP53BP1
Ppp1r21,PPP1R21
Nop53,NOP53
Sdcbp,SDCBP
,RNF175
Pafah1b2,PAFAH1B2
Mmp17,MMP17
Syt1,SYT1
Lap3,LAP3
Odam,ODAM
Gng8,GNG8
Mri1,MRI1
Slc25a22,SLC25A22
Epn1,EPN1
Herc6,HERC6
Sez6l2,SEZ6L2
Peli1,PELI1
Slc8a3,SLC8A3
Sec11a,SEC11A
Zfp330,ZNF330
Rhobtb3,RHOBTB3
Sumf1,SUMF1
Glrx,GLRX
Slc27a6,SLC27A6
Rnf170,RNF170
Golga2,GOLGA8B
Zfp410,ZNF410
Pkd2,PKD2
Sbno1,SBNO1
G3bp1,G3BP1
Kif1a,KIF1A
Ctdspl,CTDSPL
Vps28,VPS28
Ucp1,UCP1
Bola2,BOLA2B
Lpar1,LPAR1
Irf2,IRF2
Mvp,MVP
Bltp3b,BLTP3B
Ulk3,ULK3
Phldb2,PHLDB2
Coro1a,CORO1A
Keap1,KEAP1
Gfm2,GFM2
D3Ertd751e,C4orf33
Tm7sf3,TM7SF3
Egfl7,EGFL7
Sugp2,SUGP2
Jag2,JAG2
Slc35g1,SLC35G1
Emcn,EMCN
Hacd1,HACD1
Echdc3,ECHDC3
Cep83,CEP83
Larp4b,LARP4B
Zfp612,ZNF23
Uhrf1,UHRF1
Kcnj11,KCNJ11
Add3,ADD3
Tmc5,TMC5
Rbm4,RBM4
Ankrd13a,ANKRD13A
Wfs1,WFS1
Loxl2,LOXL2
Snx2,SNX2
Tmem38a,TMEM38A
Bbox1,BBOX1
Rtn1,RTN1
Pcm1,PCM1
Eml2,EML2
Smim5,SMIM5
Itpka,ITPKA
Paqr3,PAQR3
Mpi,MPI
Cwc25,CWC25
Ubr7,UBR7
Fnip2,FNIP2
Thyn1,THYN1
Mtrfr,MTRFR
Fbf1,FBF1
Evc2,EVC2
Ddx54,DDX54
Zfp354c,ZNF354C
Cpne6,CPNE6
Fer,FER
Serping1,SERPING1
Gabra1,GABRA1
Mrps7,MRPS7
Ppp2r5e,PPP2R5E
Ctns,CTNS
Anp32a,ANP32A
Sema3g,SEMA3G
Tbc1d17,TBC1D17
Chmp1a,CHMP1A
Parp3,PARP3
Bmpr1b,BMPR1B
Mif4gd,MIF4GD
Vps4a,VPS4A
Slc22a18,SLC67A1
Mylpf,MYL11
Avl9,AVL9
Tmem43,TMEM43
Cfap73,CFAP73
Tle5,TLE5
Smagp,SMAGP
Tjp2,TJP2
Acly,ACLY
Srfbp1,SRFBP1
Tnrc6a,TNRC6A
Cpe,CPE
Rhno1,RHNO1
Zfp879,ZNF879
Spata18,SPATA18
Tmt1a2,TMT1A
Tmt1a,TMT1A
Tmt1a3,TMT1A
Fan1,FAN1
Hsp90b1,HSP90B1
,POLR3G
,ZNF502
Fbxl18,FBXL18
Smad1,SMAD1
Bzw2,BZW2
Ece2,ECE2
Pdpn,PDPN
Atp13a1,ATP13A1
Vrk1,VRK1
Lcmt1,LCMT1
Acsl6,ACSL6
Mycbp,MYCBP
Abhd18,ABHD18
Art1,ART1
Disp3,DISP3
Il18bp,IL18BP
Plxna4,PLXNA4
Drc7,DRC7
Parp12,PARP12
Nrde2,NRDE2
Tekt2,TEKT2
Letm1,LETM1
Slc25a38,SLC25A38
Gem,GEM
Ccdc9b,CCDC9B
Ubap1,UBAP1
Zfp385a,ZNF385A
Shisa5,SHISA5
Pigh,PIGH
Peak1,PEAK1
Tmem179b,TMEM179B
Wtip,WTIP
Efna3,EFNA3
Tcp11l1,TCP11L1
Ankmy2,ANKMY2
Emc9,EMC9
Atp5if1,ATP5IF1
Top1mt,TOP1MT
Cbr4,CBR4
Ntn5,NTN5
Chsy1,CHSY1
Tsacc,TSACC
Fam227b,FAM227B
Gcdh,GCDH
Ccng2,CCNG2
Psme1,PSME1
Luc7l,LUC7L
Prdx6,PRDX6
Prdx6b,PRDX6
Lmod3,LMOD3
,SAA2
Exog,EXOG
Letmd1,LETMD1
Casp9,CASP9
Spg21,SPG21
Usp38,USP38
Rapsn,RAPSN
Gtf2i,GTF2I
Krtcap2,KRTCAP2
Gar1,GAR1
Celf1,CELF1
Tyw3,TYW3
Fam110b,FAM110B
Pirb,LILRA2
Lilra6,LILRA2
Pira12,LILRA2
Pira13,LILRA2
Lilra5,LILRA2
Pira1,LILRA2
Pira2,LILRA2
Prkcd,PRKCD
Pacs2,PACS2
Zfat,ZFAT
Cd53,CD53
Rbl2,RBL2
Scoc,SCOC
Dapk3,DAPK3
Tle4,TLE4
Lrrk2,LRRK2
Ppp1r12c,PPP1R12C
Klf3,KLF3
Sdad1,SDAD1
Mast2,MAST2
Des,DES
,ERAP2
Decr2,DECR2
Ddx11,DDX11
Prcp,PRCP
Nbn,NBN
Sbno2,SBNO2
Aktip,AKTIP
Cdh18,CDH18
Myoz2,MYOZ2
Ankrd16,ANKRD16
Pdgfra,PDGFRA
Dele1,DELE1
Brsk2,BRSK2
Sec24c,SEC24C
Sigmar1,SIGMAR1
2610528J11Rik,C1orf210
Galk2,GALK2
Surf4,SURF4
Setdb1,SETDB1
Jakmip2,JAKMIP2
,ZNF470
Asf1b,ASF1B
Akap8,AKAP8
Smu1,SMU1
Klhl36,KLHL36
Als2,ALS2
Ap1g1,AP1G1
Rnft1,RNFT1
,HNRNPDL
Pirb,LILRB1
Lilra6,LILRB1
Pira12,LILRB1
Pira13,LILRB1
Lilra5,LILRB1
Pira1,LILRB1
Pira2,LILRB1
Igfbp4,IGFBP4
Zmynd15,ZMYND15
Osmr,OSMR
Eif1ad,EIF1AD
Mettl3,METTL3
Zhx2,ZHX2
Ifnlr1,IFNLR1
Clpx,CLPX
Ppp1r26,PPP1R26
Lrrc37,LRRC37B
Lrrc37a,LRRC37B
Xkr9,XKR9
Cr2,CR2
Lcn8,LCN8
Aldh1a1,ALDH1A1
Aldh1a7,ALDH1A1
Ddhd2,DDHD2
Psap,PSAP
Gak,GAK
Cand2,CAND2
Trim44,TRIM44
Sgcd,SGCD
Mettl17,METTL17
Ggn,GGN
Scaper,SCAPER
Atg16l2,ATG16L2
Prdx2,PRDX2
Atpaf1,ATPAF1
Ell,ELL
Ddx41,DDX41
Xaf1,XAF1
Nepro,NEPRO
Loxl4,LOXL4
Pag1,PAG1
Tnni3,TNNI3
C2cd4d,C2CD4D
,ZNF816
Srm,SRM
Pex14,PEX14
Scara3,SCARA3
Lrrc20,LRRC20
Lgals4,LGALS4
Plekhg3,PLEKHG3
,ZNG1A
Gpr160,GPR160
Osbpl7,OSBPL7
Park7,PARK7
Ubtd1,UBTD1
Tram2,TRAM2
Arhgap21,ARHGAP21
Chrac1,CHRAC1
Ubxn2b,UBXN2B
Kdm3b,KDM3B
Ppp1r15a,PPP1R15A
Emsy,EMSY
Fam50b,FAM50B
Cacng6,CACNG6
Gemin2,GEMIN2
