Barcode	CellName	Sample	Tissue	Platform	raw.nUMI	raw.nGene	filter.nUMI	filter.nGene	ribo.per	raw.nCD	raw.nTF	raw.nCyt	raw.nLR	Global_Cluster	Sub_Cluster	Sub_ClusterID	Global_tSNE_1	Global_tSNE_2	Sub_tSNE_1	Sub_tSNE_2	integrated.Global_tSNE_1	integrated.Global_tSNE_2
TLCD45P188-1212	P_T_P1212_08886	P1212	T	Smart-seq2	665450.5444	4676	550555.1235	3934	0.015768123	94	248	24	181	CD4 T cell	hT09_CD4-CXCL13	hT09	38.34945911	-9.744900049	3.580012739	3.387769133	3.035528498	14.57763027
TLCD45P190-1212	P_T_P1212_08887	P1212	T	Smart-seq2	569198.854	5516	411652.3135	4556	0.02433792	96	285	27	208	CD8 T cell	hT15_CD8-GZMK	hT15	15.64934812	-6.781755631	-3.214009382	21.32196249	0.370538729	-10.67513935
TLCD45P19-20161212	P_T_P1212_08888	P1212	T	Smart-seq2	1215353.67	6008	890014.7294	5284	0.052873775	127	290	30	209	CD8 T cell	hT13_CD8-GPR183	hT13	30.92920083	2.904064699	7.890373612	9.018880847	25.87950884	-4.976425699
TLCD45P194-1212	P_T_P1212_08889	P1212	T	Smart-seq2	1145592.818	7814	918504.2355	6779	0.012636988	157	412	33	293	Myeloid cell	hM05_Mono-CD14	hM05	-24.31223751	20.58320386	-8.103408598	-2.948449637	-18.35914526	10.39644555
TLCD45P195-1212	P_T_P1212_08890	P1212	T	Smart-seq2	833572.9917	6711	658391.6387	5721	0.025001486	128	329	32	257	CD8 T cell	hT14_CD8-CX3CR1	hT14	10.98240782	-24.61219541	-5.656211117	29.03854971	0.249126073	-20.0216855
TLCD45P196-1212	P_T_P1212_08891	P1212	T	Smart-seq2	935895.6723	6845	761950.1948	5963	0.019838293	147	347	46	250	Myeloid cell	hM06_Mono-CD16	hM06	-30.99862517	18.51336046	-3.835902109	-23.26985496	1.730576571	25.53019367
TLCD45P197-1212	P_T_P1212_08892	P1212	T	Smart-seq2	947537.4141	6518	696042.7501	5657	0.052002821	133	346	28	230	CD4 T cell	hT01_CD4-CCR7	hT01	32.88270981	1.283568221	21.51507217	1.881426551	13.82301142	6.215734631
TLCD45P199-1212	P_T_P1212_08893	P1212	T	Smart-seq2	606831.6212	6590	484452.9644	5767	0.028053826	147	341	31	253	CD4 T cell	hT02_CD4-ANXA1	hT02	26.57645525	-12.25280503	16.04842241	19.74809488	-0.015610089	-19.79422089
TLCD45P20-20161212	P_T_P1212_08894	P1212	T	Smart-seq2	1240186.28	5724	928544.4584	5073	0.020108086	125	310	34	204	CD8 T cell	hT14_CD8-CX3CR1	hT14	11.11240895	-22.60084597	-4.9094539	28.52029636	-0.091158483	-23.32966108
TLCD45P205-1212	P_T_P1212_08896	P1212	T	Smart-seq2	683127.9189	5476	506034.6973	4766	0.051076656	120	281	32	230	CD4 T cell	hT02_CD4-ANXA1	hT02	36.72815286	-0.567918248	27.24379795	4.379583154	29.081893	-10.28731645
TLCD45P206-1212	P_T_P1212_08897	P1212	T	Smart-seq2	798325.1483	7110	625497.3345	6121	0.040353303	149	347	35	274	CD4 T cell	hT01_CD4-CCR7	hT01	33.18129257	0.327005473	22.60232027	1.82069015	13.87127136	6.186961425
TLCD45P207-1212	P_T_P1212_08898	P1212	T	Smart-seq2	417731.0085	6381	296327.6007	5494	0.014063515	143	355	32	254	Myeloid cell	hM05_Mono-CD14	hM05	-20.71384806	18.31521793	-9.93955333	-8.183822115	-16.47054203	30.61176575
TLCD45P209-1212	P_T_P1212_08899	P1212	T	Smart-seq2	587839.5423	5590	435203.1247	4903	0.019039198	138	286	33	244	Myeloid cell	hM05_Mono-CD14	hM05	-22.55192346	20.78646475	-8.394895829	-2.669705786	-13.78193884	17.63162446
TLCD45P210-1212	P_T_P1212_08900	P1212	T	Smart-seq2	756861.5359	6050	621012.889	5292	0.022461387	137	323	28	240	CD8 T cell	hT14_CD8-CX3CR1	hT14	11.10348517	-24.4664219	-5.686541888	28.82382006	0.2720688	-19.8832589
TLCD45P213-1212	P_T_P1212_08901	P1212	T	Smart-seq2	593712.0826	6488	467912.32	5608	0.024553035	139	310	35	236	CD8 T cell	hT14_CD8-CX3CR1	hT14	13.78724442	-21.63130725	-3.77725692	25.66488023	0.376563557	-19.5419331
TLCD45P216-1212	P_T_P1212_08902	P1212	T	Smart-seq2	846146.3587	8152	810835.3923	7063	0.002978872	167	421	45	298	CD4 T cell	hT11_CD4-CTLA4	hT11	8.251504513	28.41551216	0.89475642	-38.97621165	-2.062377839	9.471107771
TLCD45P219-1212	P_T_P1212_08903	P1212	T	Smart-seq2	656747.95	4901	526260.8596	4340	0.02343922	112	238	41	198	CD4 T cell	hT09_CD4-CXCL13	hT09	0.897195841	7.184116018	-12.90076154	-14.13812014	-2.284858583	-2.05372164
TLCD45P220-1212	P_T_P1212_08904	P1212	T	Smart-seq2	816074.6717	5732	704822.9939	5087	0.020241236	142	318	31	229	CD4 T cell	hT11_CD4-CTLA4	hT11	14.42337107	20.84361972	5.284245411	-26.76646944	-1.293882066	17.83546778
TLCD45P221-1212	P_T_P1212_08905	P1212	T	Smart-seq2	601684.5653	4965	463636.2854	4391	0.033360821	120	269	30	202	CD4 T cell	hT05_CD4-CXCR6	hT05	14.78113173	-4.39295535	-1.81969914	7.237861963	13.25246405	-10.01562157
TLCD45P225-1212	P_T_P1212_08906	P1212	T	Smart-seq2	814903.0854	7092	618277.5217	6181	0.028569876	150	387	30	251	ILC	hI02_NK-GZMK	hI02	0.275339547	-31.23229535	-3.617098396	11.09041016	-0.20728985	-20.33492025
TLCD45P229-1212	P_T_P1212_08907	P1212	T	Smart-seq2	905325.7653	5100	705646.5729	4542	0.084434321	112	254	30	207	Myeloid cell	hM03_cDC2-CD1C	hM03	-24.11460129	0.350899597	0.306699185	3.213366893	-30.22372269	11.359197
TLCD45P231-1212	P_T_P1212_08908	P1212	T	Smart-seq2	759685.1688	5871	656709.8446	5150	0.025866788	128	308	29	221	CD4 T cell	hT09_CD4-CXCL13	hT09	4.193432973	17.38653194	-12.22128843	-22.25670589	-10.65026205	5.094311253
TLCD45P23-20161212	P_T_P1212_08909	P1212	T	Smart-seq2	844446.7151	4332	609764.5151	3862	0.029187272	91	225	33	166	CD8 T cell	hT15_CD8-GZMK	hT15	16.54625674	-7.86684582	-2.686686474	21.12425449	-0.841765801	-19.6724244
TLCD45P234-1212	P_T_P1212_08910	P1212	T	Smart-seq2	874674.2948	6256	635217.3423	5431	0.028919101	133	337	29	239	CD8 T cell	hT14_CD8-CX3CR1	hT14	14.03714361	-21.61646436	-3.360906626	24.31389017	0.151952069	-19.85564505
TLCD45P24-20161212	P_T_P1212_08911	P1212	T	Smart-seq2	1466367.523	6941	1149047.173	6145	0.022848796	150	368	35	241	ILC	hI04_ILC3-SLC4A10	hI04	-19.66909347	-19.95923481	5.360206265	16.86184214	0.915712279	-21.50664793
TLCD45P242-1212	P_T_P1212_08912	P1212	T	Smart-seq2	968546.0414	5562	694970.3565	4900	0.028817634	123	295	27	201	CD4 T cell	hT03_CD4-GNLY	hT03	22.6266485	-14.48531617	13.63134651	22.45321777	0.122703514	-19.81609583
TLCD45P244-1212	P_T_P1212_08913	P1212	T	Smart-seq2	896771.1745	7008	721158.461	6046	0.023029248	147	353	39	270	CD8 T cell	hT15_CD8-GZMK	hT15	4.609922869	-19.49007685	-11.63730855	18.0708648	0.124083525	-19.77319491
TLCD45P245-1212	P_T_P1212_08914	P1212	T	Smart-seq2	787766.2661	6205	660450.835	5362	0.013940487	139	351	34	265	ILC	hI01_NK-CD16	hI01	3.890628181	-23.93036362	-0.013643944	-2.222082639	-7.439540889	-21.96897136
TLCD45P247-1212	P_T_P1212_08915	P1212	T	Smart-seq2	717231.2844	7468	618496.0408	6521	0.019875805	160	396	34	278	Myeloid cell	hM06_Mono-CD16	hM06	-30.99759896	18.15037975	-4.055374156	-23.58459694	1.712722458	25.47068941
TLCD45P248-1212	P_T_P1212_08916	P1212	T	Smart-seq2	851037.0156	6841	758307.2351	6063	0.008305188	150	368	31	263	CD4 T cell	hT05_CD4-CXCR6	hT05	2.670860245	8.137942631	-6.295001545	-16.78797593	-3.529753317	9.928596039
TLCD45P250-1212	P_T_P1212_08917	P1212	T	Smart-seq2	828954.2682	4992	689922.0678	4553	0.013990709	142	244	40	237	Myeloid cell	hM12_TAM-C1QC	hM12	-40.1619532	8.5144548	22.21391335	3.530136937	-18.48367485	-3.778107798
TLCD45P251-1212	P_T_P1212_08918	P1212	T	Smart-seq2	889311.0198	5205	662739.677	4614	0.031641122	125	273	37	220	CD8 T cell	hT15_CD8-GZMK	hT15	1.505885879	-17.6999007	-12.32891338	21.35365213	-1.234309339	-18.07391431
TLCD45P25-20161212	P_T_P1212_08919	P1212	T	Smart-seq2	1274936.723	5907	856728.6311	5210	0.042276078	144	282	35	226	CD4 T cell	hT01_CD4-CCR7	hT01	35.43575512	3.656717695	27.39974884	4.084844185	-22.34534452	0.269972525
TLCD45P253-1212	P_T_P1212_08920	P1212	T	Smart-seq2	867234.6069	7582	742638.5653	6592	0.020494447	179	374	39	300	Myeloid cell	hM06_Mono-CD16	hM06	-32.04863712	18.63859936	-3.422940964	-22.79191625	1.70932723	25.36553853
TLCD45P260-1212	P_T_P1212_08922	P1212	T	Smart-seq2	780245.046	5650	662917.2765	5025	0.019085261	129	318	40	234	CD4 T cell	hT11_CD4-CTLA4	hT11	7.034883554	20.25740145	15.0297793	-31.4212861	28.81171073	-10.37588514
TLCD45P262-1212	P_T_P1212_08923	P1212	T	Smart-seq2	1198678.691	4949	768862.5441	4528	0.01562343	125	258	36	210	Myeloid cell	hM03_cDC2-CD1C	hM03	-40.55581153	4.768703147	11.72246377	11.25773322	-12.95130142	1.581418837
TLCD45P263-1212	P_T_P1212_08924	P1212	T	Smart-seq2	961182.0472	7218	786345.2671	6247	0.02587157	150	369	38	281	CD8 T cell	hT14_CD8-CX3CR1	hT14	11.4258912	-25.05196513	-6.326191229	28.99226766	0.143594829	-20.08978775
TLCD45P266-1212	P_T_P1212_08925	P1212	T	Smart-seq2	885013.4548	5996	764935.7367	5227	0.028587148	135	314	32	236	Myeloid cell	hM06_Mono-CD16	hM06	-29.16161531	17.22416824	-7.236990369	-25.28856412	-3.87492953	26.71136493
TLCD45P274-1212	P_T_P1212_08927	P1212	T	Smart-seq2	960436.9286	6638	795411.0018	5685	0.019661716	137	343	31	259	CD8 T cell	hT14_CD8-CX3CR1	hT14	10.92233888	-23.55007663	2.340465011	27.864101	0.206282832	-20.01629906
TLCD45P275-1212	P_T_P1212_08928	P1212	T	Smart-seq2	919772.2159	6409	706885.4812	5612	0.021986939	149	342	42	285	Myeloid cell	hM08_Macro-NLRP3	hM08	-36.19114056	7.559867666	15.72082058	-7.302851601	-24.80486096	5.784924972
TLCD45P279-1212	P_T_P1212_08929	P1212	T	Smart-seq2	625333.4922	4914	361586.8262	4285	0.019174122	127	268	33	232	Myeloid cell	hM05_Mono-CD14	hM05	-34.74294603	7.108065958	13.5944426	-5.18523607	-17.99802035	7.633022569
TLCD45P281-1212	P_T_P1212_08930	P1212	T	Smart-seq2	827925.0156	6942	532875.8399	5984	0.027157659	154	334	33	248	Myeloid cell	hM05_Mono-CD14	hM05	-24.01266275	20.28603457	-4.046774698	-6.071518213	-13.4969925	-1.110367377
TLCD45P28-20161212	P_T_P1212_08931	P1212	T	Smart-seq2	911544.0946	5170	575445.7323	4547	0.03357596	102	255	30	190	CD4 T cell	hT02_CD4-ANXA1	hT02	25.32375565	-5.311958209	14.46410566	7.693067187	14.42378159	-5.692694725
TLCD45P283-1212	P_T_P1212_08932	P1212	T	Smart-seq2	871093.1561	5772	668532.609	4973	0.056391969	125	294	30	234	CD8 T cell	hT15_CD8-GZMK	hT15	25.74973123	-12.43706615	5.035064049	19.18939764	-0.783611559	-21.47325705
TLCD45P284-1212	P_T_P1212_08933	P1212	T	Smart-seq2	719965.1015	4265	499607.8497	3714	0.085560032	105	187	29	182	CD8 T cell	hT15_CD8-GZMK	hT15	15.17176632	-3.632955548	5.139303489	-0.020868569	-3.292456011	-17.93054198
TLCD45P285-1212	P_T_P1212_08934	P1212	T	Smart-seq2	844149.325	5716	679862.0088	4873	0.040030473	119	307	39	204	CD8 T cell	hT15_CD8-GZMK	hT15	-9.102613778	-6.608743195	-23.12638108	17.77283281	9.962298432	-6.996120651
TLCD45P291-1212	P_T_P1212_08935	P1212	T	Smart-seq2	1285363.277	3340	1195780.054	3076	0.02283201	86	190	24	130	CD4 T cell	hT07_CD4-GZMK	hT07	22.38868686	20.8552895	9.521588325	-24.22465104	-0.148654438	-1.806416381
TLCD45P292-1212	P_T_P1212_08937	P1212	T	Smart-seq2	991688.9095	5392	843982.5209	4775	0.055948038	118	266	28	212	CD8 T cell	hT13_CD8-GPR183	hT13	30.89046609	1.178749525	7.989931239	8.456395196	13.69307589	5.912666194
TLCD45P296-1212	P_T_P1212_08938	P1212	T	Smart-seq2	1167568.623	5026	1027148.204	4538	0.014677493	109	258	38	183	CD4 T cell	hT09_CD4-CXCL13	hT09	-2.252057937	11.64132682	-7.950388347	-18.88488641	-1.590889934	-16.52250695
TLCD45P30-20161212	P_T_P1212_08939	P1212	T	Smart-seq2	1180982.251	6762	911460.1719	5985	0.024163845	151	344	34	248	Myeloid cell	hM05_Mono-CD14	hM05	-27.84583801	19.40399899	-5.278098936	-9.872336813	-5.97211422	16.44610686
TLCD45P304-1212	P_T_P1212_08940	P1212	T	Smart-seq2	1079125.457	6197	993183.5178	5547	0.017062818	136	347	40	229	CD4 T cell	hT09_CD4-CXCL13	hT09	3.949067857	17.11601471	-9.518528456	-24.86220747	-2.190734831	10.83446088
TLCD45P306-1212	P_T_P1212_08941	P1212	T	Smart-seq2	416342.7579	3203	356345.8863	2913	0.038647164	91	165	25	149	CD8 T cell	hT15_CD8-GZMK	hT15	15.44064272	-6.0752322	-1.648933653	10.23918196	-3.379167159	-19.03936884
TLCD45P310-1212	P_T_P1212_08942	P1212	T	Smart-seq2	696559.1111	5413	657545.4845	4751	0.017298703	120	278	36	203	CD8 T cell	hT15_CD8-GZMK	hT15	-8.282829582	-8.321407503	-33.60912177	13.90780421	8.499754127	-7.272133607
TLCD45P31-1212	P_T_P1212_08943	P1212	T	Smart-seq2	562942.9437	3479	302910.8123	3078	0.004368756	92	180	19	167	Myeloid cell	hM05_Mono-CD14	hM05	-17.28913076	15.99780258	-11.85977574	-4.1253945	-23.42807906	8.5743298
TLCD45P312-1212	P_T_P1212_08944	P1212	T	Smart-seq2	929594.0745	5650	855433.7629	5032	0.015339941	139	289	33	215	CD4 T cell	hT11_CD4-CTLA4	hT11	11.07218023	25.27399098	8.832632511	-37.87945616	-1.549648536	12.00474808
TLCD45P315-1212	P_T_P1212_08945	P1212	T	Smart-seq2	646152.1958	4139	535170.7884	3705	0.062237651	103	206	28	175	CD8 T cell	hT15_CD8-GZMK	hT15	16.50261902	-7.607608456	-1.896457062	20.53726177	-8.921181137	5.306827608
TLCD45P3-20161212	P_T_P1212_08946	P1212	T	Smart-seq2	1306925.789	5969	785036.4909	5377	0.032678163	147	303	33	225	Myeloid cell	hM03_cDC2-CD1C	hM03	-38.4224872	16.82287177	3.19865062	14.27814278	-13.80358905	8.1010106
TLCD45P32-20161212	P_T_P1212_08947	P1212	T	Smart-seq2	1341316.008	7055	1150091.333	6140	0.012759016	149	357	41	236	ILC	hI01_NK-CD16	hI01	4.422232073	-24.07068029	1.010164798	-0.491223886	-8.069273683	-16.49896505
TLCD45P327-1212	P_T_P1212_08948	P1212	T	Smart-seq2	1136129.961	4295	1054840.501	3896	0.007974399	96	230	34	174	CD4 T cell	hT09_CD4-CXCL13	hT09	-1.842423767	10.57607501	-6.370147079	-17.34145125	-0.133892218	-2.570409777
TLCD45P33-20161212	P_T_P1212_08949	P1212	T	Smart-seq2	916131.455	5502	758891.0921	4845	0.030035507	142	295	32	221	CD4 T cell	hT11_CD4-CTLA4	hT11	15.25586029	22.99299342	11.08214608	-31.60593575	-0.167402364	10.2105629
TLCD45P332-1212	P_T_P1212_08950	P1212	T	Smart-seq2	1084061.528	6039	964922.051	5446	0.054256825	132	335	36	218	ILC	hI04_ILC3-SLC4A10	hI04	-19.67334794	-20.17066935	5.773946666	12.9226545	-32.55813105	-1.504034257
TLCD45P341-1212	P_T_P1212_08952	P1212	T	Smart-seq2	644946.1776	3936	554223.2392	3506	0.067398091	103	187	30	170	CD8 T cell	hT15_CD8-GZMK	hT15	16.43487633	-8.054264496	-2.231391556	20.6927857	1.921509783	-32.12304921
TLCD45P346-1212	P_T_P1212_08955	P1212	T	Smart-seq2	658160.8436	5548	531263.6906	4980	0.040275187	135	313	32	216	Myeloid cell	hM05_Mono-CD14	hM05	-23.72036289	18.80463849	-5.823000484	-10.4727857	-7.635720297	13.0114263
TLCD45P350-1212	P_T_P1212_08956	P1212	T	Smart-seq2	758595.5982	4800	665206.6131	4375	0.027744587	137	269	33	211	Myeloid cell	hM12_TAM-C1QC	hM12	-39.49402675	7.485551441	19.4186491	13.37421109	-17.81504207	-3.519191222
TLCD45P360-1212	P_T_P1212_08959	P1212	T	Smart-seq2	600285.6186	5352	511085.3789	4811	0.037353153	123	298	36	212	Myeloid cell	hM06_Mono-CD16	hM06	-28.82886658	17.76171718	-8.099977418	-24.74499334	-4.462246915	26.27514202
TLCD45P361-1212	P_T_P1212_08960	P1212	T	Smart-seq2	623808.5032	4824	587453.3828	4264	0.035912561	115	261	29	193	B cell	hB04_FollicularB-MS4A1	hB04	-37.61433105	-16.90407955	-0.102844664	16.2188098	35.28635365	7.448113982
TLCD45P364-1212	P_T_P1212_08961	P1212	T	Smart-seq2	680243.6727	4478	576144.2664	3964	0.072676226	104	215	28	176	CD4 T cell	hT02_CD4-ANXA1	hT02	24.16269111	-5.824757665	14.1234202	7.996160634	1.909947051	-32.04901987
TLCD45P365-1212	P_T_P1212_08962	P1212	T	Smart-seq2	610731.7444	4036	519405.7315	3631	0.041997257	106	229	26	169	CD4 T cell	hT05_CD4-CXCR6	hT05	14.09789325	-0.996782963	3.544666407	-0.852783894	-23.7018116	-0.819328946
TLCD45P371-1212	P_T_P1212_08965	P1212	T	Smart-seq2	674867.5616	4948	623384.3177	4365	0.021693588	110	278	31	196	CD8 T cell	hT15_CD8-GZMK	hT15	10.25568877	-7.45273602	-7.744518931	6.819354168	0.803586512	-2.337720532
TLCD45P37-20161212	P_T_P1212_08966	P1212	T	Smart-seq2	895777.7233	3670	567131.6154	3346	0.007072514	100	198	31	163	Myeloid cell	hM13_TAM-SPP1	hM13	-35.41291507	6.251260247	15.11158954	-3.946513054	-24.8837723	-0.64230566
TLCD45P381-1212	P_T_P1212_08968	P1212	T	Smart-seq2	815921.2887	6645	747802.8055	5804	0.021018963	163	346	36	252	Myeloid cell	hM06_Mono-CD16	hM06	-33.30029336	15.17087861	8.151689852	-15.64700888	-26.99109917	2.052246492
TLCD45P382-1212	P_T_P1212_08969	P1212	T	Smart-seq2	808682.6311	4700	702159.8274	4186	0.044253639	109	243	33	189	CD4 T cell	hT05_CD4-CXCR6	hT05	14.17220222	-1.206341703	3.500711449	-0.783268489	10.94033291	-2.547569342
TLCD45P383-1212	P_T_P1212_08970	P1212	T	Smart-seq2	1148911.049	5518	1060342.376	4832	0.034922729	116	291	38	213	CD4 T cell	hT05_CD4-CXCR6	hT05	13.25152642	5.076319184	-4.35034086	-8.240568192	9.937346926	-2.10621415
TLCD45P384-1212	P_T_P1212_08971	P1212	T	Smart-seq2	921743.1172	5140	854784.17	4597	0.028773575	125	302	32	202	ILC	hI02_NK-GZMK	hI02	-1.715018867	-28.39261325	7.463002236	11.37593907	-11.6498018	3.766141608
TLCD45P39-20161212	P_T_P1212_08972	P1212	T	Smart-seq2	1227623.334	5718	832440.12	5084	0.026325896	132	308	30	201	CD4 T cell	hT02_CD4-ANXA1	hT02	27.96182279	-2.472054174	18.29715893	8.43516947	0.165630541	5.273166545
TLCD45P40-20161212	P_T_P1212_08973	P1212	T	Smart-seq2	1323953.923	5646	919255.3519	5025	0.018635603	124	288	21	197	CD8 T cell	hT14_CD8-CX3CR1	hT14	11.8614133	-23.43026386	-4.868933548	28.41856287	2.382775158	-27.92312856
TLCD45P4-20161212	P_T_P1212_08975	P1212	T	Smart-seq2	1519587.032	8222	1148529.432	7299	0.022169742	145	441	34	269	Myeloid cell	hM04_cDC1-BATF3	hM04	-38.63289831	16.72671785	5.669058939	18.17745408	-10.86473352	7.023704124
TLCD45P42-1212	P_T_P1212_08976	P1212	T	Smart-seq2	714579.5347	3026	446845.5386	2678	0.037786202	78	163	18	118	CD8 T cell	hT15_CD8-GZMK	hT15	16.49285341	-8.256340916	-2.74964043	21.3226344	11.99960148	-18.98723965
TLCD45P46-1212	P_T_P1212_08978	P1212	T	Smart-seq2	742427.0174	3381	464390.2437	2981	0.04472537	86	169	21	132	B cell	hB04_FollicularB-MS4A1	hB04	-40.62093128	-21.50758901	3.326779053	14.49985193	23.66224562	19.63937945
TLCD45P47-20161212	P_T_P1212_08979	P1212	T	Smart-seq2	1240371.35	5889	847149.9286	5207	0.051408064	125	293	23	193	CD4 T cell	hT02_CD4-ANXA1	hT02	27.70410496	-2.70316018	14.08677631	14.80081038	26.45830067	4.472730866
TLCD45P48-20161212	P_T_P1212_08980	P1212	T	Smart-seq2	1209234.297	5703	1009710.472	5042	0.021974217	118	282	25	189	CD4 T cell	hT11_CD4-CTLA4	hT11	15.11129319	23.641784	4.338750727	-33.48119357	1.895090069	15.85022545
TLCD45P49-20161212	P_T_P1212_08981	P1212	T	Smart-seq2	988995.2716	5694	669657.2497	5022	0.023265817	129	284	25	211	CD8 T cell	hT14_CD8-CX3CR1	hT14	13.01569528	-20.79099073	-3.269236721	24.25797928	12.88211002	-14.91752041
TLCD45P50-20161212	P_T_P1212_08982	P1212	T	Smart-seq2	1061908.896	5350	742224.8925	4789	0.028946045	113	298	28	176	CD4 T cell	hT02_CD4-ANXA1	hT02	31.58291625	-8.634338637	17.27869918	17.00816539	17.42807775	-5.897452102
TLCD45P51-20161212	P_T_P1212_08983	P1212	T	Smart-seq2	1123057.302	5619	904265.9079	4995	0.022455407	127	297	31	194	CD8 T cell	hT14_CD8-CX3CR1	hT14	11.86279778	-21.32790202	-2.098336733	32.31464699	-0.013378091	-23.17236623
TLCD45P5-20161212	P_T_P1212_08984	P1212	T	Smart-seq2	1188334.441	6612	666190.7147	5832	0.032158162	150	352	26	251	CD4 T cell	hT02_CD4-ANXA1	hT02	24.36890708	-13.86126671	13.65352444	18.96960034	3.01262334	-2.485109304
TLCD45P52-1212	P_T_P1212_08985	P1212	T	Smart-seq2	1132603.467	4743	821810.6613	4171	0.03339269	105	258	22	183	CD4 T cell	hT02_CD4-ANXA1	hT02	26.55601734	-5.817120035	14.79572341	9.63549264	19.52104267	-1.133044756
TLCD45P53-1212	P_T_P1212_08986	P1212	T	Smart-seq2	939181.3366	3475	588476.3372	3148	0.013339993	93	184	27	144	Myeloid cell	hM08_Macro-NLRP3	hM08	-35.09341608	7.83394065	12.75856611	-11.71568342	-24.01160849	6.262072801
TLCD45P54-1212	P_T_P1212_08987	P1212	T	Smart-seq2	572844.6836	4122	254215.1253	3611	0.007752965	97	210	21	156	Myeloid cell	hM05_Mono-CD14	hM05	-17.34318566	13.90459582	-11.20312426	2.659127479	-20.9603474	21.67831046
TLCD45P56-20161212	P_T_P1212_08988	P1212	T	Smart-seq2	1191180.771	6966	991785.9342	6175	0.015490597	155	348	40	242	Myeloid cell	hM06_Mono-CD16	hM06	-32.00768775	18.38667363	-3.712214786	-23.44872337	2.106984493	25.59868146
TLCD45P57-20161212	P_T_P1212_08989	P1212	T	Smart-seq2	1056278.199	5533	818092.6696	4897	0.025002379	119	283	15	188	CD8 T cell	hT14_CD8-CX3CR1	hT14	18.77841403	-25.97672843	2.06822635	33.93744108	2.366032929	-27.97699932
TLCD45P60-20161212	P_T_P1212_08991	P1212	T	Smart-seq2	818414.5247	6420	605958.1654	5645	0.046826822	144	330	29	220	B cell	hB03_FollicularB-IgD	hB03	-39.64660182	-22.88895066	6.531683333	25.33572964	18.62603848	22.19562456
TLCD45P6-20161212	P_T_P1212_08992	P1212	T	Smart-seq2	1638717.844	7438	1291377.283	6444	0.015095141	172	401	43	305	Myeloid cell	hM13_TAM-SPP1	hM13	-39.06961409	7.580496018	16.0654663	-2.597208961	-26.8780778	-1.52158795
TLCD45P62-20161212	P_T_P1212_08993	P1212	T	Smart-seq2	983844.9399	4188	574330.4134	3807	0.050396037	115	225	20	158	CD4 T cell	hT02_CD4-ANXA1	hT02	25.08838074	-5.450739101	14.35357419	7.459901605	14.56417639	-5.1228217
TLCD45P64-20161212	P_T_P1212_08995	P1212	T	Smart-seq2	1009310.905	5314	602869.1467	4714	0.023709736	115	261	28	187	CD8 T cell	hT14_CD8-CX3CR1	hT14	21.32674002	-16.96587016	3.646428724	19.20351331	13.15214915	-8.55279856
TLCD45P66-1212	P_T_P1212_08997	P1212	T	Smart-seq2	886402.782	2463	480867.6094	2227	0.022804137	72	115	13	101	CD8 T cell	hT15_CD8-GZMK	hT15	16.36396162	-7.883334908	-2.847197038	20.94202144	12.81520402	-19.35816401
TLCD45P67-20161212	P_T_P1212_08998	P1212	T	Smart-seq2	1109928.917	5128	868079.4087	4555	0.017610202	132	245	38	219	CD8 T cell	hT15_CD8-GZMK	hT15	15.01567083	-3.166836759	-12.84562147	-14.82173972	-0.089637998	-22.77754479
TLCD45P69-20161212	P_T_P1212_09000	P1212	T	Smart-seq2	1545144.636	7892	1292744.609	7065	0.024257362	159	420	37	265	Myeloid cell	hM04_cDC1-BATF3	hM04	-38.54359309	16.76709553	5.190045041	17.90959764	-10.89347602	6.706243047
TLCD45P70-20161212	P_T_P1212_09001	P1212	T	Smart-seq2	1342023.428	6112	1009312.108	5422	0.038993232	146	333	25	216	CD4 T cell	hT02_CD4-ANXA1	hT02	37.75391214	-8.703244966	23.6195541	12.76714456	25.21322725	-6.854749748
TLCD45P71-20161212	P_T_P1212_09002	P1212	T	Smart-seq2	1481514.118	5786	1008628.45	5139	0.049025546	138	304	26	210	CD8 T cell	hT13_CD8-GPR183	hT13	20.34504089	-12.70441196	5.421805809	18.30306404	14.08373113	-7.868457436
TLCD45P7-20161212	P_T_P1212_09003	P1212	T	Smart-seq2	1258464.645	4607	879556.7904	4215	0.027823935	132	229	36	187	Myeloid cell	hM06_Mono-CD16	hM06	-30.47327997	14.92541191	-4.84969807	-24.43809522	-5.997484559	17.25335956
TLCD45P72-20161212	P_T_P1212_09004	P1212	T	Smart-seq2	1248115.206	6212	825280.57	5505	0.019821128	137	313	20	209	CD8 T cell	hT14_CD8-CX3CR1	hT14	10.90622924	-22.80633159	-4.803269981	28.80193913	11.91987768	-28.85011912
TLCD45P75-20161212	P_T_P1212_09006	P1212	T	Smart-seq2	1662769.726	5595	1251500.532	5135	0.022602363	136	315	32	208	Myeloid cell	hM05_Mono-CD14	hM05	-27.7820436	19.50726216	-5.24811406	-9.988106427	-6.019405306	17.07968292
TLCD45P76-20161212	P_T_P1212_09007	P1212	T	Smart-seq2	970171.9185	5767	782662.8766	5150	0.010649362	135	293	35	209	CD4 T cell	hT09_CD4-CXCL13	hT09	2.206424377	9.739217984	-5.920980902	-18.61190142	-1.023769922	-14.97416043
TLCD45P78-20161212	P_T_P1212_09009	P1212	T	Smart-seq2	1175586.011	5696	832423.6215	5112	0.028007001	123	300	27	189	CD8 T cell	hT14_CD8-CX3CR1	hT14	11.9234234	-21.1942214	1.559557583	31.58361209	5.985996896	-19.19615155
