DATA	GSM3443357	GSM3443358	GSM3443359	GSM3443360	GSM3443361	GSM3443362	GSM3443363	GSM3443364	GSM3443365	GSM3443366	GSM3443367	GSM3443368
CBX8	4.47821	4.432886	4.655634	4.485223	4.630793	4.382516	4.50251	4.482265	4.456374	4.18211	4.546283	4.250061
CBX7	7.297794	7.399567	7.353661	7.380435	7.315916	7.454498	7.533088	7.62999	7.688976	7.774959	7.753665	7.838298
CBX6	10.054167	10.0887185	10.0970515	10.100193	10.03171	9.9901635	10.284875	10.32356	10.32365	10.256895	10.25759	10.300115
CBX5	9.937575	9.9785865	10.0554415	10.104847	10.022323	9.901975499999999	10.299495	10.2791605	10.2033825	10.262205	10.289525000000001	10.25245
CBX4	4.448145	4.467345	4.329026	4.303426	4.332383	4.372948	3.953043	4.143355	4.094688	4.235676	4.43499	4.380265
CBX3	11.55808	11.44289	11.4455	11.52177	11.385535	11.517040000000001	11.42905	11.242185	11.402944999999999	11.22815	11.35378	11.180885
CBX2	4.71102	4.734572	4.91775	4.560546	4.806029	4.561397	4.580362	4.575781	4.700495	4.58172	4.772455	4.665007
CBX1	10.36334	10.23123	10.39937	10.27586	10.19607	10.25808	10.33194	10.2824	10.21996	10.32603	10.28072	10.32846
NMUR1	4.465488	4.491155	4.514677	4.477042	4.319415	4.040777	4.418101	4.349101	4.523312	4.005809	4.182972	3.722634
CBY1	8.670626	8.704413	8.838713	8.710154	8.798626	8.701617	8.638972	8.762639	8.594498	8.772077	8.790005	8.7612
SPRED2	3.474339	3.30105	3.621198	3.606588	3.433463	3.320895	3.371379	3.538384	3.538904	3.501147	3.609761	3.472014
TCF7L2	7.219996	7.2256895	7.044172	7.117529	7.1804165	7.4051	7.360687	7.3984835	7.371650499999999	7.4361605	7.1661494999999995	7.263394
TCF7L1	5.748847	5.685163	5.813326	5.831691	5.891578	5.717689	6.051319	6.217579	6.033539	6.109906	6.248112	6.196066
FAM86A	7.279401	7.344776	7.428008	7.426763	7.326346	7.104638	7.291686	7.50317	7.539131	7.481505	7.585993	7.450945
OSGEPL1	7.226313	7.199905	7.015006	7.03279	7.220459	7.446074	7.252766	7.213209	7.332996	7.117853	7.125385	7.179409
ZNF292	7.246906	7.334538	7.287115	7.308529	7.166275	7.440397000000001	7.3922515	7.3013185	7.290088000000001	7.361314	7.3905045000000005	7.3431155
ZNF287	3.461175	3.631634	3.651392	3.726392	4.052426	4.200845	4.114592	4.446932	4.128174	4.227512	4.210369	4.167785
ZNF282	7.089192	7.066809	6.91384	7.001212	6.781167	7.121315	7.0424	7.209787	7.077372	6.999428	6.947924	7.008311
ZNF281	8.433757	8.545243	8.458431	8.25617	8.295749	8.514006	9.089813	9.011107	9.092329	8.951479	8.89002	8.948852
LETMD1	9.060812	9.023533	8.937409	9.144636	9.091148	9.344095	8.671058	8.794336	8.7092	8.829701	8.716744	8.759574
ZNF277	7.146848500000001	7.329677	7.3703565	7.386932	7.263959	7.434964	7.4366635	7.3464755	7.387589500000001	7.392738	7.503894	7.416364000000001
ZNF276	6.242078	6.103517	6.316732	6.286199	6.404224	6.076334	6.315003	6.158411	6.2688	6.285974	6.306644	6.171628
ZNF274	9.46542	9.420025	9.458498	9.569005	9.498606	9.450033	9.41576	9.411268	9.48286	9.420744	9.474847	9.412748
ZNF273	5.382947	5.478128	5.39024	5.195583	4.899797	5.257134	5.952821	5.896657	5.944427	5.972134	5.780556	5.927515
ZNF271	8.964224	8.994857	9.033779	9.136459	9.051652	9.240112	9.102287	9.106937	9.080271	9.0968	9.088949	9.130318
ZNF268	7.581422	7.469037	7.517762	7.640284	7.557291	7.793768	7.974947	7.903715	8.093701	7.966658	7.996241	7.967269
ZNF267	8.352058	8.145043	8.119919	8.111258	8.02342	8.277764	8.595347	8.235879	8.619193	8.303893	8.414376	8.321997
ZNF266	7.923213	8.052482	7.95159	7.871943	7.78862	7.927159	7.527242	7.817645	7.716761	7.745018	7.679473	7.631239
ZNF264	7.48433	7.458046	7.263035	7.314362	7.227276	7.686611	7.101313	7.257563	7.145544	7.152006	7.011194	7.160998
FAM182A /// FAM182B /// FAM27B /// FAM27C	5.337131	5.342864	5.551537	5.471367	5.367127	5.33411	5.379415	5.406201	5.621449	5.453224	5.352146	5.310055
ZNF257	2.508449	2.455662	2.335386	2.511365	2.604656	2.508499	2.57195	2.505486	2.540088	2.761249	2.520093	2.579119
ZNF254	3.577149	3.66757	3.514833	3.412552	3.24873	3.752989	4.352225	4.457233	3.808491	3.973972	4.126849	4.048184
ZNF253	5.615932	5.418652	5.448331	5.550828	5.211016	5.434952	5.952541	5.774024	5.813705	5.586365	5.790534	6.05364
ZNF250	6.402139	6.381987	6.447176	6.314062	6.524444	6.511812	6.619952	6.632432	6.644711	6.537762	6.728295	6.750433
CTLA4	3.930564	3.890177	3.662559	4.177607	4.036515	3.702611	3.676339	3.68964	3.887712	3.67952	3.854155	3.461195
ZNF248	7.355934	7.253092	7.288321	7.384407	6.967598	7.160956	6.444852	6.642836	6.473003	6.554449	6.491262	6.540816
LYPLA2	8.118919	8.226512	8.172674	8.1791625	8.212257	8.217654	7.9518145	8.057127000000001	8.044412	7.9869935000000005	8.0098175	8.074092
LYPLA1	10.92319	10.84292	10.84533	10.913385	10.84121	10.98209	10.86326	10.658125	10.823395	10.781575	10.649165	10.58545
ZNF239	7.013433	7.235711	7.068082	7.081191	7.080336	7.112874	7.538548	7.427281	7.500511	7.473193	7.361478	7.573352
TUT1	6.097661	6.258919	6.032272	6.111715	6.295012	6.089162	6.090279	6.040808	6.075594	6.121373	6.195949	6.131575
ZNF236	6.101850499999999	6.0534859999999995	5.999002	6.09513	5.9125145	6.2742755	6.266612	6.313465	6.2817375	6.2888874999999995	6.237648500000001	6.270664
ZNF235	4.80175	4.8551590000000004	4.8185175	4.8767154999999995	4.922845	4.760017	4.822702	5.0437625	5.0392395	4.9646905	5.0131815	4.904851
ZNF234	4.482649	4.329412	4.390317	4.5331	4.335286	4.496156	4.187961	4.30296	4.278017	4.365717	4.130968	4.204262
ZNF232	8.234747	8.292078	8.329882	8.248089	8.253834	8.28257	8.257799	8.306749	8.284143	8.284353	8.314514	8.312868
ZNF230	5.734139	5.598388	5.604997	5.613334	5.713698	5.890737	5.615956	5.622779	5.739765	5.612514	5.68112	5.925582
ZNF227	6.374159	6.537061	6.120152	6.517022	6.476333	6.796014	6.564201	6.610744	6.436421	6.561296	6.21263	6.766011
ZNF226	7.827678	7.771326	8.016291	7.98927	7.932582	8.061505	7.516735	7.468922	7.268326	7.464363	7.528592	7.608255
ZNF225	3.889933	4.166626	3.166856	3.672377	3.73795	3.655067	3.764188	3.558375	3.566108	3.495428	3.486807	3.652077
ZNF224	4.9075745	4.8403345	4.880057	4.8898975	4.785033	5.263142	4.857876	4.6293895	4.7453985	4.966152	4.665948	5.0041825
ZNF223	4.419661	4.543579	4.416527	4.32564	4.270195	4.493593	4.055196	4.376398	4.651052	4.508157	4.341805	4.426441
ZNF222	6.927425	6.984797	6.841894	6.906956	7.01109	7.085331	6.959117	6.978599	6.93801	6.994356	6.938953	7.21498
ZNF221	3.992457	4.178452	4.257276	4.183357	4.098547	4.030347	4.268832	3.974613	4.292005	4.292005	4.118279	4.315605
ZNF219	8.588492	8.575165	8.601295	8.511701	8.557693	8.390927	8.281784	8.430508	8.309536	8.265901	8.292714	8.331447
ZNF217	9.191267	9.191063	9.050108	9.224743	9.062966	9.158276	9.216248	9.220421	9.336749	9.24988	9.231125	9.098944
ZNF215	6.92518	6.963354	6.913913	6.986212	6.721436	6.895041	6.700397	6.751017	6.8263	6.902913	6.865518	6.774498
ZNF214	2.470212	2.573536	2.403573	2.594227	2.458562	2.356659	2.348134	2.791424	2.613915	2.475033	2.721644	2.735333
ZNF212	8.494667	8.467716	8.417793	8.460372	8.484503	8.591028	8.505345	8.544664	8.416723	8.535439	8.481337	8.505132
ZNF211	5.893641	6.151891	5.860875	5.961776	5.783368	6.046348	5.678743	5.803818	5.895441	6.060286	5.651874	6.100048
SAYSD1	5.879458	5.908491	5.847252	5.842076	5.743025	5.858657	5.896552	5.783894	5.688421	5.632257	5.749823	5.827728
ZNF207	10.64762	10.705265	10.566787999999999	10.5386685	10.60079	10.753185	10.607104	10.667735	10.6498655	10.540826	10.4708525	10.5229925
ZNF205	6.554534	6.502057	6.507063	6.492362	6.345455	6.426205	6.267294	6.284573	6.208948	6.176678	5.993326	6.307769
ZNF202	6.739838499999999	6.741030500000001	6.666214	6.7441595	6.833145999999999	6.846126	6.627988	6.7363415	6.691999	6.8496845	6.6342065	6.952934
ZNF200	8.0433185	8.158908	7.9447455	7.874039	7.897214999999999	8.1247765	7.748295499999999	7.832689	7.8943544999999995	7.6923695	7.7017565	7.8988485
ATXN3	4.573285	4.595918	4.455072	4.4080835	4.5072405	4.5171375000000005	4.7588360000000005	4.8528755	4.6691535	4.812396	4.853243	4.986356
ATXN2	7.515839	7.50866	7.39043	7.534058	7.358428	7.461203	7.551311	7.549482	7.600696	7.601963	7.590857	7.563806
ATXN1	7.9698115	8.0716735	7.8396875	7.9720645	7.814182	8.192673500000001	7.822437000000001	7.936617999999999	7.7511935	7.931290000000001	7.7743945	7.892516499999999
ATXN7	6.327049499999999	6.383521	6.172105	6.276082499999999	6.1721705	6.3460355	6.016662500000001	6.165811	6.076105	6.043493	5.9377345	5.732471
C9orf91	6.451709	6.420784	6.37871	6.74888	6.600168	6.996128	6.766421	6.837543	6.806295	7.255696	7.189869	7.313403
HSP90AB1	11.85835	11.77616	11.641855	11.61177	11.739105	11.879764999999999	11.605675	11.57976	11.554490000000001	11.40483	11.20954	11.391179999999999
HMG20B	6.675303	6.493409	6.349155	6.492013	6.787185	7.242923	7.061133	6.99354	7.00173	6.820459	6.338367	6.880947
CCIN	4.994371	4.703856	5.096116	4.951747	5.116394	4.734148	4.868127	4.59626	4.845322	4.918382	5.00815	4.820783
HMG20A	7.774972	7.851414	7.788301	7.888722	7.892386	8.122217	7.643396	7.650351	7.727518	7.747128	7.736941	7.747742
HSP90AA1	13.01567	12.989225	12.939895	12.9596	12.86649	12.85993	12.940915	12.862565	12.91972	12.804020000000001	12.77827	12.74157
NDUFC1	11.80192	11.76396	11.92786	11.91593	11.80348	11.74766	11.96717	11.97937	11.95467	12.03675	12.10562	12.10887
C9orf78	7.860721	7.892133	8.011026	8.100964	7.945189	8.050938	8.061578	8.042045	8.072479	8.033779	8.118463	8.21897
NDUFB8	10.60671	10.59276	10.89062	10.75609	10.738	10.66959	10.90695	10.89731	10.81646	10.91754	11.05867	11.10007
NDUFB7	7.522252	7.5778615	7.7192525000000005	7.719390499999999	7.62078	7.6858830000000005	7.7917985000000005	7.716756	7.7849450000000004	7.717406	7.734721500000001	7.8576745
NDUFB6	11.20608	11.14905	11.33104	11.26042	11.12652	11.18417	11.23046	11.18195	11.14516	11.15417	11.31083	11.13026
NDUFB5	11.43271	11.38065	11.48273	11.45898	11.54343	11.43412	11.72176	11.76761	11.73253	11.73367	11.77919	11.75415
NDUFB4	12.33703	12.31869	12.46027	12.33891	12.42028	12.35171	12.42639	12.40975	12.43006	12.44759	12.51151	12.47987
NDUFB3	11.46975	11.50888	11.53552	11.52731	11.49107	11.40082	11.46014	11.43056	11.46877	11.41074	11.54041	11.46388
NDUFB2	11.62153	11.528655	11.76784	11.671795	11.63844	11.55171	11.934180000000001	11.91693	11.94097	11.960135000000001	12.059280000000001	12.003934999999998
NDUFB1	11.7233	11.65033	11.82743	11.7704	11.73637	11.77263	11.90495	11.76889	11.82312	11.81438	11.88578	11.80918
CCL8	3.254624	3.077695	3.123472	3.208542	3.445858	3.086175	3.229895	2.981324	3.071406	3.470252	3.172903	3.241163
CCL7	4.007329	4.079387	4.22479	3.835566	4.179503	4.147953	4.019341	4.149321	3.924534	3.926663	4.123628	4.087669
CCL5	5.4361014999999995	5.5604685	5.649312	5.289111999999999	5.1738444999999995	5.3354835000000005	5.492271000000001	5.6502725	5.801411	5.9259135	5.807906	6.2001835
CCL4	4.253767	4.188908	4.288815	4.435637	4.374623	3.985441	4.501127	4.055144	4.202769	4.219952	4.22506	4.264322
CCL2	9.974089	9.982048	10.39904	9.644293	9.675061	9.392324	10.81505	10.72774	10.63964	10.31244	10.59904	10.3673
CCL1	3.940289	3.566495	3.718369	3.634157	3.89706	3.837821	4.170437	3.759131	3.888357	3.85498	4.210369	3.989828
IARS2	11.04214	11.06365	11.0604	11.0723	11.08766	11.07686	10.80838	10.7715	10.85504	10.75617	10.75064	10.78746
C9orf40	6.499523	6.314745	6.220176	6.152681	6.039451	6.590742	6.649013	6.65815	6.62878	6.595324	6.441448	6.762483
NDUFA9	11.41843	11.35933	11.51372	11.44556	11.48671	11.39415	11.34393	11.34469	11.30188	11.37187	11.30158	11.3985
NDUFA8	9.77207	9.795797	9.966869	9.743076	9.772737	9.458902	9.904072	9.881289	9.908191	9.85244	9.894294	9.967758
NDUFA7	10.38586	10.46914	10.71241	10.59081	10.54481	10.44622	10.47018	10.41663	10.45962	10.56211	10.6508	10.74121
NDUFA6	10.7171505	10.710793	10.8938725	10.777134	10.7739815	10.6609685	10.786910500000001	10.776050999999999	10.7713335	10.792183	10.892817	10.8958455
NDUFA5	6.5065015	6.4243615	6.313496000000001	6.440663	6.341108500000001	6.545948	6.534282	6.391446	6.397086999999999	6.43076	6.419406	6.156496
NDUFA4	12.36947	12.2527	12.46513	12.47061	12.35566	12.43319	12.61632	12.49571	12.50858	12.52586	12.61331	12.46722
NDUFA3	11.12505	11.08187	11.35508	11.24129	11.28262	11.08833	11.37819	11.35052	11.38599	11.41493	11.52711	11.5158
NDUFA2	8.970823	8.9145505	9.0759375	8.950213	8.812492500000001	8.960808	8.9240625	9.151091000000001	8.85393	9.1326935	9.126157	9.0792555
NDUFA1	12.55503	12.46289	12.69034	12.60245	12.61906	12.61052	12.7042	12.62535	12.58691	12.67571	12.78402	12.77457
C9orf53	3.725198	3.881335	3.841804	3.967404	4.094059	3.736137	3.683168	3.522615	3.944124	3.853507	4.047818	3.783155
CCNK	5.162083	5.329063	5.01869	4.956049	5.127306	5.174978	5.127893	5.201234	5.195548	5.195548	4.795424	5.149555
CCNJ	7.538199	7.433415	7.382496	7.191935	7.217956	7.262997	7.76075	7.744384	7.715388	7.453879	7.410735	7.52244
CCNI	11.63528	11.58579	11.546415	11.684745	11.663155	11.72662	11.66939	11.637345	11.689454999999999	11.627469999999999	11.509005	11.61312
CCNH	9.763596	9.748498	9.862279	9.751991	9.805365	9.781757	9.686235	9.651692	9.66604	9.728341	9.79138	9.834141
CCNF	7.877008999999999	7.9490295	7.894804499999999	7.6456885	7.7310345	7.639416000000001	7.464370499999999	7.446657999999999	7.3813765	7.2854195	7.384831	7.507473
CCNC	10.53138	10.54885	10.44901	10.52962	10.48684	10.52857	11.11146	11.00552	11.16208	11.00514	11.00168	11.0127
FAM53C	9.333519	9.418957	9.378336	9.452909	9.382914	9.448754	9.509582	9.578261	9.457102	9.551497	9.475574	9.548375
FAM53B	7.054955	7.076714	7.177096	7.021915	6.997383	6.897441	7.185641	7.027631	7.055093	7.101374	7.027399	7.070364
C9orf38	3.001912	3.228611	2.987869	3.464623	2.981324	3.471225	2.949221	3.380464	3.171185	3.164351	3.577143	3.005327
LACTB2	9.182523	9.257307	9.076509	9.453816	9.188993	9.665195	9.333257	9.343302	9.283594	9.263104	9.274464	9.22014
CCNO	5.295394	5.251902	5.365562	5.207138	5.551416	5.127565	5.344594	5.385152	5.439382	5.326064	5.451864	5.15271
CD1E	4.4343185	4.524781	4.427435	4.518879	4.5630045	4.3096505	4.470566	4.264743	4.2952465	4.468312	4.5344445	4.3200495
CD1D	2.957216	2.920034	2.623818	2.897765	2.887247	2.73629	3.030112	2.89841	3.308757	3.183159	3.225914	3.157649
CD1C	5.304562	5.261133	5.38041	5.29178	5.315791	5.306583	5.115124	5.115752	5.269409	5.067851	5.481095	4.733132
CD1B	3.079364	3.488953	3.368391	3.341949	3.315342	3.188293	3.335248	3.220315	3.449764	3.54597	3.478472	3.440842
CD1A	5.154881	5.094813	5.237023	5.122419	5.098168	4.837207	5.05379	4.973246	5.088173	5.035433	5.273992	4.785266
CD19	3.940465	3.763433	4.030955	3.993736	4.135033	3.747767	3.833889	3.76438	4.150927	3.801798	4.053515	3.627917
SLAMF8	4.801212	4.555556	4.765371	4.8026815	4.5679359999999996	4.3407095	4.6350940000000005	4.658593	4.6837045	4.7574595	4.761507999999999	4.538105
SLAMF7	3.060762	3.06827	3.174236	3.13912	3.266758	2.901938	3.080769	2.993256	3.085833	3.132133	3.209589	2.967837
CD14	4.11905	4.022579	4.323796	4.131904	4.210249	3.919076	3.979432	4.21459	4.27028	3.848442	4.181197	4.095365
SLAMF1	3.366153	3.447415	3.226119	3.111982	3.412338	3.08048	3.466027	3.123917	3.282112	3.314852	3.366153	3.412338
CCR1	3.736102	3.6802425000000003	3.577515	3.754922	3.6455279999999997	3.8413125	3.721197	3.7830355	3.814559	3.5685135	3.823559	3.9325595
C9orf16	6.089572	6.129747999999999	6.4697705	6.288749	6.2709025	6.1839485	6.3131395	6.487418	6.549989999999999	6.517998	6.4531375	6.567537
CD28	2.685869	3.023342	2.819393	2.824358	3.307598	2.744775	2.786639	2.835577	2.750468	3.095729	2.951948	2.753073
CD27	5.538851	5.603204	5.540645	5.269707	5.512395	5.379129	5.223893	5.426583	5.435774	5.393823	5.64836	5.450562
CD24	11.640615	11.469545	11.601189999999999	11.79416	11.65049	11.631165	12.022995	11.7715	11.995899999999999	11.860710000000001	11.97158	11.71943
CD22	4.083667	4.145569	4.16445	4.2943075	4.2921065	4.042297	4.1130305	4.279274	4.065417500000001	4.0732185	4.163951	4.2439925
CD40	8.689416	8.620034	8.7717075	8.5383115	8.5853645	8.499299	7.757538500000001	7.8177315	7.6955105	7.6518385	7.692538000000001	7.809867499999999
FAM57A	8.71022	8.758501	8.580527	8.510756	8.554772	8.511615	8.840369	8.978367	8.905849	8.811817	8.78179	8.829777
CD3G	3.789672	3.600766	3.861297	3.75764	3.816024	3.567817	3.561896	3.736101	3.738708	3.730735	4.067709	3.668568
CD3E	5.554711	5.657272	5.391974	5.49901	5.807028	5.54185	5.414997	5.48641	5.318116	5.596519	5.552814	5.391285
CD3D	5.142287	4.984552	5.321426	5.079155	5.382171	5.018091	5.25943	5.184308	5.124857	5.144213	5.468049	4.989811
CCR9	3.287908	3.414034	3.187781	3.136287	3.204969	3.089473	3.278844	3.102141	3.238288	3.066106	3.200329	3.295063
CD38	6.137012	6.025008	6.027498	6.124623	6.066013	5.919678	6.056096	5.861638	6.164938	5.888542	6.272632	5.879879
CCR8	4.259373	4.19463	4.217477	4.235974	4.458699	4.139151	4.25343	4.193786	4.167673	4.272664	4.275533	4.071891
CCR7	3.128789	3.272364	3.532466	3.187699	3.324025	3.512956	3.371107	3.423119	3.688339	3.223564	3.44358	3.511425
CD37	2.750555	3.183862	3.073635	2.828071	3.184601	2.889332	2.860791	3.172671	2.996881	3.021191	3.159645	2.961946
CD36	3.283425	3.127465	3.222723	3.154449	3.327262	3.177098	2.942959	2.976723	3.116974	3.153949	3.233451	2.891869
CCR6	2.998667	3.089622	2.899421	2.930907	3.02516	2.899482	2.774345	2.822949	2.855457	2.944994	2.909366	2.909306
CCR5	5.235611	5.110325	5.286753	5.14933	4.997447	5.021004	5.142784	5.170704	5.261737	5.071823	5.29812	5.04336
CD34	5.781034	6.243923	5.897425	5.922997	6.174923	5.833606	5.970075	6.03354	6.00803	6.066002	6.036756	5.910127
CCR4	4.727552	4.666063	4.940223	4.883362	4.807429	4.514413	4.494056	4.501101	4.71915	4.689966	5.069438	4.834351
CD33	4.656978	4.939967	4.703018	4.835156	4.947861	4.463346	4.710077	4.741035	4.586175	4.722758	4.749941	4.730937
CCR3	3.529681	3.21366	3.500697	3.234555	3.722296	3.238768	3.340711	3.467008	3.469891	3.506	3.819973	3.473125
CCR2	3.7686669999999998	3.554302	3.6371845	3.6908305	3.664695	3.7130625	3.9219730000000004	3.7098085	3.6757660000000003	3.651979	3.7867085	3.388718
CD53	4.981259	4.853632	5.074102	5.027338	5.265721	4.711269	4.771757	4.854683	4.855968	4.774494	5.031012	4.897132
CCT2	11.528984999999999	11.46331	11.406839999999999	11.36074	11.48376	11.750475000000002	11.56156	11.49708	11.441545	11.35384	11.228795	11.319655000000001
CD52	3.134589	3.1337395	3.3646890000000003	3.223418	3.2159139999999997	3.10346	3.317025	3.1252199999999997	3.10129	3.159106	3.0795804999999996	3.2917875
CD48	5.123935	5.71235	5.250718	5.166805	5.432128	5.361516	5.295436	5.19943	5.275021	5.337097	5.33543	4.962604
CD47	8.961693499999999	9.009911500000001	9.0550075	8.9341545	9.0808915	9.010786	9.224835	9.1713595	9.1415415	9.2544665	9.2140075	9.236543000000001
CD46	6.191347	6.094098	6.04184	6.012807	6.171192	6.491907	6.238973	6.294026	5.956149	6.228978	6.090437	6.057123
CD44	9.894033	9.7984905	9.907732500000002	9.763246500000001	9.779695	9.809406	9.449142	9.4225315	9.379733	9.3064495	9.263823	9.4588155
CD63	12.31677	12.36275	12.4903	12.3778	12.42784	12.37108	12.45013	12.43717	12.40818	12.44298	12.46131	12.51718
CD5L	3.472512	3.199806	3.11492	3.299654	3.488067	3.090466	3.367521	3.296435	3.233654	3.341149	3.175516	3.255033
MIS12	8.749036	8.850752	8.591234	8.531822	8.472281	8.854738	8.733382	8.758406	8.644105	8.693666	8.713606	8.611446
CD59	10.87969	10.768075	10.74954	10.76718	10.86022	11.03646	10.72747	10.68729	10.686265	10.678595000000001	10.50789	10.666070000000001
CCT8	8.0981775	7.9224395	8.029741	8.005605	7.850588999999999	7.990659	7.8599955	7.816158499999999	7.723495000000001	7.8697265000000005	7.775676	7.657531
CD58	8.633803	8.628332	8.798911	8.570101	8.606559	8.591892	9.411467	9.292288	9.141389	9.194157	9.235876	9.290136
CCT7	11.28482	11.25454	11.12488	11.25331	11.26389	11.47616	10.99877	11.05184	11.02825	10.99856	10.94262	10.97863
CD55	7.764447	7.8187935	7.685321	7.843721	7.697089500000001	8.015303	7.0286925	7.1770965	7.001824	7.149059	6.995887	7.189273
CCT5	12.3172	12.27493	12.20381	12.16805	12.26149	12.25622	12.15286	12.09645	12.10065	12.03862	11.952	12.07596
CCT4	11.8262	11.84999	11.77936	11.82429	11.80877	11.92122	11.86435	11.87143	11.89511	11.81287	11.76722	11.85234
CD74	9.363082	9.363678	9.495776	9.457533	9.43804	9.21363	9.435904	9.437511	9.430954	9.507348	9.476513	9.585164
CD72	3.856464	4.328785	4.060241	4.161997	4.001578	3.907985	4.042417	4.152757	4.12417	4.109465	4.026904	4.166176
CD70	10.83062	10.73052	11.08465	10.90788	10.93758	10.93969	11.0925	11.07433	10.97513	11.13845	11.1812	11.2186
CD69	2.862391	2.62801	2.721085	2.58395	2.492831	2.7559	2.571364	2.827033	2.460591	2.508349	3.031277	2.575321
CD86	3.708933	3.415259	3.722978	3.531415	3.747291	3.421355	3.555063	3.653842	3.666647	3.674814	3.823516	3.575992
CD84	4.312039	4.041689	4.3572690000000005	4.2578865	4.308806	4.0113945	4.2628330000000005	4.1560915000000005	4.345295	4.259527	4.2869795	3.9709445
CD83	8.261801	8.327895	8.264588	7.871653	7.790221	7.889092	8.664324	8.734199	8.706122	8.55714	8.48395	8.621713
CD82	9.86975	9.720552	9.7466	9.925154	9.764708	10.14492	9.713142	9.581822	9.683173	9.639379	9.53263	9.503819
CD81	11.0958	11.02379	10.95783	11.07023	11.05269	11.24392	11.26144	11.22845	11.24536	11.20464	11.0477	11.12374
CD80	5.009042	4.805529	5.145426	5.095227	5.429708	5.108084	4.895206	5.14527	5.180353	5.06398	5.154158	5.002051
PPFIA1	6.2433335	6.3482075	6.2337395	6.33366	6.275430500000001	6.589543	6.27226	6.40281	6.252007000000001	6.397314	6.3829080000000005	6.2883065
PPFIA4	5.994742	5.837412	5.922058	5.710783	5.699723	5.939894	5.870278	6.308019	5.923213	6.020328	5.994873	6.016142
PPFIA3	6.716633	6.6901779999999995	6.7529140000000005	6.6795335	6.835669	6.6026644999999995	6.4688064999999995	6.642690999999999	6.3576654999999995	6.568083	6.37691	6.658021
PPFIA2	4.845651	4.84989	4.961969	4.916067	4.997124	4.919924	4.983903	4.828688	4.897989	4.913489	4.987194	4.801389
CD97	9.200644	9.087954	9.147238	9.134696	8.942863	9.097899	8.542027	8.551128	8.496881	8.56918	8.613783	8.630355
CD96	2.904217	3.12597	3.086777	2.89841	2.937705	2.870308	2.996881	2.981324	2.954852	2.826283	3.267943	2.971303
CD93	4.6598585	4.476386	4.6292965	4.6271675000000005	4.6070805	4.3509780000000005	4.4695435	4.597258	4.475408	4.6009975	4.695732	4.7097929999999995
CD8A	4.573947	4.67915	4.45689	4.724405	4.910186	4.51876	4.85596	4.640601	4.700842	4.560594	4.964562	4.855819
RP1-6P5.2	2.834725	2.718061	2.963583	2.835257	2.758077	2.693525	2.64168	2.863925	2.778083	2.800584	2.713772	2.619837
PDS5B	7.004933	7.040104	6.688781	6.830528	6.708893	7.054132	7.79563	7.799992	7.80671	7.742118	7.763745	7.713265
PDS5A	8.2927775	8.3594285	8.239518499999999	8.3204005	8.242139	8.336490999999999	8.4298935	8.4036305	8.378999	8.441965	8.287623499999999	8.5040365
NDUFV2	11.62314	11.57378	11.83258	11.72268	11.7223	11.57479	11.82611	11.72157	11.75741	11.77478	11.85942	11.87212
NDUFV1	10.71195	10.64171	10.50821	10.6958	10.76	10.91625	10.70822	10.7557	10.73523	10.73173	10.61676	10.74442
CD99	10.984705	10.93942	11.197295	11.06034	11.07282	11.05144	11.226009999999999	11.20675	11.173594999999999	11.249970000000001	11.256725	11.309505
CCZ1	4.979981	4.903741	4.841044	4.958431	5.12823	4.863428	5.184062	5.203434	4.865345	4.887764	5.184765	4.953095
ISG15	9.074771	9.117819	9.388971	9.202777	9.199897	9.298209	8.513769	8.486723	8.562404	8.697555	8.928638	9.042969
ISG20	6.363817	6.3829385	6.5065729999999995	6.24737	6.3546685	6.4778804999999995	6.509937000000001	6.61087	6.544079	6.607709	6.8821815	6.75942
NDUFS7	9.710634	9.612958	9.937916	9.788869	9.768681	9.857228	9.780614	9.77599	9.680554	9.816892	9.878715	9.970291
NDUFS6	12.32188	12.26307	12.48472	12.31743	12.34491	12.23355	12.32028	12.26177	12.30839	12.31236	12.38345	12.38307
NDUFS4	11.12887	11.02469	11.25879	11.25177	11.14836	10.97745	11.07555	11.02637	11.01919	11.14823	11.14374	11.2156
NDUFS3	10.27005	10.23378	10.47365	10.25261	10.34825	10.35791	10.06774	10.12874	9.991861	10.06639	10.21167	10.26639
NDUFS2	11.09063	11.03902	11.00984	11.0656	11.1178	11.19282	11.01443	11.00819	10.92665	11.06223	10.75124	10.97525
NDUFS1	9.706802	9.737936	9.760318	9.760254	9.764866	9.762918	9.776012	9.681837	9.75256	9.77413	9.7484	9.70692
DDX19A /// DDX19B	8.832201	8.905167	8.684151	8.828421	8.997705	8.949411	8.760462	8.886379	8.885798	8.858885	8.842566	8.945597
FAM50B	8.421994	8.47077	8.480861	8.452406	8.586083	8.436003	8.645967	8.578985	8.580837	8.608088	8.685919	8.740553
FAM50A	9.890025	9.800415	9.917994	9.868577	9.885438	9.788365	9.702873	9.772556	9.756617	9.809377	9.79698	9.902835
ZNF175	7.288523	7.201796	7.04104	7.207632	6.952745	7.20833	7.089717	7.204538	7.289286	7.285545	7.174105	7.129467
ZNF174	5.697263	5.775429	5.653404	5.685533	5.605487	5.726017	5.807266	6.038232	5.773685	5.804451	5.862906	6.019458
ZNF165	5.754103	6.13294	5.752481	5.872582	5.630066	6.062633	5.27797	5.632763	5.681734	5.362436	5.322915	5.878653
