ENSG00000238009	RP11-34P13.7
ENSG00000128731	HERC2
ENSG00000188626	GOLGA8M
ENSG00000034053	APBA2
ENSG00000185115	NSMCE3
ENSG00000256802	RP11-680F8.1
ENSG00000104067	TJP1
ENSG00000259523	RP11-680F8.3
ENSG00000225930	DKFZP434L187
ENSG00000186399	GOLGA8R
ENSG00000178115	GOLGA8Q
ENSG00000269930	RP11-932O9.9
ENSG00000187951	ARHGAP11B
ENSG00000198690	FAN1
ENSG00000166912	MTMR10
ENSG00000259448	RP11-16E12.1
ENSG00000259772	RP11-16E12.2
ENSG00000169926	KLF13
ENSG00000169918	OTUD7A
ENSG00000261064	RP11-1000B6.3
ENSG00000262728	RP11-1000B6.8
ENSG00000232653	GOLGA8N
ENSG00000244952	RP11-1000B6.5
ENSG00000198826	ARHGAP11A
ENSG00000166922	SCG5
ENSG00000259721	RP11-758N13.1
ENSG00000166923	GREM1
ENSG00000248905	FMN1
ENSG00000259408	RP11-3D4.3
ENSG00000169857	AVEN
ENSG00000134153	EMC7
ENSG00000182405	PGBD4
ENSG00000134152	KATNBL1
ENSG00000128463	EMC4
ENSG00000140199	SLC12A6
ENSG00000182117	NOP10
ENSG00000176454	LPCAT4
ENSG00000175265	GOLGA8A
ENSG00000215252	GOLGA8B
ENSG00000159251	ACTC1
ENSG00000021776	AQR
ENSG00000198146	ZNF770
ENSG00000134146	DPH6
ENSG00000248079	DPH6-AS1
ENSG00000186073	C15orf41
ENSG00000134138	MEIS2
ENSG00000259460	RP11-128A17.1
ENSG00000259225	RP11-1008C21.1
ENSG00000236914	RP11-1008C21.2
ENSG00000259380	RP11-346D14.1
ENSG00000166068	SPRED1
ENSG00000171262	FAM98B
ENSG00000172575	RASGRP1
ENSG00000259326	RP11-102L12.2
ENSG00000259598	RP11-275I4.1
ENSG00000259747	RP11-275I4.2
ENSG00000175779	C15orf53
ENSG00000274281	RP11-326N17.2
ENSG00000259345	RP11-624L4.1
ENSG00000259269	RP11-624L4.2
ENSG00000137801	THBS1
ENSG00000150667	FSIP1
ENSG00000261136	RP11-37C7.3
ENSG00000166073	GPR176
ENSG00000246863	RP11-325N19.3
ENSG00000128829	EIF2AK4
ENSG00000140319	SRP14
ENSG00000248508	SRP14-AS1
ENSG00000104081	BMF
ENSG00000156970	BUB1B
ENSG00000137843	PAK6
ENSG00000137841	PLCB2
ENSG00000259198	RP11-133K1.6
ENSG00000259330	INAFM2
ENSG00000188549	C15orf52
ENSG00000233041	PHGR1
ENSG00000140323	DISP2
ENSG00000128944	KNSTRN
ENSG00000128928	IVD
ENSG00000140320	BAHD1
ENSG00000169105	CHST14
ENSG00000128891	C15orf57
ENSG00000166133	RPUSD2
ENSG00000137812	CASC5
ENSG00000051180	RAD51
ENSG00000137824	RMDN3
ENSG00000137880	GCHFR
ENSG00000104129	DNAJC17
ENSG00000188277	C15orf62
ENSG00000166140	ZFYVE19
ENSG00000166143	PPP1R14D
ENSG00000261183	RP11-532F12.5
ENSG00000166145	SPINT1
ENSG00000104140	RHOV
ENSG00000104142	VPS18
ENSG00000128917	DLL4
ENSG00000128965	CHAC1
ENSG00000128908	INO80
ENSG00000259617	RP11-540O11.6
ENSG00000259463	RP11-540O11.7
ENSG00000178997	EXD1
ENSG00000187446	CHP1
ENSG00000104147	OIP5
ENSG00000137804	NUSAP1
ENSG00000137806	NDUFAF1
ENSG00000137815	RTF1
ENSG00000137825	ITPKA
ENSG00000062524	LTK
ENSG00000103932	RPAP1
ENSG00000092445	TYRO3
ENSG00000174197	MGA
ENSG00000260814	RP11-107F6.3
ENSG00000137802	MAPKBP1
ENSG00000279937	AC073657.1
ENSG00000168970	JMJD7-PLA2G4B
ENSG00000137877	SPTBN5
ENSG00000174171	RP11-23P13.6
ENSG00000103966	EHD4
ENSG00000246740	PLA2G4E-AS1
ENSG00000166887	VPS39
ENSG00000103978	TMEM87A
ENSG00000214013	GANC
ENSG00000092529	CAPN3
ENSG00000103994	ZNF106
ENSG00000092531	SNAP23
ENSG00000261684	RP11-265N6.1
ENSG00000180979	LRRC57
ENSG00000137814	HAUS2
ENSG00000261822	RP11-265N6.2
ENSG00000159433	STARD9
ENSG00000140326	CDAN1
ENSG00000128881	TTBK2
ENSG00000246283	CTD-2036P10.3
ENSG00000159459	UBR1
ENSG00000166947	EPB42
ENSG00000137842	TMEM62
ENSG00000166946	CCNDBP1
ENSG00000168806	LCMT2
ENSG00000168803	ADAL
ENSG00000140265	ZSCAN29
ENSG00000137822	TUBGCP4
ENSG00000067369	TP53BP1
ENSG00000166963	MAP1A
ENSG00000168781	PPIP5K1
ENSG00000237289	CKMT1B
ENSG00000242866	STRC
ENSG00000166762	CATSPER2
ENSG00000223572	CKMT1A
ENSG00000167004	PDIA3
ENSG00000140264	SERF2
ENSG00000184716	SERINC4
ENSG00000242028	HYPK
ENSG00000140259	MFAP1
ENSG00000092470	WDR76
ENSG00000171877	FRMD5
ENSG00000166734	CASC4
ENSG00000137770	CTDSPL2
ENSG00000179523	EIF3J-AS1
ENSG00000104131	EIF3J
ENSG00000104133	SPG11
ENSG00000229474	PATL2
ENSG00000166710	B2M
ENSG00000185880	TRIM69
ENSG00000276121	CTD-2008A1.3
ENSG00000140263	SORD
ENSG00000140279	DUOX2
ENSG00000140274	DUOXA2
ENSG00000140254	DUOXA1
ENSG00000137857	DUOX1
ENSG00000138606	SHF
ENSG00000259520	CTD-2651B20.3
ENSG00000137860	SLC28A2
ENSG00000171766	GATM
ENSG00000275672	GATM-AS1
ENSG00000171763	SPATA5L1
ENSG00000166920	C15orf48
ENSG00000259342	RP11-519G16.5
ENSG00000259354	RP11-519G16.3
ENSG00000104154	SLC30A4
ENSG00000275709	RP11-96O20.5
ENSG00000104164	BLOC1S6
ENSG00000137767	SQRDL
ENSG00000273972	CTD-2306A12.1
ENSG00000137872	SEMA6D
ENSG00000104177	MYEF2
ENSG00000259488	RP11-154J22.1
ENSG00000128951	DUT
ENSG00000166147	FBN1
ENSG00000103995	CEP152
ENSG00000185634	SHC4
ENSG00000255302	EID1
ENSG00000138593	SECISBP2L
ENSG00000166200	COPS2
ENSG00000156958	GALK2
ENSG00000166262	FAM227B
ENSG00000275580	RP11-295H24.4
ENSG00000140285	FGF7
ENSG00000104047	DTWD1
ENSG00000104043	ATP8B4
ENSG00000140284	SLC27A2
ENSG00000104064	GABPB1
ENSG00000244879	GABPB1-AS1
ENSG00000259715	CTD-3110H11.1
ENSG00000138592	USP8
ENSG00000170236	USP50
ENSG00000092439	TRPM7
ENSG00000138600	SPPL2A
ENSG00000273674	CTD-2378E12.1
ENSG00000081014	AP4E1
ENSG00000183578	TNFAIP8L3
ENSG00000186417	GLDN
ENSG00000104093	DMXL2
ENSG00000140280	LYSMD2
ENSG00000128872	TMOD2
ENSG00000138594	TMOD3
ENSG00000166477	LEO1
ENSG00000069956	MAPK6
ENSG00000259712	CTD-2184D3.5
ENSG00000137875	BCL2L10
ENSG00000069966	GNB5
ENSG00000259327	CTD-2184D3.6
ENSG00000259577	RP11-430B1.2
ENSG00000128833	MYO5C
ENSG00000197535	MYO5A
ENSG00000128989	ARPP19
ENSG00000047346	FAM214A
ENSG00000169856	ONECUT1
ENSG00000259203	RP11-209K10.2
ENSG00000166415	WDR72
ENSG00000137766	UNC13C
ENSG00000137876	RSL24D1
ENSG00000069974	RAB27A
ENSG00000225973	PIGBOS1
ENSG00000069943	PIGB
ENSG00000260916	CCPG1
ENSG00000261652	C15orf65
ENSG00000256061	DYX1C1
ENSG00000171016	PYGO1
ENSG00000166450	PRTG
ENSG00000069869	NEDD4
ENSG00000181827	RFX7
ENSG00000151575	TEX9
ENSG00000259941	RP11-48G14.2
ENSG00000138587	MNS1
ENSG00000137871	ZNF280D
ENSG00000276524	RP11-323F24.3
ENSG00000140262	TCF12
ENSG00000247982	LINC00926
ENSG00000128849	CGNL1
ENSG00000263155	MYZAP
ENSG00000255529	POLR2M
ENSG00000128918	ALDH1A2
ENSG00000103569	AQP9
ENSG00000166035	LIPC
ENSG00000259293	RP11-355N15.1
ENSG00000137845	ADAM10
ENSG00000245975	RP11-30K9.6
ENSG00000128923	FAM63B
ENSG00000157450	RNF111
ENSG00000137776	SLTM
ENSG00000157456	CCNB2
ENSG00000277144	RP11-59H7.4
ENSG00000157483	MYO1E
ENSG00000157470	FAM81A
ENSG00000140297	GCNT3
ENSG00000140307	GTF2A2
ENSG00000140299	BNIP2
ENSG00000182718	ANXA2
ENSG00000128915	ICE2
ENSG00000245534	RORA-AS1
ENSG00000069667	RORA
ENSG00000259274	CTD-2501E16.2
ENSG00000273958	RP11-219B17.3
ENSG00000129003	VPS13C
ENSG00000259251	RP11-643M14.1
ENSG00000198535	C2CD4A
ENSG00000205502	C2CD4B
ENSG00000259697	RP11-299H22.1
ENSG00000171914	TLN2
ENSG00000259370	RP11-1069G10.1
ENSG00000259727	RP11-1069G10.2
ENSG00000140416	TPM1
ENSG00000259498	RP11-244F12.3
ENSG00000259627	RP11-244F12.2
ENSG00000103642	LACTB
ENSG00000185088	RPS27L
ENSG00000166128	RAB8B
ENSG00000138613	APH1B
ENSG00000074410	CA12
ENSG00000276651	AC007950.2
ENSG00000140455	USP3
ENSG00000259248	USP3-AS1
ENSG00000197361	FBXL22
ENSG00000103657	HERC1
ENSG00000035664	DAPK2
ENSG00000166797	FAM96A
ENSG00000028528	SNX1
ENSG00000157734	SNX22
ENSG00000166794	PPIB
ENSG00000169118	CSNK1G1
ENSG00000166803	KIAA0101
ENSG00000103671	TRIP4
ENSG00000180357	ZNF609
ENSG00000180304	OAZ2
ENSG00000264937	AC100830.5
ENSG00000259635	AC100830.3
ENSG00000166831	RBPMS2
ENSG00000140451	PIF1
ENSG00000241839	PLEKHO2
ENSG00000166839	ANKDD1A
ENSG00000274383	CTD-2017F17.2
ENSG00000090487	SPG21
ENSG00000103707	MTFMT
ENSG00000186198	SLC51B
ENSG00000103710	RASL12
ENSG00000278737	RP11-325L12.7
ENSG00000246922	UBAP1L
ENSG00000090470	PDCD7
ENSG00000166855	CLPX
ENSG00000138615	CILP
ENSG00000138617	PARP16
ENSG00000103742	IGDCC4
ENSG00000074603	DPP8
ENSG00000074696	HACD3
ENSG00000138614	VWA9
ENSG00000074621	SLC24A1
ENSG00000174485	DENND4A
ENSG00000103769	RAB11A
ENSG00000157890	MEGF11
ENSG00000166938	DIS3L
ENSG00000075131	TIPIN
ENSG00000169032	MAP2K1
ENSG00000261351	CTD-3185P2.1
ENSG00000174446	SNAPC5
ENSG00000174444	RPL4
ENSG00000174442	ZWILCH
ENSG00000188501	LCTL
ENSG00000137834	SMAD6
ENSG00000277152	RP11-622C24.2
ENSG00000259289	RP11-798K3.3
ENSG00000259347	RP11-798K3.2
ENSG00000166949	SMAD3
ENSG00000103591	AAGAB
ENSG00000103599	IQCH
ENSG00000259673	IQCH-AS1
ENSG00000189227	C15orf61
ENSG00000270964	RP11-502I4.3
ENSG00000137764	MAP2K5
ENSG00000033800	PIAS1
ENSG00000129007	CALML4
ENSG00000128973	CLN6
ENSG00000169018	FEM1B
ENSG00000137809	ITGA11
ENSG00000103647	CORO2B
ENSG00000140350	ANP32A
ENSG00000258484	SPESP1
ENSG00000255346	NOX5
ENSG00000212766	EWSAT1
ENSG00000138604	GLCE
ENSG00000261634	RP11-352D13.6
ENSG00000137819	PAQR5
ENSG00000259426	RP11-253M7.1
ENSG00000137807	KIF23
ENSG00000137818	RPLP1
ENSG00000259215	RP11-253M7.4
ENSG00000245750	DRAIC
ENSG00000259641	PCAT29
ENSG00000140332	TLE3
ENSG00000280515	SALRNA2
ENSG00000137831	UACA
ENSG00000259532	RP11-138H8.2
ENSG00000166173	LARP6
ENSG00000137821	LRRC49
ENSG00000129028	THAP10
ENSG00000187720	THSD4
ENSG00000278570	NR2E3
ENSG00000066933	MYO9A
ENSG00000166192	SENP8
ENSG00000175318	GRAMD2
ENSG00000067225	PKM
ENSG00000137817	PARP6
ENSG00000213614	HEXA
ENSG00000260339	HEXA-AS1
ENSG00000261423	RP11-1007O24.3
ENSG00000261187	RP11-1007O24.2
ENSG00000166233	ARIH1
ENSG00000259783	RP11-1006G14.2
ENSG00000260672	RP11-1006G14.1
ENSG00000175202	HIGD2B
ENSG00000140463	BBS4
ENSG00000159322	ADPGK
ENSG00000260898	ADPGK-AS1
ENSG00000067141	NEO1
ENSG00000156642	NPTN
ENSG00000103855	CD276
ENSG00000205363	C15orf59
ENSG00000261801	LOXL1-AS1
ENSG00000129038	LOXL1
ENSG00000067221	STOML1
ENSG00000140464	PML
ENSG00000159289	GOLGA6A
ENSG00000167178	ISLR2
ENSG00000248540	RP11-247C2.2
ENSG00000129009	ISLR
ENSG00000137868	STRA6
ENSG00000259264	RP11-60L3.1
ENSG00000140459	CYP11A1
ENSG00000138623	SEMA7A
ENSG00000138629	UBL7
ENSG00000247240	UBL7-AS1
ENSG00000179361	ARID3B
ENSG00000179335	CLK3
ENSG00000179151	EDC3
ENSG00000140465	CYP1A1
ENSG00000140505	CYP1A2
ENSG00000103653	CSK
ENSG00000140474	ULK3
ENSG00000140497	SCAMP2
ENSG00000178802	MPI
ENSG00000178761	FAM219B
ENSG00000178741	COX5A
ENSG00000178718	RPP25
ENSG00000198794	SCAMP5
ENSG00000138621	PPCDC
ENSG00000167173	C15orf39
ENSG00000140365	COMMD4
ENSG00000275645	RP11-817O13.9
ENSG00000140398	NEIL1
ENSG00000140400	MAN2C1
ENSG00000260274	RP11-817O13.8
ENSG00000169375	SIN3A
ENSG00000169410	PTPN9
ENSG00000169371	SNUPN
ENSG00000260235	CTD-2026K11.3
ENSG00000177971	IMP3
ENSG00000275454	CTD-2026K11.4
ENSG00000173548	SNX33
ENSG00000173546	CSPG4
ENSG00000182950	ODF3L1
ENSG00000246877	DNM1P35
ENSG00000140367	UBE2Q2
ENSG00000167196	FBXO22
ENSG00000169752	NRG4
ENSG00000169758	TMEM266
ENSG00000140374	ETFA
ENSG00000159556	ISL2
ENSG00000140386	SCAPER
ENSG00000117906	RCN2
ENSG00000140368	PSTPIP1
ENSG00000140391	TSPAN3
ENSG00000173517	PEAK1
ENSG00000140382	HMG20A
ENSG00000169783	LINGO1
ENSG00000167202	TBC1D2B
ENSG00000136425	CIB2
ENSG00000166411	IDH3A
ENSG00000103740	ACSBG1
ENSG00000140403	DNAJA4
ENSG00000140395	WDR61
ENSG00000259322	RP11-762H8.1
ENSG00000277482	RP11-762H8.5
ENSG00000136381	IREB2
ENSG00000188266	HYKK
ENSG00000041357	PSMA4
ENSG00000169684	CHRNA5
ENSG00000259555	RP11-335K5.2
ENSG00000136378	ADAMTS7
ENSG00000185787	MORF4L1
ENSG00000103811	CTSH
ENSG00000058335	RASGRF1
ENSG00000177699	RP11-16K12.1
ENSG00000166557	TMED3
ENSG00000169330	KIAA1024
ENSG00000136371	MTHFS
ENSG00000180953	ST20
ENSG00000259642	ST20-AS1
ENSG00000140379	BCL2A1
ENSG00000086666	ZFAND6
ENSG00000103876	FAH
ENSG00000259417	LINC01314
ENSG00000259361	LINC00927
ENSG00000259495	RP11-210M15.2
ENSG00000172379	ARNT2
ENSG00000136379	ABHD17C
ENSG00000271983	RP11-28H5.2
ENSG00000103888	CEMIP
ENSG00000117899	MESDC2
ENSG00000277782	RP11-775C24.5
ENSG00000140406	MESDC1
ENSG00000172349	IL16
ENSG00000172345	STARD5
ENSG00000259343	TMC3-AS1
ENSG00000278029	CTD-2240J17.2
ENSG00000275995	CTD-2240J17.4
ENSG00000259594	CTD-2034I4.2
ENSG00000259692	RP11-499F3.2
ENSG00000183496	MEX3B
ENSG00000140598	EFTUD1
ENSG00000188659	SAXO2
ENSG00000278662	GOLGA6L10
ENSG00000197978	GOLGA6L9
ENSG00000182774	RPS17
ENSG00000214575	CPEB1
ENSG00000259462	CPEB1-AS1
ENSG00000103723	AP3B2
ENSG00000228141	AC105339.1
ENSG00000259442	RP11-752G15.8
ENSG00000250988	SNHG21
ENSG00000186628	FSD2
ENSG00000156232	WHAMM
ENSG00000103942	HOMER2
ENSG00000259805	RP11-382A20.5
ENSG00000169612	FAM103A1
ENSG00000169609	C15orf40
ENSG00000064726	BTBD1
ENSG00000136404	TM6SF1
ENSG00000166503	RP11-382A20.3
ENSG00000140600	SH3GL3
ENSG00000156218	ADAMTSL3
ENSG00000259511	UBE2Q2L
ENSG00000184206	GOLGA6L4
ENSG00000275120	RP11-182J1.17
ENSG00000176371	ZSCAN2
ENSG00000276278	RP11-182J1.3
ENSG00000177082	WDR73
ENSG00000197696	NMB
ENSG00000140612	SEC11A
ENSG00000166716	ZNF592
ENSG00000136383	ALPK3
ENSG00000156222	SLC28A1
ENSG00000073417	PDE8A
ENSG00000170776	AKAP13
ENSG00000259367	RP11-815J21.4
ENSG00000259407	RP11-158M2.3
ENSG00000259416	RP11-158M2.5
ENSG00000183655	KLHL25
ENSG00000140538	NTRK3
ENSG00000259494	MRPL46
ENSG00000181991	MRPS11
ENSG00000140543	DET1
ENSG00000181026	AEN
ENSG00000172183	ISG20
ENSG00000157766	ACAN
ENSG00000140511	HAPLN3
ENSG00000140545	MFGE8
ENSG00000260123	RP11-326A19.4
ENSG00000140526	ABHD2
ENSG00000140525	FANCI
ENSG00000140521	POLG
ENSG00000261441	RP11-217B1.2
ENSG00000255571	MIR9-3HG
ENSG00000140519	RHCG
ENSG00000140534	TICRR
ENSG00000166813	KIF7
ENSG00000166819	PLIN1
ENSG00000166821	PEX11A
ENSG00000140527	WDR93
ENSG00000166823	MESP1
ENSG00000166825	ANPEP
ENSG00000157823	AP3S2
ENSG00000242498	ARPIN
ENSG00000140548	ZNF710
ENSG00000259291	RP11-617F23.1
ENSG00000182054	IDH2
ENSG00000185033	SEMA4B
ENSG00000185043	CIB1
ENSG00000183208	GDPGP1
ENSG00000261147	RP11-697E2.6
ENSG00000182768	NGRN
ENSG00000196391	ZNF774
ENSG00000140575	IQGAP1
ENSG00000140577	CRTC3
ENSG00000259736	CRTC3-AS1
ENSG00000278370	RP11-387D10.4
ENSG00000197299	BLM
ENSG00000140564	FURIN
ENSG00000182511	FES
ENSG00000196547	MAN2A2
ENSG00000184508	HDDC3
ENSG00000140553	UNC45A
ENSG00000258384	AC068831.6
ENSG00000166965	RCCD1
ENSG00000198901	PRC1
ENSG00000258725	PRC1-AS1
ENSG00000184056	VPS33B
ENSG00000214432	AC068831.10
ENSG00000278514	AC068831.16
ENSG00000185518	SV2B
ENSG00000258551	CRAT37
ENSG00000258954	RP11-692C24.1
ENSG00000176463	SLCO3A1
ENSG00000185442	FAM174B
ENSG00000274215	CTD-2313J17.6
ENSG00000279765	RP11-437B10.1
ENSG00000173575	CHD2
ENSG00000182175	RGMA
ENSG00000258754	LINC01579
ENSG00000258476	RP11-76E17.3
ENSG00000140563	MCTP2
ENSG00000277654	RP11-255M2.3
ENSG00000248441	LINC01197
ENSG00000273923	CTD-2536I1.3
ENSG00000259134	LINC00924
ENSG00000273771	RP11-236L14.2
ENSG00000247809	NR2F2-AS1
ENSG00000277135	RP11-327J17.9
ENSG00000259359	RP11-327J17.2
ENSG00000185551	NR2F2
ENSG00000275322	RP11-262A16.1
ENSG00000259275	RP11-522B15.3
ENSG00000259485	CTD-2147F2.1
ENSG00000251209	LINC00923
ENSG00000140450	ARRDC4
ENSG00000140443	IGF1R
ENSG00000182253	SYNM
ENSG00000261054	RP11-6O2.4
ENSG00000103852	TTC23
ENSG00000261616	RP11-6O2.3
ENSG00000168904	LRRC28
ENSG00000068305	MEF2A
ENSG00000183060	LYSMD4
ENSG00000259363	CTD-2054N24.2
ENSG00000140470	ADAMTS17
ENSG00000259219	CTD-3076O17.2
ENSG00000259356	RP11-90E5.1
ENSG00000189419	SPATA41
ENSG00000270127	RP11-526I2.5
ENSG00000140471	LINS1
ENSG00000183475	ASB7
ENSG00000232386	RP11-66B24.2
ENSG00000184254	ALDH1A3
ENSG00000259583	RP11-66B24.4
ENSG00000154237	LRRK1
ENSG00000259755	RP11-505E24.2
ENSG00000131873	CHSY1
ENSG00000131871	VIMP
ENSG00000131876	SNRPA1
ENSG00000259172	RP11-299G20.2
ENSG00000140479	PCSK6
ENSG00000184277	TM2D3
ENSG00000185418	TARSL2
ENSG00000259658	RP11-89K11.1
ENSG00000231439	WASIR2
ENSG00000161980	POLR3K
ENSG00000161981	SNRNP25
ENSG00000007384	RHBDF1
ENSG00000103152	MPG
ENSG00000103148	NPRL3
ENSG00000269482	Z69720.2
ENSG00000228779	Z69666.2
ENSG00000130656	HBZ
ENSG00000206177	HBM
ENSG00000188536	HBA2
ENSG00000206172	HBA1
ENSG00000086506	HBQ1
ENSG00000268836	LA16c-OS12.2
ENSG00000007392	LUC7L
ENSG00000167930	FAM234A
ENSG00000269881	AC004754.3
ENSG00000076344	RGS11
ENSG00000185615	PDIA2
ENSG00000103126	AXIN1
ENSG00000086504	MRPL28
ENSG00000129925	TMEM8A
ENSG00000103202	NME4
ENSG00000242612	DECR2
ENSG00000276984	LA16c-359F1.1
ENSG00000090565	RAB11FIP3
ENSG00000277142	LINC00235
ENSG00000103326	CAPN15
ENSG00000007541	PIGQ
ENSG00000257108	NHLRC4
ENSG00000197562	RAB40C
ENSG00000127578	WFIKKN1
ENSG00000130731	C16orf13
ENSG00000172366	FAM195A
ENSG00000102854	MSLN
ENSG00000228201	AL022341.3
ENSG00000161996	WDR90
ENSG00000262528	LA16c-349E10.1
ENSG00000140983	RHOT2
ENSG00000103269	RHBDL1
ENSG00000103266	STUB1
ENSG00000161999	JMJD8
ENSG00000127580	WDR24
ENSG00000127585	FBXL16
ENSG00000103260	METRN
ENSG00000103254	FAM173A
ENSG00000162004	CCDC78
ENSG00000103253	HAGHL
ENSG00000103245	NARFL
ENSG00000007376	RPUSD1
ENSG00000127586	CHTF18
ENSG00000103227	LMF1
ENSG00000260807	RP11-161M6.2
ENSG00000005513	SOX8
ENSG00000196557	CACNA1H
ENSG00000116176	TPSG1
ENSG00000277010	RP11-616M22.12
ENSG00000197253	TPSB2
ENSG00000172236	TPSAB1
ENSG00000260710	RP11-616M22.7
ENSG00000274751	LA16c-358B7.4
ENSG00000103275	UBE2I
ENSG00000261505	LA16c-358B7.3
ENSG00000007516	BAIAP3
ENSG00000007520	TSR3
ENSG00000090581	GNPTG
ENSG00000260425	LA16c-316G12.2
ENSG00000059145	UNKL
ENSG00000174109	C16orf91
ENSG00000197599	CCDC154
ENSG00000103249	CLCN7
ENSG00000261641	LA16c-390E6.5
ENSG00000100726	TELO2
ENSG00000187535	IFT140
ENSG00000260646	LA16c-385E7.1
ENSG00000131634	TMEM204
ENSG00000007545	CRAMP1
ENSG00000261732	LA16c-431H6.6
ENSG00000206053	HN1L
ENSG00000138834	MAPK8IP3
ENSG00000103024	NME3
ENSG00000074071	MRPS34
ENSG00000197774	EME2
ENSG00000162032	SPSB3
ENSG00000095906	NUBP2
ENSG00000099769	IGFALS
ENSG00000063854	HAGH
ENSG00000180185	FAHD1
ENSG00000198736	MSRB1
ENSG00000140986	RPL3L
ENSG00000140990	NDUFB10
ENSG00000140988	RPS2
ENSG00000255198	SNHG9
ENSG00000277602	AC005363.11
ENSG00000183751	TBL3
ENSG00000196408	NOXO1
ENSG00000127554	GFER
ENSG00000127561	SYNGR3
ENSG00000167962	ZNF598
ENSG00000183971	NPW
ENSG00000065054	SLC9A3R2
ENSG00000065057	NTHL1
ENSG00000103197	TSC2
ENSG00000008710	PKD1
ENSG00000167964	RAB26
ENSG00000260260	SNHG19
ENSG00000131653	TRAF7
ENSG00000167971	CASKIN1
ENSG00000167965	MLST8
ENSG00000182685	BRICD5
ENSG00000184207	PGP
ENSG00000167967	E4F1
ENSG00000167969	ECI1
ENSG00000261663	RP11-304L19.11
ENSG00000205937	RNPS1
ENSG00000260778	RP11-304L19.13
ENSG00000167972	ABCA3
ENSG00000162063	CCNF
ENSG00000162062	C16orf59
ENSG00000259895	RP11-715J22.2
ENSG00000162065	TBC1D24
ENSG00000162066	AMDHD2
ENSG00000140992	PDPK1
ENSG00000261613	RP11-20I23.13
ENSG00000269937	RP11-20I23.8
ENSG00000261140	RP11-20I23.6
ENSG00000260176	CTD-3126B10.4
ENSG00000167977	KCTD5
ENSG00000172382	PRSS27
ENSG00000205913	SRRM2-AS1
ENSG00000167978	SRRM2
ENSG00000103363	TCEB2
ENSG00000276791	CTD-2270P14.5
ENSG00000007038	PRSS21
ENSG00000162078	ZG16B
ENSG00000005001	PRSS22
ENSG00000263280	LA16c-325D7.2
ENSG00000162076	FLYWCH2
ENSG00000059122	FLYWCH1
ENSG00000131650	KREMEN2
ENSG00000127564	PKMYT1
ENSG00000162073	PAQR4
ENSG00000274367	LA16c-380H5.6
ENSG00000272079	LA16c-380H5.5
ENSG00000213937	CLDN9
ENSG00000184697	CLDN6
ENSG00000006327	TNFRSF12A
ENSG00000103145	HCFC1R1
ENSG00000131652	THOC6
ENSG00000162069	CCDC64B
ENSG00000008516	MMP25
ENSG00000261971	MMP25-AS1
ENSG00000008517	IL32
ENSG00000262370	RP11-473M20.9
ENSG00000263072	ZNF213-AS1
ENSG00000122386	ZNF205
ENSG00000085644	ZNF213
ENSG00000261889	RP11-473M20.16
ENSG00000010539	ZNF200
ENSG00000103313	MEFV
ENSG00000281005	LINC00921
ENSG00000006194	ZNF263
ENSG00000140993	TIGD7
ENSG00000162086	ZNF75A
ENSG00000262899	LA16c-360H6.3
ENSG00000262621	LA16c-306E5.2
ENSG00000232196	MTRNR2L4
ENSG00000140987	ZSCAN32
ENSG00000103343	ZNF174
ENSG00000167981	ZNF597
ENSG00000122390	NAA60
ENSG00000103351	CLUAP1
ENSG00000167984	NLRC3
ENSG00000262312	LA16c-390H2.4
ENSG00000188827	SLX4
ENSG00000213918	DNASE1
ENSG00000126602	TRAP1
ENSG00000005339	CREBBP
ENSG00000162104	ADCY9
ENSG00000263159	RP11-462G12.4
ENSG00000263105	RP11-95P2.3
ENSG00000185739	SRL
ENSG00000262468	LINC01569
ENSG00000090447	TFAP4
ENSG00000126603	GLIS2
ENSG00000262686	GLIS2-AS1
ENSG00000217930	PAM16
ENSG00000262246	CORO7
ENSG00000168140	VASN
ENSG00000103423	DNAJA3
ENSG00000153406	NMRAL1
ENSG00000103415	HMOX2
ENSG00000089486	CDIP1
ENSG00000261789	RP11-709D24.5
ENSG00000153443	UBALD1
ENSG00000102858	MGRN1
ENSG00000168101	NUDT16L1
ENSG00000168096	ANKS3
ENSG00000166246	C16orf71
ENSG00000103199	ZNF500
ENSG00000267795	SMIM22
ENSG00000067836	ROGDI
ENSG00000140632	GLYR1
ENSG00000118900	UBN1
ENSG00000118898	PPL
ENSG00000267072	RP11-165E7.1
ENSG00000103174	NAGPA
ENSG00000033011	ALG1
ENSG00000153446	C16orf89
ENSG00000118894	EEF2KMT
ENSG00000267070	RP11-10K17.6
ENSG00000260411	RP11-420N3.2
ENSG00000067365	METTL22
ENSG00000183044	ABAT
ENSG00000184857	TMEM186
ENSG00000140650	PMM2
ENSG00000260276	RP11-77H9.2
ENSG00000153048	CARHSP1
ENSG00000259939	RP11-77H9.5
ENSG00000261481	RP11-77H9.6
ENSG00000187555	USP7
ENSG00000260979	RP11-77H9.8
ENSG00000182831	C16orf72
ENSG00000260349	RP11-473I1.5
ENSG00000261617	RP11-243A14.1
ENSG00000283003	RP11-418I22.3
ENSG00000183454	GRIN2A
ENSG00000166669	ATF7IP2
ENSG00000260756	RP11-609N14.1
ENSG00000260468	LINC01290
ENSG00000213853	EMP2
ENSG00000256013	RP11-27M24.1
ENSG00000153060	TEKT5
ENSG00000103274	NUBP1
ENSG00000166676	TVP23A
ENSG00000179583	CIITA
ENSG00000182108	DEXI
ENSG00000262222	RP11-876N24.4
ENSG00000038532	CLEC16A
