term	NES	FDR	tumor
HALLMARK_FATTY_ACID_METABOLISM	1.89934154365972	3.63520777585885e-06	UCEC
HALLMARK_UV_RESPONSE_UP	1.74711680857623	3.63079297874173e-05	UCEC
HALLMARK_ADIPOGENESIS	1.64631798126514	0.000119297395656402	UCEC
HALLMARK_HYPOXIA	1.50450814037935	0.000362094913103057	UCEC
HALLMARK_GLYCOLYSIS	1.56127076049223	0.00048204394285814	UCEC
HALLMARK_P53_PATHWAY	1.51000981174458	0.000622778122303496	UCEC
HALLMARK_SPERMATOGENESIS	1.64563957929662	0.00169408905550531	UCEC
HALLMARK_COMPLEMENT	1.46583001827062	0.00258876547500028	UCEC
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.51128994738829	0.015523150957622	UCEC
HALLMARK_UV_RESPONSE_DN	-1.44911911788775	0.0168965679218507	UCEC
HALLMARK_HEDGEHOG_SIGNALING	-1.59855515848531	0.0168965679218507	UCEC
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.34027007384692	0.0491262544962686	UCEC
HALLMARK_ALLOGRAFT_REJECTION	1.24122226789829	0.0686866159006137	UCEC
HALLMARK_NOTCH_SIGNALING	-1.47985280907234	0.0770186335403727	UCEC
HALLMARK_APOPTOSIS	1.20936440627176	0.0883449472013898	UCEC
HALLMARK_IL2_STAT5_SIGNALING	1.21517987694762	0.0883449472013898	UCEC
HALLMARK_PEROXISOME	1.25444824148933	0.0883449472013898	UCEC
HALLMARK_ESTROGEN_RESPONSE_EARLY	-1.26240726671792	0.107758620689655	UCEC
HALLMARK_MYOGENESIS	-1.23030942312803	0.13745704467354	UCEC
HALLMARK_COAGULATION	1.2172645007597	0.139755487735576	UCEC
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.18441343476534	0.147686248769281	UCEC
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.31470287564288	0.147686248769281	UCEC
HALLMARK_INFLAMMATORY_RESPONSE	1.17484092426177	0.184433417937076	UCEC
HALLMARK_APICAL_JUNCTION	-1.15611979968612	0.264929742388759	UCEC
HALLMARK_XENOBIOTIC_METABOLISM	1.09018846722805	0.26976623873971	UCEC
HALLMARK_APICAL_SURFACE	-1.13499079245333	0.370767879793151	UCEC
HALLMARK_KRAS_SIGNALING_DN	-1.10045196146479	0.393224440411373	UCEC
HALLMARK_PROTEIN_SECRETION	1.04925603894062	0.397877984084881	UCEC
HALLMARK_BILE_ACID_METABOLISM	-1.08206214453396	0.402360515021459	UCEC
HALLMARK_ANDROGEN_RESPONSE	1.07766720769098	0.409705287564878	UCEC
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.002806049261	0.530538302277433	UCEC
HALLMARK_HEME_METABOLISM	1.03076497115877	0.534457603280701	UCEC
HALLMARK_KRAS_SIGNALING_UP	-0.963082580400246	0.672708586377651	UCEC
HALLMARK_PANCREAS_BETA_CELLS	-0.818380309899316	0.832633641197873	UCEC
HALLMARK_TGF_BETA_SIGNALING	-0.749749560040304	0.926644924160066	UCEC
HALLMARK_ANGIOGENESIS	-0.714546201471234	0.926644924160066	UCEC
HALLMARK_ESTROGEN_RESPONSE_LATE	-0.783375808319304	0.938562925170068	UCEC
HALLMARK_MITOTIC_SPINDLE	-0.731598178612862	0.961038961038961	UCEC
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.798784360986531	0.961038961038961	UCEC
