gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
C9orf95	95091	623	0	300308	65620	0	0	0	0	50	38	11819320	1	1
C9orf98	1939494	575	33	678974	182578	0	0	0	0	50	40	10289988	1	1
CA13	99038	1463	13	370753	99974	0	0	0	0	0	0	99974	1	1
CA14	1213150	197	38	478833	131433	0	0	0	0	29	16	5522502	1	1
CAB39	503356	395	29	494466	118116	0	0	0	0	50	65	12706734	1	1
CABC1	411156	481	5	903047	254953	0	0	0	0	17	16	3949938	1	1
CABP2	1392213	215	53	308607	90324	0	0	0	0	50	27	8378902	1	1
CABP4	1392213	215	53	376157	115993	0	0	0	0	11	6	1768845	1	1
CABP5	993450	433	26	250321	63497	0	0	1	0	1	1	278499	1	1
CABP7	848649	195	37	304747	80867	0	0	0	0	50	40	10382049	1	1
CACNB4	279730	592	21	763122	207861	0	0	1	0	35	20	9105161	1	1
CALB2	402231	648	0	409353	87429	0	0	0	0	50	43	9708672	1	1
CALCA	344274	627	-9	271744	77972	0	0	0	0	50	28	9291792	1	1
CALCOCO2	757963	239	29	660253	143978	0	0	1	0	50	47	12605988	1	1
CALHM3	NaN	NaN	NaN	455094	148803	0	0	0	0	50	99	21642055	1	1
CALM1	323571	599	21	222529	49601	0	0	0	0	48	31	11126643	1	1
CALM3	1139694	347	28	221757	50373	0	0	0	0	50	35	11580386	1	1
CALML4	375804	365	28	279078	72375	0	0	0	0	50	24	10538765	1	1
CALML5	769552	446	17	196667	58672	0	0	0	0	50	57	11572280	1	1
CALY	386585	472	13	300887	89359	0	0	0	0	50	36	10686989	1	1
CAMK2N1	573203	429	30	108852	30687	0	0	0	0	50	46	11767017	1	1
CAMK2N2	NaN	NaN	NaN	109817	31459	0	0	0	0	50	99	21524711	1	1
CAMP	1113209	193	40	236232	68901	0	0	0	0	50	33	8624012	1	1
CAMSAP1L1	492001	374	12	2065100	540979	0	0	0	0	2	4	1347912	1	1
CAPN14	NaN	NaN	NaN	986037	252444	0	0	0	0	50	99	21745696	1	1
CAPN8	NaN	NaN	NaN	849200	223108	0	0	0	0	50	99	21716360	1	1
CAPNS1	978272	326	6	388316	103834	0	0	0	0	50	55	8188025	1	1
CAPS	1166723	392	36	264024	77586	0	0	2	0	0	2	77586	1	1
CARD9	1194160	258	28	774316	215774	0	0	3	0	50	27	9125233	1	1
CARTPT	456944	601	19	158839	49022	0	0	0	0	50	43	9549833	1	1
CASP14	990597	524	16	341996	92833	0	0	1	0	27	26	5130905	1	1
CASP8AP2	326497	580	22	2743109	694414	0	0	0	0	7	2	2127825	1	1
CAV1	554882	159	0	251479	65234	0	0	0	0	50	47	9541341	1	1
CAV2	548426	187	-5	261322	48443	0	0	0	0	50	55	11611073	1	1
CBARA1	473220	212	33	682448	174472	0	0	0	0	50	46	10648775	1	1
CBLN1	6672	907	-33	260743	80867	0	0	1	0	37	49	6597126	1	1
CBLN3	897133	265	40	265568	96886	0	0	0	0	50	45	14000413	1	1
CBR1	219580	318	66	374613	112905	0	0	1	0	3	5	795739	1	1
CBS	428442	156	63	774895	220985	0	0	0	0	9	6	2321211	1	1
CBWD1	230380	398	-4	601967	148417	0	0	0	0	50	29	11364612	1	1
CBWD5	176193	NaN	-8	509134	123713	0	0	0	0	50	56	12564107	1	1
CBWD6	NaN	NaN	NaN	578228	142048	0	0	0	0	50	99	21635300	1	1
CBX2	633863	209	31	862517	274060	0	0	3	0	25	21	4828667	1	1
CBX3	915230	445	43	269235	61953	0	0	0	0	50	38	12547123	1	1
CBY3	NaN	NaN	NaN	322696	104027	0	0	0	0	50	99	21597279	1	1
CCBE1	257439	491	24	568192	163085	0	0	0	0	50	48	10988648	1	1
CCBL1	1706086	201	24	604090	158453	0	0	0	0	50	66	13529107	1	1
CCBP2	335379	396	26	516854	154207	0	0	0	0	50	38	14104440	1	1
CCDC103	1101543	172	28	329258	99781	0	0	2	0	4	11	896292	1	1
CCDC105	990597	524	16	679939	203615	0	0	1	0	50	41	10531624	1	1
CCDC107	1202125	248	37	382719	120432	0	0	0	0	50	52	11269270	1	1
CCDC109A	635147	218	34	486746	142048	0	0	0	0	50	43	11479447	1	1
CCDC111	290265	471	30	808091	194158	0	0	0	0	50	40	11624969	1	1
CCDC112	273705	493	20	764859	176595	0	0	0	0	50	37	12013092	1	1
CCDC12	489602	371	43	258813	68901	0	0	0	0	50	37	10617509	1	1
CCDC122	139965	346	45	398931	86271	0	0	0	0	50	43	10216648	1	1
CCDC123	478721	448	-20	1118435	286219	0	0	0	0	2	1	675500	1	1
CCDC124	1366136	217	36	311116	87236	0	0	0	0	50	65	13161635	1	1
CCDC126	389945	361	23	193386	53847	0	0	0	0	50	25	11246110	1	1
CCDC137	3745109	205	30	402598	113870	0	0	0	0	33	21	5798299	1	1
CCDC144B	728759	435	-5	1038726	244917	0	0	0	0	48	35	9090493	1	1
CCDC144NL	463169	398	-24	308607	83955	0	0	1	0	50	67	12798988	1	1
CCDC149	280003	621	34	746524	201878	0	0	1	0	50	25	8483894	1	1
CCDC152	NaN	NaN	NaN	384263	78358	0	0	0	0	50	99	21571610	1	1
CCDC154	NaN	NaN	NaN	920803	277727	0	0	0	0	50	99	21770979	1	1
CCDC160	217139	NaN	19	459147	108273	0	0	0	0	50	55	11258076	1	1
CCDC21	958818	217	26	1067483	287956	0	0	0	0	10	2	2376795	1	1
CCDC23	820426	426	30	99009	22002	0	0	0	0	50	43	12276344	1	1
CCDC25	380493	229	27	316327	65234	0	0	0	0	50	49	14255366	1	1
CCDC42	473874	604	17	451234	113291	0	0	0	0	50	55	10466004	1	1
CCDC42B	NaN	NaN	NaN	419775	133170	0	0	0	0	50	99	21626422	1	1
CCDC45	1036796	184	8	1179616	293360	0	0	0	0	24	15	4415840	1	1
CCDC46	138097	778	-38	1471818	343926	0	0	0	0	26	27	7642993	1	1
CCDC48	1155221	379	52	792458	264217	0	0	0	0	27	27	6128715	1	1
CCDC52	458321	566	22	1197758	327328	0	0	0	0	10	8	2103700	1	1
CCDC53	234580	467	7	245496	67164	0	0	0	0	50	49	10973787	1	1
CCDC55	605144	298	24	806740	179297	0	0	0	0	50	31	11744436	1	1
CCDC56	1633092	190	33	139925	49408	0	0	0	0	50	49	11044039	1	1
CCDC58	475086	478	39	213265	49022	0	0	0	0	50	49	12073694	1	1
CCDC59	53465	1263	-24	346628	81832	0	0	0	0	50	55	11102132	1	1
CCDC68	89155	373	-5	492729	116379	0	0	0	0	50	38	13180549	1	1
CCDC69	916138	407	56	424407	110010	0	0	0	0	50	45	9698636	1	1
CCDC7	602870	482	2	719697	165594	0	0	0	0	50	41	8889580	1	1
CCDC72	1401411	263	32	100360	20651	0	0	0	0	50	58	11877027	1	1
CCDC75	603425	281	27	387351	82797	0	0	0	0	50	41	10390927	1	1
CCDC76	293698	518	8	689010	173700	0	0	0	0	32	28	7741037	1	1
CCDC79	NaN	NaN	NaN	1053780	249549	0	0	0	0	50	99	21742801	1	1
CCDC84	1457410	180	55	481342	121397	0	0	0	0	19	10	3641138	1	1
CCDC85B	3779084	287	42	260743	91868	0	0	0	0	50	34	10702815	1	1
CCDC85C	NaN	NaN	NaN	557963	183157	0	0	0	0	50	99	21676409	1	1
CCDC86	794900	522	47	478640	155365	0	0	1	0	50	35	11880115	1	1
CCDC9	1350139	232	33	734365	215195	0	0	1	0	46	48	10208349	1	1
CCDC90A	276494	496	27	495817	149189	0	0	0	0	22	19	4273406	1	1
CCDC94	2132502	244	39	455480	124678	0	0	1	0	50	41	11119502	1	1
CCDC99	96768	495	19	867342	210756	0	0	0	0	4	3	1511383	1	1
CCK	338797	473	29	156330	49794	0	0	0	0	50	40	11805231	1	1
CCL11	40425	871	-32	136451	38407	0	0	0	0	50	68	10824984	1	1
CCL17	749108	159	39	133749	38214	0	0	0	0	50	40	9960923	1	1
CCL18	779228	525	19	128152	33968	0	0	0	0	50	54	11579035	1	1
CCL19	731413	298	51	137802	41109	0	0	0	0	50	46	8815854	1	1
CCL2	26189	889	-12	142241	37249	0	0	0	0	50	59	16095621	1	1
CCL20	161901	296	7	141855	34740	0	0	0	0	50	30	10092549	1	1
CCL24	1013258	255	46	166366	45548	0	0	0	0	50	53	13341704	1	1
CCL25	954819	369	13	213844	57707	0	0	0	0	50	49	8335091	1	1
CCL28	500147	320	6	181999	46127	0	0	0	0	50	49	13604763	1	1
CCL3L1	NaN	NaN	NaN	269428	71024	0	0	0	0	50	99	21564276	1	1
CCL3L3	691971	684	13	269428	71024	0	0	0	0	50	46	11254795	1	1
CCL4	744143	565	28	131240	36091	0	0	0	0	50	51	12975197	1	1
CCL4L1	NaN	NaN	NaN	260164	74498	0	0	0	0	50	99	21567750	1	1
CCL4L2	691971	684	13	260164	74498	0	0	0	0	50	46	11254795	1	1
CCL8	40425	871	-32	141083	37249	0	0	0	0	50	68	10824984	1	1
CCNB1IP1	393743	401	-18	387930	101904	0	0	1	0	50	43	10386102	1	1
CCNI2	717412	356	59	507204	149382	0	0	0	0	50	38	9329620	1	1
CCNJ	518423	857	35	531329	147259	0	0	0	0	50	20	9312636	1	1
CCNK	345332	429	2	796704	235653	0	0	0	0	20	26	5349574	1	1
CCNO	217401	417	22	458568	155751	0	0	1	0	40	36	8922197	1	1
CCR2	228487	625	39	566069	170998	0	0	1	0	50	39	8137459	1	1
CCR6	149346	696	40	510485	145522	0	0	0	0	50	53	11574982	1	1
CCRL1	210898	768	21	479219	132784	0	0	0	0	50	49	12228287	1	1
CCT4	688730	226	34	746910	221178	0	0	2	0	50	43	11126257	1	1
CD164L2	847257	188	26	243952	68708	0	0	0	0	50	35	10043913	1	1
CD200R1	245141	639	11	516275	132205	0	0	0	0	50	54	12873100	1	1
CD200R1L	240755	616	6	377894	106150	0	0	1	0	21	21	4426841	1	1
CD24	NaN	NaN	NaN	100746	39951	0	0	0	0	50	99	21533203	1	1
CD276	312591	374	29	727031	223108	0	0	2	0	50	30	10898710	1	1
CD300A	491117	504	7	413213	121783	0	0	1	0	50	34	9871950	1	1
CD300LB	698491	504	10	333504	89745	0	0	0	0	50	38	10738134	1	1
CD302	361333	405	34	335434	82025	0	0	0	0	50	32	10607473	1	1
CD320	778783	209	14	377701	124292	0	0	0	0	50	65	12439429	1	1
CD37	2183690	309	30	393527	112519	0	0	3	0	3	6	566648	1	1
CD38	174323	327	55	429811	109238	0	0	1	0	50	32	9786644	1	1
CD3D	963668	192	48	239706	69480	0	0	0	0	50	46	11310379	1	1
CD58	692758	418	19	357629	91096	0	0	2	0	2	6	479798	1	1
CD59	755929	424	15	182964	48057	0	0	0	0	50	52	10400963	1	1
CD69	226318	648	33	289307	68515	0	0	0	0	50	40	9828911	1	1
CD74	949599	212	40	431162	105571	0	0	0	0	50	52	13029430	1	1
CD79B	1455216	404	25	327907	86078	0	0	1	0	50	53	10143308	1	1
CD81	911893	584	36	336399	91482	0	0	0	0	50	30	10173030	1	1
CD83	210380	594	40	285833	81253	0	0	0	0	50	46	10017279	1	1
CD8B	330931	543	19	435794	103255	0	0	0	0	50	47	12821762	1	1
CD9	2261351	277	32	330995	82990	0	0	2	0	0	2	82990	1	1
CD99L2	287647	NaN	12	379245	100746	0	0	0	0	50	46	10677725	1	1
CDA	631461	208	35	206703	55584	0	0	1	0	5	4	1362966	1	1
CDC25B	860065	241	43	813881	230056	0	0	1	0	50	52	13040817	1	1
CDC25C	1312427	273	36	684764	168682	0	0	5	0	0	5	168682	1	1
CDC26	426351	312	26	122169	31845	0	0	1	0	0	1	31845	1	1
CDC37L1	228353	608	21	488676	112326	0	0	1	0	4	6	1172282	1	1
CDC42EP1	991778	176	51	506239	176981	0	0	0	0	40	40	8149618	1	1
CDC42EP2	3946871	242	49	274253	92254	0	0	0	0	50	33	11241478	1	1
CDC42EP3	477159	404	31	342961	99974	0	0	2	0	8	6	999933	1	1
CDC42EP4	193467	212	-15	468604	151505	0	0	4	0	1	5	201299	1	1
CDC42EP5	NaN	NaN	NaN	188368	72761	0	0	0	0	50	99	21566013	1	1
CDC42SE2	313468	414	34	125064	29529	0	0	0	0	50	26	9904953	1	1
CDHR4	1306720	191	39	1088520	325977	0	0	0	0	5	5	1456378	1	1
CDK2	2080397	229	31	410511	122748	0	0	0	0	50	61	11001000	1	1
CDK2AP1	1014179	201	29	162313	46127	0	0	0	0	50	57	11540628	1	1
CDK5	622098	373	41	419775	114642	0	0	2	0	6	14	1967056	1	1
CDKL3	910029	148	49	851130	207861	0	0	0	0	50	59	12353158	1	1
CDKL4	391680	375	16	451620	113484	0	0	0	0	50	38	12042428	1	1
CDKN1C	552601	256	34	407809	152084	0	0	0	0	50	35	11607406	1	1
CDKN3	332892	474	6	307449	78744	0	0	0	0	50	44	10335922	1	1
CDR1	18661	NaN	-31	365735	91096	0	0	1	0	50	59	10631405	1	1
CDRT15	96214	975	-61	250707	81060	0	0	0	0	50	33	8145758	1	1
CDSN	NaN	NaN	NaN	694993	229091	0	0	2	0	50	101	21722343	1	1
CDT1	813333	189	51	732435	239706	0	0	1	0	50	59	11171612	1	1
CDV3	391516	327	36	369788	99781	0	0	0	0	50	42	11790949	1	1
CDX1	1002307	228	49	349330	118502	0	0	0	0	50	46	10782331	1	1
CDX2	309835	614	47	415529	134521	0	0	0	0	50	37	9934289	1	1
CDX4	221528	NaN	-13	387351	111747	0	0	0	0	50	37	8762200	1	1
CDY1	NaN	NaN	NaN	1539368	426916	0	0	0	0	9	11	2789236	1	1
CDY1B	NaN	NaN	NaN	1539368	426916	0	0	0	0	9	11	2789236	1	1
CDY2A	NaN	NaN	NaN	1477994	409546	0	0	0	0	9	11	2771866	1	1
CDY2B	NaN	NaN	NaN	1477994	409546	0	0	0	0	9	11	2771866	1	1
CEACAM20	761897	511	-61	820250	245110	0	0	0	0	15	52	9953203	1	1
CEACAM3	1360684	454	23	348558	105957	0	0	0	0	50	50	10137325	1	1
CEACAM4	1249321	499	27	333697	105764	0	0	1	0	50	55	12936790	1	1
CEBPB	598211	143	41	449111	151891	0	0	1	0	50	31	9887004	1	1
CEBPD	918236	460	15	350488	119660	0	0	0	0	50	39	9424769	1	1
CEBPE	1261207	185	41	371332	120818	0	0	1	0	50	51	11695414	1	1
CEBPG	302640	510	-21	208826	55777	0	0	1	0	5	15	2940548	1	1
CELA2A	554165	212	29	376929	110589	0	0	1	0	29	43	7932686	1	1
CELA3A	448600	190	29	381754	107501	0	0	1	0	50	53	11941103	1	1
CENPC1	128864	689	7	1345596	335820	0	0	0	0	50	43	14002536	1	1
CENPL	441912	417	9	539821	150926	0	0	1	0	50	73	15045508	1	1
CENPM	1335011	323	67	269814	80481	0	0	1	0	27	24	4603629	1	1
CENPQ	64168	1198	-6	392948	92833	0	0	0	0	50	30	9946641	1	1
CENPV	881521	169	4	371139	113484	0	0	0	0	50	35	9014258	1	1
CENPW	142596	704	-1	123134	36091	0	0	0	0	50	31	11478675	1	1
CEP110	610711	365	34	3323267	813109	0	0	0	0	13	3	4645896	1	1
CEPT1	388536	627	27	581702	161155	0	0	0	0	50	42	15842405	1	1
CES7	348857	581	-30	874097	250321	0	0	0	0	5	2	998196	1	1
CES8	1044004	135	48	832988	220213	0	0	0	0	50	33	11197860	1	1
CETN3	83403	824	19	247040	54040	0	0	1	0	15	24	3775273	1	1
CFC1	NaN	NaN	NaN	616442	187210	0	0	0	0	50	99	21680462	1	1
CFC1B	569565	NaN	12	616442	187210	0	0	0	0	50	50	12241218	1	1
CFD	2168802	198	28	337943	113677	0	0	0	0	50	67	12240832	1	1
CFDP1	507054	133	17	433478	101518	0	0	0	0	50	35	11004474	1	1
CFHR3	200038	941	-27	469762	117923	0	0	1	0	50	72	12582249	1	1
CFL1	3779084	287	42	235267	61760	0	0	3	0	2	4	283131	1	1
CGB	2070141	200	35	219248	74884	0	0	1	0	12	14	2261188	1	1
CGB2	2070141	200	35	215195	75463	0	0	0	0	50	52	9835859	1	1
CGB7	2070141	200	35	219248	74884	0	0	1	0	12	14	2261188	1	1
CGREF1	1214097	238	50	550050	166752	0	0	0	0	50	47	12329805	1	1
CHADL	NaN	NaN	NaN	997038	374034	0	0	0	0	10	14	2987447	1	1
CHCHD4	312564	463	27	234688	54812	0	0	0	0	50	44	10841003	1	1
CHCHD5	590285	166	36	156330	43425	0	0	0	0	50	31	10738520	1	1
CHCHD6	250457	604	39	335820	91482	0	0	1	0	28	35	5504553	1	1
CHCHD8	555075	214	47	124485	30687	0	0	0	0	50	39	10894464	1	1
CHDH	475623	578	42	803073	246654	0	0	0	0	39	38	9204363	1	1
CHGA	325312	387	30	637479	174279	0	0	0	0	50	36	11692712	1	1
CHIC1	319167	NaN	11	320187	82218	0	0	0	0	50	56	12560247	1	1
CHIC2	92904	472	19	242215	57707	0	0	0	0	50	37	10341905	1	1
CHM	57906	NaN	-6	942226	239513	0	0	0	0	50	41	11170647	1	1
CHMP1A	1090549	219	38	413599	30494	0	0	0	0	50	38	8973342	1	1
CHMP1B	NaN	NaN	NaN	273674	73726	0	0	0	0	50	99	21566978	1	1
CHMP2B	57851	415	-19	308993	74305	0	0	0	0	50	30	9611400	1	1
CHMP4A	974559	220	41	375192	98430	0	0	0	0	50	49	13317965	1	1
CHMP4B	761783	146	53	319608	80481	0	0	0	0	50	66	11187631	1	1
CHODL	272100	981	-58	386965	100553	0	0	0	0	50	36	10176504	1	1
CHP	956634	214	44	283324	71024	0	0	0	0	50	43	11917943	1	1
CHRAC1	432697	238	39	186438	47478	0	0	0	0	50	30	9722954	1	1
CHRM1	2342595	181	71	603897	199176	0	0	0	0	50	57	13163179	1	1
CHRM4	817153	212	45	628601	206317	0	0	0	0	9	10	2320439	1	1
CHRNA6	594393	454	34	685343	187210	0	0	1	0	50	45	13804325	1	1
CHRNA7	199973	778	-9	700204	195509	0	0	0	0	32	15	6767738	1	1
CHRNB4	485971	455	45	676658	201685	0	0	0	0	50	38	12272291	1	1
CHST10	226558	642	9	501028	130661	0	0	1	0	50	57	12581091	1	1
CHST11	1030269	419	34	485974	131819	0	0	3	0	3	7	621846	1	1
CHST13	289633	508	52	441005	157681	0	0	0	0	50	51	12644202	1	1
CHST3	762207	169	54	637865	198211	0	0	2	0	50	65	11461498	1	1
CHST6	488582	225	6	507204	182964	0	0	3	0	9	8	1435148	1	1
CHST7	646939	NaN	40	623390	224845	0	0	3	0	28	43	9002292	1	1
CHURC1	515337	275	41	168296	37828	0	0	0	0	50	36	9694004	1	1
CIB1	876945	154	52	273288	74112	0	0	1	0	50	70	12913051	1	1
CIB2	414873	271	56	271937	66199	0	0	0	0	50	27	9278475	1	1
CISD1	153256	357	-17	155365	38600	0	0	0	0	50	42	11875869	1	1
CISD2	373094	471	33	199948	40916	0	0	0	0	50	33	10083285	1	1
CISD3	NaN	NaN	NaN	176402	54040	0	0	0	0	50	99	21547292	1	1
CITED1	370863	NaN	50	294518	93412	0	0	0	0	50	40	12076396	1	1
CITED4	NaN	NaN	NaN	231021	90324	0	0	0	0	50	99	21583576	1	1
CKLF	688682	214	-1	217704	62532	0	0	0	0	50	53	11802915	1	1
CKMT1A	774279	286	51	568578	176016	0	0	1	0	50	51	10461951	1	1
CKS1B	1612870	224	35	117537	26055	0	0	0	0	50	42	10023262	1	1
CKS2	163101	627	15	119660	25090	0	0	0	0	50	48	10009173	1	1
CLCC1	880200	216	19	782229	203808	0	0	1	0	37	28	7257186	1	1
CLCN7	1232935	209	37	1115347	340259	0	0	0	0	1	1	500449	1	1
CLDN14	391816	428	78	312660	106536	0	0	4	0	2	5	358015	1	1
CLDN20	NaN	NaN	NaN	291044	91096	0	0	0	0	50	99	21584348	1	1
CLDN23	174979	307	34	379438	129503	0	0	1	0	50	44	10169363	1	1
CLDN24	NaN	NaN	NaN	292202	90517	0	0	0	0	50	99	21583769	1	1
CLDN3	1082063	214	54	284096	99781	0	0	0	0	50	54	13433765	1	1
CLDN8	10231	994	-69	303975	88587	0	0	0	0	50	36	7177670	1	1
CLDND2	368509	610	-9	231600	68322	0	0	0	0	50	23	7764197	1	1
CLEC10A	1696302	360	24	457796	116572	0	0	0	0	50	47	8813152	1	1
CLEC11A	652250	593	27	432899	136837	0	0	0	0	50	51	12180230	1	1
CLEC12A	305376	565	19	383491	90131	0	0	1	0	5	4	1266273	1	1
CLEC12B	305376	565	19	405300	97272	0	0	0	0	50	30	14183763	1	1
CLEC17A	1022856	198	29	422670	107694	0	0	0	0	50	65	11692519	1	1
CLEC18A	1511555	162	36	631689	170226	0	0	0	0	8	16	3031644	1	1
CLEC18B	475713	278	44	646743	173121	0	0	1	0	50	45	11674184	1	1
CLEC18C	1353954	139	37	631882	170033	0	0	0	0	50	41	11868535	1	1
CLEC2A	NaN	NaN	NaN	256497	57900	0	0	0	0	50	99	21551152	1	1
CLEC2B	295505	634	25	219827	49987	0	0	0	0	50	38	11506081	1	1
CLEC2L	557910	522	32	293746	88973	0	0	2	0	3	6	537505	1	1
CLECL1	251092	648	8	234881	59251	0	0	0	0	50	60	12140279	1	1
CLIC6	284989	406	43	923505	281394	0	0	2	0	9	11	2201937	1	1
CLN6	376180	365	33	429618	126222	0	0	2	0	15	9	2735775	1	1
CLNS1A	603969	401	30	342382	86078	0	0	0	0	50	41	10709184	1	1
CLP1	923511	354	15	566455	178139	0	0	0	0	11	13	2111806	1	1
CLU	346863	361	29	708117	187017	0	0	0	0	50	26	11446444	1	1
CMA1	898202	411	17	340066	102290	0	0	0	0	50	43	9629349	1	1
CMC1	84882	793	10	158067	34740	0	0	0	0	50	42	12020040	1	1
CMTM3	777342	214	9	252637	76814	0	0	0	0	50	66	11644462	1	1
CMTM4	790767	145	9	323854	94763	0	0	1	0	50	61	11491606	1	1
CMTM5	1220624	456	31	216932	65041	0	0	1	0	15	23	4204891	1	1
CMTM7	306655	592	19	241443	73533	0	0	0	0	50	34	14726479	1	1
CNGA4	466636	728	4	780492	232758	0	0	0	0	35	19	8645242	1	1
CNIH	399536	371	17	209598	52110	0	0	0	0	50	43	11760841	1	1
CNIH2	2133752	236	53	231793	59444	0	0	1	0	17	19	3570114	1	1
CNIH4	628752	256	18	204773	48829	0	0	0	0	50	36	10452687	1	1
CNO	501020	201	62	287184	92640	0	0	0	0	50	48	10937696	1	1
CNOT7	237338	387	4	412248	100746	0	0	1	0	50	36	10997719	1	1
CNP	2081077	206	23	567999	171963	0	0	0	0	50	52	12468379	1	1
CNPY1	267612	599	-5	138574	29915	0	0	0	0	50	45	10776927	1	1
CNPY3	1143209	203	41	388895	107308	0	0	0	0	50	35	9611400	1	1
CNRIP1	204433	586	15	253988	71410	0	0	0	0	50	31	9614295	1	1
COBRA1	1724821	399	43	796125	240864	0	0	0	0	18	14	3158059	1	1
COL8A1	226950	419	-2	957473	341224	0	0	1	0	50	35	10961435	1	1
COL9A3	1044503	208	48	938366	324433	0	0	1	0	28	30	7328403	1	1
COLEC10	180181	380	2	395650	99974	0	0	0	0	50	34	13150248	1	1
COMMD1	563800	420	26	263252	74305	0	0	0	0	50	54	12553878	1	1
COMMD10	312789	981	8	291430	76235	0	0	0	0	50	42	11059672	1	1
COMMD3	195915	462	23	284482	73340	0	0	0	0	50	49	9539797	1	1
COMMD4	814680	296	43	282938	81832	0	0	1	0	50	38	10747784	1	1
COMMD6	197100	362	35	145136	37249	0	0	0	0	50	56	11568227	1	1
COMMD8	87789	528	23	263638	66392	0	0	0	0	50	27	10878252	1	1
COPG	1119201	189	55	1239639	334662	0	0	0	0	2	0	1175756	1	1
COPG2	298918	433	16	581123	146680	0	0	0	0	50	38	10626387	1	1
COPS6	1503181	254	41	467832	123906	0	0	1	0	50	58	14758903	1	1
COPS7A	2816186	232	48	379631	115993	0	0	0	0	50	66	13732529	1	1
COPZ1	664708	190	45	262094	66778	0	0	1	0	12	9	2422150	1	1
COQ2	344601	218	40	565104	181806	0	0	0	0	50	37	10259880	1	1
CORO1B	1392213	215	53	674535	199755	0	0	2	0	50	27	8378902	1	1
CORT	829921	392	32	209598	63690	0	0	0	0	50	42	12581284	1	1
COTL1	575674	182	24	201878	53461	0	0	0	0	50	47	12933509	1	1
COX11	131464	869	-43	415722	114063	0	0	0	0	50	40	9876968	1	1
COX18	255276	747	14	448146	143592	0	0	0	0	50	42	11875290	1	1
COX19	765060	346	34	136258	27599	0	0	0	0	50	48	11309414	1	1
COX4I1	381135	298	28	246461	57514	0	0	1	0	1	1	137609	1	1
COX4I2	837796	213	18	247040	60988	0	0	0	0	50	46	10250423	1	1
COX4NB	381135	298	28	295676	80095	0	0	0	0	50	76	13262574	1	1
COX5B	362146	520	25	181613	53461	0	0	1	0	1	2	205931	1	1
COX6A2	839076	558	11	134521	42653	0	0	0	0	50	51	12248166	1	1
COX6B1	1162794	390	27	129889	28178	0	0	0	0	50	54	11181841	1	1
COX6B2	1028808	209	19	131819	29722	0	0	0	0	50	43	9864616	1	1
COX6C	282641	537	29	109624	29336	0	0	0	0	50	54	11747910	1	1
COX7A1	978272	326	6	115414	31652	0	0	0	0	50	55	8188025	1	1
COX7A2L	251919	375	16	158839	46706	0	0	0	0	50	39	10455582	1	1
COX7C	84088	829	-14	91868	25090	0	0	0	0	7	3	1357176	1	1
COX8A	1322584	277	42	90903	34161	0	0	0	0	50	59	14526531	1	1
COX8C	NaN	NaN	NaN	96114	34161	0	0	0	0	50	99	21527413	1	1
CP110	349996	491	21	1397513	355699	0	0	0	0	12	4	3068893	1	1
CPEB2	105433	624	23	1396548	431934	0	0	0	0	50	26	11805810	1	1
CPLX4	293564	549	20	233916	50373	0	0	0	0	42	37	10214332	1	1
CPNE5	844979	244	43	851323	227933	0	0	0	0	40	39	10180171	1	1
CPO	169586	723	2	532680	139539	0	0	0	0	50	42	12884487	1	1
CPPED1	75434	797	-3	436180	117923	0	0	0	0	50	34	12695733	1	1
CPSF4L	NaN	NaN	NaN	266340	60216	0	0	0	0	50	99	21553468	1	1
CPSF7	1394229	286	57	700976	217897	0	0	1	0	18	12	3045154	1	1
CPVL	112083	634	7	683027	173314	0	0	1	0	50	46	12462203	1	1
CRB3	865106	219	33	193000	66971	0	0	0	0	50	54	11359980	1	1
CRCP	501759	345	35	258620	63883	0	0	0	0	50	42	10883270	1	1
CREB1	184506	198	25	473622	138960	0	0	0	0	50	41	10790823	1	1
CREB3L1	801520	158	36	719311	209405	0	0	1	0	50	26	10416596	1	1
CREBL2	791567	157	32	174665	42460	0	0	0	0	50	53	12690329	1	1
CREG1	481959	506	15	295483	96500	0	0	0	0	50	40	10841389	1	1
CREG2	475096	278	19	393527	120046	0	0	1	0	50	46	10733309	1	1
CRELD1	950574	170	54	689203	179876	0	0	1	0	50	55	10926502	1	1
CRELD2	842221	271	15	572245	150926	0	0	1	0	50	64	12624902	1	1
CREM	179129	346	15	605827	161927	0	0	0	0	50	50	10961242	1	1
CRH	277437	480	30	254953	89552	0	0	2	0	5	7	1196986	1	1
CRHBP	245514	418	17	451427	123520	0	0	0	0	50	44	11063339	1	1
CRIP1	689089	298	41	119853	27213	0	0	0	0	50	38	11442198	1	1
CRIP3	1293543	363	51	296641	75656	0	0	0	0	50	53	13258521	1	1
CRISP2	67596	1248	-6	354155	85885	0	0	0	0	50	31	9482476	1	1
CRKL	523674	192	49	408774	123906	0	0	1	0	50	36	10527378	1	1
CRNN	387153	671	6	673956	192228	0	0	1	0	50	43	9709444	1	1
CRP	737948	602	-2	306484	86657	0	0	0	0	50	71	12518945	1	1
CRTAC1	530090	369	12	937208	245110	0	0	3	0	2	3	441391	1	1
CRTAP	513008	372	33	561437	150733	0	0	0	0	50	35	11495080	1	1
CRYAB	437513	221	22	240092	71410	0	0	0	0	50	32	10116481	1	1
CRYBA2	922162	386	35	278885	75463	0	0	1	0	44	35	8421362	1	1
