Agent names	Target genes
PLX-647	KIT
PLX8394	BRAF
PMPA	FOLH1
PNU-120596	CHRNA7
PNU-142633	HTR1D
PNU-177864	DRD3
PNU-22394	HTR2A
PNU-22394	HTR2B
PNU-22394	HTR2C
PNU-22394	MAOA
PNU-22394	MAOB
PNU-282987	CHRNA7
PNU-74654	CTNNB1
PNU-74654	TCF4
PNU-89843	GABBR1
podophyllotoxin	IGF1R
podophyllotoxin	TOP2A
podophyllotoxin	TUBA4A
podophyllotoxin	TUBB
polydatin	ICAM1
polyinosine	ADSSL1
polyinosine	HPRT1
polyinosine	IMPDH2
polyinosine	PYGM
polythiazide	SLC12A3
pomalidomide	CRBN
pomalidomide	PTGS2
pomalidomide	TNF
ponatinib	ABL1
ponatinib	BCR
ponatinib	FGFR1
ponatinib	FGFR2
ponatinib	FGFR3
ponatinib	FGFR4
ponatinib	FLT3
ponatinib	KDR
ponatinib	KIT
ponatinib	LCK
ponatinib	LYN
ponatinib	PDGFRA
ponatinib	RET
ponatinib	SRC
ponatinib	TEK
ponesimod	S1PR1
posaconazole	CYP3A4
potassium-canrenoate	NR3C2
pozanicline	CHRNA4
pozanicline	CHRNB2
poziotinib	EGFR
poziotinib	ERBB2
poziotinib	ERBB4
PP-1	HCK
PP-1	RET
PP-121	ABL1
PP-121	EGFR
PP-121	HCK
PP-121	KDR
PP-121	MTOR
PP-121	PDGFRA
PP-121	PIK3CA
PP-121	PIK3CB
PP-121	PIK3CD
PP-121	PIK3CG
PP-121	PRKDC
PP-121	SRC
PP-2	ABL1
PP-2	LCK
PP-2	LYN
PP-2	RIPK2
PP-2	SRC
PP242	MTOR
PP242	PASK
PPT	ESR1
PPY-A	ABL1
PPY-A	BCR
PQ-401	IGF1R
practolol	ADRB1
pralatrexate	DHFR
pralatrexate	TYMS
pralidoxime	ACHE
pralidoxime	BCHE
pralidoxime-chloride	ACHE
pralidoxime-chloride	BCHE
pramipexole	ADRA2A
pramipexole	ADRA2B
pramipexole	ADRA2C
pramipexole	DRD1
pramipexole	DRD2
pramipexole	DRD3
pramipexole	DRD4
pramipexole	DRD5
pramipexole	HTR1A
pramipexole	HTR1B
pramipexole	HTR1D
pramipexole	HTR2A
pramipexole	HTR2B
pramipexole	HTR2C
pranidipine	CACNA1C
pranlukast	CYSLTR1
pranlukast	CYSLTR2
pranlukast	IL5
pranlukast	MUC2
pranlukast	NFKB1
pranlukast	RNASE3
pranlukast	TNF
prasugrel	P2RY12
pravadoline	CNR1
pravadoline	CNR2
pravastatin	HMGCR
pravastatin	SLCO1B1
prazosin	ADRA1A
prazosin	ADRA1B
prazosin	ADRA1D
prazosin	ADRA2A
prazosin	ADRA2B
prazosin	ADRA2C
prazosin	KCNH2
prazosin	KCNH6
prazosin	KCNH7
PRE-084	SIGMAR1
preclamol	DRD2
prednicarbate	NR3C1
prednicarbate	PLA2G1B
prednisolone	NR3C1
prednisolone	NR3C2
prednisolone	SERPINA6
prednisolone-acetate	NR3C1
prednisolone-hemisuccinate	NR3C1
prednisolone-sodium-phosphate	NR3C1
prednisone	HSD11B1
prednisone	NR3C1
pregabalin	CACNA1A
pregabalin	CACNA1B
pregabalin	CACNA1C
pregabalin	CACNA1D
pregabalin	CACNA1E
pregabalin	CACNA1F
pregabalin	CACNA1G
pregabalin	CACNA1H
pregabalin	CACNA1I
pregabalin	CACNA1S
pregabalin	CACNA2D1
pregabalin	CACNA2D2
pregabalin	CACNA2D3
pregabalin	CACNA2D4
pregabalin	CACNB1
pregabalin	CACNB2
pregabalin	CACNB3
pregabalin	CACNB4
pregabalin	CACNG1
pregabalin	CACNG2
pregabalin	CACNG3
pregabalin	CACNG4
pregabalin	CACNG5
pregabalin	CACNG6
pregabalin	CACNG7
pregabalin	CACNG8
pregnenolone	CYP17A1
pregnenolone	SULT2B1
preladenant	ADORA1
preladenant	ADORA2A
preladenant	ADORA2B
preladenant	ADORA3
prenylamine	CALM1
prenylamine	MYLK2
prilocaine	SCN10A
prilocaine	SCN11A
prilocaine	SCN1A
prilocaine	SCN2A
prilocaine	SCN3A
prilocaine	SCN4A
prilocaine	SCN5A
prilocaine	SCN7A
prilocaine	SCN8A
prilocaine	SCN9A
PRIMA1	ACHE
primaquine	KRT7
primaquine	NQO2
primidone	CHRNA4
primidone	CHRNA7
primidone	GABRA1
primidone	GABRA2
primidone	GABRA3
primidone	GABRA4
primidone	GABRA5
primidone	GABRA6
primidone	GABRB1
primidone	GABRB2
primidone	GABRB3
primidone	GABRD
primidone	GABRE
primidone	GABRG1
primidone	GABRG2
primidone	GABRG3
primidone	GABRP
primidone	GABRQ
primidone	GRIA2
primidone	GRIK2
primidone	SCN10A
primidone	SCN11A
primidone	SCN1A
primidone	SCN2A
primidone	SCN3A
primidone	SCN4A
primidone	SCN5A
primidone	SCN7A
primidone	SCN8A
primidone	SCN9A
prinaberel	ESR2
prinaberel	NCOA1
priralfinamide	CACNA1B
proadifen	NOS1
probenecid	PANX1
probenecid	SLC22A11
probenecid	SLC22A6
probenecid	SLC22A8
probenecid	SLCO1C1
probucol	ABCA1
probucol	ABCB11
probucol	CES1
procainamide	DNMT1
procainamide	SCN5A
procaine	CHRNA2
procaine	GRIN3A
procaine	HTR3A
procaine	KCNMA1
procaine	KCNMB1
procaine	KCNMB2
procaine	KCNMB3
procaine	KCNMB4
procaine	KCNN1
procaine	KCNN2
procaine	KCNN3
procaine	KCNN4
procaine	MAOA
procaine	MAOB
procaine	RYR1
procaine	RYR2
procaine	SCN10A
procaine	SLC6A3
procaterol	ADRB2
prochlorperazine	DRD1
prochlorperazine	DRD2
prochlorperazine	DRD3
prochlorperazine	DRD4
procyclidine	CHRM1
procyclidine	CHRM2
procyclidine	CHRM3
procyclidine	CHRM4
profenamine	CHRM1
profenamine	CHRM2
profenamine	GRIN3A
proflavine-hemisulfate	F2
progesterone	CATSPER1
progesterone	CATSPER2
progesterone	CATSPER3
progesterone	CATSPER4
progesterone	CYP17A1
progesterone	ESR1
progesterone	NR3C2
progesterone	OPRK1
progesterone	PGR
progesterone	TRPC5
proglumetacin	PTGS1
proglumetacin	PTGS2
proglumide	CCKAR
proglumide	CCKBR
proguanil	DHFR
promazine	ADRA1A
promazine	ADRA1B
promazine	ADRA1D
promazine	CHRM1
promazine	CHRM2
promazine	CHRM3
promazine	CHRM4
promazine	CHRM5
promazine	DRD1
promazine	DRD2
promazine	DRD3
promazine	DRD4
promazine	HRH1
promazine	HTR2A
promazine	HTR2C
promestriene	ESR1
promethazine	ADRA1A
promethazine	CALM1
promethazine	CHRM1
promethazine	CHRM2
promethazine	CHRM3
promethazine	CHRM4
promethazine	CHRM5
promethazine	DRD2
promethazine	HRH1
promethazine	HTR2A
propacetamol	PTGS2
propafenone	ADRB1
propafenone	ADRB2
propafenone	KCNA5
propafenone	KCNH2
propafenone	SCN5A
propagermanium	CCR2
propantheline	CHRM1
propantheline	CHRM2
propantheline	CHRM3
propantheline	CHRM4
propentofylline	PDE1A
propidium-iodide	ACHE
propiverine	CHRM1
propofol	FAAH
propofol	GABRA1
propofol	GABRA2
propofol	GABRA3
propofol	GABRA4
propofol	GABRA5
propofol	GABRA6
propofol	GABRB1
propofol	GABRB2
propofol	GABRB3
propofol	GABRD
propofol	GABRE
propofol	GABRG1
propofol	GABRG2
propofol	GABRG3
propofol	GABRP
propofol	GABRQ
propofol	SCN2A
propofol	SCN4A
propranolol-(R)	ADRB2
propranolol-(R)	ADRB3
propranolol-(S)	ADRB1
propranolol-(S)	ADRB2
propranolol-(S)	ADRB3
propranolol-(S)	HTR1A
propranolol-(S)	HTR1B
propranolol-(S)	HTR5A
propranolol-(S)	SLC10A1
propylene-glycol	F13A1
propylhexedrine	SLC18A2
propylhexedrine	TAAR1
propylthiouracil	DIO1
propylthiouracil	TPO
proquazone	PTGS1
proquazone	PTGS2
protirelin	TRHR
protoporphyrin-ix	HMOX1
protriptyline	SLC6A2
protriptyline	SLC6A4
proxyfan	HRH3
proxymetacaine	SCN10A
proxymetacaine	SCN5A
PRT062070	SYK
PRT062607	FGR
PRT062607	MAP3K9
PRT062607	SYK
PRT4165	PRC1
prucalopride	HTR4
pruvanserin	HTR2A
pruvanserin	HTR2C
PRX-08066	HTR2B
PS178990	AR
PSB-06126	ENTPD3
PSB-11	ADORA1
PSB-11	ADORA2A
PSB-11	ADORA3
PSB-1115	ADORA1
PSB-1115	ADORA2B
PSB-1115	ADORA3
PSB-36	ADORA1
PSB-36	ADORA2A
PSB-36	ADORA2B
PSB-36	ADORA3
PSB-603	ADORA1
PSB-603	ADORA2A
PSB-603	ADORA2B
PSB-603	ADORA3
PSN-375963	GPR119
PSNCBAM-1	CNR1
psoralen	MAOA
psoralen	MAOB
PT-2385	EPAS1
pterostilbene	PTGS2
PU-H71	HSP90AA1
pumosetrag	HTR3A
pumosetrag	HTR4
purmorphamine	SMO
puromycin	NHP2L1
puromycin	RPL10L
puromycin	RPL11
puromycin	RPL13A
puromycin	RPL15
puromycin	RPL19
puromycin	RPL23
puromycin	RPL23A
puromycin	RPL26L1
puromycin	RPL3
puromycin	RPL37
puromycin	RPL8
puromycin	RSL24D1
purvalanol-a	CDK1
purvalanol-a	CDK2
purvalanol-a	CDK4
purvalanol-a	CDK5
purvalanol-a	CSNK1G3
purvalanol-a	RPS6KA1
purvalanol-a	SRC
purvalanol-b	CDK2
purvalanol-b	CDK4
purvalanol-b	CDK5
purvalanol-b	MAPK1
purvalanol-b	MAPK3
purvalanol-b	SRPK2
putrescine	AMD1
putrescine	KCNJ4
putrescine	ODC1
PX-12	TXN
PX-12	TXNRD1
pyrantel-tartrate	CHRNA1
pyrazinamide	FASN
pyrazolanthrone	MAPK10
pyrazolanthrone	MAPK8
pyrazolanthrone	MAPK8IP1
pyrazolanthrone	MAPK9
pyrazolanthrone	TTK
pyrazoloacridine	TOP1
pyrazoloacridine	TOP2A
pyridoxal	PDXK
pyridoxine	DDC
pyridoxine	PDXK
pyrimethamine	DHFR
pyrimethamine	SLC47A1
pyrithione-zinc	KCNQ1
pyrithione-zinc	KCNQ2
pyrithione-zinc	KCNQ4
pyrithione-zinc	KCNQ5
pyroxamide	HDAC1
pyrrolidine-dithiocarbamate	HSD11B1
pyrrolidine-dithiocarbamate	RELA
pyrvinium-pamoate	AR
quazinone	PDE3A
quazinone	PDE3B
quercetin	ATP5A1
quercetin	ATP5B
quercetin	ATP5C1
quercetin	HCK
quercetin	HIBCH
quercetin	PIK3CG
quercetin	PIM1
quercetin	STK17B
quercetin	UGT3A1
quetiapine	ADRA1A
quetiapine	ADRA1B
quetiapine	ADRA1D
quetiapine	ADRA2A
quetiapine	ADRA2B
quetiapine	ADRA2C
quetiapine	CHRM1
quetiapine	CHRM2
quetiapine	CHRM3
quetiapine	CHRM4
quetiapine	CHRM5
quetiapine	DRD1
quetiapine	DRD2
quetiapine	DRD3
quetiapine	DRD4
quetiapine	DRD5
quetiapine	HRH1
quetiapine	HTR1A
quetiapine	HTR1B
quetiapine	HTR1D
quetiapine	HTR1E
quetiapine	HTR1F
quetiapine	HTR2A
quetiapine	HTR2C
quetiapine	HTR3A
quetiapine	HTR6
quetiapine	HTR7
quetiapine	SLC6A2
quiflapon	ALOX5
quiflapon	ALOX5AP
quinagolide	DRD2
quinapril	ACE
quinaprilat	ACE
quinelorane	DRD2
quinelorane	DRD3
quinestrol	ESR1
quinethazone	CA1
quinethazone	CA2
quinethazone	SLC12A1
quinethazone	SLC12A2
quinethazone	SLC12A3
quinidine	KCNA5
quinidine	KCNA7
quinidine	KCNH1
quinidine	KCNH2
quinidine	KCNH5
quinidine	KCNK1
quinidine	KCNK6
quinidine	SCN5A
quinidine	SLC29A4
quinine	GP9
quinine	KCNB2
quinine	KCNN4
quinine	SLC29A4
quinpirol-(-)	DRD1
quinpirol-(-)	DRD2
quinpirol-(-)	DRD3
quinpirol-(-)	DRD4
quinpirol-(-)	HTR1A
quinpirol-(-)	HTR2A
quinpirol-(-)	HTR2B
quinpirol-(-)	HTR2C
quizartinib	CSF1R
quizartinib	FLT3
quizartinib	KIT
quizartinib	PDGFRA
quizartinib	PDGFRB
quizartinib	RET
QX-314	MAPK14
QX-314	TGFBR1
r(-)-apomorphine	DRD2
r(-)-apomorphine	HTR5A
R112	SYK
R-1485	HTR6
R-268712	TGFBR1
R406	RET
R406	SYK
R-428	AXL
R547	CDK1
R547	CDK2
R547	CDK4
R547	CDK7
R-59022	DGKA
R-96544	HTR2A
rabeprazole	ATP4A
rac-BHFF	GABBR1
racecadotril	MME
raclopride	DRD2
raclopride	DRD3
raclopride	HTR1A
radafaxine	SLC6A3
RAF265	BRAF
raloxifene	ESR1
raloxifene	ESR2
raltitrexed	FPGS
raltitrexed	TYMS
ramatroban	PTGDR2
ramatroban	TBXA2R
ramelteon	MTNR1A
ramelteon	MTNR1B
ramipril	ACE
ramosetron	HTR3A
ranirestat	AKR1B1
ranitidine	HRH2
ranolazine	SCN10A
ranolazine	SCN4A
ranolazine	SCN5A
ranolazine	SCN9A
rasagiline	BCL2
rasagiline	MAOB
rauwolscine	ADRA2A
rauwolscine	ADRA2B
rauwolscine	ADRA2C
rauwolscine	HTR1B
rauwolscine	HTR1D
rauwolscine	HTR1E
rauwolscine	HTR2B
ravoxertinib	MAPK1
ravoxertinib	MAPK3
RBC8	RALA
RBC8	RALB
rebamipide	FPR1
rebastinib	ABL1
rebastinib	BCR
rebastinib	FGR
rebastinib	FLT3
rebastinib	HCK
rebastinib	LYN
rebastinib	SRC
reboxetine	SLC6A2
Rec-15/2615	ADRA1A
refametinib	MAP2K1
refametinib	MAP2K2
regadenoson	ADORA1
regadenoson	ADORA2A
regadenoson	ADORA2B
regadenoson	ADORA3
regorafenib	ABL1
regorafenib	BRAF
regorafenib	DDR2
regorafenib	EPHA2
regorafenib	FGFR1
regorafenib	FGFR2
regorafenib	FLT1
regorafenib	FLT4
regorafenib	FRK
regorafenib	KDR
regorafenib	KIT
regorafenib	MAPK11
regorafenib	NTRK1
regorafenib	PDGFRA
regorafenib	PDGFRB
regorafenib	RAF1
regorafenib	RET
regorafenib	TEK
relcovaptan	AVPR1A
relcovaptan	AVPR1B
relcovaptan	AVPR2
relcovaptan	OXTR
remacemide	GRIN1
remimazolam	GABBR1
remodelin	NAT10
remoxipride	DRD2
remoxipride	DRD3
remoxipride	DRD4
remoxipride	HTR2A
remoxipride	SIGMAR1
repaglinide	ABCC8
repaglinide	KCNJ11
repaglinide	PPARG
reparixin	CXCR1
reparixin	CXCR2
repsox	TGFBR1
resatorvid	TLR4
reserpine	SLC18A1
reserpine	SLC18A2
resiquimod	TLR7
resiquimod	TLR8
resminostat	HDAC1
resminostat	HDAC3
resminostat	HDAC6
resminostat	HDAC8
resorcinol	CA12
resorcinol	CA14
resorcinol	CA2
resorcinol	PTGS1
resveratrol	CSNK2A1
resveratrol	NQO2
resveratrol	PTGS1
resveratrol	PTGS2
retaspimycin	HSP90AA1
retigabine	KCNQ1
retigabine	KCNQ2
retigabine	KCNQ3
retigabine	KCNQ4
retigabine	KCNQ5
retinol	ALDH1A1
retinol	ALDH1A2
retinol	ALDH1A3
retinol	DHRS3
retinol	DHRS4
retinol	LRAT
retinol	NR2C2
retinol	RBP1
retinol	RBP3
retinol	RDH11
retinol	RDH12
retinol	RDH13
retinol	RDH14
retinol	RDH5
retinol	RDH8
retinol	RETSAT
retinol	RHO
retinol	RLBP1
retinol	RXRA
retinol	RXRB
retinol	RXRG
REV-5901	ALOX5
revaprazan	ATP4A
reversan	ABCC1
reversine	AURKB
reversine	INCENP
reversine	MAP2K1
RG108	DNMT1
RG108	DNMT3B
RG1530	FGFR1
RG1530	FGFR2
RG2833	HDAC1
RG2833	HDAC3
RG4733	PSEN1
RG7112	MDM2
RGB-286638	CDK1
RGB-286638	CDK2
RGB-286638	CDK3
RGB-286638	CDK4
RGB-286638	CDK5
RGB-286638	CDK6
RGB-286638	CDK7
RGB-286638	CDK9
RGB-286638	FLT3
RGB-286638	GSK3B
RGB-286638	JAK2
RGB-286638	MAP3K7
RGB-286638	MAPK9
RGFP966	HDAC3
RHC-80267	DAGLA
RHC-80267	DAGLB
rhein	HSP90AA1
rheochrysidin	PTPN1
RI-1	RAD51
ribavirin	ADK
ribavirin	ENPP1
ribavirin	IMPDH1
ribavirin	IMPDH2
ribavirin	NT5C2
ribociclib	CDK4
ribociclib	CDK6
riboflavin	BLVRB
riboflavin	RFK
riboflavin-5-phosphate-sodium	BLVRB
riboflavin-5-phosphate-sodium	DHODH
riboflavin-5-phosphate-sodium	DPYD
riboflavin-5-phosphate-sodium	HAO1
riboflavin-5-phosphate-sodium	HAO2
riboflavin-5-phosphate-sodium	MT-ND1
riboflavin-5-phosphate-sodium	NOS1
riboflavin-5-phosphate-sodium	PNPO
riboflavin-5-phosphate-sodium	POR
riboflavin-5-phosphate-sodium	PPCDC
riboflavin-5-phosphate-sodium	RFK
riboflavin-5-phosphate-sodium	RPS6KA4
riboflavin-5-phosphate-sodium	SGK1
ribostamycin-sulfate	P4HB
ricinoleic-acid	PTGER3
rifabutin	HSP90AA1
rifabutin	HSP90B1
rifampin	NR1I2
rifampin	SLCO1A2
rifampin	SLCO1B1
rifampin	SLCO1B3
rifamycin	SLCO1A2
rifamycin	SLCO1B1
rifamycin	SLCO1B3
rifamycin	SLCO2B1
rifapentine	CYP2C8
rifapentine	CYP2C9
rifapentine	CYP3A4
rifaximin	NR1I2
rigosertib	PLK1
rilmenidine	ADRA2A
rilpivirine	NR1I2
rilpivirine	SCN10A
riluzole	KCNK10
riluzole	KCNK2
riluzole	KCNK4
riluzole	KCNN4
riluzole	SCN10A
riluzole	SCN11A
riluzole	SCN1A
riluzole	SCN2A
riluzole	SCN3A
riluzole	SCN4A
riluzole	SCN5A
riluzole	SCN7A
riluzole	SCN8A
riluzole	SCN9A
riluzole	SLC7A11
rimcazole	SIGMAR1
rimexolone	NR3C1
rimexolone	SERPINA6
rimonabant	CNR1
rimonabant	GPR55
riociguat	GUCY1A2
riociguat	GUCY1A3
riociguat	GUCY1B2
riociguat	GUCY1B3
ripasudil	ROCK1
ripasudil	ROCK2
ripazepam	GABRA1
risedronate	FDPS
risperidone	ADRA1A
risperidone	ADRA1B
risperidone	ADRA1D
risperidone	ADRA2A
risperidone	ADRA2B
risperidone	ADRA2C
risperidone	DRD1
risperidone	DRD2
risperidone	DRD3
risperidone	DRD4
risperidone	HRH1
risperidone	HTR1A
risperidone	HTR1B
risperidone	HTR1D
risperidone	HTR1E
risperidone	HTR1F
risperidone	HTR2A
risperidone	HTR2C
risperidone	HTR6
risperidone	HTR7
RITA	MDM2
ritanserin	ADRA1A
ritanserin	ADRA1B
ritanserin	ADRA1D
ritanserin	HTR1A
ritanserin	HTR1B
ritanserin	HTR1D
ritanserin	HTR2A
ritanserin	HTR2B
ritanserin	HTR2C
ritanserin	HTR5A
ritanserin	HTR6
ritanserin	HTR7
ritodrine	ADRB2
ritonavir	CYP1A2
ritonavir	CYP2B6
ritonavir	CYP2C19
ritonavir	CYP2C8
ritonavir	CYP2C9
ritonavir	CYP2D6
ritonavir	CYP2E1
ritonavir	CYP3A4
ritonavir	CYP3A5
ritonavir	CYP3A7
rivanicline	CHRNA4
rivanicline	CHRNB2
rivanicline	CXCL8
rivaroxaban	F10
rivastigmine	ACHE
rivastigmine	BCHE
rizatriptan	HTR1A
rizatriptan	HTR1B
rizatriptan	HTR1D
rizatriptan	HTR1E
rizatriptan	HTR1F
RKI-1447	CDC42BPA
RKI-1447	DMPK
RKI-1447	LIMK1
RKI-1447	MYLK
RKI-1447	PAK1
RKI-1447	PKN1
RKI-1447	ROCK1
RKI-1447	ROCK2
RN-1	KDM1A
RN-1734	TRPV4
RN-1747	TRPV4
Ro-04-5595	GRIN2B
Ro-08-2750	NGF
Ro-10-5824	DRD4
Ro-1138452	PTGIR
Ro-15-4513	GABRA1
Ro-15-4513	GABRA2
Ro-15-4513	GABRA3
Ro-15-4513	GABRA4
Ro-15-4513	GABRA5
Ro-15-4513	GABRA6
Ro-15-4513	GABRB2
Ro-15-4513	GABRG2
Ro-19-4605	GABRA1
Ro-19-4605	GABRA2
Ro-19-4605	GABRA3
Ro-19-4605	GABRA5
Ro-20-1724	PDE3A
Ro-20-1724	PDE4A
Ro-20-1724	PDE4B
Ro-20-1724	PDE4C
Ro-20-1724	PDE4D
Ro-25-6981	GRIN2B
Ro-28-1675	GCK
RO-3	P2RX3
Ro-3306	CDK1
Ro-48-8071	LSS
Ro-4987655	MAP2K1
Ro-5126766	BRAF
Ro-5126766	MAP2K1
Ro-5126766	MAP2K2
Ro-5126766	RAF1
Ro-60-0175	HTR2A
Ro-60-0175	HTR2B
Ro-60-0175	HTR2C
Ro-61-8048	KMO
Ro-67-7476	GRM1
Ro-90-7501	APP
robalzotan	HTR1A
rociletinib	EGFR
rocuronium	CHRM2
rocuronium	CHRNA2
rocuronium	HTR3A
rofecoxib	ELN
rofecoxib	PTGS2
roflumilast	PDE4A
roflumilast	PDE4B
roflumilast	PDE4C
roflumilast	PDE4D
rolipram-R(-)	PDE4A
rolipram-R(-)	PDE4B
rolipram-R(-)	PDE4C
rolipram-R(-)	PDE4D
rolipram-R(-)	PDE5A
romidepsin	HDAC1
romidepsin	HDAC2
romidepsin	HDAC3
romidepsin	HDAC4
romidepsin	HDAC5
romidepsin	HDAC6
romidepsin	HDAC7
romidepsin	HDAC8
romidepsin	HDAC9
ropinirole	ADRA2A
ropinirole	ADRA2B
ropinirole	ADRA2C
ropinirole	DRD1
ropinirole	DRD2
ropinirole	DRD3
ropinirole	DRD4
ropinirole	DRD5
ropinirole	HTR1A
ropinirole	HTR1B
ropinirole	HTR1D
ropinirole	HTR2A
ropinirole	HTR2B
ropinirole	HTR2C
ropivacaine	SCN10A
roscovitine	CDK2
roscovitine	CDK9
rosiglitazone	ACSL4
rosiglitazone	FFAR1
rosiglitazone	PPARG
rosiglitazone	TRPC5
rosiglitazone	TRPM3
rosmarinic-acid	MCL1
rosmarinic-acid	TYR
rostafuroxine	ATP1A1
rosuvastatin	HMGCR
rotigotine	ADRA2B
rotigotine	DRD1
rotigotine	DRD2
rotigotine	DRD3
rotigotine	DRD4
rotigotine	DRD5
rotigotine	HTR1A
rotundine	DRD1
rotundine	DRD2
rotundine	DRD3
rotundine	HTR1A
roxatidine-acetate	HRH2
roxithromycin	ABCB1
roxithromycin	MLNR
RP-001	S1PR1
RQ-00203078	TRPM8
RRx-001	G6PD
RS-100329	ADRA1A
RS-100329	ADRA1D
RS-102221	HTR2A
RS-102221	HTR2B
RS-102221	HTR2C
RS-102895	CCR2
RS-127445	HTR2A
RS-127445	HTR2B
RS-127445	HTR2C
RS-17053	ADRA1A
RS-17053	ADRA1D
RS-23597-190	HTR4
RS-39604	HTR4
RS-504393	CCL2
RS-504393	CCR2
RS-56812	HTR3A
RS-67333	HTR4
RS-67506	HTR4
RS-79948	ADRA2A
RTA-408	NFE2L2
RU-24969	HTR1A
RU-24969	HTR1B
RU-24969	HTR1D
RU-24969	HTR2A
RU-24969	HTR2B
RU-24969	HTR2C
RU-24969	HTR5A
RU-24969	HTR6
RU-28318	NR3C2
RU-42173	ADRB2
RU-58841	AR
rubitecan	TOP1
rucaparib	PARP1
rucaparib	PARP2
rucinol	TYR
rufinamide	GRM5
rufinamide	SCN10A
rufinamide	SCN11A
rufinamide	SCN1A
rufinamide	SCN2A
rufinamide	SCN3A
rufinamide	SCN4A
rufinamide	SCN5A
rufinamide	SCN7A
rufinamide	SCN8A
rufinamide	SCN9A
rupatadine	HRH1
rupatadine	PTAFR
RU-SKI-43	HHAT
rutaecarpine	PTGS2
rutin	AKR1C3
ruxolitinib	JAK1
ruxolitinib	JAK2
ruxolitinib	JAK3
ruxolitinib	TYK2
ruxolitinib-(S)	JAK1
ruxolitinib-(S)	JAK2
RWJ-21757	TLR7
RWJ-50271	ICAM1
RWJ-67657	MAPK14
RWJ-67657	PTGS2
RX-3117	CDK2
RX-3117	DNMT1
RX-821002	ADRA1A
RX-821002	ADRA1B
RX-821002	ADRA1D
RX-821002	ADRA2A
RX-821002	ADRA2B
RX-821002	ADRA2C
ryuvidine	CDK2
ryuvidine	CDK4
S-07662	NR1I3
S-111	PARP1
S-14506	HTR1A
S18986	GRIA1
S18986	GRIA2
S18986	GRIA3
S18986	GRIA4
S1P1-agonist-III	S1PR1
S26948	PPARG
S4	CA12
S4	CA9
SA-47	FAAH
saccharin	CA1
saccharin	CA12
saccharin	CA2
saccharin	CA9
saclofen	GABBR1
saclofen	GABBR2
saclofen	KCTD12
saclofen	KCTD16
saclofen	KCTD8
sacubitril	MME
safinamide	MAOB
safingol	TRPM3
safranal	GABBR1
SAG	SMO
SAG	TRPC6
sal003	EIF2A
salicylic-acid	AKR1C1
salicylic-acid	PTGS1
salicylic-acid	PTGS2
salidroside	APP
salirasib	TRPA1
salmeterol	ADRB2
salubrinal	EIF2S1
salvianolic-acid-B	MMP9
salvinorin-a	OPRD1
salvinorin-a	OPRK1
salvinorin-a	OPRM1
sanguinarium-chloride	CASP3
SANT-1	SHH
SANT-1	SMO
SANT-2	SHH
SANT-2	SMO
sapropterin	NOS3
sapropterin	PAH
sapropterin	TH
sapropterin	TPH1
saquinavir	CYP3A4
SAR131675	FLT4
SAR-245409	MTOR
SAR-245409	PIK3CG
SAR405	PIK3C3
SAR405838	MDM2
SAR407899	ROCK1
saracatinib	ABL1
saracatinib	LCK
saracatinib	SRC
saracatinib	YES1
sarcosine	SLC6A9
saroglitazar	PPARA
saroglitazar	PPARG
sarpogrelate	HTR2A
sarpogrelate	HTR2B
sarpogrelate	HTR2C
sasapyrine	PTGS1
sasapyrine	PTGS2
savolitinib	MET
saxagliptin	DPP4
SB-200646	HTR2B
SB-200646	HTR2C
SB-202190	AKT1
SB-202190	ALOX5
SB-202190	CHEK1
SB-202190	GSK3B
SB-202190	LCK
SB-202190	MAPK1
SB-202190	MAPK11
SB-202190	MAPK12
SB-202190	MAPK14
SB-202190	MAPK8
SB-202190	PRKCA
SB-202190	ROCK1
SB-202190	RPS6KB1
SB-202190	SGK1
SB-203186	HTR4
SB-203580	AKT1
SB-203580	ALOX5
SB-203580	CHEK1
SB-203580	CYP2D6
SB-203580	CYP3A4
SB-203580	GAK
SB-203580	GSK3B
SB-203580	LCK
SB-203580	MAPK1
SB-203580	MAPK10
SB-203580	MAPK11
SB-203580	MAPK12
SB-203580	MAPK14
SB-203580	MAPK8
SB-203580	MAPK9
SB-203580	PRKCA
SB-203580	RAF1
SB-203580	RIPK2
SB-203580	ROCK1
SB-203580	RPS6KB1
SB-203580	SGK1
SB-203580	SRC
SB-203580	TNF
SB-205384	GABRA3
SB-205384	GABRA5
SB-205384	GABRA6
SB-206553	HTR2A
SB-206553	HTR2B
SB-206553	HTR2C
SB-216641	HTR1A
SB-216641	HTR1B
SB-216641	HTR1D
SB-216641	HTR2A
SB-216641	HTR2B
SB-216641	HTR2C
SB-216763	CCNA2
SB-216763	CDK2
SB-216763	GSK3A
SB-216763	GSK3B
SB-218078	CHEK1
SB-218795	TACR3
SB-221284	HTR2A
SB-221284	HTR2B
SB-221284	HTR2C
SB-222200	TACR3
SB-225002	CXCR2
SB-228357	HTR2A
SB-228357	HTR2B
SB-228357	HTR2C
SB-2343	MTOR
SB-2343	PIK3CA
SB-2343	PIK3CB
SB-2343	PIK3CD
SB-2343	PIK3CG
SB-239063	MAPK11
SB-239063	MAPK14
SB-239063	PTGS2
SB-242235	HSPB1
SB-242235	MAPK14
SB-243213	HTR2A
SB-243213	HTR2B
SB-243213	HTR2C
SB-243213	HTR6
SB-258585	HTR6
SB-268262	CALCA
SB-269970	HTR7
SB-271046	HTR6
SB-297006	CCR3
SB-334867	HCRTR1
