target	r	p	drug
PSAT1	-0.174406604747162	0.48735209558571	L-glutamic-acid | MC-1
SLC25A18	-0.145510835913313	0.563399997880221	L-glutamic-acid
SLC25A22	-0.0546955624355005	0.830613987737703	L-glutamic-acid
TAT	0.486068111455108	0.0426842681550531	L-glutamic-acid | MC-1 | plovamer-acetate
LARS2	0.492260061919505	0.039827441561119	L-leucine
LCMT1	-0.166150670794634	0.508539186272577	L-leucine
SLC7A2	0.26109391124871	0.294102709245796	L-lysine | ornithine
EIF5A	0.442724458204334	0.0673898232038121	L-mimosine
GART	0.223942208462332	0.370130594838583	lometrexol | pemetrexed
NRAS	-0.201238390092879	0.421684684373218	lonafarnib
L3HYPDH	-0.228070175438596	0.361166556697371	L-proline
P4HA2	0.341589267285862	0.165440309293558	L-proline | succinic-acid
PARS2	0.285861713106295	0.249289475572989	L-proline
PPIB	-0.159958720330237	0.524718975929255	L-proline
PPIC	0.384932920536636	0.115576495379381	L-proline
PPIG	-0.0856553147574819	0.735675587394805	L-proline
PPIH	-0.0485036119711042	0.849927794799856	L-proline
PRODH	-0.420020639834881	0.084041952640125	L-proline
TARS2	0.0980392156862745	0.698648866851906	L-threonine
THNSL1	0.112487100103199	0.656285911861525	L-threonine | MC-1
PLCB2	0.188854489164087	0.451372451515002	m-3M3FBS
PLCB3	-0.159958720330237	0.524718975929255	m-3M3FBS
PLCD1	-0.417956656346749	0.0856957483813478	m-3M3FBS
PLCG1	0.378740970072239	0.121931084588846	m-3M3FBS
PLCG2	0.0546955624355005	0.830613987737703	m-3M3FBS
MMP15	-0.137254901960784	0.586061861133329	marimastat
MOCOS	-0.386996904024768	0.113512863844971	MC-1
OAT	-0.341589267285862	0.165440309293558	MC-1 | ornithine
PDXDC1	-0.219814241486068	0.379221854973508	MC-1
PDXP	-0.135190918472652	0.591788196569649	MC-1
PNPO	0.308565531475748	0.21233038916785	MC-1 | riboflavin-5-phosphate-sodium
PYGB	0.246646026831785	0.322419708104633	MC-1
SCLY	-0.0939112487100103	0.710921782778592	MC-1
SDS	-0.215686274509804	0.388439571347768	MC-1
SDSL	0.128998968008256	0.609108913813732	MC-1
SEPSECS	0.0196078431372549	0.940999520326318	MC-1
SGPL1	-0.100103199174407	0.692539609178948	MC-1
SPTLC1	0.252837977296182	0.310087909621327	MC-1
SPTLC2	-0.397316821465428	0.103596036482681	MC-1
SPTLC3	-0.0381836945304438	0.882299602820874	MC-1
CALR	0.188854489164087	0.451372451515002	melatonin
EPX	0.203302373581011	0.416842725361349	melatonin
F7	0.190918472652219	0.446349533246183	menadione
F9	0.0278637770897833	0.914855800550612	menadione
PROC	-0.686274509803922	0.00222583009099638	menadione | sodium-tetradecyl-sulfate
PROS1	-0.116615067079463	0.644362237844361	menadione | sodium-tetradecyl-sulfate
VKORC1L1	-0.065015479876161	0.798640453248432	menadione | menadione-bisulfite
MALT1	-0.2218782249742	0.374660368339884	mepazine
BHMT2	-0.0670794633642931	0.792281643563193	methionine
APEX1	0.106295149638803	0.674324674085514	methoxyamine
GANAB	0.26109391124871	0.294102709245796	miglitol
CASP1	0.444788441692466	0.0660107195776449	minocycline | VX-765
GGPS1	0.473684210526316	0.0488744819670028	minodronic-acid | zoledronic-acid
VWF	0.0980392156862745	0.698648866851906	mitoflaxone
FDX1	0.469556243550052	0.0510851232183648	mitotane
MAPKAPK2	0.308565531475748	0.21233038916785	MK2-IN-1
LYPLA1	0.0835913312693498	0.741905326338799	ML-348
B4GALT1	-0.465428276573787	0.0533721365012576	N-acetyl-D-glucosamine
NAGK	-0.155830753353973	0.535640052005242	N-acetyl-D-glucosamine
NAGLU	-0.413828689370485	0.089076103436542	N-acetyl-D-glucosamine
RENBP	0.33952528379773	0.168138433374769	N-acetyl-D-glucosamine
DHPS	-0.00515995872033024	0.986878170889336	nadide | sulfaphenazole
GALE	-0.207430340557276	0.407250951572985	nadide
PTGR1	-0.0588235294117647	0.817790211810118	naringeninic-acid
HSP90B1	0.248710010319917	0.318276513525134	NECA | rifabutin
RIPK1	-0.0175438596491228	0.947545762910324	necrostatin-1
BRPF1	0.166150670794634	0.508539186272576	NI-57 | PFI-4
DGAT2	-0.0980392156862745	0.698648866851906	niacin
NNMT	-0.308565531475748	0.21233038916785	niacin
QPRT	-0.356037151702786	0.147396020606922	niacin
BST1	-0.353973168214654	0.149884437902954	nicotinamide
SIRT5	-0.0485036119711042	0.849927794799856	nicotinamide | suramin
UGT1A9	-0.199174406604747	0.426557175191658	niflumic-acid | phenolphthalein
HPD	-0.3890608875129	0.111476224789762	nitisinone
CLCN7	-0.151702786377709	0.54666660993969	NPPB
USP7	-0.717234262125903	0.00115215407785946	NSC-632839 | P22077 | P5091
UBE2N	0.141382868937048	0.574681698421439	NSC-697923
EPHB4	0.345717234262126	0.160134994400328	NVP-BHG712 | vandetanib | XL-647
WDR5	-0.00928792569659443	0.973759651081859	OICR-9429 | WDR5-0103
TPMT	0.219814241486068	0.379221854973508	olsalazine
DAGLB	-0.347781217750258	0.157527546214355	orlistat | RHC-80267
ARG1	0.302373581011352	0.222022688948552	ornithine | urea
SLC25A15	0.498452012383901	0.037122111442511	ornithine
NEU1	0.0402476780185759	0.875808882587382	oseltamivir-phosphate
SPR	-0.00103199174406605	1	oxaloacetate
ATIC	0.26109391124871	0.294102709245796	pemetrexed | tetrahydrofolic-acid
NT5E	-0.545923632610939	0.0208395866709162	pentoxifylline
CTSD	-0.0980392156862745	0.698648866851906	pepstatin | S-methylcysteine
CPT2	-0.0381836945304438	0.882299602820874	perhexiline
UBA3	-0.0835913312693498	0.7419053263388	pevonedistat
FES	0.0464396284829721	0.856385000045811	PF-06463922
PBRM1	0.0175438596491228	0.947545762910323	PFI-3
SMARCA4	0.440660474716202	0.0687907035145821	PFI-3
MAPK9	0.180598555211558	0.47175848589854	PGL5001 | pyrazolanthrone | RGB-286638 | SB-203580 | SR-3306
AQP9	0.0794633642930856	0.754411857946526	phloretin
CLCN3	0.153766769865841	0.541140264466277	phloretin
PCTP	0.281733746130031	0.2564312774108	phosphatidylcholine
IRF3	0.0278637770897833	0.914855800550612	piceatannol
PIK3C3	0.42827657378741	0.0776647150730813	PIK-93 | SAR405
FURIN	0.337461300309598	0.170867035517352	pirfenidone
EEF2	0.0670794633642931	0.792281643563193	PJ-34
YARS2	0.240454076367389	0.335044361994686	plovamer-acetate
F13A1	-0.190918472652219	0.446349533246184	propylene-glycol
DIO1	0.634674922600619	0.00568410841324273	propylthiouracil
PRC1	0.285861713106295	0.249289475572989	PRT4165
CSNK1G3	0.00309597523219814	0.993438878586491	purvalanol-a
PDXK	0.552115583075335	0.0192249454960464	pyridoxal | pyridoxine
HIBCH	0.0856553147574819	0.735675587394805	quercetin
DGKA	0.143446852425181	0.569028408495842	R-59022 | vitamin-E
NAT10	0.0134158926728586	0.96064774760054	remodelin
DHRS3	-0.0773993808049536	0.760687928044681	retinol
DHRS4	-0.537667698658411	0.0231586908815683	retinol
RDH11	0.0567595459236326	0.824196630248086	retinol
RDH13	0.13312693498452	0.597538336684553	retinol
RDH14	-0.0154798761609907	0.954095309242731	retinol
RETSAT	0.114551083591331	0.650313647303203	retinol
MAP3K7	-0.362229102167183	0.140106622694815	RGB-286638
RFK	0.242518059855521	0.330803679453262	riboflavin | riboflavin-5-phosphate-sodium
HAO1	0.205366357069143	0.412031436481371	riboflavin-5-phosphate-sodium
HAO2	-0.393188854489164	0.107483216044424	riboflavin-5-phosphate-sodium
PPCDC	-0.21155830753354	0.397782906588435	riboflavin-5-phosphate-sodium
RPS6KA4	-0.382868937048504	0.117667294260672	riboflavin-5-phosphate-sodium
P4HB	-0.0753353973168215	0.766978715020632	ribostamycin-sulfate
CDC42BPA	-0.287925696594427	0.245767487807465	RKI-1447
PKN1	-0.232198142414861	0.352330434879144	RKI-1447
LSS	0.155830753353973	0.535640052005242	Ro-48-8071
KMO	0.403508771929825	0.0979605009779129	Ro-61-8048
EIF2S1	0.444788441692466	0.0660107195776449	salubrinal
GAK	0.366357069143447	0.13539208407141	SB-203580
PRMT3	-0.209494324045408	0.402501399987893	SGC-707 | UNC-2327
CARM1	0.459236326109391	0.0569494758569887	sinefungin
SMAD3	-0.341589267285862	0.165440309293558	SIS3
SNCA	0.100103199174407	0.692539609178948	SMER-28
PTPN6	0.228070175438596	0.361166556697371	sodium-stibogluconate
CBR1	0.00515995872033024	0.986878170889336	sofalcone
USP10	-0.141382868937048	0.574681698421439	spautin-1
USP13	-0.267285861713106	0.282457455500376	spautin-1
SMS	0.248710010319917	0.318276513525134	spermine
FDFT1	0.139318885448916	0.580359604874619	SQ-109
SRPK1	-0.0773993808049536	0.760687928044681	SRPIN340
MYD88	-0.283797729618163	0.252844060934109	ST-2825
HSD17B6	0.0608875128998968	0.811395119638546	succinic-acid
OXCT1	-0.0918472652218782	0.717084757605609	succinic-acid | thiomersal
SDHA	0.347781217750258	0.157527546214355	succinic-acid
SDHB	0.248710010319917	0.318276513525134	succinic-acid
SDHC	0.0856553147574819	0.735675587394805	succinic-acid
SLC25A10	-0.0794633642930856	0.754411857946527	succinic-acid
SUCLA2	-0.213622291021672	0.393095591747222	succinic-acid
SUCLG1	0.199174406604747	0.426557175191658	succinic-acid
SUCLG2	0.226006191950464	0.365632627951848	succinic-acid
FGA	0.0134158926728586	0.96064774760054	sucralfate
FGB	-0.337461300309598	0.170867035517352	sucralfate
FGG	0.0381836945304438	0.882299602820874	sucralfate
ATOX1	-0.0464396284829721	0.856385000045811	sucrose
TTR	-0.244582043343653	0.326595445060737	tafamidis-meglumine
EBP	0.164086687306502	0.513905239687731	tamoxifen
ATP6V1C1	0.27141382868937	0.274857725846631	tartaric-acid
DDX6	0.370485036119711	0.130792164042428	tartaric-acid
HIF1AN	0.0773993808049536	0.76068792804468	tartaric-acid
MAP3K5	0.0794633642930856	0.754411857946526	TC-ASK-10
TK2	0.12280701754386	0.626636233574355	telbivudine | torcitabine
SIRT3	0.479876160990712	0.0456981006135631	tenovin-6
PRNP	0.065015479876161	0.798640453248432	tetracycline
ALDH1L1	-0.00928792569659443	0.973759651081859	tetrahydrofolic-acid
MTFMT	0.459236326109391	0.0569494758569887	tetrahydrofolic-acid
CDA	-0.176470588235294	0.482125637546877	tetrahydrouridine | zebularine
ANXA5	-0.021671826625387	0.934456992645078	timonacic
TYMP	-0.240454076367389	0.335044361994686	tipiracil | uridine
AKR1B10	0.021671826625387	0.934456992645077	tolrestat
LAP3	-0.112487100103199	0.656285911861525	tosedostat
NPEPPS	-0.287925696594427	0.245767487807465	tosedostat
S100A4	0.304437564499484	0.218759819456238	trifluoperazine
ACAA2	0.275541795665635	0.267388990228297	trimetazidine
CANT1	-0.581011351909185	0.0129578195790805	trometamol
DCN	-0.275541795665635	0.267388990228297	trometamol
WARS2	0.112487100103199	0.656285911861525	tryptophan
MAP2K7	0.230134158926729	0.35673246563579	U-0126
DPP7	0.368421052631579	0.133077875000402	UAMC-00039
RNPEP	-0.0815273477812178	0.748150869850371	ubenimex
PIP5K1C	-0.164086687306502	0.513905239687731	UNC-3230
UCKL1	0.00928792569659443	0.973759651081858	uracil
MAP3K11	-0.184726522187822	0.461506942232279	URMC-099
TUBG1	0.502579979360165	0.0354000209334607	vinblastine
PPP2CA	-0.215686274509804	0.388439571347768	vitamin-E
PPP2CB	0.135190918472652	0.591788196569648	vitamin-E
SEC14L2	-0.287925696594427	0.245767487807465	vitamin-E
SEC14L4	-0.234262125902993	0.347960540100274	vitamin-E
WAS	-0.219814241486068	0.379221854973508	wiskostatin
WASL	0.234262125902993	0.347960540100274	wiskostatin
PI4KA	-0.0175438596491228	0.947545762910324	wortmannin
UCHL5	-0.446852425180599	0.0646531876238973	WP1130
USP9X	0.116615067079463	0.64436223784436	WP1130
CES3	-0.277605779153767	0.263703718319715	WWL-113
ABHD6	-0.120743034055728	0.632523225118679	WWL-123
RHOA	-0.304437564499484	0.218759819456238	Y16
PKN2	-0.203302373581011	0.416842725361349	Y-27632
EWSR1	-0.217750257997936	0.383814956786127	YK-4-279
ABCB4	0.215686274509804	0.388439571347768	zosuquidar
