	TCGA-OL-A5RW-01	TCGA-A8-A07R-01	TCGA-C8-A134-01	TCGA-B6-A1KF-01	TCGA-BH-A18T-01	TCGA-D8-A142-01	TCGA-AR-A1AQ-01	TCGA-AR-A1AI-01	TCGA-AR-A251-01	TCGA-E2-A14Y-01	TCGA-AC-A8OQ-01	TCGA-B6-A0I6-01	TCGA-B6-A0RT-01	TCGA-B6-A0RU-01	TCGA-B6-A0IQ-01	TCGA-B6-A0IJ-01	TCGA-B6-A0RE-01	TCGA-PL-A8LV-01	TCGA-C8-A12K-01	TCGA-E9-A244-01	TCGA-PL-A8LZ-01	TCGA-AC-A62X-01	TCGA-E9-A243-01	TCGA-B6-A0WX-01	TCGA-E9-A3QA-01	TCGA-B6-A0I1-01	TCGA-B6-A0I2-01	TCGA-E2-A1AZ-01	TCGA-GM-A3XL-01	TCGA-AO-A129-01	TCGA-AO-A128-01	TCGA-E2-A574-01	TCGA-E2-A1B6-01	TCGA-OL-A66I-01	TCGA-A2-A0D2-01	TCGA-A2-A0YM-01	TCGA-A2-A3XU-01	TCGA-A7-A26F-01	TCGA-A7-A13D-01	TCGA-A7-A26I-01	TCGA-A7-A13E-01	TCGA-A7-A0CE-01	TCGA-AQ-A54N-01	TCGA-E2-A1LG-01	TCGA-A2-A04T-01	TCGA-GM-A2DF-01	TCGA-A2-A3XY-01	TCGA-A2-A3XT-01	TCGA-A2-A0D0-01	TCGA-BH-A0E6-01	TCGA-E2-A1LI-01	TCGA-OL-A6VO-01	TCGA-A2-A3XX-01	TCGA-A2-A04P-01	TCGA-A2-A3XS-01	TCGA-A2-A0ST-01	TCGA-S3-AA0Z-01	TCGA-E2-A573-01	TCGA-A7-A4SD-01	TCGA-OL-A5D7-01	TCGA-A2-A04Q-01	TCGA-E2-A1LK-01	TCGA-A7-A5ZV-01	TCGA-A1-A0SO-01	TCGA-AN-A0AR-01	TCGA-AN-A04D-01	TCGA-AN-A0AL-01	TCGA-A2-A0T2-01	TCGA-A2-A0T0-01	TCGA-A1-A0SP-01	TCGA-A2-A0CM-01	TCGA-AQ-A04J-01	TCGA-A1-A0SK-01	TCGA-AO-A0J6-01	TCGA-BH-A0B9-01	TCGA-AO-A124-01	TCGA-AO-A1KR-01	TCGA-AN-A0FX-01	TCGA-AN-A0G0-01	TCGA-A8-A08R-01	TCGA-C8-A131-01	TCGA-BH-A0E0-01	TCGA-BH-A0RX-01	TCGA-AN-A0FL-01	TCGA-AN-A0FJ-01	TCGA-A8-A07O-01	TCGA-AR-A5QQ-01	TCGA-D8-A143-01	TCGA-LL-A8F5-01	TCGA-E2-A158-01	TCGA-S3-AA10-01	TCGA-E2-A1LS-01	TCGA-D8-A27F-01	TCGA-D8-A1XQ-01	TCGA-D8-A1JL-01	TCGA-D8-A1JK-01	TCGA-A7-A4SE-01	TCGA-EW-A1OW-01	TCGA-A2-A4RX-01	TCGA-E2-A14X-01	TCGA-E2-A1II-01	TCGA-A8-A07C-01	TCGA-A7-A0DA-01	TCGA-A2-A3Y0-01	TCGA-E2-A14R-01	TCGA-BH-A0B3-01	TCGA-E2-A1LL-01	TCGA-AO-A12F-01	TCGA-A2-A0SX-01	TCGA-B6-A402-01	TCGA-AR-A0TS-01	TCGA-AR-A256-01	TCGA-BH-A18G-01	TCGA-BH-A0BG-01	TCGA-BH-A0BL-01	TCGA-BH-A0DL-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-C8-A1HJ-01	TCGA-AN-A0AT-01	TCGA-AN-A0XU-01	TCGA-E9-A5FL-01	TCGA-C8-A27B-01	TCGA-AC-A2QJ-01	TCGA-HN-A2NL-01	TCGA-EW-A1P8-01	TCGA-A7-A6VY-01	TCGA-A7-A6VW-01	TCGA-A7-A6VV-01	TCGA-A2-A25F-01	TCGA-E9-A1N8-01	TCGA-C8-A12V-01	TCGA-D8-A27H-01	TCGA-D8-A27M-01	TCGA-AC-A6IW-01	TCGA-S3-AA15-01	TCGA-D8-A1XK-01	TCGA-AR-A1AR-01	TCGA-EW-A3U0-01	TCGA-D8-A147-01	TCGA-EW-A1PH-01	TCGA-EW-A1PB-01	TCGA-AR-A2LR-01	TCGA-BH-A0WA-01	TCGA-A7-A26G-01	TCGA-E2-A150-01	TCGA-BH-A1F0-01	TCGA-A2-A4S1-01	TCGA-EW-A1P4-01	TCGA-AC-A2QH-01	TCGA-AR-A1AY-01	TCGA-AC-A2BK-01	TCGA-E2-A14N-01	TCGA-AO-A0J4-01	TCGA-AR-A1AJ-01	TCGA-AR-A1AH-01	TCGA-AR-A0U4-01	TCGA-BH-A1F6-01	TCGA-AR-A24Q-01	TCGA-E2-A1LH-01	TCGA-GI-A2C9-01	TCGA-AR-A0TP-01	TCGA-BH-A0BW-01	TCGA-BH-A0AV-01	TCGA-E2-A159-01	TCGA-BH-A5IZ-01	TCGA-A8-A07U-01	TCGA-A2-A04U-01	TCGA-AO-A0JL-01	TCGA-LL-A6FR-01	TCGA-LL-A5YP-01	TCGA-OL-A5S0-01	TCGA-A2-A1G1-01	TCGA-LL-A73Y-01	TCGA-E9-A1ND-01	TCGA-E9-A1N9-01	TCGA-E9-A22G-01	TCGA-BH-A18Q-01	TCGA-A7-A13E-11	TCGA-A7-A0CE-11	TCGA-E2-A158-11	TCGA-E2-A1LS-11	TCGA-BH-A0B3-11	TCGA-BH-A0DL-11	TCGA-BH-A1FC-11	TCGA-BH-A1F0-11	TCGA-BH-A1F6-11	TCGA-E2-A1LH-11	TCGA-GI-A2C9-11	TCGA-BH-A0BW-11	TCGA-E9-A1ND-11	TCGA-E9-A1N9-11	TCGA-BH-A18Q-11
hsa-let-7e-5p	1153.7307	3109.3208	277.36624	1269.1578	885.7851	1302.3329	827.3417	324.00473	1029.8242	828.4351	993.3846	858.1699	577.4645	1077.7385	699.91876	795.14435	468.01526	638.44885	1325.9048	1050.38	1085.0431	1003.3994	597.56604	348.55917	816.8029	699.5397	837.61584	836.1138	708.13806	699.31384	888.9099	709.20685	900.3638	870.47144	1678.6145	126.30926	1330.3516	1759.4792	1356.8568	971.54193	1141.046	1156.6467	1841.7893	1068.7826	2102.636	720.56036	2077.9358	558.2294	1165.0358	992.74084	1028.3923	1154.1515	2589.3113	1676.974	1015.0971	483.87668	2041.7009	1140.7565	1073.0175	419.71622	1122.5305	1063.136	2743.6826	1822.9689	1878.2594	1209.6354	1074.9558	789.5903	638.5933	901.9676	1067.614	1012.70605	992.3417	1118.6239	820.9829	1525.3434	494.44025	1451.7635	273.1657	841.9429	1830.1019	1021.279	1020.04517	2134.7295	1284.1743	1423.5901	541.27075	1333.6613	2516.188	1110.3539	1041.4102	1476.6432	2013.25	2289.3567	665.848	718.66235	712.45703	1592.1732	893.127	1664.8235	151.52411	380.37393	899.6679	1451.0605	1435.3777	901.30646	574.46783	959.1978	718.2635	1250.7526	1964.649	1655.4891	1783.1357	1551.2599	1081.1565	573.8054	1019.1248	1410.6471	478.61066	2023.1586	791.0004	1004.0411	1040.1226	1868.7826	779.5948	1587.6517	1424.4945	1496.4158	2162.0864	928.76196	947.6658	604.3395	2686.463	1329.7188	242.528	996.466	1532.7538	2234.5498	605.6286	903.93994	1204.0109	483.03748	11179.369	794.0749	1065.9341	1693.1737	1292.1199	2249.4187	1738.677	5017.292	1046.2532	1001.0227	917.75977	830.4076	713.2611	1204.3998	547.34283	149.55424	2046.8866	876.65314	1597.8102	1280.1124	1012.83875	1232.1748	621.483	811.8375	646.2139	927.7187	1076.5991	1403.9474	2155.8042	1079.4729	845.652	2379.115	829.12427	896.13635	455.55734	1988.691	1718.4342	763.7589	930.61554	586.19794	530.3623	1033.6725	623.73	736.2407	747.5857	510.51883	2149.2852	779.84094	1585.6017	527.5409	854.371
hsa-let-7f-1-3p	4.406757	2.039568	7.194975	2.602511	0.950413	1.43035	1.91072	0.880448	7.9978952	2.051598	3.0914462	6.0955753	1.661769	1.119728	2.9367208	5.464911	2.802486	2.7563899	7.565071	4.115551	3.131027	1.222168	0.92217	2.130556	5.851335	14.820757	5.035766	2.620264	9.276917	3.759752	2.57655	6.133078	8.564695	3.6559062	5.42948	1.928386	3.1972618	1.913802	3.428571	3.571845	2.579607	6.7181787	0	2.3184	0.95185	7.085692	3.136664	4.637049	0	0	7.2742176	3.509583	3.1673532	3.302755	4.143857	2.9722152	5.727267	3.028749	1.673452	1.662242	0	1.602315	3.942074	2.398643	2.611111	6.5800657	7.246895	3.1812658	2.800847	5.3624706	2.310853	1.793458	2.352449	10.400428	0.855191	2.39082	14.095884	0.784313	8.27775	6.766475	6.545225	2.28474	5.061118	2.138293	3.221712	2.488794	2.778597	1.457301	2.5056639	7.9673133	3.461603	5.323154	2.0025702	4.11297	7.936886	1.819399	3.834161	2.060721	2.614759	2.947895	6.999756	0	11.508386	7.155635	3.2127333	2.353281	2.839215	5.0724382	2.91503	3.626684	2.509131	14.36433	9.591439	8.1022	2.692793	8.197221	4.8185573	13.857043	14.244364	6.528424	5.947372	1.336346	3.6509762	2.775526	6.7884054	3.974096	1.5258081	4.815754	1.402536	2.103651	5.6043324	2.616188	7.013301	5.062381	5.2560253	2.630739	1.585471	12.207875	3.2295651	3.522759	0	3.909476	2.7652378	6.51644	3.822264	5.90871	5.072821	2.289651	4.841186	0.988511	3.645482	9.558058	8.64258	9.95352	7.0743504	0.519138	6.439328	4.154286	3.133789	1.742657	5.6769733	9.624906	7.225959	0.784825	8.60184	1.866293	2.466465	3.941031	4.858298	1.234131	2.705746	1.093691	6.014594	1.9367139	5.0835333	1.487775	3.5223508	1.764588	2.812494	1.7934629	1.143731	2.179911	2.212148	1.976429	1.047699	3.7059102	2.215069	2.145036	2.198436	1.776403	1.974597	2.127181	1.8123019
hsa-let-7f-2-3p	1.4689189	3.059352	0.719498	0	1.900826	0	0.95536	0.880448	3.0468168	0.820639	0.686988	1.3061941	0.830884	0.559864	2.936722	0.683114	3.736648	1.0336471	1.513014	2.286418	0.853917	0.814778	0	0.426111	0.866864	5.4342775	0	0.249548	3.478844	0.939938	0.736158	1.115105	0.713724	0	0.904913	0	0.87197995	1.391856	0.857143	3.9687169	0	1.119697	2.107311	0.92736	3.807399	2.180213	0.62733305	1.070088	1.134407	0	1.94845	0	0.63347	0.825689	1.775939	0.594443	1.955653	0.432678	0.669381	0	0	0	4.505226	0.799548	1.740741	1.096678	0	2.545013	2.2406769	0	0	0	1.176225	4.622412	2.565572	0	1.084299	0	1.8395	0.966639	0.284575	3.42711	0.460102	2.851057	0.644342	0	0.833579	0.1534	1.503398	2.172903	0.798831	1.916336	0.667523	2.74198	1.133841	1.364549	0	0.381615	0	0.736974	0.41175	0	5.754193	1.022234	1.0709109	0.784427	0.946405	1.014488	1.166012	0	0	2.052047	0.871949	1.869738	0.336599	0	0	0	3.798497	0.81605303	0	0	0.811328	1.06751	2.143706	0.993524	0.610323	1.605252	0.155837	0	1.868111	1.962141	1.107364	0.421865	0.75086	0	0.396368	1.017322	3.2295651	0.704552	0.846107	1.737545	0.162661	0	0	1.313047	1.449377	1.635465	0.691598	0.395405	0	2.9409409	1.234654	1.421931	0.416138	1.038276	0.919904	1.186939	0	0.580885	2.8384871	1.132342	1.80649	1.56965	0.430092	0.466573	0	2.364618	0.97166	1.974609	0.845546	0.68355596	0	0.553347	0	0.99185	1.7611749	0.882294	0.312499	0	0	0.198174	0	0.494108	0.698466	0	0	0.429007	0.157031	0	0	0	0
hsa-let-7f-5p	5001.46	6049.359	9421.819	4045.1692	9257.973	5902.3364	6598.6694	5538.8945	5787.4297	8340.976	5244.8096	3903.3457	4200.1196	3979.5151	2836.874	2601.2969	2154.178	10309.933	15448.38	3780.8193	8662.696	5873.1245	9951.135	2066.6404	5612.0796	5987.588	3526.715	2922.4678	7460.1885	7277.9404	7524.632	6154.2656	21225.1	7489.673	4282.0513	1801.1122	6681.406	7714.5337	4110.856	4569.1846	6390.545	3537.122	6948.3306	4903.4185	7915.5825	8471.763	7419.048	3288.0242	3368.0542	2584.355	4093.8252	15291.754	4841.933	5440.464	4164.4287	4051.724	13437.704	8337.497	4133.427	5515.321	3970.777	4373.52	9375.655	5160.281	3202.9631	4946.016	2686.1812	3688.3599	2473.148	3407.8503	4577.8003	3994.0312	3320.4832	3123.595	1626.5724	11498.65	3789.6245	3355.2913	2503.5593	5186.987	6844.028	2865.0645	3797.219	5811.168	2445.279	5370.818	5958.9795	7832.2295	8172.975	13989.155	8625.248	2715.2349	26734.977	8255.314	34893.67	3520.535	4006.351	6298.324	4622.147	6947.819	2768.6094	4186.1577	3102.6606	4424.7393	4281.5015	3209.09	2820.2866	13705.219	2861.394	3714.6304	4976.8604	9595.374	9797.222	8976.925	9639.193	10391.732	10200.083	25247.537	10908.331	11082.65	2262.9744	4242.8984	9830.048	8407.278	20997.254	4548.354	14290.108	8860.672	9512.465	1457.83	5385.229	5882.499	24293.33	15734.725	10394.539	5728.5845	3429.3735	15705.434	7599.3374	10256.161	4959.8823	3903.3933	26543.031	2636.3655	4619.6846	9355.459	15610.517	12137.767	4904.812	15085.091	6820.177	15783.66	13654.454	2910.6924	7118.048	6663.1323	2800.1882	5863.7715	5414.665	5176.2725	6845.6567	3933.7551	3249.875	9435.163	2319.4858	5605.412	2994.289	18362.45	3132.631	11238.242	7674.0054	11268.159	16423.451	11510.444	4430.8066	4410.7573	4097.961	2695.409	9754.044	4128.039	5422.4287	4938.49	2565.537	10304.36	7639.1187	10442.021	7422.1406	6538.9307	8652.574	7423.146	5249.467	5073.325	6816.325
hsa-let-7g-3p	24.97162	38.751785	47.486835	95.4254	61.77685	89.39682	124.19678	70.43581	118.064156	63.18921	41.21928	59.649555	111.3385	57.10616	70.48134	86.75545	104.62615	48.92592	91.2852	93.28582	30.17171	24.239655	67.3184	43.037254	88.42015	156.11197	102.39392	35.186405	107.07109	54.516403	16.563538	27.320074	165.5841	18.827919	20.813011	39.531902	143.87679	22.269688	94.28568	18.256098	165.95471	50.386353	27.921867	138.1767	36.170288	27.797718	44.749733	134.83112	85.08051	12.913702	170.42453	42.616364	58.59604	23.944977	103.300446	75.49426	61.32367	26.177044	22.089563	110.53912	33.769073	121.77593	14.36041	52.770153	75.72224	35.093685	53.143887	92.89299	62.178806	46.6535	50.068474	20.325857	42.736164	49.690933	105.188446	82.4833	126.86296	15.686262	76.33925	29.965818	72.56662	94.81672	35.427822	14.968054	273.8455	68.44184	15.838005	42.338455	19.043047	134.72003	43.93574	276.5911	16.243063	104.782776	54.1409	38.20737	11.502484	32.818882	22.038681	80.33014	106.2316	20.450212	119.9749	73.60082	63.540726	43.143482	25.552938	160.79623	61.798645	69.36034	114.7927	100.550316	62.780334	84.761475	58.231667	64.40673	155.80003	206.00804	151.9399	50.59529	49.56143	7.5726256	78.69883	31.59829	22.15164	125.18405	17.394213	29.215584	21.349709	35.76207	99.8105	97.45301	8.120663	28.264961	61.570576	33.615017	86.01179	101.22363	67.6509	85.25077	32.998188	83.40215	7.645069	50.269684	63.067368	101.1046	71.74417	13.737904	95.440506	15.025384	119.25934	84.18443	70.37529	81.050064	98.20865	39.97361	62.553467	56.08284	55.36361	43.082348	84.89657	77.565414	92.13099	71.419044	114.83456	15.396917	14.798792	59.50957	141.86229	14.315917	17.080029	9.433082	48.918694	27.944017	99.12888	99.68093	98.03876	69.701225	14.374972	3.586926	13.724771	0.990869	14.378957	13.587951	7.333891	16.553066	3.87637	6.864118	6.595308	31.087059	18.561213	12.231291	19.15862
hsa-let-7g-5p	483.9038	2831.9397	478.8255	1165.9249	667.1901	444.83856	881.7971	559.08417	939.9432	630.6611	559.55176	620.00714	894.0315	751.89795	830.1135	979.58514	276.512	735.6115	831.14905	815.10767	781.9028	548.9569	879.74994	682.20435	664.2348	776.11365	1017.22485	196.76936	687.6515	611.89966	448.31976	625.574	3195.346	454.06366	1336.5571	504.2729	833.3227	470.7951	583.7141	422.66837	1024.1039	649.424	570.0276	1251.9363	2721.3384	666.055	513.99457	630.282	650.0151	648.37555	1176.8645	556.0182	478.58713	1043.6705	612.84686	1033.7363	919.9947	600.12494	462.5421	1683.0204	1475.3591	586.44727	423.20966	569.2781	938.25934	1537.5421	899.82263	621.6195	638.59314	594.1618	925.8817	1117.3245	270.9238	775.40967	297.60635	763.867	940.0869	614.1172	501.2637	2017.3765	640.2937	823.6489	516.234	973.63635	1654.6708	1972.3694	478.19666	358.57294	528.69507	1024.162	491.01508	1566.4979	684.43384	1172.3918	1737.6108	536.26764	297.6704	314.9086	434.79703	833.5172	681.8585	658.4968	938.79645	509.58344	1075.9084	557.7275	268.77905	1281.2975	626.14856	746.64343	888.232	493.00427	643.49835	625.42755	561.7842	615.377	957.28674	2281.7935	1303.834	522.43713	365.76343	430.3033	1126.5292	444.084	741.00806	481.85922	392.13275	391.3604	369.80185	166.18842	462.75778	873.15283	560.3258	735.7327	700.5529	560.05536	412.61874	1555.9955	639.9639	576.3234	373.1333	439.59888	1045.9106	552.03564	629.24036	803.58453	1322.5569	565.2166	588.54974	945.01746	669.72723	682.6659	1138.7628	804.1019	868.48065	547.17126	486.62918	695.8425	678.4653	418.8185	584.9865	464.82632	469.68738	586.2641	658.901	336.8659	774.4701	500.11685	1077.5706	442.55936	410.428	352.9887	1065.3854	518.76276	711.6945	776.6184	724.43	674.9551	635.6238	302.32657	388.86847	311.7273	323.52655	468.6607	432.69952	657.1814	414.77167	467.61807	633.6208	558.2347	394.7219	395.12387	491.13385
hsa-let-7i-3p	80.58069	107.0773	170.16115	58.12274	63.67768	101.554794	299.98297	210.42697	299.34976	72.62655	101.674225	63.132744	228.49318	69.42317	136.06815	88.804794	100.8895	77.52347	325.80237	215.15187	99.623566	50.108864	228.6981	57.951157	257.89212	98.80505	147.71582	69.00029	254.72871	140.05077	34.23131	53.52504	785.45404	58.677303	103.16014	60.744144	108.706894	333.87134	99.428535	394.88736	191.75076	92.93483	35.297455	92.27235	137.06636	256.17505	113.129005	138.04138	127.05356	34.97461	452.43033	57.657436	94.703865	28.899109	113.5121	225.88834	59.926773	78.963806	64.26056	29.920362	95.48496	137.79909	416.45184	46.37377	141.00002	57.027237	89.37836	71.260376	94.10847	111.00314	63.933594	59.184124	58.811234	241.52104	147.94798	96.828224	405.52774	50.196037	70.82075	166.26196	82.24219	90.247246	186.34116	32.787163	123.06938	79.64141	72.52139	47.707462	95.21524	56.495495	92.131905	80.27317	86.11049	253.63309	311.52277	82.327774	46.009945	62.661163	34.365402	146.65778	218.22769	44.990463	350.4303	146.17941	160.99364	218.07068	134.38953	83.187965	151.58159	161.84076	225.82172	101.57633	258.96887	149.8907	152.47946	157.50372	107.61444	594.9291	237.4061	82.42135	69.38601	35.635887	174.02988	95.43537	87.17742	142.07397	109.858185	106.90978	49.867935	151.46289	135.83835	459.79507	639.133	375.45993	88.226135	141.18306	158.54707	179.04886	117.96413	225.4566	21.152685	330.56787	44.56913	97.74661	113.2346	136.55685	584.099	44.157547	278.0223	24.712803	65.618675	64.7007	444.47552	132.23958	248.43459	45.684124	91.9904	133.53056	151.98878	99.23463	267.07584	163.62341	322.15738	129.49606	322.56897	23.328663	59.19517	128.08351	90.364334	79.97169	86.92213	69.175934	252.21196	55.334686	280.61102	102.16055	173.47577	87.34711	231.56207	56.87839	92.64219	5.747039	75.76604	171.45523	202.55505	388.37936	95.80173	78.93736	73.96167	157.65578	73.84993	164.32472	115.728424
hsa-let-7i-5p	389.05356	1413.4203	796.4836	306.22876	381.11566	402.6433	663.01996	497.4529	572.04	435.75934	599.39716	521.1719	659.7221	495.48	610.8382	629.14777	158.80754	534.7396	684.38666	544.1672	585.2174	280.48746	754.33496	482.78427	671.3864	385.3397	362.5752	475.76517	582.89966	753.8303	582.66846	562.01294	1255.0845	521.51514	994.49994	565.98114	684.7952	563.0058	346.28564	378.21872	791.9392	976.3755	402.49628	343.12335	1414.4489	547.7785	505.212	497.23434	826.9824	741.99994	621.4258	353.46515	359.49466	440.91785	395.2945	542.1319	494.36093	563.99634	571.9859	499.5038	1181.9174	688.9954	2419.5881	395.77615	1019.20374	902.5657	364.76035	282.49655	376.4339	642.42413	852.7048	926.6201	420.69644	416.01718	228.3359	453.06046	829.4885	822.74445	433.2022	1756.3835	405.23483	235.32825	646.44257	228.79741	1040.6128	1081.3811	666.58545	392.09085	340.77032	404.8844	630.0119	250.18826	714.4723	659.25024	1004.8663	438.92987	605.4491	874.432	645.0984	485.6657	536.0989	1026.6007	501.19016	515.2057	553.3041	483.2069	690.8758	995.2122	479.81403	666.8563	658.64655	384.24576	994.8938	674.664	705.1755	434.45267	795.86505	550.5866	662.8378	595.7187	728.55304	721.6267	686.38354	552.7565	451.25024	445.09885	385.72433	481.57553	378.68454	848.8232	650.63617	581.4479	960.26843	665.7032	551.88257	782.79144	489.51404	593.09937	582.0018	573.5051	314.75192	580.33997	686.1043	838.7589	476.8275	673.5929	729.7615	836.70374	860.3476	472.90414	845.2312	534.88354	707.8685	445.7754	698.6963	403.37	640.25323	529.3746	724.9498	640.81366	1260.0303	575.7957	370.3305	641.20184	433.53275	538.4256	640.04767	834.31635	262.34808	601.0218	667.6431	657.1716	667.61993	427.46042	587.1481	556.4276	291.76804	518.78894	419.3742	353.82452	637.43915	433.00964	408.69418	593.6699	533.97705	456.5681	558.1973	516.95404	775.42	810.928	502.92984	475.42496	548.60974
hsa-miR-1-3p	1.259075	7.138487	6.835226	0	0.950413	2.145524	1.91072	2.641344	8.378746	2.8722382	5.839398	1.3061941	4.154421	17.355795	2.9367208	2.732456	0.934162	1.722744	7.56507	7.545176	32.16418	0.611084	0.92217	7.670004	1.9504441	0	0	2.121165	0.386538	2.819814	8.097729	0.557553	3.9254842	0.91397595	2.71474	0.964193	1.4533	3.3056579	11.999999	5.556204	3.439476	4.478787	1.053655	4.173121	3.807399	4.90548	2.09111	1.426784	3.4032211	11.83756	2.7278333	0	1.5836761	9.908266	3.847869	11.294417	8.241676	3.2450879	0.33469	2.4933631	8.151155	2.403474	0.281577	1.599096	0.87037	1.096678	2.415632	16.542587	5.041524	15.014918	0	31.684427	0	1.155603	0	1.19541	3.2528968	7.843131	2.75925	0.966639	0.85372496	0	13.342947	1.425528	5.154739	8.710779	3.8900368	1.457302	1.002266	1.448602	1.3313849	2.980967	11.79291	1.175134	1.4173	0.9097	8.7140045	1.373814	2.614759	1.842435	0.41175	1.022511	4.027936	0.511117	1.07091	4.706562	9.46405	1.521731	6.4130664	0.90667	4.390978	0.513012	0.871949	1.558115	14.810366	2.9275799	3.212372	0.923803	2.848873	2.6113713	0	5.790833	0	0	1.429137	1.987048	3.6619408	0.963151	4.6751184	1.051826	0.266873	3.924282	4.429453	29.10869	0.37543	8.769134	0.792736	4.577951	2.37968	4.227311	0	0.434386	6.0184584	0.93092	7.644529	3.282617	26.08879	3.598023	8.299174	7.51269	6.770181	0.367618	43.62445	4.97676	5.409799	1.038276	0.919904	1.7804071	10.445965	2.9044292	1.032177	6.794052	1.204326	0.784825	0.860184	1.866294	8.632629	1.576412	2.91498	2.4682608	4.565948	11.34704	8.420432	2.213388	0	2.479625	0.587058	5.293764	29.374945	32.282333	142.5851	41.616486	56.409756	5.188128	15.366244	19.023672	18.274317	9.009154	6.9093704	7.549714	23.300245	2.12718	2.330102
hsa-miR-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1437321	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-100-3p	0	0	0	0	0.950413	0	1.91072	0	0.380852	0	0.343494	0	0	0.559864	0	0	0	0.344549	0	0.228642	0.284639	0	0	0	1.300297	0	0	0.87342095	0.386538	0	0	2.787763	1.784312	0.182795	0.904913	0.964193	0.29066	0	0	0	0	2.239393	2.107311	0	0	9.265905	0.209111	0	0	0	0.129897	0	0.316735	0	0	0	0	0.432678	0.33469	0	0	0	0	0	1.740741	0	0	0	0	0	0	0	0	0	0	0	1.084299	0	0	1.933278	0	0	0.920203	0	0.644342	0	0.833579	0	0	0	0.266277	0.851704	0.222508	0.195856	0.28346	0	0	0.45793802	0	0	0	0	0.28771	0	0.713941	0	0.946405	0	0	0	0	0	0	0.311623	0.673198	0	0	1.847606	0.949624	0	2.973687	0	0	0.640506	0	0	0	0	0.311674	0	0	1.308094	0.738242	0.84373	0	0	0	0	0.169977	0	0	0.434386	0.487983	0.93092	0	0	0	2.9438372	2.074794	0.59310603	1.041566	0	0.411551	0.710966	0.832276	0	0	0	0	0.774514	0	0	0.602163	0	0	0.466573	0	0	0	0	0.507328	0.136711	16.43989	0.276674	1.016707	0	0	0	0.312499	0	0	0	0	0.494107	1.047699	0	0	0.429007	0	0.888202	0	0	0.2589
hsa-miR-100-5p	1092.0361	1210.4833	4989.3545	2844.5442	2438.7603	4622.888	1731.1119	1098.7986	3285.6113	965.4819	3528.0269	2067.706	4372.1133	6458.036	2842.7478	1325.9238	856.6266	1619.0347	2161.593	4185.059	2188.3027	783.8167	3947.8086	2230.267	14310.63	2536.8198	13054.383	10346.178	2067.2068	2428.7998	6753.5063	7864.2783	4917.2065	2036.1572	1762.7715	1041.3281	1378.3104	1718.5936	4697.1416	2211.3694	2155.6912	10461.328	11924.217	1514.3794	733.8761	28178.164	4373.973	2700.9026	541.112	2706.4968	2626.122	1608.3916	7683.366	1159.2671	4719.4097	5662.6636	1756.3153	750.2643	1506.4414	388.13354	1448.5767	5137.8237	288.33447	924.2772	6708.8174	780.8345	609.94684	1922.1212	1389.7805	1974.4619	1322.5782	1764.165	229.36382	268.09995	6761.136	227.1279	1773.9132	1887.8417	5245.3345	1615.2545	739.0412	1844.928	8081.224	604.4243	6431.8247	588.59985	5609.71	2323.3225	900.5357	2936.3174	1403.2806	8283.253	1754.251	1350.8164	1036.8972	1715.2377	2283.7664	13894.139	2264.0076	8152.0356	1061.904	706.5548	9277.483	1514.9502	6878.8184	1363.334	8281.044	1436.007	2262.6465	6028.4546	6664.2495	562.26086	946.93665	3616.697	3850.0225	2210.9075	1525.0735	557.9769	1384.5521	2952.317	3123.361	1045.0223	1108.6798	3984.5872	1414.8466	1797.2853	2451.0583	444.97577	2638.0134	6676.9883	2998.0508	5858.953	13470.703	4727.421	1208.5101	3390.1472	516.46704	1363.2128	4918.9683	3534.0325	6120.741	1788.802	7970.554	5728.8833	3187.7688	1745.6956	5052.529	12704.289	5285.1904	7885.1636	3453.313	381.21945	5515.2007	4846.6514	4545.479	655.15186	745.1222	2582.1843	5168.6636	11428.245	6689.797	5055.341	10330.715	4344.7896	1322.1028	2381.8564	969.32086	2391.4175	6464.4517	2107.1553	2804.3381	3264.12	15034.882	7059.876	3160.9404	2602.6143	513.089	1701.9453	7502.174	9253.754	9301.197	10114.789	13382.384	11110.496	11933.637	7792.787	8995.947	15049.58	17831.514	11979.619	14334.982	13757.014	18465.547
