ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0033003	GO:0033003	regulation of mast cell activation	13/461	39/17653	9.72065660230679e-12	2.95160334579978e-10	2.12573717402833e-10	STXBP2/FGR/FCER1G/CD300LF/RAC2/LGALS9/CD84/ADGRE2/SYK/MILR1/VAMP8/IL4R/CD300A	13
GO:0019884	GO:0019884	antigen processing and presentation of exogenous antigen	25/461	181/17653	1.01324406644889e-11	3.05639739780799e-10	2.20120958202919e-10	HLA-DQA1/IFI30/HLA-DPB1/CD74/HLA-DPA1/HLA-DMA/HLA-DOA/CTSS/HLA-DRA/HLA-DRB1/FCER1G/CD1D/HLA-DQB1/NCF4/HLA-DMB/NCF2/HLA-DQB2/LGMN/CTSD/NCF1/CYBB/CYBA/VAMP8/LAG3/CD1E	25
GO:0019724	GO:0019724	B cell mediated immunity	26/461	198/17653	1.2524209370842e-11	3.75316993237323e-10	2.70302337780057e-10	SLA2/CD27/C1QB/C1QC/C1QA/TLR8/CD74/PTPN6/FOXP3/FCER1G/IL10/CD28/CD40LG/IGLL5/HLA-DQB1/BTK/BATF/TNFSF13/C2/CD40/CR1/CD55/TGFB1/IL4R/C4BPB/PRKCD	26
GO:0048002	GO:0048002	antigen processing and presentation of peptide antigen	25/461	187/17653	2.10049230040356e-11	6.25373843983787e-10	4.50392641583456e-10	HLA-DQA1/IFI30/HLA-DPB1/CD74/HLA-DPA1/HLA-DMA/HLA-DOA/CTSS/HLA-DRA/HLA-DRB1/FCER1G/HLA-DQB1/NCF4/HLA-DMB/SLC11A1/NCF2/HLA-DQB2/PYCARD/LGMN/CTSD/NCF1/CYBB/CYBA/VAMP8/LAG3	25
GO:0007162	GO:0007162	negative regulation of cell adhesion	29/461	255/17653	2.97281502420272e-11	8.79377863610934e-10	6.33325686310624e-10	CTLA4/CD74/LILRB2/CD80/PTPN6/PTPN22/FOXP3/ADAMDEC1/LGALS9/TIGIT/IL10/FXYD5/CD86/PTPRC/HAVCR2/LILRB1/GPNMB/SPINT2/SPN/LAX1/IL2RA/TRPV4/CEBPB/TGFB1/ARHGDIB/IL4R/PRKCD/LAG3/CD300A	29
GO:0032673	GO:0032673	regulation of interleukin-4 production	11/461	27/17653	3.06055564903657e-11	8.99528695566198e-10	6.47838263902006e-10	CD3E/FOXP3/LGALS9/CD28/CD40LG/CD86/IRF4/SASH3/HAVCR2/CEBPB/NLRP3	11
GO:0030888	GO:0030888	regulation of B cell proliferation	15/461	61/17653	3.35348179404581e-11	9.79344842401276e-10	7.05321648536487e-10	IKZF3/CTLA4/CD74/IL10/MZB1/GPR183/SASH3/PTPRC/NCKAP1L/BTK/MNDA/CD40/CARD11/FCRL3/CD300A	15
GO:0042094	GO:0042094	interleukin-2 biosynthetic process	10/461	21/17653	3.65112321939819e-11	1.05285534345539e-09	7.58263723220928e-10	CD3E/CD80/FOXP3/CD4/CD28/CD86/IRF4/IL18/CARD11/LAG3	10
GO:0046640	GO:0046640	regulation of alpha-beta T cell proliferation	10/461	21/17653	3.65112321939819e-11	1.05285534345539e-09	7.58263723220928e-10	CD3E/EBI3/CCR2/LGALS9/CD28/RASAL3/SYK/IL18/CD55/ZAP70	10
GO:0002228	GO:0002228	natural killer cell mediated immunity	15/461	63/17653	5.53474645795947e-11	1.58605078185901e-09	1.14226971306703e-09	CD96/SLAMF6/SH2D1A/SLAMF7/CRTAM/PTPN6/ARRB2/LGALS9/VAV1/HAVCR2/LILRB1/CORO1A/IL18/IL18RAP/LAG3	15
GO:0050853	GO:0050853	B cell receptor signaling pathway	18/461	97/17653	5.76818126150275e-11	1.64267770708013e-09	1.18305227965571e-09	LCK/CTLA4/KLHL6/PTPN6/PTPN22/GCSAM/IGLL5/PTPRC/NCKAP1L/BTK/NFAM1/TEC/CD79A/MNDA/SYK/FCRL3/PLCG2/CD300A	18
GO:0002221	GO:0002221	pattern recognition receptor signaling pathway	24/461	181/17653	6.34502713323225e-11	1.79579934604135e-09	1.2933300920695e-09	TLR8/PTPN22/CTSS/ARRB2/TLR5/ITGB2/CD300LF/IRF4/TLR2/CLEC7A/BTK/HAVCR2/GFI1/LGMN/NOD2/PIK3AP1/TNIP3/CYBA/TLR1/TLR7/CD14/FCRL3/ITGAM/CD300A	24
GO:0016064	GO:0016064	immunoglobulin mediated immune response	25/461	197/17653	6.63574774121967e-11	1.86655849039829e-09	1.34429064670366e-09	CD27/C1QB/C1QC/C1QA/TLR8/CD74/PTPN6/FOXP3/FCER1G/IL10/CD28/CD40LG/IGLL5/HLA-DQB1/BTK/BATF/TNFSF13/C2/CD40/CR1/CD55/TGFB1/IL4R/C4BPB/PRKCD	25
GO:0002279	GO:0002279	mast cell activation involved in immune response	13/461	45/17653	7.57389607516334e-11	2.09194659666409e-09	1.50661458387999e-09	STXBP2/FGR/FCER1G/RAC2/LGALS9/CD84/ADGRE2/BTK/SYK/MILR1/VAMP8/IL4R/CD300A	13
GO:0043303	GO:0043303	mast cell degranulation	13/461	45/17653	7.57389607516334e-11	2.09194659666409e-09	1.50661458387999e-09	STXBP2/FGR/FCER1G/RAC2/LGALS9/CD84/ADGRE2/BTK/SYK/MILR1/VAMP8/IL4R/CD300A	13
GO:2000514	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	13/461	45/17653	7.57389607516334e-11	2.09194659666409e-09	1.50661458387999e-09	IL12RB1/CD80/FOXP3/LGALS9/CD86/IRF4/SASH3/NCKAP1L/IL27/IL18/CD55/IL4R/NLRP3	13
GO:0033006	GO:0033006	regulation of mast cell activation involved in immune response	11/461	29/17653	7.74685908784067e-11	2.10173662235204e-09	1.5136653353196e-09	STXBP2/FGR/FCER1G/RAC2/LGALS9/CD84/ADGRE2/SYK/VAMP8/IL4R/CD300A	11
GO:0043304	GO:0043304	regulation of mast cell degranulation	11/461	29/17653	7.74685908784067e-11	2.10173662235204e-09	1.5136653353196e-09	STXBP2/FGR/FCER1G/RAC2/LGALS9/CD84/ADGRE2/SYK/VAMP8/IL4R/CD300A	11
GO:2000516	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	11/461	29/17653	7.74685908784067e-11	2.10173662235204e-09	1.5136653353196e-09	IL12RB1/CD80/FOXP3/LGALS9/CD86/SASH3/NCKAP1L/IL18/CD55/IL4R/NLRP3	11
GO:0043370	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	12/461	37/17653	8.94196308801798e-11	2.41170004462132e-09	1.73690019858281e-09	IL12RB1/CD80/FOXP3/LGALS9/CD86/IRF4/SASH3/NCKAP1L/IL27/IL18/IL4R/NLRP3	12
GO:0018108	GO:0018108	peptidyl-tyrosine phosphorylation	35/461	379/17653	9.78475568714639e-11	2.62357338161206e-09	1.88949083352282e-09	LCK/SLA2/CD3E/GRAP2/CCL5/CD74/HCLS1/CD80/PTPN6/FGR/ARRB2/CSF2RB/CD4/ITGB2/CSF2RA/HCK/BTK/SLA/IL15/TEC/CSF1R/SAMSN1/IGF1/SYK/FLT3/RAP2B/NCF1/IL18/CD40/TGFB1/ABI2/AREG/PRKCD/ZAP70/CD300A	35
GO:0032613	GO:0032613	interleukin-10 production	13/461	46/17653	1.03091901154191e-10	2.7481184115812e-09	1.9791878452919e-09	FOXP3/FCER1G/LGALS9/TIGIT/CD28/CD40LG/IRF4/TLR2/SASH3/LILRB1/PYCARD/NOD2/PRKCD	13
GO:0001906	GO:0001906	cell killing	21/461	141/17653	1.11455330552772e-10	2.95388838488126e-09	2.1273828533255e-09	SLAMF6/SH2D1A/IL12RB1/SLAMF7/STXBP2/CRTAM/IL7R/RIPK3/PTPN6/LYZ/ARRB2/LGALS9/VAV1/PTPRC/CTSC/HAVCR2/LILRB1/CORO1A/IL18/IL18RAP/LAG3	21
GO:0002495	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	18/461	101/17653	1.16408408344418e-10	3.06742846125952e-09	2.20915412568929e-09	HLA-DQA1/IFI30/HLA-DPB1/CD74/HLA-DPA1/HLA-DMA/HLA-DOA/CTSS/HLA-DRA/HLA-DRB1/FCER1G/HLA-DQB1/HLA-DMB/HLA-DQB2/PYCARD/LGMN/CTSD/LAG3	18
GO:0018212	GO:0018212	peptidyl-tyrosine modification	35/461	382/17653	1.21552644580789e-10	3.18467928801668e-09	2.29359787097706e-09	LCK/SLA2/CD3E/GRAP2/CCL5/CD74/HCLS1/CD80/PTPN6/FGR/ARRB2/CSF2RB/CD4/ITGB2/CSF2RA/HCK/BTK/SLA/IL15/TEC/CSF1R/SAMSN1/IGF1/SYK/FLT3/RAP2B/NCF1/IL18/CD40/TGFB1/ABI2/AREG/PRKCD/ZAP70/CD300A	35
GO:0002504	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	18/461	102/17653	1.37995030115562e-10	3.57461702305001e-09	2.57443002957192e-09	HLA-DQA1/IFI30/HLA-DPB1/CD74/HLA-DPA1/HLA-DMA/HLA-DOA/CTSS/HLA-DRA/HLA-DRB1/FCER1G/HLA-DQB1/HLA-DMB/HLA-DQB2/PYCARD/LGMN/CTSD/LAG3	18
GO:0071887	GO:0071887	leukocyte apoptotic process	18/461	102/17653	1.37995030115562e-10	3.57461702305001e-09	2.57443002957192e-09	PDCD1/CCR7/CD3G/CD27/CCL5/FASLG/CD74/HCLS1/RIPK3/CCR5/HSH2D/FCER1G/LGALS9/IL10/BTK/LILRB1/NOD2/IL2RA	18
GO:0002448	GO:0002448	mast cell mediated immunity	13/461	47/17653	1.39157200719042e-10	3.58447059155511e-09	2.58152654438579e-09	STXBP2/FGR/FCER1G/RAC2/LGALS9/CD84/ADGRE2/BTK/SYK/MILR1/VAMP8/IL4R/CD300A	13
GO:0032623	GO:0032623	interleukin-2 production	14/461	57/17653	1.55512877341435e-10	3.98338850620378e-09	2.86882620535184e-09	CD3E/CD80/FOXP3/CCR2/CD4/CD28/CD86/IRF4/SASH3/HAVCR2/SLC11A1/IL18/CARD11/LAG3	14
GO:0002478	GO:0002478	antigen processing and presentation of exogenous peptide antigen	23/461	174/17653	1.70068552433907e-10	4.33202396060812e-09	3.11991256716471e-09	HLA-DQA1/IFI30/HLA-DPB1/CD74/HLA-DPA1/HLA-DMA/HLA-DOA/CTSS/HLA-DRA/HLA-DRB1/FCER1G/HLA-DQB1/NCF4/HLA-DMB/NCF2/HLA-DQB2/LGMN/CTSD/NCF1/CYBB/CYBA/VAMP8/LAG3	23
GO:0042088	GO:0042088	T-helper 1 type immune response	12/461	39/17653	1.8003004968847e-10	4.53537240561337e-09	3.26636359671908e-09	IL12RB1/EBI3/CD80/CCR2/IL27/HAVCR2/SLC11A1/IL18R1/SPN/IL18/IL4R/IL18RAP	12
GO:0046638	GO:0046638	positive regulation of alpha-beta T cell differentiation	12/461	39/17653	1.8003004968847e-10	4.53537240561337e-09	3.26636359671908e-09	IL12RB1/CD80/FOXP3/LGALS9/CD86/SASH3/NCKAP1L/SYK/IL18/IL4R/NLRP3/ZAP70	12
GO:0002507	GO:0002507	tolerance induction	10/461	24/17653	1.89215586947425e-10	4.7407293232456e-09	3.41426112311805e-09	PDCD1/ICOS/CD3E/CCR4/LILRB2/FOXP3/LGALS9/HAVCR2/IL2RA/TGFB1	10
GO:0045076	GO:0045076	regulation of interleukin-2 biosynthetic process	9/461	18/17653	2.06259660113758e-10	5.13967685663902e-09	3.70158211542825e-09	CD3E/CD80/FOXP3/CD4/CD28/CD86/IRF4/CARD11/LAG3	9
GO:0002708	GO:0002708	positive regulation of lymphocyte mediated immunity	16/461	80/17653	2.09983484452367e-10	5.204185276833e-09	3.74804091452106e-09	SLAMF6/SH2D1A/IL12RB1/CRTAM/FOXP3/FCER1G/VAV1/CD28/SASH3/BTK/TNFSF13/CD40/TGFB1/NLRP3/IL18RAP/LAG3	16
GO:0002456	GO:0002456	T cell mediated immunity	16/461	81/17653	2.55473167195027e-10	6.24926086900609e-09	4.50070168078336e-09	IL12RB1/CD8A/IL7R/WAS/RIPK3/FOXP3/SASH3/PTPRC/CTSC/SLC11A1/LILRB1/IL18/CD55/MYO1G/NLRP3/IL18RAP	16
GO:0001910	GO:0001910	regulation of leukocyte mediated cytotoxicity	14/461	59/17653	2.56240140321297e-10	6.24926086900609e-09	4.50070168078336e-09	SLAMF6/SH2D1A/IL12RB1/CRTAM/IL7R/RIPK3/ARRB2/LGALS9/VAV1/PTPRC/HAVCR2/LILRB1/IL18RAP/LAG3	14
GO:0042267	GO:0042267	natural killer cell mediated cytotoxicity	14/461	59/17653	2.56240140321297e-10	6.24926086900609e-09	4.50070168078336e-09	SLAMF6/SH2D1A/SLAMF7/CRTAM/PTPN6/ARRB2/LGALS9/VAV1/HAVCR2/LILRB1/CORO1A/IL18/IL18RAP/LAG3	14
GO:0045730	GO:0045730	respiratory burst	11/461	32/17653	2.69154486055802e-10	6.52948845802039e-09	4.70252087305515e-09	CD52/RAC2/NCF4/HCK/JCHAIN/SLC11A1/NCF2/NCF1/CYBB/CYBA/CD55	11
GO:0001818	GO:0001818	negative regulation of cytokine production	27/461	245/17653	2.96474686989569e-10	7.15440231498513e-09	5.15258223316498e-09	CD96/SLAMF1/TLR8/PTPN22/FOXP3/ARRB2/LGALS9/TIGIT/IL10/CMKLR1/CD84/PTGER4/SRGN/NCKAP1L/BTK/ACP5/HAVCR2/SLC11A1/GPR18/C5AR2/LILRB1/PYCARD/GPNMB/TGFB1/NLRP3/LAG3/RNF135	27
GO:0043372	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	10/461	25/17653	3.08046278615773e-10	7.39472349452000e-09	5.32566093148349e-09	IL12RB1/CD80/FOXP3/LGALS9/CD86/SASH3/NCKAP1L/IL18/IL4R/NLRP3	10
GO:0070098	GO:0070098	chemokine-mediated signaling pathway	16/461	82/17653	3.09887598472592e-10	7.40018041144184e-09	5.3295909890818e-09	CCR7/CXCR6/CXCR3/CCR4/CCL5/CCR5/CCR2/XCR1/CCL23/CCL4/CMKLR1/CCRL2/CCR8/CXCL9/CCL22/CCL3	16
GO:0032633	GO:0032633	interleukin-4 production	11/461	33/17653	3.94315778909268e-10	9.36755360776682e-09	6.74648812892487e-09	CD3E/FOXP3/LGALS9/CD28/CD40LG/CD86/IRF4/SASH3/HAVCR2/CEBPB/NLRP3	11
GO:2000106	GO:2000106	regulation of leukocyte apoptotic process	16/461	84/17653	4.52019668731133e-10	1.06830421707848e-08	7.69389962457712e-09	PDCD1/CCR7/CD3G/CD27/CCL5/CD74/HCLS1/RIPK3/CCR5/HSH2D/FCER1G/LGALS9/IL10/BTK/LILRB1/NOD2	16
GO:0002687	GO:0002687	positive regulation of leukocyte migration	19/461	123/17653	4.5753216934147e-10	1.07578717765674e-08	7.74779171511035e-09	CCR7/CCL5/CD74/C3AR1/GPSM3/CCR2/RAC2/CCL4/LGALS9/CMKLR1/C5AR1/NCKAP1L/PYCARD/SPN/CXCL9/TRPV4/TGFB1/PTAFR/CCL3	19
GO:0050729	GO:0050729	positive regulation of inflammatory response	19/461	124/17653	5.27478066755818e-10	1.23392190616093e-08	8.88667398180989e-09	CCR7/CD6/GPSM3/CCR2/CCL23/FCER1G/CCL4/CD28/PTGER4/TLR2/BTK/IL15/NOD2/IL18/TRPV4/VAMP8/GBP5/TLR7/CCL3	19
GO:0002367	GO:0002367	cytokine production involved in immune response	16/461	85/17653	5.43647830739611e-10	1.26529203245742e-08	9.11260082837382e-09	CD96/CD74/FOXP3/FCER1G/IL10/TLR2/SASH3/BTK/SLC11A1/LILRB1/NOD2/IL18/CD55/TGFB1/NLRP3/IL18RAP	16
GO:0002688	GO:0002688	regulation of leukocyte chemotaxis	18/461	111/17653	5.83919641381512e-10	1.35215735138093e-08	9.73820263165233e-09	CCR7/CCL5/CD74/C3AR1/GPSM3/CCR2/RAC2/CCL4/LGALS9/CMKLR1/C5AR1/NCKAP1L/GPR18/C5AR2/CXCL9/TRPV4/MPP1/CCL3	18
GO:0019886	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	17/461	98/17653	5.95872950174164e-10	1.37290325454701e-08	9.88761409519362e-09	HLA-DQA1/IFI30/HLA-DPB1/CD74/HLA-DPA1/HLA-DMA/HLA-DOA/CTSS/HLA-DRA/HLA-DRB1/FCER1G/HLA-DQB1/HLA-DMB/HLA-DQB2/LGMN/CTSD/LAG3	17
GO:0060627	GO:0060627	regulation of vesicle-mediated transport	39/461	490/17653	6.64918600080001e-10	1.5243258906834e-08	1.09781560444788e-08	SIRPG/STXBP2/TBC1D10C/FGR/CCR2/ARRB2/FCER1G/ITGB2/CD300LF/RAC2/LGALS9/SYTL1/CD84/TLR2/HCK/ADGRE2/NCKAP1L/SLC11A1/DOCK2/PPARG/DAB2/LILRB1/PYCARD/CORO1A/SYK/C2/CYBA/VAMP8/APOC1/TGFB1/PTAFR/IL4R/TBC1D22A/CD14/C4BPB/TBC1D2/PLCG2/ITGAM/CD300A	39
GO:0001773	GO:0001773	myeloid dendritic cell activation	10/461	27/17653	7.58594431396114e-10	1.73042560594586e-08	1.2462480917987e-08	CD2/SLAMF1/SPI1/IL10/IRF4/HAVCR2/BATF/DOCK2/PYCARD/TGFB1	10
GO:0002707	GO:0002707	negative regulation of lymphocyte mediated immunity	11/461	35/17653	8.10883704083479e-10	1.84054543723899e-08	1.32555611240744e-08	CD96/IL7R/PTPN6/FOXP3/ARRB2/LGALS9/PTPRC/HAVCR2/LILRB1/CR1/C4BPB	11
GO:0032653	GO:0032653	regulation of interleukin-10 production	12/461	44/17653	8.62366476815557e-10	1.94775876660065e-08	1.40277087776531e-08	FOXP3/FCER1G/LGALS9/TIGIT/CD28/CD40LG/IRF4/TLR2/SASH3/LILRB1/PYCARD/NOD2	12
GO:0002700	GO:0002700	regulation of production of molecular mediator of immune response	18/461	115/17653	1.05829214170571e-09	2.37856346554936e-08	1.71303531915935e-08	CD96/CD74/FOXP3/FCER1G/IL10/CD28/CD40LG/MZB1/SASH3/BTK/TNFSF13/LILRB1/NOD2/CD40/TGFB1/IL4R/NLRP3/FCRL3	18
GO:0002573	GO:0002573	myeloid leukocyte differentiation	23/461	191/17653	1.10927817031194e-09	2.48099532238061e-08	1.78680648024059e-08	CCR7/C1QC/CD74/HCLS1/SPI1/LILRB3/EVI2B/CD4/TYROBP/MAFB/IRF4/TLR2/GPR183/LILRB4/BATF/PPARG/CSF1R/LILRB1/CEBPB/TGFB1/CEBPE/GPR55/CCL3	23
GO:0050921	GO:0050921	positive regulation of chemotaxis	19/461	130/17653	1.20249703662293e-09	2.67643151112434e-08	1.92755912308949e-08	CCR7/CCR4/CCL5/CD74/C3AR1/GPSM3/CCR2/RAC2/CCL4/LGALS9/CMKLR1/IL16/C5AR1/NCKAP1L/CXCL9/TRPV4/TGFB1/P2RX4/CCL3	19
GO:0042554	GO:0042554	superoxide anion generation	10/461	29/17653	1.71858723183455e-09	3.80662920674464e-08	2.74152461035596e-08	ITGB2/ACP5/NCF2/SYK/NCF1/CYBB/CYBA/TGFB1/PRKCD/ITGAM	10
GO:0002888	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	9/461	22/17653	1.92257655017047e-09	4.23798725121711e-08	3.05218756977974e-08	FGR/FCER1G/ITGB2/BTK/SYK/VAMP8/PTAFR/IL4R/ITGAM	9
GO:0032720	GO:0032720	negative regulation of tumor necrosis factor production	12/461	47/17653	1.98987277608561e-09	4.36534290830265e-08	3.14390878800331e-08	SLAMF1/PTPN22/FOXP3/ARRB2/LGALS9/IL10/ACP5/HAVCR2/GPR18/C5AR2/LILRB1/GPNMB	12
GO:0032695	GO:0032695	negative regulation of interleukin-12 production	8/461	16/17653	2.18106518229518e-09	4.76199231467781e-08	3.42957467511778e-08	SLAMF1/TLR8/ARRB2/TIGIT/IL10/CMKLR1/ACP5/LILRB1	8
GO:0050708	GO:0050708	regulation of protein secretion	35/461	426/17653	2.27098657704632e-09	4.93482154301298e-08	3.55404584295052e-08	CCR7/CD2/CCL5/TLR8/CRTAM/PTPN22/FGR/FOXP3/TLR5/LGALS9/IL10/CD40LG/PTGER4/ALOX15B/TLR2/SRGN/RHBDF2/HAVCR2/C5AR2/CSF1R/LILRB1/IGF1/PYCARD/UCP2/NOD2/SYK/TRPV4/TLR1/CD40/TGFB1/IL4R/CD14/NLRP3/PIM3/CCL3	35
GO:0043383	GO:0043383	negative T cell selection	7/461	11/17653	2.38668305049106e-09	5.16176499363279e-08	3.71748993514919e-08	CCR7/CD3E/CD74/CD28/DOCK2/THEMIS/ZAP70	7
GO:0002821	GO:0002821	positive regulation of adaptive immune response	15/461	81/17653	2.39935295735051e-09	5.16480437063479e-08	3.71967888668572e-08	IL12RB1/CD80/FOXP3/CCR2/CD4/FCER1G/CD28/SASH3/BTK/SLC11A1/TNFSF13/PYCARD/CD40/TGFB1/NLRP3	15
GO:0032733	GO:0032733	positive regulation of interleukin-10 production	10/461	30/17653	2.51814835363265e-09	5.39519168289986e-08	3.88560323922559e-08	FCER1G/LGALS9/TIGIT/CD28/CD40LG/IRF4/TLR2/SASH3/PYCARD/NOD2	10
GO:0072676	GO:0072676	lymphocyte migration	16/461	94/17653	2.55578633101701e-09	5.45036294312231e-08	3.92533743960849e-08	CCR7/CXCR3/CCL5/RIPK3/CCR2/CCL23/CCL4/GCSAM/GPR183/PYCARD/SPN/CXCL9/CCL22/MYO1G/CCL3/ZAP70	16
GO:0070371	GO:0070371	ERK1 and ERK2 cascade	30/461	328/17653	2.78768553015394e-09	5.91737877581289e-08	4.26168104682891e-08	CCR7/SLAMF1/CCL5/SCIMP/CD74/TBC1D10C/PTPN6/PTPN22/ARRB2/CD4/CCL23/CCL4/LGALS9/PTGER4/C5AR1/GPR183/HAVCR2/C5AR2/CSF1R/IGF1/PYCARD/GPNMB/NOD2/SYK/FLT3/TRPV4/CCL22/TGFB1/GPR55/CCL3	30
GO:0006968	GO:0006968	cellular defense response	13/461	59/17653	3.00935336798623e-09	6.35847243880962e-08	4.57935557379229e-08	TRAT1/SH2D1A/LILRB2/CCR5/CCR2/TYROBP/C5AR1/NCF2/MNDA/CD300C/SPN/NCF1/CXCL9	13
GO:0050920	GO:0050920	regulation of chemotaxis	23/461	202/17653	3.33514656144573e-09	7.01451696524252e-08	5.05183716236372e-08	CCR7/CCR4/CCL5/CD74/C3AR1/GPSM3/CCR2/RAC2/CCL4/LGALS9/CMKLR1/IL16/C5AR1/GPR183/NCKAP1L/GPR18/C5AR2/CXCL9/TRPV4/MPP1/TGFB1/P2RX4/CCL3	23
GO:1903556	GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	12/461	49/17653	3.35105400277533e-09	7.01579114279676e-08	5.05275482177661e-08	SLAMF1/PTPN22/FOXP3/ARRB2/LGALS9/IL10/ACP5/HAVCR2/GPR18/C5AR2/LILRB1/GPNMB	12
GO:0031341	GO:0031341	regulation of cell killing	14/461	71/17653	3.48348641496661e-09	7.25990236937359e-08	5.22856310227285e-08	SLAMF6/SH2D1A/IL12RB1/CRTAM/IL7R/RIPK3/ARRB2/LGALS9/VAV1/PTPRC/HAVCR2/LILRB1/IL18RAP/LAG3	14
GO:0042742	GO:0042742	defense response to bacterium	28/461	293/17653	3.61023935266065e-09	7.4900214624204e-08	5.39429428401832e-08	RNASE6/FGR/LYZ/CD4/TLR5/FCER1G/IL10/TNFSF8/IGLL5/C5AR1/TLR2/JCHAIN/ACP5/HAVCR2/SLC11A1/PYCARD/NOD2/SYK/SPN/CYBA/TLR1/NLRC4/CEBPB/CEBPE/NLRP3/IRF8/PRKCD/CLEC4D	28
GO:0002791	GO:0002791	regulation of peptide secretion	36/461	455/17653	3.63932720965452e-09	7.51635822354324e-08	5.41326195196123e-08	CCR7/CD2/CCL5/TLR8/CD74/CRTAM/PTPN22/FGR/FOXP3/TLR5/LGALS9/IL10/CD40LG/PTGER4/ALOX15B/TLR2/SRGN/RHBDF2/HAVCR2/C5AR2/CSF1R/LILRB1/IGF1/PYCARD/UCP2/NOD2/SYK/TRPV4/TLR1/CD40/TGFB1/IL4R/CD14/NLRP3/PIM3/CCL3	36
GO:0002715	GO:0002715	regulation of natural killer cell mediated immunity	11/461	40/17653	3.99326116909992e-09	8.21035984767854e-08	5.91308014513404e-08	CD96/SLAMF6/SH2D1A/CRTAM/ARRB2/LGALS9/VAV1/HAVCR2/LILRB1/IL18RAP/LAG3	11
GO:0002577	GO:0002577	regulation of antigen processing and presentation	8/461	17/17653	4.02595875157622e-09	8.22641458136158e-08	5.9246427232351e-08	CCR7/CD74/WAS/LILRB2/HLA-DOA/SLC11A1/PYCARD/NOD2	8
GO:0070374	GO:0070374	positive regulation of ERK1 and ERK2 cascade	25/461	239/17653	4.03695372040645e-09	8.22641458136158e-08	5.9246427232351e-08	CCR7/SLAMF1/CCL5/SCIMP/CD74/PTPN22/ARRB2/CD4/CCL23/CCL4/LGALS9/C5AR1/GPR183/HAVCR2/C5AR2/CSF1R/PYCARD/GPNMB/NOD2/FLT3/TRPV4/CCL22/TGFB1/GPR55/CCL3	25
GO:0032663	GO:0032663	regulation of interleukin-2 production	12/461	50/17653	4.30606956009249e-09	8.73598625355047e-08	6.29163493712629e-08	CD3E/CD80/FOXP3/CCR2/CD4/CD28/CD86/IRF4/SASH3/HAVCR2/CARD11/LAG3	12
GO:0045086	GO:0045086	positive regulation of interleukin-2 biosynthetic process	7/461	12/17653	5.59925249627854e-09	1.13095033900604e-07	8.14507539106227e-08	CD3E/CD80/CD4/CD28/CD86/IRF4/CARD11	7
GO:0002690	GO:0002690	positive regulation of leukocyte chemotaxis	15/461	87/17653	6.71873844286969e-09	1.35111472634024e-07	9.7306936727988e-08	CCR7/CCL5/CD74/C3AR1/GPSM3/CCR2/RAC2/CCL4/LGALS9/CMKLR1/C5AR1/NCKAP1L/CXCL9/TRPV4/CCL3	15
GO:0032677	GO:0032677	regulation of interleukin-8 production	13/461	63/17653	7.07755328547231e-09	1.4170559744057e-07	1.02056008533793e-07	CD2/TLR8/PTPN22/TLR5/LGALS9/IL10/TLR2/C5AR2/PYCARD/NOD2/TLR1/TLR7/CD14	13
GO:0060333	GO:0060333	interferon-gamma-mediated signaling pathway	15/461	89/17653	9.28639025688665e-09	1.85122170990545e-07	1.33324513665233e-07	HLA-DQA1/IFI30/HLA-DPB1/HLA-DPA1/HLA-DRA/HLA-DRB1/IRF4/HLA-DQB1/HCK/HLA-DQB2/PPARG/PTAFR/IRF5/IRF8/PRKCD	15
GO:0002824	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	14/461	77/17653	1.05352488681192e-08	2.09108727533881e-07	1.50599570286124e-07	IL12RB1/CD80/FOXP3/CCR2/CD4/FCER1G/CD28/SASH3/BTK/SLC11A1/TNFSF13/CD40/TGFB1/NLRP3	14
GO:0033077	GO:0033077	T cell differentiation in thymus	13/461	65/17653	1.05866752481328e-08	2.09223732813314e-07	1.50682396793977e-07	CCR7/CD3E/CD3D/CD74/IL7R/RIPK3/FOXP3/MAFB/CD28/VNN1/DOCK2/CARD11/ZAP70	13
GO:0031663	GO:0031663	lipopolysaccharide-mediated signaling pathway	12/461	54/17653	1.10670201373277e-08	2.16847381750629e-07	1.56172929243351e-07	CCL5/CD6/PTPN22/TLR2/HCK/IL18/CD55/TGFB1/PTAFR/CD14/CCL3/LY86	12
GO:0050854	GO:0050854	regulation of antigen receptor-mediated signaling pathway	12/461	54/17653	1.10670201373277e-08	2.16847381750629e-07	1.56172929243351e-07	CCR7/LCK/TRAT1/UBASH3A/PTPN6/PTPN22/GCSAM/PTPRC/LILRB4/NFAM1/FCRL3/CD300A	12
