SYMBOL	TCGA-DD-A1EE-11	TCGA-EP-A26S-11	TCGA-DD-A114-11	TCGA-BD-A3EP-11	TCGA-ES-A2HT-11	TCGA-DD-A1EA-01	TCGA-EP-A2KB-01	TCGA-DD-AAW3-01	TCGA-BC-4073-01	TCGA-RC-A6M6-01
FOXL2	0	0.033345346	0	0.051562637	0	0	0	0	0.020449477	0
AIFM3	0.250963399	0.423219177	0.358775243	0.181013401	0.390795203	0.156187305	0.661299035	1.521737373	0.530134055	2.168380231
KCTD16	0.027093352	0.010207259	0.019935813	0	0.01165755	0.045900949	0.00342291	0	0.012519475	0.013808837
B3GALT5	0.331314101	0.064533106	0.206970468	0.283610708	0.228864866	0	0	0.01572564	0.10831268	0.032164364
ZNF703	3.064412651	1.640986294	6.347627184	2.80696126	8.491699524	30.59020677	4.339008569	4.202288738	6.625923781	5.107963846
SLC35F3	0.21212102	0.030443935	0.107028174	0.16476643	0.069539079	0.029336381	0.030627274	0.035238723	0.16803134	0.020592959
KCTD8	0	0	0	0	0	0.069326728	0	0	0	0.121661434
C9orf66	4.114271302	0.93334971	1.152350119	0.695857047	0.628157367	0.128484903	0.033534661	0	0.265752102	0.022547808
TUBA8	0.079773217	0.093501595	0.156529806	0.14458356	0.305104857	0.077228567	0.053751244	0.185533183	0.032766342	0.252986281
NPIPA5	0.955441717	0.319961755	0.224970405	0.346334699	1.242439168	0.246657202	0.160944308	1.925842577	0.117732485	1.644862588
BPY2B	0	0	0	0	0	0	0	0	0	0
EMILIN3	0.025505293	0.333110868	0.165152141	0.019811408	0.117058671	0.049383423	0.193336682	0.088978704	0.015714206	0.121328115
OLFML1	5.691866995	4.090593701	8.326611252	3.720808507	8.745485315	21.7411526	11.67642525	1.63835448	3.992944965	1.570183146
FAM162B	0.186907517	0.140832587	0.440096545	0.072590836	1.072284542	0.090472719	1.841849149	3.91231459	1.151566132	1.016131329
RBM12B	2.173259921	1.315127653	2.498752408	1.421553068	1.545733779	8.391136858	1.759781714	5.054476266	7.548396578	4.931564914
CCR4	0.656924063	0.43998618	2.412283628	1.287824757	1.328039129	0.454263668	0.047425269	0.036377292	3.835403556	0.382649778
LIN9	0.610289652	0.656922828	1.629456961	0.643348949	1.550539862	3.249522622	3.899185653	2.585310092	3.854091189	2.532836584
BTBD9	3.147070268	2.682351075	3.477994806	3.556364877	2.888748273	8.147420773	6.997643186	8.429027156	5.122603744	3.235569063
NUDT14	13.99718792	14.64609902	13.11779416	15.8964838	19.16221725	7.14224509	1.736451325	9.343135417	19.61388787	70.60203511
ANKRD45	0.09977818	0.066828151	0.019578324	0.10333783	0.152646759	0.160992334	0.084038251	0.154706589	0.266391149	0.045204056
MAATS1	0.422369957	0.253231763	0.617565817	0.444493731	1.008333769	1.319022473	0.729843708	0.491165116	1.150042811	0.814792613
PNMA3	0.309983225	0.12976037	0.486595539	0.120390778	0.918823115	0.150047604	79.1344441	0.090118239	0.286478192	13.48190467
GPR39	3.201543115	2.785660531	4.341324372	2.309190148	4.395005292	6.392550703	4.550347491	2.227155958	5.776666435	3.613161399
FAM3B	2.959152638	0.22972525	4.798201796	0.64777085	14.07514238	40.54937494	10.57662135	38.97868823	6.331405946	41.82768105
ZNF730	0.02941905	0	0	0	0	0.484170625	0	0.034210793	1.450042556	0
IQGAP3	1.507846318	0.036068071	3.668754983	0.892365542	6.4755044	10.13482323	6.95951644	5.243628603	20.9601775	16.72675453
CNGA2	0	0.017160969	0	0	0	0	0	0	0	0
TOB2	13.95537916	13.51955814	19.81316572	18.03910102	19.65040699	45.17095756	35.7226557	51.07758332	44.57173924	16.0991151
SCN5A	0	0.014565495	0.017068734	0.03003059	0.02218003	0.009357067	0.024422017	0.011239665	0.035729935	0.098524264
ARSI	0.503489629	0.208283455	0.313816166	0.506115122	0.424780814	0.258050668	0.598679348	0.688820556	0.328455265	0.704437939
UTY	3.423553537	2.423507508	4.036788069	0	2.683243024	6.975425967	0	4.495668936	1.233131746	0.071585794
TTC32	3.900023929	3.967139096	5.509849186	3.976047904	8.670063028	8.40075185	11.62818575	28.79887296	6.39762828	16.16702806
LRRC55	1.091664276	0.1078762	0.91651529	0.569938697	0.215606493	0.03465055	0.027131462	0.041622078	0.165391291	0.048646583
DNAH2	0.191040288	0.053627157	0.158762702	0.130933967	0.103152391	0.032637596	0.014197397	0.032670106	0.270024247	0.351290948
SH2D1A	2.805748847	1.032235799	5.792299235	2.609122047	3.400673833	2.3719362	0.878690231	0.551450057	8.594631574	0.725082284
SDR42E2	0.036812964	0.036984172	0.086680612	0.057189434	0.042239041	0.178193416	0	0.042809019	0.022681036	0.350236901
PRKX	3.046198557	1.281433934	4.743486338	2.983919894	3.882594081	1.772322986	2.654134283	0.698001983	12.64766582	4.038224333
KCNH8	0.236218512	0.055373993	0.092700882	0.097858303	0.063241766	0.015245566	0	0.018312902	0.523936367	1.016668483
SMTN	4.414572341	3.252725824	3.778354736	5.433610476	3.964353838	7.30290276	5.226148628	9.464755595	8.38097733	9.32763319
NPW	24.34654502	18.87479333	16.19485193	51.37581429	8.240861735	0.942797019	16.36370562	169.0231402	25.9504897	117.4153378
PP2D1	0.07674839	0.038552665	0.225891805	0.029807414	0.11007598	0.222900682	0.077569671	0.267747253	0.283715223	0.443324043
COA3	92.18372116	99.46981681	93.46533191	61.58754576	93.4312429	210.5749241	183.3619579	136.136244	76.56572684	176.5360326
NPB	0.0896049	0.045010816	0.052746416	0.069601209	0.308436868	0.216866582	0.045281878	0.208399296	0.082810447	0.030446323
ST6GALNAC3	0.628775794	1.162596974	0.84264167	0.945636818	0.637029178	0.971359717	0.378598301	0.497831565	3.725619566	0.309107796
PTP4A2	39.09758827	33.75126345	50.04457498	43.73555539	39.07364187	75.861185	25.72265941	51.34812352	108.4034684	41.93619499
ACTG1	1339.479632	1285.91339	795.5777998	1971.681845	1986.960623	1614.318345	3463.283557	678.2123838	2314.527816	3220.459659
TMPRSS2	24.94446889	15.42428024	27.21515446	31.1414093	58.3683199	17.23818114	12.45372691	8.908362991	34.97933427	3.796870974
DENND5A	8.385378403	4.993889661	12.06016184	9.574435798	9.473624008	31.08428371	15.81303883	9.712122921	27.43206831	16.88228531
OR2T10	0	0	0	0	0	0	0	0	0	0
DSCR4	0	0	0	0	0	0	0	0	1.51015508	2.018039787
KRTAP20-2	0	0	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0.074979169	0	0	0	0	0	0.06559771
DIABLO	2.060649898	1.75236302	2.7794232	1.802277052	2.988056461	3.550011823	3.591428947	4.585020266	4.888453234	2.701466963
VPS33B	5.984767527	4.667039352	6.349862569	4.217578232	7.752948651	16.91433937	8.987849044	11.28122218	11.03218725	11.6435936
TBX1	0.304633591	0.125202426	0.244533049	0.21511472	0.444863129	0.107242262	0	0.032204725	0.66544448	0.903357028
ADAP2	11.56653497	3.462754093	11.3377085	7.099267613	6.265401469	10.0228332	1.696138416	1.98154387	15.03208366	4.123122221
UQCR10	173.4781644	211.9951728	232.4125026	164.9862389	236.2485897	191.9777278	153.6560896	313.5134969	238.8492252	343.8859385
FAM120C	2.739823322	1.696862748	2.746314475	2.222192019	2.127337463	11.81341951	1.734884162	6.039482189	0.942323726	1.35342711
TRIML1	0	0	0.026972315	0.035591153	0	0	0	0	0.028230537	0.093413872
EIF3C	1.844286237	1.448855748	1.983554585	1.346392618	1.543340278	3.181602356	1.387504984	1.209406902	5.971947412	4.136893018
CLDN5	8.611699819	10.62321547	11.41844539	6.733059365	9.346481119	10.30507752	10.85841354	11.03221752	3.879323716	9.30601756
NIPSNAP1	209.6094374	266.4335197	284.5908627	325.6065616	228.7695121	251.3619453	261.3697782	324.8781613	250.5463974	194.8950325
OR4F6	0	0	0	0	0	0	0	0	0	0
CNTN2	0.00961069	0.009655387	0.14143464	0.014930337	0.033081798	0.037216493	0.014570301	0.011176069	0.029606475	0.00653112
SPRR4	0	0	0	0.102597689	0	0	0	0	0	0
LRTOMT	2.410997459	3.364181209	2.690075802	2.9866214	2.079296555	7.154825296	4.953228735	5.460797611	2.757311147	7.099895157
OR10J5	0	0	0.122564522	0	0	0.705492644	0	0.121062064	0.064140995	0
KCNQ3	0.046554621	0.015590379	0.045674389	0.018080808	0.040062434	0.172766785	0.0352896	0.018045796	0.286830224	0.121275331
ADRA2C	0.399891164	0.13391699	0.601572996	0.828315074	1.376500377	36.39071016	0.359262559	17.41260284	0.164252755	20.41169545
NR2C2AP	6.206288079	6.397808284	9.879971172	5.910690611	15.82115795	19.27885893	32.23622987	33.76376438	19.21870158	68.39841086
CRELD2	17.88276122	7.212737079	22.41079818	8.226586627	20.58312979	40.05063493	8.288709774	38.90979283	53.36841271	47.73126907
OR1D2	0	0	0	0	0	0	0	0	0	0
SCFD2	6.322814304	6.413299345	11.16587804	6.705797841	8.876630671	20.07022938	5.391962783	22.34079716	18.07326099	13.67534108
UBE2F	11.30838994	10.81014721	18.38337681	11.94251142	19.35794929	17.64896887	10.78288888	22.12967689	22.66123462	33.0990754
KCNJ12	0.103419719	0.363652455	0.101464309	0.240995889	0.276881164	0.133494373	0.034842136	0.160352814	0.212394964	0.304549954
GPR173	0.021010871	0.063325764	0.197890634	0.14688302	0.132592824	0.040681309	0.063707122	0.048866198	0.245957332	0.242731458
PPP1R2	9.878240963	8.045608724	13.06402467	9.477536582	13.16550375	31.72475489	9.420799412	21.85422967	29.1389814	6.725774454
TSPYL2	4.363467051	3.449999905	5.989511178	7.538649274	5.39952045	60.71216792	10.09590504	3.231094628	7.004305579	12.48606282
GOLGA6L4	0.015963412	0	0.00939695	0.012399688	0.009158176	0.077271011	0.024201354	0.129944607	0.049176526	0.032544684
PGP	5.893584015	6.598697865	12.74859792	11.41712501	13.93191348	13.92025796	8.091715597	31.33629607	22.94610591	28.75946029
C22orf46	5.891383741	3.323624442	8.472579479	3.914387097	6.718150752	13.10917684	7.35600767	10.30806872	13.97183265	6.775318656
SNRNP35	8.137240588	6.396247122	10.10120035	9.159099299	11.58434469	11.68886408	9.261875255	18.37764533	11.18748738	9.113946793
DGAT2L6	0	0	0	0	0.035765833	0	0	0	0.115230764	0
IRAK1	38.49977196	29.45279539	31.05315058	37.57385854	55.94693508	180.8766056	34.26484611	87.00855532	135.4338479	94.63818241
CMSS1	4.483856842	5.183991966	5.893368307	4.127841156	7.009393463	9.944860595	13.05601051	14.4562522	18.6656426	15.76746495
OLIG1	0	0.234947762	0.025029645	0.066055429	0	0	0	0	0.026197244	0.028895258
PCDH9	0.425519028	0.246754373	0.617001304	0.262475551	0.161549591	0.009087035	0.007905744	0.08732243	0.067469926	0.01488371
ACOT1	13.67774592	19.67512632	23.38921732	35.69231654	23.57310838	33.37719762	0.171373274	14.45960208	2.124179022	7.566559951
OAF	280.0286561	272.970092	314.5354484	473.7195674	299.3203295	285.1142911	162.2942945	234.4277681	165.7685249	30.68062334
ALDH1A3	1.459316386	0.943698702	1.471220179	6.293067088	1.154767968	0.032477386	0.033906493	1.501949832	1.787880239	0.763726912
CDR1	0	0	0	0	0	0	0	0	0	0
HIST2H2AC	1.737760662	3.99049737	2.922692437	1.349817288	6.408962223	7.690645081	13.67448871	3.464237534	5.353306148	3.374077104
KCNK12	0	0.007275121	0.017050861	0	0.008308802	0	0.007318933	0	0.044615651	0.118105317
HIST2H2AB	0	0.247502222	0.14501909	0	0	0.238498058	0	0	0.607136139	0.334832079
POU6F1	1.849207908	1.163149458	1.542896182	1.823584037	1.715868976	3.020024741	1.153901992	3.085363524	1.446448156	3.944829061
DEFB108B	0	0	0	0	0	0	0.073464069	0.16905063	0	0
TM2D3	7.52957264	6.546437944	9.760696791	6.936178271	9.750847519	9.007322121	4.372748872	15.25907217	9.483796756	12.2583336
TSSC4	17.36827035	18.25382412	17.318519	24.32325356	26.32037137	38.45774464	23.6631108	36.79530973	26.09035695	55.59994338
TACSTD2	13.4664044	3.971826392	8.920987208	18.55311847	34.54097151	0.518284381	0.27054526	1.628235847	4.77006024	1.035472833
CLECL1	0.956366995	0.310851862	1.688912044	0.043697912	0.677763582	0.544623689	0.255864978	0	1.455750888	0.076460783
SIX6	0	0	0	0	0	0	0	0	0	0
PRKD1	0.989272987	0.393799083	1.252582473	0.76842445	0.89950347	0.415612869	0.198085302	3.668271575	3.783539684	7.154058221
CCSER1	0.009284436	0.027982846	0.109306679	0.093752721	0.058591075	0.053929653	0.009383788	0.021593349	0.131566541	0.176663416
ZDHHC23	2.753442573	1.485325399	5.03814361	1.601432351	3.95300145	4.674668863	1.693049344	3.217693311	7.997496113	5.558151531
MROH7	0.042613598	0.069569149	0.087796549	0	0.07945383	0.030940714	0.048453304	0.532710382	0.026254897	0.043438273
OR51J1	0	0	0.059929025	0	0	0	0.102896046	0	0	0.069184546
S100A7A	0	0	0	0	0	0	0.010977579	0	0.013383694	0
SRPK3	0.061225608	0.092265531	0.204231143	0.047557403	0.175625019	0.138302732	0.195955802	0.047465312	0.176036206	0.194165904
GDF3	0.078142126	0	0	0	0.044829975	0.075649505	0	0	0	0
IQCF2	0	0	0	0	0	0	0	0	0.094985869	0.314304953
SLIT3	1.5955296	0.501348208	1.175020739	2.056774289	1.347709775	0.479822636	0.699938444	1.057977171	1.392975094	0.692088046
EFNA5	0.40744069	0.281418229	0.619592347	0.303295536	0.516193228	0.04930549	0.008579181	0.078967364	8.911583212	11.60604428
MRGPRE	0.068714048	0	0	0	0	0	0	0	0.042335788	0.046695886
KRTAP19-1	0	0	0	0	0	0	0	0	0.092339204	0
HIST1H1B	0	0.07141584	0.083689431	0	0.081562906	0.41290633	0.287383669	0	1.138714587	1.159374512
SPATA32	0.049752361	0.024991874	0.292870003	0.463745772	0.114171304	1.107802646	0.025142379	0.173567913	0.061306398	0.135240501
PKP3	2.633288536	0.410956951	1.444753167	0.317735859	3.417436242	0.024750393	0.064598719	0.118920222	5.434285279	83.91535571
MAP7D2	0.132748758	0.077796917	0.651194042	0.068742327	0.825041602	0.792504631	10.7447244	0.514569104	1.744822688	1.66891908
CSF1	12.61601594	8.787904906	14.48480546	21.8338979	30.00706553	26.58962821	3.205815751	8.457586192	22.16273827	16.68542781
COLEC10	39.59686121	32.87903999	42.01064108	37.69211783	35.78784973	0.280627955	0.08789294	11.73069656	1.428769477	0.275785344
ACTRT3	1.593514765	2.328619413	2.075038745	3.600795103	3.130429096	3.926831871	3.660379279	4.604585052	4.284170621	3.314336587
PLA2G6	2.206272045	1.065087249	2.622768316	2.704142908	2.301333974	4.424354259	4.047089665	3.848440854	4.731133967	6.513246946
MAML2	2.519531213	0.814104405	3.391170146	1.523335388	1.906431113	1.634897648	0.763947776	1.298662685	3.935346453	0.740407973
PABPC1L2B	0.044068318	0	0	0	0	0	0	0	0.027151172	0
A3GALT2	0	0	0.055711146	0.0735133	0	0.091622421	0	0	0.174929987	0.064315253
OR4N5	0	0	0	0	0	0	0	0	0	0
SS18L1	17.48579633	13.46175957	15.54035846	11.6334581	13.67345925	42.59606223	8.461866588	29.94824508	10.46880768	14.87932235
KCND2	0.052286999	0.035020116	0.041038706	0.081228557	0.069992867	0.01687304	0.008807753	0	5.004036824	1.847694429
TOP1MT	10.01099994	8.502110577	9.122693696	15.00345852	15.73799397	15.32330585	35.74008118	54.1875379	12.11359608	62.15798075
COPB2	32.38320743	22.04210541	38.78027198	33.52317068	41.78901494	81.2928084	33.30415433	54.09773161	109.2497564	62.18976615
LRRC19	0.160961087	0.161709681	0.773796792	0.187541412	0.800306357	0.02597111	0.108455682	0.031196376	3.570142184	0.236998766
THAP7	16.3100992	18.93675696	16.15348456	18.337368	19.44727127	32.45868278	15.37999238	45.01162403	25.21549841	30.07487553
KNTC1	0.906200262	0.231898109	2.163953738	0.498040438	1.270285551	3.823676685	2.898901878	1.988304104	4.440255976	3.816952655
CCR10	0.184837904	0.185697544	0.282895201	0.258433354	0.339331588	0.357883684	0.242860598	0.04298882	0.728841551	4.949032912
NCMAP	2.818576245	2.595711081	5.724137807	8.866859667	4.31203022	8.413392204	8.854826296	9.996871779	0.824870005	2.011185698
BPIFC	0	0	0.025580118	0.033754087	0	0.084138004	0	0	0.053546791	0.118122987
WDR27	0.964022412	0.223136155	0.906850636	0.506548547	0.742832339	1.985489351	3.84481561	0.989154118	1.327650981	2.954458378
TXNRD2	17.31501136	19.2792136	15.5110866	24.13295268	18.50996697	31.02802703	16.20939702	29.48586633	6.98539956	15.34977045
C1QTNF8	0	0	0	0	0.031523462	0	0	0	0	0.149363232
OR56A3	0	0	0	0	0	0	0	0	0.758771657	0.19313455
FOXO4	12.75178842	9.114500902	10.68092736	7.941483786	6.912828995	59.52259766	10.43266499	19.49952677	11.09265203	12.38776698
POU3F2	0	0	0.011633497	0	0	0	0.299614634	0	0.012176184	0.067150953
PTP4A3	3.466202185	2.113059902	5.229760398	4.443760178	6.930975946	9.675958244	4.710739765	4.617779265	23.40845355	106.2042664
FOXD4L1	0	0.039047922	0.091517467	0.12076131	0	0.188136766	0.07856615	0.0451978	0.071839975	0.026412888
TMEM255B	1.355214161	1.061182336	2.088239079	1.981499707	1.43300889	1.041870275	0.940001339	1.081534293	1.719052613	1.426585914
PROS1	244.8105295	205.3089611	163.6684668	178.951473	178.7100552	221.6161222	80.01326841	228.2767497	289.6359127	311.0420671
GAST	0	0	0	0	0	0	0	0	845.2691423	0.559953222
NUTM1	0	0	0	0	0	0	0	0	0.028432376	0.015680292
HDDC3	8.842174359	10.22698938	7.370097217	8.686276257	7.843559804	11.58134125	13.38641623	20.78077255	10.04867389	22.59634715
BEX5	4.189682338	3.202627534	4.664485154	2.122411272	6.165787426	5.907706843	0.598355509	1.376895916	9.48357501	5.013504032
ZFP1	10.91488218	15.05189931	10.84994198	10.0778701	10.42656302	19.63813685	1.417987396	5.687760376	11.34021666	4.408459157
CEND1	0	0.176958836	0.138247429	0.091211772	0.101050951	0.17052105	0.118683007	0.068276361	0.289392969	0.199498191
C6orf58	0.1898394	0	0.037250002	0	0	0.183783798	1.023311262	0.220760235	0.038987664	0
DHRS7C	0	0.48344122	0.056652587	0.149511145	0.055213061	0	0	0	0	0
DUSP8	1.782828855	1.032528227	7.062329168	4.333685488	17.02669845	5.543374823	23.97596006	23.09804392	22.92484768	8.024762888
SOCS3	41.99936339	89.74377173	46.71550773	448.0063188	40.87608288	33.35736431	14.51347971	22.89640536	49.46199775	83.09744722
SLITRK6	0.112109882	0.991155264	0.659940974	0.139331368	0.424493561	0	0	0.052148087	0	0
PIWIL3	0	0	0	0	0	0.024646263	0	0.148024875	0.047055845	0
LPAR5	3.090571448	0.865801973	2.361567784	1.454223046	1.704860014	2.071375402	0.285332819	0.311015801	2.81960508	0.262531782
XPOT	14.60685802	11.3264028	15.95851985	19.81205402	15.40216469	44.31924823	11.52749401	28.60559803	57.63413349	53.91146582
TMEM173	10.31049833	6.606670037	15.48419679	10.52857485	9.579595136	8.10701361	4.549582065	6.141148357	13.6655306	4.955949617
PDE4B	4.054621707	1.794806288	11.21520671	2.923250768	3.200032503	4.359018307	0.781112404	0.455873461	14.19509087	0.479529584
FAM19A3	0	0.075872366	0.04445593	0.117323098	0	0.219336358	0	0	0.093059478	0
C14orf180	2.614981459	4.82176884	1.370373084	3.269743742	1.463618953	0	0	0	0.137535533	0
SNN	10.17291568	7.66517073	18.58451169	18.75561341	26.34666576	21.28163109	5.480659075	22.16400766	48.53858202	30.97029922
KCNH7	0.214113195	0.361774207	0.320826311	0.060477769	0.100502423	0.037687872	0.009836564	0	0.071955519	0.145504531
NELL2	0.753565489	0.113560523	1.330771385	0.620457289	0.389087059	4.84406486	0.213256219	0.052578325	3.556410511	2.970175284
KRBA2	0.173260727	0.034813305	0.244778107	0.161497722	0.099399319	0.402561504	0.052534434	0.322369992	0.256196674	0.23548498
MED12	9.610092296	4.80774317	7.883003378	5.165534558	5.707788668	52.46340561	10.39164834	11.94870347	18.22070747	15.93246025
ZNF93	0.237687629	0.179094796	0.396429027	0.246167287	0.44317292	0.575264343	0.900866668	0.575837356	4.051590368	0.605718629
9-Sep	39.1146909	19.39081829	33.78993356	37.57277707	35.05901265	112.3311928	55.39912602	46.73915621	98.42157076	120.5600779
PRSS55	0	0	0	0	0	0.029897843	0.046820162	0	0.038054945	0
ODF4	0	0.042071096	0	0	0	0	0	0	0	0
FOXD4L4	0	0	0	0	0	0	0	0	0.026749384	0
CDCA2	0.099097333	0.062223883	0.78751155	0.07697452	0.611158288	2.686215593	4.669855936	0.144047748	13.40166027	5.825204253
RALYL	0.19201473	0.053585486	0.163266314	0.149148734	0.269276215	0	0.690024782	0	13.36826681	2.232779538
AMER1	1.479276813	1.946980351	2.254589108	1.701289146	2.170985664	34.13702962	1.784855794	7.120909915	0.50162619	1.184503676
ZBTB40	2.85329125	2.368969503	3.758513567	3.27010737	3.002062821	7.932421019	5.511912989	5.396497694	9.207713791	5.341413209
HIST2H2BE	8.182414141	7.23056935	16.41686688	8.585247507	17.89215884	32.0588879	31.26136665	28.19674754	11.45512767	17.35111686
PRR33	0.73604399	0.369733583	0.633250028	0.615706132	0.519713116	7.344903362	0.057224643	0	1.011627277	0.269334225
CLDN6	0	0.05593351	0.262185175	0.172982418	0.063880781	0.161695923	0.140675876	0.194228384	0.03430197	8.815479772
OR51M1	0	0	0	0	0	0	0	0	0	0.067068811
5-Sep	0.425646	0.501637705	0.607123378	2.072754361	0.629264581	0.316975776	1.100321317	1.104174459	5.16425031	13.32800393
EIF4ENIF1	5.872103336	3.948929689	5.817282062	6.551311015	5.824669371	14.37374171	8.082134294	13.50904594	10.12814149	11.76601247
LRRC26	0.080081137	0	0	0	0.137827145	0.232579992	0	0	0	0.217682394
SERINC4	0	0	0	0	0	0	0	0.037819187	0	0
RNLS	5.26800715	5.799500016	7.651167386	5.296602436	5.451338662	14.99008506	5.647823453	33.86505787	6.400400464	6.239855026
KRTAP6-1	0	0	0	0	0	0	0	0	0	0
APOBR	4.263877031	4.129801719	7.710219882	6.901642645	5.082775772	3.139155219	3.445023103	1.95959639	15.07008923	3.79984079
FAM110C	16.37221298	10.08718136	30.72252089	24.16462582	20.68914653	1.936955249	3.008620213	4.256088201	8.283208225	1.956590579
DDX53	0	0	0	0	0	0.309935752	0	0	1.627297173	0.036260404
ATL3	16.73933889	10.89149813	22.70701284	13.9226549	16.39288855	49.35610621	9.804727256	37.64281529	29.47236537	34.93168707
NDUFA12	42.56795539	43.1142735	60.54079606	36.33829257	54.44263336	58.04530265	67.5274433	62.7761832	69.57654711	93.38106948
SMIM10	2.584337145	1.329841043	1.855224691	2.301167308	2.712125941	0.854307498	0.891899708	1.319387342	5.553457662	2.184583125
TCTE3	1.401023447	0.314844316	1.063454921	0.315021008	0.676854096	1.64187658	1.695492514	0.943232992	1.726384444	1.528356708
UBE2G2	18.81846007	12.7312557	21.46090173	18.31242377	21.35164097	42.34838412	24.04631701	19.7043749	13.62900651	17.92695393
SATL1	0	0	0	0	0	0	0	0	0	0.028958848
OSBP2	0.621369857	0.333906356	0.706026524	0.426530751	0.513992393	3.52535727	9.040554072	0.571340668	2.118950434	2.661240367
PRR23B	0	0	0	0	0	0	0	0	0.062923128	0
ZBTB7C	0.810193255	0.515084875	0.633415627	1.366811028	0.617320716	2.377558703	0.166331565	0.264981558	0.194989297	0.094631216
APOO	14.78461296	15.02312573	27.10376429	15.61830475	29.12927391	54.96193998	15.71131034	36.44855504	31.02274947	22.90751039
PRR16	0.298032831	0.342193046	0.426065322	0.09921386	0.683923263	0.206090011	0.322737927	0.940706542	2.124776244	0.607600956
TMED9	156.8135687	140.4411801	218.3466859	156.5724831	278.24527	234.0554455	246.9012333	312.1540676	500.6538534	897.4208492
DRD1	0.310467494	0.107969334	0.140583381	0.185505935	0.082206718	12.2075237	0.205170248	2.138444605	0	0.032459055
TMEM186	9.838441304	9.417034128	11.89985012	10.4935962	13.70355792	14.40537918	9.300595655	21.74343225	17.73248831	22.31957122
SDR42E1	1.788261329	1.53934081	1.794323604	1.401671694	1.944588152	0.149514315	1.339117179	1.691982357	4.677537685	0.049714594
RBM33	4.954444044	3.722004084	4.91284746	4.484070595	4.238153209	11.56276072	5.577507107	8.753583764	10.27950787	7.710763093
ARMCX2	2.994374042	1.639659123	2.921878089	1.927773129	2.120249228	0.887938438	0.654360364	1.599881224	3.241005713	11.07268881
OR51B2	0	0	0	0	0	0	0	0	0	0
BTBD6	32.29968187	39.24079445	34.23838884	39.96004131	36.75864927	37.6564704	18.61355912	18.35669346	39.45153879	81.2804172
SRY	0	0	0	0	0	0	0	0	0	0
H1FX	112.1085429	84.90812555	92.31499578	81.59171428	92.58618463	313.2824717	186.8124479	109.4499068	56.12826555	165.2939551
RBM43	5.562370889	3.639573438	7.575641102	2.3755378	7.807058922	11.5647036	5.383326091	6.587706314	9.800640742	5.119055077
SUMO3	48.51536264	44.09475859	57.88952946	43.43780358	70.79260224	127.6604506	92.33820327	71.54183078	81.94387796	85.01266379
IMMP2L	9.451898362	8.340955503	12.88221033	10.29619394	10.40540393	15.14074613	6.928107494	22.24688455	7.432344885	30.82369295
TCEAL2	0.232456408	0.233537511	0.205255111	0.406264679	0.366739335	0	0	0	0	0.078984998
CLCNKB	0	0	0	0.051176663	0.018899061	0	0	0	0.040592804	0.470120645
DMRTC1B	0	0	0	0	0	0	0	0	0	0
JAG2	1.150254048	0.783073508	1.799669456	1.105078313	1.771306114	3.88281699	1.896813082	2.516811621	3.00260473	13.14450141
FMNL1	3.83387384	2.606319931	7.221858819	4.873972555	5.601356283	6.185964686	1.549959969	0.995693932	13.10970489	4.87205867
NUTM2A	0.133358256	0.076559129	0.044858325	0.059192527	0.404396016	0.350426014	0.125157793	0.420930082	0.011737726	0.064732884
PTRHD1	13.53534126	17.22619341	18.81912055	12.63209293	15.70424198	16.52616123	28.81515998	14.03675798	20.94168365	48.90827727
LCN12	5.769932528	2.346310533	8.612559799	1.974141131	12.45265073	11.3047572	21.43488154	13.61916015	1.73515158	14.16717405
OR6A2	0	0	0	0	0	0	0	0	0	0
WT1	0.188316254	0.035473513	0.027713349	0.054853469	0.297100769	5.788318303	0.4401414	0.027373625	0.087018418	2.079573416
ZFP90	4.154276023	1.968939276	4.86650164	2.508590281	3.380959781	11.2101567	3.459419325	6.146984563	7.993165804	5.027206542
AQP12A	0	0	0	0	0	0	0	0	0	0
FAM227A	0.044902186	0.009022203	0.026431918	0.034878075	0.061824698	0.043469872	0.009076536	0.020886322	0.354111125	0.732338412
OR6C70	0	0	0	0	0	0	0	0	0	0.350343469
MUC6	7.90351788	1.575359868	12.55755543	0.232001276	7.038603979	0.1779397	0.0116106	0.053435083	0.941338362	1.139771893
NOC4L	17.51219345	13.23118337	20.78583138	16.23430185	24.36395365	42.59182723	32.93956491	29.79773562	24.57779253	29.24920758
USP18	17.64463151	7.835380948	47.56959933	13.17573112	63.81468006	14.08807695	8.204304312	8.778563409	7.060631125	10.07468678
NDUFA6	104.2025249	115.5748858	135.8804297	84.49839884	122.2681536	132.8499873	85.10407674	164.349447	207.1360062	180.5631644
CHRM5	0.049931972	0.016721398	0.068583036	0.051713327	0.038194492	0.20946993	0.235509361	0.096774729	0.030763861	0.113107278
SORCS2	2.513561409	3.125768529	6.992114841	6.619199458	1.653052997	0.296753956	2.277118647	0.106937837	6.317334662	1.895614951
TMEM121	0.813597429	2.426600702	0.419062519	2.804354796	0.437586706	0.541505833	0.077090971	0.591322058	0.438611218	4.388603965
TMEM106A	7.76818367	1.794719778	4.461252643	3.111604053	5.776487058	2.698955243	3.870942333	13.97510417	4.819450745	0.901294569
SIVA1	19.76500035	30.69167477	18.5321098	29.16206123	21.32921236	37.73917172	25.76456874	20.03759671	34.95885693	63.6178847
BRI3BP	5.88365072	5.172137485	6.961178105	5.825829516	5.965502142	25.64596743	7.006403482	9.51779461	20.41310332	4.602052368
