Rank	Score	Type	ID	Name	Description
3589	0	cp	BRD-K08206212	entecavir	Reverse transcriptase inhibitor
3590	0	cp	BRD-K71823332	epothilone-a	Microtubule stabilizing agent
3591	0	cp	BRD-K00656370	6-aminochrysene	Transferase inhibitor
3598	-0.11	cp	BRD-K30240666	clemastine	Histamine receptor antagonist
3603	-0.14	cp	BRD-K53737926	amitriptyline	Norepinephrine inhibitor
3604	-0.14	cp	BRD-A75769826	SDM25N	Opioid receptor antagonist
3605	-0.21	cp	BRD-K32645441	dipropyl-5ct	Serotonin receptor agonist
3609	-0.25	cp	BRD-A17655518	ibuprofen	Cyclooxygenase inhibitor
3615	-0.28	cp	BRD-K37289225	clozapine	Dopamine receptor antagonist
3618	-0.32	cp	BRD-K71103788	duloxetine	Serotonin reuptake inhibitor
3622	-0.35	cp	BRD-K52930707	rescinnamine	ACE inhibitor
3623	-0.35	cp	BRD-K97810537	beclometasone	Glucocorticoid receptor agonist
3628	-0.39	cp	BRD-K21667562	AM-404	Cyclooxygenase inhibitor
3630	-0.42	cp	BRD-K39965020	doconexent	PPAR receptor agonist
3636	-0.43	cp	BRD-K77133231	PD-169316	p38 MAPK inhibitor
3637	-0.43	cp	BRD-A08877921	cephalotaxine	Protein synthesis inhibitor
3639	-0.46	cp	BRD-K34154330	tracazolate	GABA receptor modulator
3640	-0.46	cp	BRD-K88611939	aniracetam	Glutamate receptor agonist
3642	-0.49	cp	BRD-K32526544	DCEBIO	Potassium channel activator
3643	-0.49	cp	BRD-K05906022	limonin	HIV protease inhibitor
3644	-0.49	cp	BRD-A65597028	RX-821002	Adrenergic receptor antagonist
3646	-0.49	cp	BRD-K55127134	fluphenazine	Dopamine receptor antagonist
3647	-0.49	cp	BRD-K92000912	AM-251	Cannabinoid receptor antagonist
3648	-0.49	cp	BRD-A70407468	PSB-36	Adenosine receptor antagonist
3657	-0.53	cp	BRD-A71657825	2-(biphenyl-4-ylsulfonamido)pentanedioic-acid	Matrix metalloprotease inhibitor
3658	-0.55	cp	BRD-K94920105	DR-2313	PARP inhibitor
3663	-0.56	cp	BRD-K16664969	GTP-14564	FLT3 inhibitor
3667	-0.56	cp	BRD-A80793822	pemoline	Dopamine receptor agonist
3668	-0.56	cp	BRD-K09778810	FGIN-1-27	Inositol monophosphatase inhibitor
3669	-0.56	cp	BRD-K47207162	zimelidine	Serotonin reuptake inhibitor
3674	-0.59	cp	BRD-A72988804	tiaprofenic-acid	Cyclooxygenase inhibitor
3677	-0.6	cp	BRD-K05434375	HA-1004	Calcium channel blocker
3679	-0.6	cp	BRD-K59369769	tozasertib	Aurora kinase inhibitor
3680	-0.6	cp	BRD-K63550407	erythromycin	NFkB pathway inhibitor
3682	-0.63	cp	BRD-K28849549	mesalazine	Cyclooxygenase inhibitor
3683	-0.63	cp	BRD-K57011718	UK-356618	Metalloproteinase inhibitor
3684	-0.63	cp	BRD-K77771411	moxonidine	Imidazoline receptor agonist
3685	-0.63	cp	BRD-M45964048	verteporfin	Photosensitizing agent
3686	-0.63	cp	BRD-K46678324	RHO-kinase-inhibitor-II	Rho associated kinase inhibitor
3695	-0.67	cp	BRD-K17743697	KB-R7943	Sodium/calcium exchange inhibitor
3696	-0.67	cp	BRD-K75958195	pizotifen	Serotonin receptor antagonist
3697	-0.67	cp	BRD-A73741725	exemestane	Aromatase inhibitor
3698	-0.67	cp	BRD-A31159102	fluoxetine	Selective serotonin reuptake inhibitor (SSRI)
3699	-0.67	cp	BRD-K08589866	linsitinib	IGF-1 inhibitor
3701	-0.7	cp	BRD-K27871032	lysergol	Ergoline alkaloid
3703	-0.71	cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist
3707	-0.74	cp	BRD-K60298136	ITE	Aryl hydrocarbon receptor agonist
3708	-0.74	cp	BRD-K09132007	D-4476	TGF beta receptor inhibitor
3712	-0.78	cp	BRD-K53414658	tivozanib	VEGFR inhibitor
3717	-0.81	cp	BRD-A70514680	articaine	Local anesthetic
3728	-0.88	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
3733	-0.92	cp	BRD-K25905511	buddleoflavonoloside	Acetylcholinesterase inhibitor
3734	-0.92	cp	BRD-A31521121	methocarbamol	Muscle relaxant
3738	-0.95	cp	BRD-A11990600	lorazepam	Benzodiazepine receptor agonist
3739	-0.95	cp	BRD-K06147391	telenzepine	Acetylcholine receptor antagonist
3740	-0.95	cp	BRD-K26521938	dinoprostone	Prostanoid receptor agonist
3741	-0.95	cp	BRD-A75455249	kavain	Calcium channel modulator
3742	-0.95	cp	BRD-K27710560	splitomycin	SIRT inhibitor
3743	-0.95	cp	BRD-K76587808	fraxetin	Antioxidant
3752	-0.99	cp	BRD-K99498722	NPI-2358	Tubulin inhibitor
3753	-0.99	cp	BRD-A13084692	troglitazone	Insulin sensitizer
3754	-0.99	cp	BRD-A06726973	dibutyrylcyclic-gmp	cGMP analog
3765	-1.02	cp	BRD-K97309399	thiothixene	Dopamine receptor antagonist
3766	-1.02	cp	BRD-K34092021	arvanil	TRPV agonist
3776	-1.06	cp	BRD-K23583188	lavendustin-a	EGFR inhibitor
3777	-1.06	cp	BRD-K51223576	AG-99	Tyrosine kinase inhibitor
3784	-1.09	cp	BRD-K78294846	osthol	Calcium channel blocker
3785	-1.09	cp	BRD-K83302049	protopine	Histamine receptor antagonist
3786	-1.09	cp	BRD-K35559145	levomepromazine	Dopamine receptor antagonist
3795	-1.13	cp	BRD-A44133049	azasetron	Serotonin receptor antagonist
3796	-1.13	cp	BRD-A28856712	tetryzoline	Adrenergic receptor agonist
3799	-1.16	cp	BRD-K36965586	m-chlorophenylbiguanide	Serotonin receptor agonist
3800	-1.16	cp	BRD-K39520573	GW-5074	Leucine rich repeat kinase inhibitor
3801	-1.16	cp	BRD-K41713976	E-4031	Potassium channel blocker
3805	-1.17	cp	BRD-K38436528	imipramine	Norepinephrine reuptake inhibitor
3813	-1.2	cp	BRD-K25186396	tangeritin	Cell cycle inhibitor
3814	-1.2	cp	BRD-K97330509	SRC-kinase-inhibitor-II	SRC inhibitor
3815	-1.2	cp	BRD-K96319534	phentermine	Dopamine uptake inhibitor
3823	-1.23	cp	BRD-K88789588	letrozole	Aromatase inhibitor
3828	-1.27	cp	BRD-A39052811	mosapride	Serotonin receptor agonist
3829	-1.27	cp	BRD-K64614248	salicin	Anti-inflammatory
3830	-1.27	cp	BRD-A93255169	thalidomide	TNF production inhibitor
3835	-1.3	cp	BRD-A84389633	tropanyl-3,5-dimethylbenzoate	Serotonin receptor antagonist
3836	-1.3	cp	BRD-A41451487	PK-11195	Benzodiazepine receptor antagonist
3840	-1.31	cp	BRD-K12260308	xanthoxyline	Antifungal
3844	-1.34	cp	BRD-K07736136	VX-702	p38 MAPK inhibitor
3845	-1.34	cp	BRD-K13087974	4,5-dianilinophthalimide	EGFR inhibitor
3848	-1.37	cp	BRD-K73982490	BI-78D3	JNK inhibitor
3849	-1.37	cp	BRD-K31238592	devazepide	CCK receptor antagonist
3853	-1.37	cp	BRD-K72903603	zidovudine	Reverse transcriptase inhibitor
3862	-1.41	cp	BRD-A71262238	nafadotride	Dopamine receptor antagonist
3863	-1.41	cp	BRD-K59256312	gabexate	Serine protease inhibitor
3870	-1.46	cp	BRD-K72029282	probucol	Atherogenesis inhibitor
3881	-1.48	cp	BRD-K02526760	QS-11	ARFGAP inhibitor
3882	-1.48	cp	BRD-A13650332	flucloxacillin	Bacterial cell wall synthesis inhibitor
3900	-1.55	cp	BRD-K25224017	pirenperone	Serotonin receptor antagonist
3904	-1.56	cp	BRD-K91263825	nortriptyline	Tricyclic antidepressant
3911	-1.59	cp	BRD-K82091397	SB-239063	p38 MAPK inhibitor
3912	-1.59	cp	BRD-K14965640	ibuprofen	Cyclooxygenase inhibitor
3913	-1.59	cp	BRD-A02710418	meptazinol	Opioid receptor agonist
3914	-1.59	cp	BRD-A71765365	mepireserpate	Catecholamine depleting sympatholytic
3915	-1.59	cp	BRD-A70083328	secnidazole	Acetylcholinesterase inhibitor
3920	-1.62	cp	BRD-K05104363	PD-184352	MEK inhibitor
3921	-1.62	cp	BRD-A52172093	VU-0413807-2	Calcium channel blocker
3941	-1.69	cp	BRD-A18579359	wiskostatin	Neural Wiskott-Aldrich syndrome protein inhibitor
3942	-1.69	cp	BRD-A72758037	asiatic-acid	Apoptosis stimulant
3943	-1.69	cp	BRD-K36927236	glibenclamide	Sulfonylurea
3949	-1.73	cp	BRD-K20141153	atomoxetine	Norepinephrine transporter inhibitor
3950	-1.73	cp	BRD-A39415247	norethisterone	Progesterone receptor agonist
3951	-1.73	cp	BRD-K60230970	MG-132	Proteasome inhibitor
3955	-1.76	cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist
3956	-1.76	cp	BRD-K96271548	coumaric-acid	Antioxidant
3962	-1.76	cp	BRD-K90027355	spironolactone	Mineralocorticoid receptor antagonist
3974	-1.83	cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist
3975	-1.83	cp	BRD-A94669766	naringenin	Aromatase inhibitor
3976	-1.83	cp	BRD-A21858158	praziquantel	Anthelmintic
3984	-1.85	cp	BRD-K89125793	tinidazole	Antiprotozoal
3989	-1.87	cp	BRD-K40902647	vincamine	Adrenergic receptor antagonist
3990	-1.87	cp	BRD-A95096829	PNU-96415E	Dopamine receptor antagonist
3991	-1.87	cp	BRD-K89375097	pirenzepine	Acetylcholine receptor antagonist
3992	-1.87	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
3994	-1.89	cp	BRD-A92161634	scopoline	Acetylcholine receptor antagonist
4001	-1.9	cp	BRD-K32330832	VER-155008	HSP inhibitor
4002	-1.9	cp	BRD-K65639003	icariin	Phosphodiesterase inhibitor
4003	-1.9	cp	BRD-K53979406	ALX-5407	Glycine transporter inhibitor
4006	-1.9	cp	BRD-K81272440	dantrolene	Calcium channel blocker
4009	-1.94	cp	BRD-K71534238	GW-9508	Free fatty acid receptor agonist
4010	-1.94	cp	BRD-K84663978	trequinsin	Phosphodiesterase inhibitor
4011	-1.94	cp	BRD-A16700644	isoxsuprine	Adrenergic receptor agonist
4025	-2.02	cp	BRD-A02189320	met-leu-phe	-666
4033	-2.08	cp	BRD-K60160658	tiagabine	GABA uptake inhibitor
4034	-2.08	cp	BRD-K47780086	penciclovir	DNA directed DNA polymerase inhibitor
4042	-2.1	cp	BRD-K31611373	fluprostenol	Prostanoid receptor agonist
4043	-2.11	cp	BRD-K38903228	hesperidin	Flavanone glycoside
4044	-2.11	cp	BRD-K95885906	quercetagetin	PIM inhibitor
4048	-2.11	cp	BRD-K47323024	methapyrilene	Histamine receptor antagonist
4057	-2.15	cp	BRD-K64835161	BRD-K64835161	-666
4063	-2.18	cp	BRD-K15868788	SDZ-205-557	Serotonin receptor antagonist
4064	-2.18	cp	BRD-K49448285	bisindolylmaleimide	CDK inhibitor
4067	-2.18	cp	BRD-K38197229	bumetanide	Solute carrier family member inhibitor
4068	-2.18	cp	BRD-K92991072	PAC-1	Caspase activator
4070	-2.2	cp	BRD-K22031190	diflunisal	Prostanoid receptor antagonist
4075	-2.22	cp	BRD-M72442222	vicriviroc	CC chemokine receptor antagonist
4076	-2.22	cp	BRD-K09416995	lovastatin	HMGCR inhibitor
4077	-2.22	cp	BRD-K92015269	GBR-12783	Dopamine uptake inhibitor
4078	-2.22	cp	BRD-K59058766	chlorprothixene	Dopamine receptor antagonist
4082	-2.22	cp	BRD-K64052750	gefitinib	EGFR inhibitor
4083	-2.22	cp	BRD-A61392169	eliprodil	Glutamate receptor antagonist
4088	-2.26	cp	BRD-A16444946	acarbose	Glucosidase inhibitor
4089	-2.26	cp	BRD-K78485176	olmesartan	Angiotensin receptor antagonist
4093	-2.27	cp	BRD-K31633810	DAU-5884	Acetylcholine receptor antagonist
4097	-2.28	cp	BRD-K36153907	KU-C103885	Cystic fibrosis transmembrane conductance regulator inhibitor
4098	-2.28	cp	BRD-K49027941	PSB-1115	Adenosine receptor antagonist
4099	-2.29	cp	BRD-A63546914	RO-04-5595	Glutamate receptor antagonist
4100	-2.29	cp	BRD-K48029790	OBAA	Phospholipase inhibitor
4107	-2.33	cp	BRD-K99922388	DPO-1	Potassium channel blocker
4108	-2.33	cp	BRD-A73368467	fexofenadine	Histamine receptor antagonist
4109	-2.33	cp	BRD-K07888107	depudecin	HDAC inhibitor
4119	-2.36	cp	BRD-K80725632	lavendustin-c	EGFR inhibitor
4120	-2.36	cp	BRD-K45330754	diethylstilbestrol	Estrogen receptor agonist
4127	-2.41	cp	BRD-A56675431	altizide	Thiazide diuretic
4138	-2.43	cp	BRD-A77050075	heraclenol	Vitamin K antagonist
4141	-2.43	cp	BRD-K86434416	selegiline	Monoamine oxidase inhibitor
4148	-2.46	cp	BRD-K27721098	clopidogrel	Purinergic receptor antagonist
4149	-2.47	cp	BRD-K19462402	buflomedil	Adrenergic receptor antagonist
4150	-2.47	cp	BRD-K31471398	dihydrexidine	Dopamine receptor agonist
4151	-2.47	cp	BRD-K29555132	arachidonamide	Cannabinoid receptor agonist
4167	-2.5	cp	BRD-K31553034	zibotentan	Endothelin receptor antagonist
4170	-2.54	cp	BRD-K35240538	methylprednisolone	Glucocorticoid receptor agonist
4171	-2.54	cp	BRD-K89274813	DMP-543	Acetylcholine release stimulant
4172	-2.54	cp	BRD-A10903566	imiloxan	Adrenergic receptor antagonist
4176	-2.56	cp	BRD-K54759182	dosulepin	Norepinephrine reuptake inhibitor
4183	-2.6	cp	BRD-A65767837	hydrocortisone	Glucocorticoid receptor agonist
4186	-2.61	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
4189	-2.63	cp	BRD-A74907996	equol	Estrogen receptor agonist
4192	-2.64	cp	BRD-K76908866	CP-724714	EGFR inhibitor
4193	-2.64	cp	BRD-A17428743	BW-723C86	Serotonin receptor agonist
4194	-2.64	cp	BRD-A33711280	metixene	Acetylcholine receptor antagonist
4201	-2.68	cp	BRD-A01643550	prednisolone	Glucocorticoid receptor agonist
4202	-2.68	cp	BRD-K39915878	loxapine	Dopamine receptor antagonist
4214	-2.71	cp	BRD-K80778372	RO-19-4605	GABA benzodiazepine site receptor inverse agonist
4220	-2.74	cp	BRD-K27141178	SB-203186	Serotonin receptor antagonist
4221	-2.75	cp	BRD-K91290917	amodiaquine	Histamine receptor agonist
4226	-2.78	cp	BRD-A74980173	gatifloxacin	Bacterial DNA gyrase inhibitor
4229	-2.79	cp	BRD-K29313308	HDAC3-selective	HDAC inhibitor
4230	-2.8	cp	BRD-K89402695	L-655240	Thromboxane receptor antagonist
4231	-2.8	cp	BRD-K59332007	linopirdine	Potassium channel blocker
4233	-2.82	cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor
4237	-2.82	cp	BRD-A83937277	mephenytoin	Hydantoin antiepileptic
4238	-2.82	cp	BRD-A94793051	gestrinone	Progesterone receptor antagonist
4239	-2.82	cp	BRD-A30205217	ethotoin	Hydantoin antiepileptic
4240	-2.83	cp	BRD-K87158025	benzamil	Sodium channel blocker
4246	-2.85	cp	BRD-K93332168	isocarboxazid	Monoamine oxidase inhibitor
4247	-2.85	cp	BRD-K37206356	rhamnetin	HDAC inhibitor
4252	-2.87	cp	BRD-K13261168	LY-16350	Dopamine receptor agonist
4257	-2.89	cp	BRD-K73397362	purmorphamine	Smoothened receptor agonist
4260	-2.92	cp	BRD-K77171813	proxyfan	Histamine receptor modulator
4267	-2.92	cp	BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
4268	-2.92	cp	BRD-A65013509	oxybutynin	Acetylcholine receptor antagonist
4283	-3.03	cp	BRD-K83837640	JNJ-26854165	HDAC inhibitor
4284	-3.03	cp	BRD-K40965114	cyanopindolol	Adrenergic receptor antagonist
4289	-3.05	cp	BRD-K91442916	CAM-9-026	Membrane metalloendopeptidase inhibitor
4300	-3.09	cp	BRD-K50311478	tosyl-phenylalanyl-chloromethyl-ketone	Chymotrypsin inhibitor
4305	-3.1	cp	BRD-A31312900	montelukast	Leukotriene receptor antagonist
4306	-3.1	cp	BRD-K68756823	FR-180204	-666
4310	-3.13	cp	BRD-K25310650	ormetoprim	Bacterial antifolate
4314	-3.14	cp	BRD-K56745457	azauridine	Antiviral
4321	-3.17	cp	BRD-K36529613	PU-H71	HSP inhibitor
4322	-3.17	cp	BRD-K55034111	pefloxacin	Bacterial DNA gyrase inhibitor
4323	-3.17	cp	BRD-K94832621	Y-134	Estrogen receptor antagonist
4324	-3.17	cp	BRD-K68341547	W-9	Calmodulin antagonist
4325	-3.17	cp	BRD-K63165456	norcyclobenzaprine	Adrenergic receptor agonist
4326	-3.17	cp	BRD-K82983861	GW-0742	PPAR receptor agonist
4328	-3.17	cp	BRD-A33447119	oxfendazole	Anthelmintic
4336	-3.21	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
4337	-3.21	cp	BRD-K00675675	CL-82198	Metalloproteinase inhibitor
4338	-3.21	cp	BRD-A52588987	SKF-83566	Dopamine receptor antagonist
4339	-3.21	cp	BRD-A62525898	prednisone	Glucocorticoid receptor agonist
4340	-3.23	cp	BRD-K82147103	lofepramine	Norepinephrine reuptake inhibitor
4344	-3.24	cp	BRD-K69195780	NAN-190	Serotonin receptor agonist
4345	-3.24	cp	BRD-K87696786	LY-456236	Glutamate receptor antagonist
4346	-3.24	cp	BRD-K47936004	piribedil	Dopamine receptor agonist
4347	-3.24	cp	BRD-A05186015	bupropion	Dopamine uptake inhibitor
4353	-3.28	cp	BRD-K30677119	PP-30	RAF inhibitor
4358	-3.3	cp	BRD-A63667919	methylergometrine	Dopamine receptor antagonist
4360	-3.3	cp	BRD-K62056274	quipazine	Serotonin receptor agonist
4361	-3.31	cp	BRD-K54704028	BAY-36-7620	Glutamate receptor antagonist
4362	-3.31	cp	BRD-A79672927	tropicamide	Acetylcholine receptor antagonist
4372	-3.35	cp	BRD-K55748775	SCH-28080	ATPase inhibitor
4377	-3.38	cp	BRD-K11399644	phenformin	AMPK activator
4391	-3.45	cp	BRD-K74514084	pazopanib	KIT inhibitor
4392	-3.45	cp	BRD-K53263234	CITCO	CAR agonist
4399	-3.49	cp	BRD-K28912512	nicotinamide	Protein synthesis stimulant
4402	-3.5	cp	BRD-A65282128	cefazolin	Bacterial cell wall synthesis inhibitor
4406	-3.52	cp	BRD-K78659596	MLN-2238	Proteasome inhibitor
4407	-3.52	cp	BRD-K57033106	tripelennamine	Histamine receptor antagonist
4408	-3.52	cp	BRD-A64227845	SKF-77434	Dopamine receptor agonist
4410	-3.53	cp	BRD-K09635314	M-3M3FBS	phospholipase activator
4416	-3.56	cp	BRD-K12120659	GR-144053	Integrin antagonist
4417	-3.56	cp	BRD-K85603128	resorcinol	Phosphodiesterase inhibitor
4418	-3.56	cp	BRD-A92826379	lupanine	Sodium channel blocker
4419	-3.56	cp	BRD-K03670461	tyrphostin-AG-82	EGFR inhibitor
4420	-3.57	cp	BRD-A72441487	stiripentol	GABA uptake inhibitor
4421	-3.57	cp	BRD-K66019333	oxantel	Anthelmintic
4423	-3.59	cp	BRD-K65146499	nabumetone	Cyclooxygenase inhibitor
4430	-3.63	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
4431	-3.63	cp	BRD-K59570838	homoveratrylamine	Dopamine analog
4435	-3.64	cp	BRD-K63150726	JTE-907	Cannabinoid receptor inverse agonist
4436	-3.65	cp	BRD-K42748308	XE-991	Potassium channel blocker
4440	-3.68	cp	BRD-A54490543	pirlindole	Monoamine oxidase inhibitor
4446	-3.7	cp	BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist
4450	-3.74	cp	BRD-K94919853	10H-phenothiazin-10-yl)(p-tolyl)methanone	Butyrylcholinesterase inhibitor
4453	-3.74	cp	BRD-A16754160	ampicillin	Bacterial cell wall synthesis inhibitor
4456	-3.75	cp	BRD-A37347161	BRL-52537	Opioid receptor agonist
4460	-3.79	cp	BRD-K93441486	diphemanil	Acetylcholine receptor antagonist
4467	-3.81	cp	BRD-K94689771	pinocembrin	CYP1B1 inhibitor
4468	-3.81	cp	BRD-K34170797	fexaramine	FXR agonist
4470	-3.82	cp	BRD-A62434282	goserelin	Gonadotropin releasing factor hormone receptor agonist
4471	-3.82	cp	BRD-K52620403	STO-609	Calmodulin antagonist
4474	-3.84	cp	BRD-A76093993	cromakalim	Potassium channel activator
4475	-3.84	cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist
4480	-3.88	cp	BRD-A41692738	TGX-221	PI3K inhibitor
4482	-3.88	cp	BRD-K63068307	ZSTK-474	PI3K inhibitor
4494	-3.96	cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist
4502	-3.98	cp	BRD-K57222227	indometacin	Cyclooxygenase inhibitor
4505	-4	cp	BRD-K13544237	r(-)-propylnorapomorphine	Dopamine receptor agonist
4507	-4.02	cp	BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor
4513	-4.05	cp	BRD-K45158365	valsartan	Angiotensin receptor antagonist
4517	-4.07	cp	BRD-A49160188	donepezil	Acetylcholinesterase inhibitor
4519	-4.07	cp	BRD-K47639036	flavoxate	Acetylcholine receptor antagonist
4522	-4.09	cp	BRD-A53077924	tianeptine	Selective serotonin reuptake enhancer (SSRE)
4524	-4.09	cp	BRD-A58048407	nimodipine	Calcium channel blocker
4525	-4.09	cp	BRD-K14993104	bemegride	Chemoreceptor agonist
4529	-4.12	cp	BRD-K42142750	retrorsine	Antimitotic
4530	-4.12	cp	BRD-A50311610	meclozine	CAR agonist
4531	-4.16	cp	BRD-A98378129	talniflumate	Cyclooxygenase inhibitor
4536	-4.17	cp	BRD-A41450521	tosufloxacin	Bacterial DNA gyrase inhibitor
4539	-4.17	cp	BRD-K32821942	azathioprine	Dehydrogenase inhibitor
4541	-4.19	cp	BRD-K37792168	denbufylline	Phosphodiesterase inhibitor
4543	-4.2	cp	BRD-A32349859	methyl-angolensate	Apoptosis inhibitor
4544	-4.2	cp	BRD-K79254416	decitabine	DNA methyltransferase inhibitor
4549	-4.24	cp	BRD-K54210043	NS-1619	Calcium channel activator
4551	-4.25	cp	BRD-K76304753	phenazopyridine	Local anesthetic
4558	-4.27	cp	BRD-K74141488	naftifine	Fungal squalene epoxidase inhibitor
4565	-4.3	cp	BRD-A51382177	fosinopril	ACE inhibitor
4569	-4.33	cp	BRD-K29530284	amlexanox	Histamine receptor modulator
4570	-4.33	cp	BRD-K06208435	YS-035	Calcium channel blocker
4571	-4.33	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
4572	-4.33	cp	BRD-K14282469	LY-165163	Serotonin receptor antagonist
4573	-4.33	cp	BRD-K16233984	eriochrome-black-t	Azo dye
4574	-4.33	cp	BRD-A85025557	NCS-382	GABA receptor antagonist
4576	-4.34	cp	BRD-K94512704	spiramide	Dopamine receptor antagonist
4581	-4.36	cp	BRD-K91904471	SD-169	p38 MAPK inhibitor
4582	-4.36	cp	BRD-A37837077	cyclazosin	Adrenergic receptor antagonist
4589	-4.42	cp	BRD-K43736954	cortisone	Glucocorticoid receptor agonist
4591	-4.43	cp	BRD-A43882281	pinacidil	ATP channel activator
4593	-4.44	cp	BRD-A93000692	ciglitazone	PPAR receptor agonist
4594	-4.44	cp	BRD-K00603606	ticlopidine	Purinergic receptor antagonist
4595	-4.46	cp	BRD-A51714012	venlafaxine	Adrenergic inhibitor
4596	-4.47	cp	BRD-K66175015	afatinib	EGFR inhibitor
4600	-4.47	cp	BRD-K22662435	ganciclovir	DNA polymerase inhibitor
4602	-4.48	cp	BRD-K95851186	CGP-13501	GABA receptor modulator
4604	-4.51	cp	BRD-K96144918	mead-acid	KPL-1 tumor suppressor
4610	-4.55	cp	BRD-K71289571	zafirlukast	Leukotriene receptor antagonist
4611	-4.57	cp	BRD-K19605405	ZM-241385	Adenosine receptor antagonist
4612	-4.58	cp	BRD-K17796732	JWH-015	Cannabinoid receptor agonist
4614	-4.6	cp	BRD-A54487287	cortisone	Glucocorticoid receptor agonist
4617	-4.61	cp	BRD-A52650764	ingenol	PKC activator
4618	-4.62	cp	BRD-K52735702	cefdinir	Bacterial cell wall synthesis inhibitor
4619	-4.62	cp	BRD-K62792802	LY-83583	Guanylyl cyclase inhibitor
4624	-4.64	cp	BRD-K53913732	SB-408124	Orexin receptor antagonist
4625	-4.64	cp	BRD-K75478907	GS-39783	GABA receptor modulator
4628	-4.67	cp	BRD-K43468059	byssochlamic-acid	Mycotoxin
4634	-4.69	cp	BRD-K56047318	RHC-80267	Triacylglycerol lipase inhibitor
4635	-4.69	cp	BRD-A23290232	westcort	Glucocorticoid receptor agonist
4640	-4.72	cp	BRD-K18574842	nafcillin	Bacterial cell wall synthesis inhibitor
4641	-4.72	cp	BRD-K64755930	etazolate	Phosphodiesterase inhibitor
4645	-4.72	cp	BRD-K60762818	desipramine	Tricyclic antidepressant
4650	-4.75	cp	BRD-A26097136	bulleyaconitine-a	Non-opiod analgesic
4651	-4.75	cp	BRD-A97674275	ranolazine	Sodium channel blocker
4652	-4.76	cp	BRD-A35338386	NECA	Adenosine receptor agonist
4654	-4.76	cp	BRD-K12513978	fenbufen	Cyclooxygenase inhibitor
4659	-4.78	cp	BRD-A55913614	primaquine	Antimalarial
4660	-4.79	cp	BRD-K52020312	metronidazole	DNA inhibitor
4661	-4.79	cp	BRD-K40645748	mefloquine	Adenosine receptor antagonist
4663	-4.82	cp	BRD-K04993501	cefixime	Bacterial cell wall synthesis inhibitor
4669	-4.85	cp	BRD-K04146668	GW-441756	Growth factor receptor inhibitor
4672	-4.86	cp	BRD-A97730597	hexylcaine	Sodium channel blocker
4680	-4.92	cp	BRD-K53220666	trimetozine	Sedative
4682	-4.94	cp	BRD-K41868777	W-5	Calmodulin antagonist
4685	-4.96	cp	BRD-K25394294	oxaprozin	Cyclooxygenase inhibitor
4687	-4.97	cp	BRD-K37516142	idebenone	Calcium channel modulator
4688	-4.97	cp	BRD-K85871428	SC-68376	p38 MAPK inhibitor
4689	-4.97	cp	BRD-K08890269	CO-102862	Sodium channel blocker
4697	-5	cp	BRD-K46056750	AZD-7762	CHK inhibitor
4698	-5.01	cp	BRD-K10974103	diloxanide	Protein synthesis inhibitor
4703	-5.03	cp	BRD-A95869247	indapamide	Thiazide diuretic
4705	-5.05	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
4708	-5.06	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
4714	-5.11	cp	BRD-K82688027	RG-13022	PDGFR receptor inhibitor
4715	-5.11	cp	BRD-A63043573	cabergoline	Dopamine receptor agonist
4716	-5.12	cp	BRD-K24240364	GYKI-52466	Glutamate receptor antagonist
4717	-5.12	cp	BRD-K59574735	ubenimex	Leukotriene inhibitor
4718	-5.13	cp	BRD-K09635134	l-erythro-MAPP	negative control for D-erythro-MAPP
4720	-5.14	cp	BRD-K82164249	andarine	Androgen receptor modulator
4727	-5.19	cp	BRD-A94709349	metaxalone	Muscle relaxant
4728	-5.19	cp	BRD-K12002134	megestrol	progesterone receptor agonist
4730	-5.2	cp	BRD-K01902415	pirinixic-acid	PPAR receptor agonist
4731	-5.21	cp	BRD-K34608650	BRD-K34608650	Cannabinoid receptor agonist
4736	-5.24	cp	BRD-A08187463	racecadotril	Enkephalinase inhibitor
4737	-5.25	cp	BRD-K85030058	benactyzine	Acetylcholine receptor antagonist
4738	-5.25	cp	BRD-K46018455	bezafibrate	PPAR receptor agonist
4740	-5.26	cp	BRD-K62996583	lidoflazine	Calcium channel blocker
4742	-5.26	cp	BRD-K63641886	cefuroxime	Bacterial cell wall synthesis inhibitor
4744	-5.27	cp	BRD-K72222507	quinapril	ACE inhibitor
4747	-5.29	cp	BRD-K01095011	finasteride	5-alpha reductase inhibitor
