,TCGA-K4-A54R-11,TCGA-BL-A13J-11,TCGA-GD-A3OP-11,TCGA-CU-A0YN-11,TCGA-BT-A20R-11,TCGA-BT-A20Q-11,TCGA-K4-A3WV-11,TCGA-GD-A3OQ-11,TCGA-BT-A2LA-11,TCGA-BT-A2LB-11,TCGA-CU-A0YR-11,TCGA-BT-A20W-11,TCGA-GD-A2C5-11,TCGA-BT-A20U-11,TCGA-GC-A3WC-11,TCGA-BT-A20N-11,TCGA-GC-A3BM-11
ENSG00000131634,328,609,1291,395,575,337,2586,1746,1704,543,611,1084,1066,140,795,258,1407
ENSG00000131650,1,1,16,4,6,1,0,8,30,21,6,26,14,30,7,2,7
ENSG00000131652,1469,283,2123,482,808,356,1101,1258,1290,1380,566,945,1101,953,657,493,1338
ENSG00000131653,2276,2512,5901,3113,4163,2196,2944,5204,2256,4155,2760,3132,4658,4150,2945,2011,2335
ENSG00000131668,8,1,4,1,8,0,2,1,6,4,3,2,42,0,0,1,0
ENSG00000131669,2211,1521,2775,1445,2391,1273,1895,2440,3384,1443,2107,2860,1643,860,2048,1370,3096
ENSG00000131686,0,0,2,0,0,0,1,0,0,1,0,0,1,41,0,0,1
ENSG00000131697,402,196,562,302,476,210,366,822,250,355,358,463,475,244,342,197,462
ENSG00000131711,2077,27050,3481,30756,52872,28822,1847,12578,3362,2368,18890,7598,1841,2966,15310,24432,2942
ENSG00000131721,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000131724,2202,2323,4148,2303,5959,1355,2435,4640,3164,6536,3446,3485,6349,4790,2307,1978,1969
ENSG00000131725,1515,1158,1086,1276,1893,944,673,1392,593,1314,1290,1063,1135,836,1138,1109,801
ENSG00000131730,34,456,78,278,907,342,83,225,42,97,451,98,38,54,403,285,96
ENSG00000131732,448,768,1104,534,958,650,956,1293,910,755,644,773,1436,676,884,556,741
ENSG00000131737,0,0,0,0,0,0,8,0,0,15,0,0,1,16,0,6,0
ENSG00000131738,3,0,4,0,1,0,0,8,1,33,0,6,1,44,2,0,1
ENSG00000131746,6113,6,19255,4,9,7,9425,11295,14094,25321,854,3529,14295,8458,2229,1,11628
ENSG00000131747,67,26,586,7916,314,41,95,713,595,2561,522,5431,7655,2589,448,130,1008
ENSG00000131748,2045,994,3696,836,1246,640,2554,3021,2738,2265,1368,1843,4960,1148,1824,583,1988
ENSG00000131759,3150,1336,5460,1811,3826,1422,1458,3093,3596,2745,3013,2164,3414,851,2224,1462,3098
ENSG00000131771,2081,140,8867,142,197,114,4050,3249,7740,907,678,929,2252,1080,635,120,3130
ENSG00000131773,374,547,252,875,680,922,168,859,226,209,597,724,227,71,435,541,446
ENSG00000131778,965,800,1503,1343,1710,837,1346,2438,1356,1625,1241,1544,1408,805,931,746,1090
ENSG00000131779,696,861,2521,710,508,709,2098,2317,1577,1549,1067,1103,2058,1194,1194,429,806
ENSG00000131781,300,63,328,160,127,69,669,1034,589,109,130,219,978,61,181,50,410
ENSG00000131788,1238,885,3624,939,1565,864,2047,3692,1090,2173,1607,1437,2009,1794,1333,655,1678
ENSG00000131791,594,3184,610,2773,5269,4205,1149,2801,279,355,2279,667,642,423,2297,2144,564
ENSG00000131797,972,130,792,76,175,71,841,1072,326,279,182,172,515,224,390,84,538
ENSG00000131808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000131828,2400,2775,4688,2179,5792,2299,2743,3874,3801,4140,2892,2710,2612,3330,2895,2147,2167
ENSG00000131831,1307,2572,778,2033,2248,1872,1519,1926,1411,866,2343,1531,811,339,2036,1607,1322
ENSG00000131844,3180,1076,5336,975,1944,861,7209,8401,4107,3215,1789,2836,5556,3267,2021,956,2222
ENSG00000131845,484,718,634,560,586,496,940,977,453,546,670,616,766,258,696,310,576
ENSG00000131848,211,62,502,72,150,68,305,434,314,270,118,217,353,172,142,45,260
ENSG00000131849,133,300,245,162,174,132,387,570,141,165,230,234,150,89,262,89,169
ENSG00000131864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000131871,3123,1119,3995,1074,2341,883,2450,2905,4187,3704,1416,2305,5401,1448,1695,943,2272
ENSG00000131873,6402,1121,2626,1330,7575,622,1874,3594,2693,3636,3147,4992,2745,736,1766,1518,2949
ENSG00000131876,1272,314,1782,407,855,297,1079,1276,1474,1588,572,948,1296,1163,673,270,965
ENSG00000131885,17,0,31,0,0,0,1,7,74,68,5,3,26,3,8,0,31
ENSG00000131899,1607,1151,3719,2098,2164,949,2425,3794,2015,4006,1744,1882,2086,1377,1516,723,1960
ENSG00000131910,0,0,1,0,0,0,0,2,0,1,0,0,8,1,1,0,1
ENSG00000131914,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000131931,138,520,373,451,542,419,348,626,238,328,389,453,428,236,456,337,200
ENSG00000131941,4962,27,2628,29,27,19,925,851,4126,487,127,553,2241,103,918,13,3367
ENSG00000131943,806,757,1547,854,1851,685,1172,1762,1552,770,1053,970,1417,489,965,767,843
ENSG00000131944,99,65,180,128,41,61,256,204,302,61,68,147,227,62,77,24,85
ENSG00000131951,9,0,21,0,1,0,10,10,0,13,0,7,23,9,5,0,21
ENSG00000131966,1555,1660,3833,1780,3542,1555,2539,3257,3489,3177,2410,2074,3535,1664,2358,1509,1853
ENSG00000131969,63,2,72,6,1,6,42,68,50,37,17,11,61,26,12,3,36
ENSG00000131979,2953,88,2846,57,2194,42,1384,2534,3257,1732,475,755,1322,835,590,169,2539
ENSG00000131981,17837,5920,33615,6126,16026,5692,14284,17486,29244,17131,10093,8466,18260,9553,10361,4459,20883
ENSG00000131982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132000,105,11,416,14,20,17,123,243,139,433,49,265,122,186,84,6,118
ENSG00000132002,7055,3827,21563,3273,9060,2590,7752,9753,10042,41601,3699,5290,13562,11971,5253,64580,11479
ENSG00000132003,815,199,1731,135,314,72,739,994,1140,2489,257,635,1270,1087,502,183,865
ENSG00000132004,156,110,688,164,233,93,548,555,550,477,182,351,705,294,189,94,246
ENSG00000132005,1787,248,1350,397,791,207,1185,1311,1331,1254,552,681,1372,658,577,277,1322
ENSG00000132010,15,7,35,10,5,12,36,45,42,20,22,18,66,18,17,5,26
ENSG00000132016,90,25,469,89,65,20,95,232,329,366,34,112,208,180,67,26,77
ENSG00000132017,1229,410,2181,657,669,375,1374,1487,1480,1755,792,968,1728,1092,938,316,961
ENSG00000132024,2707,1168,7212,1210,1779,1052,3404,4230,4284,3856,1519,1645,5311,2885,2060,945,2310
ENSG00000132026,2,0,3,3,2,1,0,1,6,0,4,3,178,0,3,1,1
ENSG00000132031,19,22,38,16,39,30,26,36,20,52,46,131,66,5,28,17,32
ENSG00000132109,766,565,2959,584,655,475,1276,1308,1298,939,685,835,1614,492,1006,356,717
ENSG00000132122,461,491,955,458,875,284,648,1244,784,381,538,628,723,200,539,296,768
ENSG00000132128,6535,3186,6785,3290,6197,2534,5541,6844,5559,5167,4455,3583,6105,2940,3810,2469,4538
ENSG00000132141,111,45,264,71,219,38,167,203,284,98,129,80,158,75,75,51,105
ENSG00000132153,4142,2691,6991,2663,5163,2258,4525,5643,5091,4698,3583,3630,5155,2377,3503,2383,3867
ENSG00000132155,4531,4005,7276,4233,7640,3666,4441,6864,4370,6512,4854,4144,5847,3120,5193,3296,4253
ENSG00000132164,153,6,952,4,6,1,313,331,109,505,29,179,80,466,21,0,180
ENSG00000132170,15689,233,7458,100,525,126,8111,8823,17086,918,1207,3603,7091,185,1793,114,4284
ENSG00000132182,654,117,1362,343,287,68,1076,1952,1333,2232,957,2395,2495,1337,1653,289,908
ENSG00000132185,3,3,9,57,30,1,11,1,13,544,408,107,601,145,469,105,6
ENSG00000132196,173,64,402,51,101,39,461,508,381,225,143,317,647,212,191,61,348
ENSG00000132199,1341,553,2369,414,995,486,2089,3713,781,1062,751,860,1056,1285,996,474,1972
ENSG00000132204,6,1,0,0,1,2,124,3,11,0,3,10,313,0,0,2,1
ENSG00000132205,741,909,896,1361,1702,517,722,1253,661,545,1117,1289,915,113,752,761,1105
ENSG00000132207,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1
ENSG00000132254,2589,830,3815,732,1711,766,2532,2623,3939,3407,1499,1312,3208,1480,1409,690,1709
ENSG00000132256,916,438,2810,704,834,377,1438,2633,1386,985,808,1188,1851,743,883,407,1184
ENSG00000132259,4,13,9,9,11,6,14,7,4,0,7,5,10,1,24,12,5
ENSG00000132274,2821,876,14759,796,2163,596,3127,4505,1958,2657,2584,3751,2842,933,3318,803,3131
ENSG00000132275,766,1127,1171,830,1247,812,854,1192,1023,1043,1273,646,839,664,1170,703,569
ENSG00000132286,1491,1554,1417,1225,2438,1176,1936,2096,1494,1023,1612,1111,1630,638,1465,1207,979
ENSG00000132294,2135,4336,4392,4512,8942,4535,2631,5807,1311,3067,4358,3761,5010,2101,3899,4041,2074
ENSG00000132297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132300,2025,1315,3396,1323,2563,1082,3305,4271,2038,2299,1878,2641,2609,1416,2070,1225,1978
ENSG00000132305,3250,3438,6248,3849,6267,3092,3854,5524,5602,4512,3619,3647,5105,2165,4406,2762,2978
ENSG00000132313,1001,1890,2535,1949,2516,1653,1863,2771,1721,1706,1758,1853,1948,1477,2039,1472,934
ENSG00000132321,334,15,224,55,72,11,481,597,406,78,96,148,1554,5,127,18,242
ENSG00000132323,1194,800,1858,697,1377,721,1391,1391,1588,1211,1013,814,1226,834,1191,657,1065
ENSG00000132326,5328,896,7225,1072,12234,761,2225,1860,3277,5925,1482,1862,3761,2436,2943,1785,8131
ENSG00000132329,415,4780,1292,2964,11384,6014,1348,1614,1264,605,4267,1450,1670,700,3484,4270,553
ENSG00000132330,61,34,136,45,92,43,104,164,101,74,51,69,141,55,79,34,69
ENSG00000132334,1767,504,1571,227,1430,129,835,2119,1253,3492,585,1066,1167,407,507,325,1564
ENSG00000132341,8604,4288,11214,6848,15073,4461,8160,10027,12357,14915,6361,8996,8211,8703,6416,4154,6657
ENSG00000132356,2941,2350,3998,2402,5528,1838,2991,5700,3481,2730,3386,3274,4765,1550,2650,1956,3181
ENSG00000132357,1270,307,1978,314,326,156,1006,1311,1785,1798,536,849,1961,1076,621,120,943
ENSG00000132359,1141,117,1239,74,166,117,2158,2218,1084,1480,177,478,663,114,317,95,685
ENSG00000132361,8006,3345,9201,3066,6136,3003,8198,8640,5794,7946,3656,4184,3228,5752,3898,2569,3024
ENSG00000132376,1623,1083,3531,923,1698,876,3113,2803,3319,2033,1725,1700,2382,1000,1924,857,2059
ENSG00000132382,3867,1341,4851,1102,2787,1312,4153,5031,2470,3165,2071,2497,2113,2022,1880,1321,2578
ENSG00000132383,2200,3240,5766,4225,6271,2947,4557,6541,4522,4593,5089,4364,4184,2563,4161,2543,3443
ENSG00000132386,4849,6324,6676,9090,15899,4210,2806,20295,7026,6844,13980,22511,8730,2294,14158,7040,7300
ENSG00000132388,1732,2479,3637,2208,3360,2240,2169,3350,1974,6607,2302,2112,1778,2429,2216,1806,1354
ENSG00000132394,601,675,1427,730,1109,519,1030,1212,1668,1053,920,861,1584,710,903,503,753
ENSG00000132405,294,832,1079,791,1153,626,1103,1833,263,776,833,684,1351,521,729,625,585
ENSG00000132406,467,375,1099,307,654,216,1248,1236,789,555,705,677,976,440,580,280,801
ENSG00000132423,156,253,557,276,439,238,397,462,492,513,369,313,341,407,316,163,288
ENSG00000132424,3898,2442,5706,2005,4707,2462,4771,7924,2911,2406,3238,2102,3688,2101,3970,1993,5148
ENSG00000132429,12,85,16,76,117,53,15,64,64,2,51,32,8,11,43,50,17
ENSG00000132432,931,953,2085,1040,2609,766,1370,1647,3290,2450,1244,1811,2742,1414,1275,822,1159
ENSG00000132434,888,431,1520,587,1498,422,1419,1595,1199,1359,781,1112,890,865,642,489,908
ENSG00000132436,75,174,357,309,267,148,336,685,204,326,233,742,741,354,313,133,242
ENSG00000132437,0,0,14,1,0,1,2,3,4,10,10,3,6,16,1,0,0
ENSG00000132446,0,0,0,0,1,0,0,0,0,0,0,0,29,5,0,0,0
ENSG00000132463,3441,3333,6371,3087,5399,2765,5636,7583,6933,4846,3686,3585,7188,3286,3978,2508,3001
ENSG00000132464,1,8,4,9,15,1,5,8,2,1,13,1,10,5,17,9,0
ENSG00000132465,280,60,359,422,237,20,5774,863,603,3750,17951,2938,77236,555,10084,939,1695
ENSG00000132466,4168,2828,6357,2939,7004,2395,4048,9755,2845,4592,3646,3927,5748,2587,3248,2718,3594
ENSG00000132467,3103,1003,2721,837,3904,890,1910,2009,4435,3856,965,1495,3255,1120,1328,877,1868
ENSG00000132470,36464,1973,37238,952,2296,1020,21067,21886,34515,14953,6266,11700,25530,7919,8430,1035,24580
ENSG00000132471,6124,5365,10338,2841,9711,3824,7430,8354,12664,5650,6171,4394,9915,3496,6433,3826,7510
ENSG00000132475,38463,14219,78918,12921,45320,11990,29344,55586,72575,46680,25829,28395,64832,21166,29189,13503,86085
ENSG00000132478,841,803,2022,891,1339,835,1533,2494,1148,1055,1306,1096,1831,910,1160,608,1473
ENSG00000132481,697,2398,1339,2277,4164,2501,591,2243,1084,1211,2041,1656,1839,976,2030,1545,1089
ENSG00000132485,3087,2134,3628,1951,3520,1692,3343,5328,1921,2169,2626,2322,2816,1586,2715,1539,3028
ENSG00000132507,17675,5870,28748,7961,18516,5654,13135,16970,24947,33648,9286,14962,10794,24613,7916,5713,11392
ENSG00000132510,27924,1483,9863,1230,15215,1243,3263,7431,12894,10700,2876,5271,4483,2004,3414,3325,14576
ENSG00000132514,255,261,1454,543,216,174,113,931,405,482,313,1079,787,155,402,397,227
ENSG00000132517,110,0,607,0,1,0,283,549,712,121,42,64,222,263,75,1,358
ENSG00000132518,1,0,21,1,0,0,6,5,5,40,2,4,15,54,4,0,4
ENSG00000132522,392,70,246,51,60,46,233,254,80,160,85,63,131,93,137,43,255
ENSG00000132530,277,172,1532,49,183,118,367,1206,33,166,218,310,291,179,337,85,349
ENSG00000132535,584,653,770,791,1308,555,575,1514,646,557,968,774,644,169,1188,592,891
ENSG00000132541,329,342,785,302,532,264,950,908,1356,508,313,610,871,427,510,231,355
ENSG00000132549,1541,1699,2195,1855,4486,1569,1384,4179,1102,1464,2231,2192,2901,664,1579,1765,1705
ENSG00000132554,55,130,59,103,141,105,55,101,36,43,117,143,78,15,200,55,112
ENSG00000132561,6112,6296,10222,11918,20454,8500,7825,13503,4771,6025,11702,9422,8378,1461,10552,4376,16712
ENSG00000132563,106,841,274,1408,1438,970,210,638,374,127,1014,399,115,160,979,660,126
ENSG00000132570,178,265,616,337,518,294,521,787,360,286,351,234,331,327,341,240,269
ENSG00000132581,1464,903,2891,1038,1348,734,2114,2687,3236,1980,1332,1706,5724,814,1602,579,1682
ENSG00000132589,11288,4648,16979,4873,8343,4185,15225,16927,23631,5995,6958,8190,14408,4931,7001,3277,11196
ENSG00000132591,1209,968,2817,1185,1536,939,2188,2566,2843,2050,1373,2112,4247,1280,1416,797,1386
ENSG00000132600,935,712,2273,912,1115,596,1915,2139,2368,987,1101,1201,1725,818,1576,488,1392
ENSG00000132603,2341,435,1899,379,2240,338,1232,1312,1647,3110,610,1384,1869,1140,689,420,1047
ENSG00000132604,1603,1150,2144,979,1830,937,1649,2176,2391,2072,1671,1363,1953,720,1588,849,1374
ENSG00000132612,2426,2159,3742,1773,3319,1728,2539,3232,3598,3692,2321,2078,3330,1999,2391,1563,2218
ENSG00000132613,973,1706,2888,2479,2975,2059,1429,3006,1551,1051,1393,1021,1506,1084,1670,2011,1313
ENSG00000132622,158,408,849,591,656,517,253,698,291,399,1196,970,544,102,775,287,426
ENSG00000132623,161,43,706,35,61,42,520,654,356,303,99,340,1318,200,138,45,192
ENSG00000132631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132635,1600,218,2257,293,661,169,2265,2056,1568,706,554,522,1527,639,890,237,1430
ENSG00000132639,15,27,50,10,63,78,198,17,111,55,99,107,43,26,75,31,2
