ccl_name	master_ccl_id	ccle_primary_site	ccle_primary_hist	ccle_hist_subtype_1	growth_mode	culture_media	media_composition	snp_fp_status
TE11	1186	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE14	1188	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE15	1189	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE4	1191	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE5	1193	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE6	1194	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE8	1196	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TE9	1197	oesophagus	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
A2780	29	ovary	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
CAOV3	126	ovary	carcinoma	adenocarcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
COV318		ovary	carcinoma		adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
COV362	185	ovary	carcinoma		adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
COV434	186	ovary	sex_cord_stromal_tumor	granulosa_cell_tumor	adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
COV644	188	ovary	carcinoma		adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
EFO21	237	ovary	carcinoma	serous_carcinoma	adherent	RPMI010	"RPMI, 20% FBS, 0.1 mM NEAA"	SNP-matched-reference
EFO27	238	ovary	carcinoma	mucinous_carcinoma	adherent	RPMI010	"RPMI, 20% FBS, 0.1 mM NEAA"	SNP-matched-reference
ES2	247	ovary	carcinoma	clear_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
FUOV1	261	ovary	carcinoma	serous_carcinoma	adherent	DMEMF12006	"DMEM:F12 (1:1), 20% FBS"	SNP-matched-reference
HEYA8	367	ovary	carcinoma		adherent	EMEM003	"EMEM, 10% FBS, 0.1 mM NEAA"	SNP-not-tested
IGROV1	473	ovary	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
JHOC5	492	ovary	carcinoma	clear_cell_carcinoma	adherent	DMEMF12004	"DMEM:F12 (1:1), 10% FBS, 0.1 mM NEAA"	SNP-matched-reference
JHOM1	493	ovary	carcinoma	adenocarcinoma	adherent	DMEMF12004	"DMEM:F12 (1:1), 10% FBS, 0.1 mM NEAA"	SNP-matched-reference
JHOS2	495	ovary	carcinoma	adenocarcinoma	adherent	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-matched-reference
KURAMOCHI	577	ovary	carcinoma	undifferentiated_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MCAS	644	ovary	carcinoma	adenocarcinoma	adherent	EMEM005	"EMEM, 20% FBS"	SNP-matched-reference
OAW28	879	ovary	carcinoma		adherent	DMEM007	"DMEM, 10% FBS, 20 IU/L (0.9 mg/L) bovine insulin, 2 mM L-glutamine"	SNP-matched-reference
OAW42	880	ovary	carcinoma		adherent	DMEM007	"DMEM, 10% FBS, 20 IU/L (0.9 mg/L) bovine insulin, 2 mM L-glutamine"	SNP-matched-reference
OC314	881	ovary	carcinoma	serous_carcinoma	adherent	RPMI005	"RPMI, 5% FBS"	SNP-matched-reference
ONCODG1	898	ovary	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
OV56	905	ovary	carcinoma		adherent	DMEMF12005	"DMEM:F12 (1:1), 10% FBS, 400 ng/mL hydrocortisone"	SNP-matched-reference
OV7	906	ovary	carcinoma		adherent	DMEMF12007	"DMEM:F12 (1:1), 5% FBS, 2 mM L-glutamine, 0.5 ug/mL hydrocortisone, 10 ug/mL insulin"	SNP-matched-reference
OV90	907	ovary	carcinoma	mixed_carcinoma	adherent	MCDB001	"MCDB 105:Medium 199 (1:1), 10% FBS"	SNP-matched-reference
OVCAR4	908	ovary	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
OVCAR8	910	ovary	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
OVISE	911	ovary	carcinoma	clear_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
OVK18	912	ovary	carcinoma	endometrioid_carcinoma	adherent	MEM001	"MEM, 10% FBS"	SNP-matched-reference
OVKATE		ovary	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	
OVMANA		ovary	carcinoma	clear_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	
OVSAHO	915	ovary	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
OVTOKO	916	ovary	carcinoma	clear_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
RMGI	983	ovary	carcinoma	clear_cell_carcinoma	adherent	HAMSF12001	"HamsF12, 10% FBS"	SNP-matched-reference
RMUGS		ovary	carcinoma	adenocarcinoma	adherent	HAMSF12001	"HamsF12, 10% FBS"	
SKOV3	1059	ovary	carcinoma	adenocarcinoma	adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
SNU119	1084	ovary	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU8	1123	ovary	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU840	1125	ovary	carcinoma	Brenner_tumor	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TOV112D	1208	ovary	carcinoma	endometrioid_carcinoma	adherent	MCDB002	"MCDB 105:Medium 199 (1:1), 15% FBS"	SNP-matched-reference
TOV21G	1209	ovary	carcinoma	clear_cell_carcinoma	adherent	MCDB001	"MCDB 105:Medium 199 (1:1), 10% FBS"	SNP-matched-reference
TYKNU	1217	ovary	carcinoma	undifferentiated_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
ASPC1	52	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
BXPC3	101	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
CAPAN1	128	pancreas	carcinoma	ductal_carcinoma	adherent	IMDM003	"IMDM, 20% FBS"	SNP-matched-reference
CAPAN2	129	pancreas	carcinoma	ductal_carcinoma	adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
CFPAC1	138	pancreas	carcinoma	ductal_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
DANG	201	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HPAC	384	pancreas	carcinoma	ductal_carcinoma	adherent	DMEMF12002	"DMEM:F12 (1:1), 5% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine"	SNP-matched-reference
HPAFII	385	pancreas	carcinoma	ductal_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
HS766T	421	pancreas	carcinoma	ductal_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HUPT3	462	pancreas	carcinoma		adherent	MEM001	"MEM, 10% FBS"	SNP-matched-reference
HUPT4	463	pancreas	carcinoma		adherent	MEM001	"MEM, 10% FBS"	SNP-not-tested
KP2	566	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
KP3	567	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
KP4	568	pancreas	carcinoma	ductal_carcinoma	adherent	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-matched-reference
L33	591	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MIAPACA2	679	pancreas	carcinoma	ductal_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
PANC0203	920	pancreas	carcinoma		adherent	RPMI009	"RPMI, 15% FBS, 0.1 units/ml insulin (0.0037 mg/ml insulin)"	SNP-matched-reference
PANC0327	922	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI009	"RPMI, 15% FBS, 0.1 units/ml insulin (0.0037 mg/ml insulin)"	SNP-matched-reference
PANC0403	923	pancreas	carcinoma		adherent	RPMI009	"RPMI, 15% FBS, 0.1 units/ml insulin (0.0037 mg/ml insulin)"	SNP-matched-reference
PANC0504	924	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
PANC0813	925	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI020	"RPMI, 15% FBS, 10 units/ml insulin (0.37 mg/ml insulin)"	SNP-matched-reference
PANC1	926	pancreas	carcinoma	ductal_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
PANC1005	927	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI006	"RPMI, 15% FBS, 2 mM L-glutamine, 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, 1 mM sodium pyruvate, 10 units/ml Insulin (0.37 mg/ml insulin)"	SNP-matched-reference
PATU8902	928	pancreas	carcinoma	ductal_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
PATU8988S	929	pancreas	carcinoma	ductal_carcinoma	adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
PATU8988T	930	pancreas	carcinoma	ductal_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
PK1	944	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
PK45H	945	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
PK59	946	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
PSN1	952	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
QGP1	954	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU213	1093	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU410	1103	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SU8686	1138	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SUIT2	1145	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SW1990	1160	pancreas	carcinoma	ductal_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TCCPAN2	1182	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
YAPC	1277	pancreas	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
ACCMESO1	41	pleura	mesothelioma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
DM3		pleura	mesothelioma		adherent	DMEM006	"DMEM, 20% FBS"	
ISTMES1	480	pleura	mesothelioma		adherent	DMEM012	"DMEM, 10% FBS, 0.1 mM NEAA"	SNP-matched-reference
JL1	504	pleura	mesothelioma		adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
MPP89	705	pleura	mesothelioma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
MSTO211H	706	pleura	mesothelioma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH2052	155481	pleura	mesothelioma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH2452	155520	pleura	mesothelioma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCIH28	155285	pleura	mesothelioma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
22RV1	7	prostate	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
DU145	225	prostate	carcinoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
LNCAPCLONEFGC	618	prostate	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
NCIH660	155341	prostate	carcinoma	small_cell_carcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
PC3	932	prostate	carcinoma	adenocarcinoma	adherent	F12K001	"F12K, 10% FBS"	SNP-matched-reference
VCAP	1249	prostate	carcinoma	adenocarcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
A253	28	salivary_gland	carcinoma	mucoepidermoid_carcinoma	adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
YD15	1279	salivary_gland	carcinoma	mucoepidermoid_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
A101D	23	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
A2058	27	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
A375	30	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
C32	103	skin	malignant_melanoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
CJM	146	skin	malignant_melanoma		adherent	HAMSF10001	"HamsF10, 10% FBS"	SNP-matched-reference
COLO679		skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	
COLO741	166	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
COLO783		skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	
COLO792	169	skin	malignant_melanoma		adherent	RPMI007	"RPMI, 10% FBS, 2 mM glutamine"	SNP-matched-reference
COLO800	170	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
COLO829	172	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
G361	263	skin	malignant_melanoma		adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
HMCB	377	skin	malignant_melanoma		adherent	EMEM003	"EMEM, 10% FBS, 0.1 mM NEAA"	SNP-matched-reference
HS294T	395	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HS688AT	410	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-not-tested
HS839T	426	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HS852T	428	skin	malignant_melanoma		adherent	DMEM002	"DMEM, 10% FBS, 4.5 g/L glucose, 1.5 g/L sodium bicarbonate"	SNP-matched-reference
HS895T	434	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HS934T	436	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HS936T	437	skin	malignant_melanoma		adherent	DMEM002	"DMEM, 10% FBS, 4.5 g/L glucose, 1.5 g/L sodium bicarbonate"	SNP-matched-reference
HS940T	439	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HS944T	440	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HT144	450	skin	malignant_melanoma		adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
IGR1	470	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
IGR37	471	skin	malignant_melanoma		adherent	DMEM011	"DMEM, 15% FBS"	SNP-not-tested
IGR39	472	skin	malignant_melanoma		adherent	DMEM011	"DMEM, 15% FBS"	SNP-matched-reference
IPC298	478	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
K029AX	512	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LOXIMVI	623	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MALME3M	641	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-not-tested
MDAMB435S	655	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MELHO	666	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MELJUSO	667	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MEWO	669	skin	malignant_melanoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
RPMI7951	991	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
RVH421	1000	skin	malignant_melanoma		suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SH4	1025	skin	malignant_melanoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
SKMEL1	1040	skin	malignant_melanoma		suspension	EMEM001	"EMEM, 10% FBS"	SNP-unconfirmed
SKMEL2	1041	skin	malignant_melanoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-not-tested
SKMEL24	1042	skin	malignant_melanoma		adherent	EMEM003	"EMEM, 10% FBS, 0.1 mM NEAA"	SNP-matched-reference
SKMEL28	1043	skin	malignant_melanoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-not-tested
SKMEL3	1044	skin	malignant_melanoma		adherent	MCCOYS5A003	"McCoy's 5A, 15% FBS"	SNP-unconfirmed
SKMEL30	1045	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SKMEL31	1046	skin	malignant_melanoma		adherent	EMEM002	"EMEM, 15% FBS"	SNP-not-tested
SKMEL5	1047	skin	malignant_melanoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
UACC257	1232	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
UACC62	1233	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
WM115	1255	skin	malignant_melanoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
WM1799	1256	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
WM2664	1260	skin	malignant_melanoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
WM793	1270	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
WM88	1271	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
WM983B	1273	skin	malignant_melanoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
A204	26	soft_tissue	rhabdoid_tumor		adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
G401	264	soft_tissue	rhabdoid_tumor		adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
G402	265	soft_tissue	rhabdoid_tumor		adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
GCT	271	soft_tissue	malignant_fibrous_histiocytoma_pleomorphic_sarcoma		adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
HS729	414	soft_tissue	rhabdomyosarcoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HT1080	446	soft_tissue	fibrosarcoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
KYM1	578	soft_tissue	rhabdomyosarcoma		adherent	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-matched-reference
MESSA	668	soft_tissue	sarcoma		adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
RD	961	soft_tissue	rhabdomyosarcoma	embryonal	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
RH18	973	soft_tissue	rhabdomyosarcoma	alveolar	adherent	RPMI003	"RPMI, 20% FBS"	SNP-matched-reference
RH30	975	soft_tissue	rhabdomyosarcoma	alveolar	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
RH41	976	soft_tissue	rhabdomyosarcoma	alveolar	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
RKN	978	soft_tissue	leiomyosarcoma		adherent	HAMSF12001	"HamsF12, 10% FBS"	SNP-matched-reference
S117		soft_tissue	sarcoma		adherent	RPMI001	"RPMI, 10% FBS"	
SKLMS1	1037	soft_tissue	sarcoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-unconfirmed
SKUT1	1063	soft_tissue	leiomyosarcoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
TE125T		soft_tissue	rhabdomyosarcoma		adherent	EMEM001	"EMEM, 10% FBS"	
TE441T	1192	soft_tissue	rhabdomyosarcoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
TE617T	1195	soft_tissue	rhabdomyosarcoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
2313287	4	stomach	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
AGS	44	stomach	carcinoma	adenocarcinoma	adherent	F12K001	"F12K, 10% FBS"	SNP-matched-reference
ECC10	231	stomach	carcinoma	small_cell_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
ECC12	232	stomach	carcinoma	small_cell_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
FU97	259	stomach	carcinoma	diffuse_adenocarcinoma	adherent	DMEM004	"DMEM, 10% FBS, 0.01 mg/mL insulin"	SNP-matched-reference
GSS	285	stomach	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
GSU	286	stomach	carcinoma	adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
HGC27	368	stomach	carcinoma	undifferentiated_adenocarcinoma	adherent	MEM001	"MEM, 10% FBS"	SNP-matched-reference
HS746T	418	stomach	carcinoma		adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HUG1N	456	stomach	carcinoma		suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
IM95	474	stomach	carcinoma	intestinal_adenocarcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
KATOIII	522	stomach	carcinoma	adenocarcinoma	mixed	IMDM003	"IMDM, 20% FBS"	SNP-matched-reference
KE39	526	stomach	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
LMSU	603	stomach	carcinoma	adenocarcinoma	adherent	HAMSF10001	"HamsF10, 10% FBS"	SNP-not-tested
MKN1	682	stomach	carcinoma	mixed_adenosquamous_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MKN45	683	stomach	carcinoma	diffuse_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MKN7	684	stomach	carcinoma	tubular_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
MKN74	685	stomach	carcinoma	tubular_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NCCSTCK140	723	stomach	carcinoma		suspension	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
NCIN87	134841	stomach	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NUGC3	877	stomach	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
NUGC4	878	stomach	carcinoma	signet_ring_adenocarcinoma	mixed	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
OCUM1	893	stomach	carcinoma	diffuse_adenocarcinoma	adherent	DMEM010	"DMEM, 10% FBS, 1mM sodium pyruvate"	SNP-matched-reference
SH10TC	1024	stomach	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU1	1075	stomach	carcinoma	undifferentiated_adenocarcinoma	suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU16	1089	stomach	carcinoma	undifferentiated_adenocarcinoma	mixed	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU216	1094	stomach	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU5	1111	stomach	carcinoma	undifferentiated_adenocarcinoma	mixed	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU601	1114	stomach	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU620	1116	stomach	carcinoma		suspension	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU668	1118	stomach	carcinoma	signet_ring_adenocarcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU719	1120	stomach	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
8305C	20	thyroid	carcinoma	anaplastic_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
8505C	21	thyroid	carcinoma	anaplastic_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
BCPAP	57	thyroid	carcinoma	papillary_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
BHT101	64	thyroid	carcinoma	anaplastic_carcinoma	adherent	DMEM006	"DMEM, 20% FBS"	SNP-matched-reference
CAL62	119	thyroid	carcinoma	anaplastic_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
CGTHW1	139	thyroid	carcinoma	follicular_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
FTC133	257	thyroid	carcinoma	follicular_carcinoma	adherent	DMEMF12001	"DMEM:F12 (1:1), 10 % FBS, 2 mM L-glutamine"	SNP-matched-reference
FTC238	258	thyroid	carcinoma	follicular_carcinoma	adherent	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-matched-reference
ML1	686	thyroid	carcinoma	follicular_carcinoma	adherent	DMEM006	"DMEM, 20% FBS"	SNP-not-tested
SW579	1165	thyroid	carcinoma	anaplastic_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
TT	1212	thyroid	carcinoma	medullary_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
TT2609C02	1210	thyroid	carcinoma	follicular_carcinoma	adherent	RPMI003	"RPMI, 20% FBS"	SNP-matched-reference
BHY	65	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
BICR16	66	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM013	"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone"	SNP-matched-reference
