,TCGA-3C-AAAU-01,TCGA-3C-AALI-01,TCGA-3C-AALJ-01,TCGA-3C-AALK-01,TCGA-4H-AAAK-01
THUMPD3,0,0,0,0,0
IGFBPL1,0,0,0,0,0
RNU4-88P,0,0,0,0,0
AC090186.1,0,0,0,0,0
RN7SL783P,0,0,0,0,0
LRGUK,0,0,0,0,0
RNU1-2,0,0,0,0,0
RP11-366F6.2,0,0,0,0,0
OR5P3,0,0,0,0,0
OR5P2,0,0,0,0,0
A1S9T,0,0,0,0,0
ATP6V0E1,0,0,0,0,0
ATP6V0E2,0,0,0,0,0
PEE1,0,0,0,0,0
XPNPEPL,0,0,0,0,0
HOMER2P1,0,0,0,0,0
HOMER2P2,0,0,0,0,0
TSPY16P,0,0,0,0,0
IBM2,0,0,0,0,0
IBM3,0,0,0,0,0
DPDE2,0,0,0,0,0
DPDE3,0,0,0,0,0
SIX6,0,0,0,0,0
DPDE1,0,0,0,0,0
SIX1,0,0,0,0,0
DPDE4,0,0,0,0,0
SIX3,0,0,0,0,0
LINC00308,0,0,0,0,0
LINC00309,0,0,0,0,0
PLCZ1,0,0,0,0,0
LINC00302,0,0,0,0,0
LINC00303,0,0,0,0,0
LINC00301,0,0,0,0,0
KNDC1,0,0,0,0,0
LINC00307,0,0,0,0,0
LINC00304,0,0,0,0,0
LINC00305,0,0,0,0,0
FLJ00104,0,0,0,0,0
C3orf79,0,0,0,0,0
PPP6R2P1,0,0,0,0,0
C3orf73,0,0,0,0,0
C3orf72,0,0,0,0,0
CTB-134H23.3,0,0,0,0,0
C3orf70,0,0,0,0,0
DFNA25,0,0,0,0,0
DFNA24,0,0,0,0,0
DFNA27,0,0,0,0,0
DFNA26,0,0,0,0,0
DFNA21,0,0,0,0,0
DFNA20,0,0,0,0,0
DFNA23,0,0,0,0,0
DFNA22,0,0,0,0,0
DFNA29,0,0,0,0,0
RTBDN,0,0,0,0,0
FAM81A,0,0,0,0,0
MIR384,0,0,0,0,0
MIR381,0,0,0,0,0
MIR380,0,0,0,0,0
MIR383,0,0,0,0,0
MIR382,0,0,0,0,0
TRAPPC1,0,0,0,0,0
FAM106CP,0,0,0,0,0
C21orf43,0,0,0,0,0
RNU1-1,0,0,0,0,0
UQCRC2,0,0,0,0,0
ATP5BL2,0,0,0,0,0
XPNPEP2,0,0,0,0,0
UQCRC1,0,0,0,0,0
GGCX,0,0,0,0,0
PAPLN,0,0,0,0,0
RETSAT,0,0,0,0,0
C21orf40,0,0,0,0,0
KHDRBS1,0,0,0,0,0
KHDRBS3,0,1,0,0,0
GGCT,0,0,0,0,0
VPS37C,0,0,0,0,0
GJAL,0,0,0,0,0
LHCGR,0,0,0,0,0
KARSP3,0,0,0,0,0
KARSP2,0,0,0,0,0
KARSP1,0,0,0,0,0
OR1Q1,0,0,0,0,0
INF2,0,0,0,0,0
IGKV3@,0,0,0,0,0
PKP2P1,0,0,0,0,0
C21orf48,0,0,0,0,0
SUPT4H1P,0,0,0,0,0
KRTAP10-12,0,0,0,0,0
KRTAP10-11,0,0,0,0,0
KRTAP10-10,0,0,0,0,0
GSG1L,0,0,0,0,0
BOP1,0,0,0,0,0
RPL37P19,0,0,0,0,0
RPL37P18,0,0,0,0,0
RPL37P17,0,0,0,0,0
RPL37P16,0,0,0,0,0
RPL37P15,0,0,0,0,0
RPL37P14,0,0,0,0,0
RPL37P13,0,0,0,0,0
RPL37P12,0,0,0,0,0
RPL37P11,0,0,0,0,0
RPL37P10,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0
GJA1,0,0,0,0,0
GJA2,0,0,0,0,0
GJA3,0,0,0,0,0
GJA4,0,0,0,0,0
GJA5,0,0,0,0,0
GJA8,0,0,0,0,0
GJA9,0,0,0,0,0
SLFNL1-AS1,0,0,0,0,0
PRR7-AS1,0,0,0,0,0
H3F3BP2,0,0,0,0,0
H3F3BP1,0,0,0,0,0
KLHL30-AS1,0,0,0,0,0
KDM3A,0,0,0,0,0
EIF2B4,0,0,0,0,0
EIF2B5,0,0,0,0,0
EIF2B2,0,0,0,0,0
EIF2B3,0,0,0,0,0
EIF2B1,0,0,0,0,0
XRRA1,0,0,0,0,0
CYP4F59P,0,0,0,0,0
QPRT,0,0,0,0,0
IFT140,0,0,0,0,0
TMEM14D,0,0,0,0,0
CDRT15P1,0,0,0,0,0
TMEM14B,0,0,0,0,0
QPRS,0,0,0,0,0
CDRT15P2,0,0,0,0,0
RPL6P12,0,0,0,0,0
RPL6P13,0,0,0,0,0
LURAP1,0,0,0,0,0
TPBGL,0,0,0,0,0
C9orf129,0,0,0,0,0
MYT1L,0,0,0,0,0
AC104809.2,0,0,0,0,0
TATDN2P3,0,0,0,0,0
TATDN2P2,0,0,0,0,0
C9orf123,0,0,0,0,0
OR7E141P,0,0,0,0,0
CFHR2,0,0,0,0,0
CFHR3,0,0,0,0,0
CFHR1,0,0,0,0,0
AL353354.2,0,0,0,0,0
SEA,0,0,0,0,0
CFHR4,0,0,0,0,0
CFHR5,0,0,0,0,0
LRFN5,0,0,0,0,0
TMEM147,0,0,0,0,0
RN7SKP192,0,0,0,0,0
TMEM145,0,0,0,0,0
TMEM144,0,0,0,0,0
FOXL2,0,0,0,0,0
TMEM141,0,0,0,0,0
FOXL1,0,0,0,0,0
SUGP2,0,0,0,0,0
RTKN2,0,0,0,0,0
LNHR,0,0,0,0,0
FAM32C,0,0,0,0,0
FAM32B,0,0,0,0,0
FAM32A,0,0,0,0,0
SUGP1,0,0,0,0,0
FAM32E,0,0,0,0,0
FAM32D,0,0,0,0,0
FER1L6,0,0,0,0,0
FER1L4,0,0,0,0,0
FER1L5,0,0,0,0,0
ZMAT1,0,0,0,0,0
ZMAT3,0,0,0,0,0
ZMAT2,0,0,0,0,0
ZMAT5,0,0,0,0,0
ZMAT4,0,0,0,0,0
MYBL1,0,0,0,0,0
SMOC2,0,0,0,0,0
SMOC1,0,0,0,0,0
MYBL2,0,0,0,0,0
DEFA10P,0,0,0,0,0
RPS14P5,0,0,0,0,0
C11orf16,0,0,0,0,0
RPS14P7,0,0,0,0,0
RPS14P6,0,0,0,0,0
ALUNC,0,0,0,0,0
AF8T,0,0,0,0,0
RPS14P3,0,0,0,0,0
MYLK-AS1,0,0,0,0,0
RPS14P9,0,0,0,0,0
OR52A3P,0,0,0,0,0
TTC3-AS1,0,0,0,0,0
PDNP3,0,0,0,0,0
PDNP2,0,0,0,0,0
PDNP1,0,0,0,0,0
VN1R22P,0,0,0,0,0
ZNF720P1,0,0,0,0,0
CADPS,0,0,0,0,0
STK14A,0,0,0,0,0
VN1R9P,0,0,0,0,0
TRMT112P6,0,0,0,0,0
TRMT112P7,0,0,0,0,0
TRMT112P4,0,0,0,0,0
TRMT112P5,0,0,0,0,0
TRMT112P2,0,0,0,0,0
TRMT112P3,0,0,0,0,0
TRMT112P1,0,0,0,0,0
TARS,0,0,0,0,0
OR10AH1P,0,0,0,0,0
TUFM,0,0,0,0,0
MOCS1P1,0,0,0,0,0
MOCS1P2,0,0,0,0,0
C1QTNF1-AS1,0,0,0,0,0
MAMSTR,0,0,0,0,0
MTCP1,0,0,0,0,0
S100PBP,0,0,0,0,0
FAM66D,0,0,0,0,0
FAM66E,0,0,0,0,0
FAM66B,0,0,0,0,0
FAM66C,0,0,0,0,0
CPPED1,0,0,0,0,0
VWC2L-IT1,0,0,0,0,0
SRPX2,0,0,0,0,0
MBNL1,0,0,0,0,0
MBNL2,0,0,0,0,0
MBNL3,0,0,0,0,0
A1BG,0,0,0,0,0
SPACA6P-AS,0,0,0,0,0
USP6NL-IT1,0,0,0,0,0
PNY5,0,0,0,0,0
PNY4,0,0,0,0,0
TRBJ1-5,0,0,0,0,0
TRBJ1-4,0,0,0,0,0
CSPB,0,0,0,0,0
KSR2,0,1,0,0,0
PNY3,0,0,0,0,0
PNY2,0,0,0,0,0
LYRM2,0,0,0,0,0
HNRNPA3P5,0,0,0,0,0
MYCBP,0,0,0,0,0
HNRNPA3P3,0,0,0,0,0
C16orf74,0,0,0,0,0
C16orf70,0,0,0,0,0
C16orf71,0,0,0,0,0
C16orf72,0,0,0,0,0
LYRM4,0,0,0,0,0
C16orf78,0,0,0,0,0
OR4L1,0,0,0,0,0
HABP4,0,0,0,0,0
ZNF853,0,0,0,0,0
HABP1,0,0,0,0,0
HABP2,0,0,0,0,0
ZNF850,0,0,0,0,0
NDRG1,0,0,0,0,0
NDRG2,0,0,0,0,0
NDRG3,0,0,0,0,0
NDRG4,0,0,0,0,0
RNU5B-4P,0,0,0,0,0
SRSF5,0,0,0,0,0
SRSF4,0,0,0,0,0
SRSF7,0,0,0,0,0
SRSF6,0,0,0,0,0
SRSF1,0,0,0,0,0
SRSF3,0,0,0,0,0
SRSF2,0,0,0,0,0
SRSF9,0,0,0,0,0
SRSF8,0,0,0,0,0
SPO11,0,0,0,0,0
CISD2,0,0,0,0,0
CISD3,0,0,0,0,0
CISD1,0,0,0,0,0
CLNS1A,0,0,0,0,0
RN7SL461P,0,0,0,0,0
ZNF581,0,0,0,0,0
SDCCAG3P2,0,0,0,0,0
SDCCAG3P1,0,0,0,0,0
ZNF582,0,0,0,0,0
TIPARP,0,0,0,0,0
ZNF584,0,0,0,0,0
ZNF587,0,0,0,0,0
ZNF586,0,0,0,0,0
OR5B18P,0,0,0,0,0
ZNF588,0,0,0,0,0
ASUN,0,0,0,0,0
HMGB2P1,0,0,0,0,0
MTRF1L,0,0,0,0,0
ACHM2,0,0,0,0,0
ACHM3,0,0,0,0,0
ACHM1,0,0,0,0,0
TNKS2-AS1,0,0,0,0,0
SRMP1,0,0,0,0,0
SRMP2,0,0,0,0,0
ZER1,0,0,0,0,0
PPAPDC1B,0,0,0,0,0
PPAPDC1A,0,0,0,0,0
SF3B5,0,0,0,0,0
RPL25P1,0,0,0,0,0
SF3B4,0,0,0,0,0
FAM160B1,0,0,0,0,0
FAM160B2,0,0,0,0,0
HIST2H2AA4,0,0,0,0,0
TTYH1,0,0,0,0,0
TSSK6,0,0,0,0,0
SRC,0,0,0,0,0
TSSK4,0,0,0,0,0
ZNF326,0,0,0,0,0
SRF,0,0,0,0,0
RN7SKP74,0,0,0,0,0
ZNF322,0,0,0,0,0
SRK,0,0,0,0,0
SRI,0,0,0,0,0
ZNF329,0,0,0,0,0
ZNF328,0,0,0,0,0
SRL,0,0,0,0,0
SRM,0,0,0,0,0
FLYWCH1P1,0,0,0,0,0
SRS,0,0,0,0,0
RN7SL251P,0,0,0,0,0
SF3B3,0,0,0,0,0
SRY,0,0,0,0,0
CYP17A1,0,0,0,0,0
EIF2AK1,0,0,0,0,0
EIF2AK3,0,0,0,0,0
EIF2AK2,0,0,0,0,0
EIF2AK4,0,0,0,0,0
GJA6P,0,0,0,0,0
RP11-845M18.7,0,0,0,0,0
FAM136A,0,0,0,0,0
MARK2P16,0,0,0,0,0
MARK2P14,0,0,0,0,0
MARK2P15,0,0,0,0,0
MARK2P12,0,0,0,0,0
MARK2P13,0,0,0,0,0
MARK2P10,0,0,0,0,0
MARK2P11,0,0,0,0,0
PLAUR,0,0,0,0,0
LOR,0,0,0,0,0
SLCO1B3,0,0,0,0,0
SLCO1B7,0,0,0,0,0
LOX,0,0,0,0,0
TIMM17B,0,0,0,0,0
TIMM17A,0,0,0,0,0
TPSD1,0,0,0,0,0
GSN-AS1,0,0,0,0,0
PIGA,0,0,0,0,0
PIGB,0,0,0,0,0
PIGC,0,0,0,0,0
PIGF,0,0,0,0,0
PIGG,0,0,0,0,0
PIGH,0,0,0,0,0
PIGK,0,0,0,0,0
PIGL,0,0,0,0,0
PIGM,0,0,0,0,0
PIGN,0,0,0,0,0
NF1L3,0,0,0,0,0
PIGP,0,0,0,0,0
PIGQ,0,1,0,0,0
PIGR,0,0,0,0,0
PIGS,0,0,0,0,0
PIGT,0,0,0,0,0
PIGU,0,0,0,0,0
PIGV,0,0,0,0,0
PIGW,0,0,0,0,0
PIGX,0,0,0,0,0
PIGY,0,0,0,0,0
PIGZ,0,0,0,0,0
RPS2P45,0,0,0,0,0
FAM47B,0,0,0,0,0
RPS2P46,0,0,0,0,0
AC007956.1,0,0,0,0,0
BBIP1,0,0,0,0,0
RN7SL598P,0,0,0,0,0
ATP1G1,0,0,0,0,0
RYKP1,0,0,0,0,0
VN1R96P,0,0,0,0,0
TUFMP1,0,0,0,0,0
SHROOM2P1,0,0,0,0,0
BANF1P3,0,0,0,0,0
BANF1P2,0,0,0,0,0
BANF1P1,0,0,0,0,0
IGKV1-37,0,0,0,0,0
BANF1P5,0,0,0,0,0
BANF1P4,0,0,0,0,0
GLNS,0,0,0,0,0
IGKV1-39,0,0,0,0,0
MIR4511,0,0,0,0,0
MIR4510,0,0,0,0,0
MIR4513,0,0,0,0,0
MIR4512,0,0,0,0,0
MIR4515,0,0,0,0,0
MIR4514,0,0,0,0,0
MIR4517,0,0,0,0,0
MIR4516,0,0,0,0,0
NTRK4,0,0,0,0,0
MIR4518,0,0,0,0,0
RPL17P17,0,0,0,0,0
RPL17P16,0,0,0,0,0
RPL17P11,0,0,0,0,0
NTRK1,0,0,0,0,0
NTRK2,0,0,0,0,0
NTRK3,0,0,0,0,0
SAP18,0,0,0,0,0
HAUS1P1,0,0,0,0,0
HAUS1P3,0,0,0,0,0
HAUS1P2,0,0,0,0,0
COL19A1,0,0,0,0,0
MIR451A,0,0,0,0,0
NKRF,0,0,0,0,0
MIR451B,0,0,0,0,0
ATG2A,0,1,0,0,0
LRRFIP1P1,0,0,0,0,0
ATG2B,0,0,0,0,0
GPR3,0,0,0,0,0
GPR1,0,0,0,0,0
GPR6,0,0,0,0,0
GPR5,0,0,0,0,0
GPR4,0,0,0,0,0
C1orf30,0,0,0,0,0
C1orf35,0,0,0,0,0
RP11-71N10.1,0,0,0,0,0
SWT1,0,0,0,0,0
OR7E94P,0,0,0,0,0
CSF2RBP1,0,0,0,0,0
NCBP2L,0,0,0,0,0
PTOV1,0,0,0,0,0
LPPR5,0,0,0,0,0
LPPR4,0,0,0,0,0
NHP2,0,0,0,0,0
OR4R3P,0,0,0,0,0
RN7SL520P,0,0,0,0,0
TRNAE12,0,0,0,0,0
MIR149,0,0,0,0,0
MRP63,0,0,0,0,0
MIR143,0,0,0,0,0
MIR142,0,0,0,0,0
MIR141,0,0,0,0,0
MIR140,0,0,0,0,0
MIR145,0,0,0,0,0
MIR144,0,0,0,0,0
CKAP4,0,0,0,0,0
TRNAE14,0,0,0,0,0
RNU5A-3P,0,0,0,0,0
HSPBL1,0,0,0,0,0
CTD-3214H19.16,0,0,0,0,0
TEX16P,0,0,0,0,0
TPRKB,0,0,0,0,0
LIPE-AS1,0,0,0,0,0
RPL21P83,0,0,0,0,0
GDAP1,0,0,0,0,0
OR7E36P,0,0,0,0,0
HNF4G,0,0,0,0,0
HNF4A,0,0,0,0,0
RP11-770J1.5,0,0,0,0,0
RPL21P80,0,0,0,0,0
CHMP1AP1,0,0,0,0,0
MS4A6E,0,0,0,0,0
RPL21P86,0,0,0,0,0
RPL21P85,0,0,0,0,0
RN7SL824P,0,0,0,0,0
MIR1273D,0,0,0,0,0
MIR1273G,0,0,0,0,0
AUNA1,0,0,0,0,0
MIR1273A,0,0,0,0,0
MIR1226,0,0,0,0,0
MIR1273C,0,0,0,0,0
OR11P1P,0,0,0,0,0
HSCR1,0,0,0,0,0
HSCR2,0,0,0,0,0
CTD-3187F8.2,0,0,0,0,0
HELLS,0,0,0,0,0
AKAP17A,0,0,0,0,0
PDILT,0,0,0,0,0
TBCAP1,0,0,0,0,0
PFKFB1,0,0,0,0,0
ISM1-AS1,0,0,0,0,0
PFKFB3,0,0,0,0,0
HDHD1,0,0,0,0,0
TMA7,0,0,0,0,0
HDHD3,0,0,0,0,0
HDHD2,0,0,0,0,0
OR9A1P,0,0,0,0,0
MBL2,0,0,0,0,0
SNORD21,0,0,0,0,0
AURKBPS1,0,0,0,0,0
SNORD23,0,0,0,0,0
SNORD22,0,0,0,0,0
SNORD25,0,0,0,0,0
SNORD24,0,0,0,0,0
SNORD27,0,0,0,0,0
SNORD26,0,0,0,0,0
ALG1L6P,0,0,0,0,0
SNORD28,0,0,0,0,0
MLH3,0,0,0,0,0
CRY1,0,0,0,0,0
CRY2,0,0,0,0,0
ZNF517,0,0,0,0,0
RN7SL711P,0,0,0,0,0
LRP5L,0,0,0,0,0
CRYZ,0,0,0,0,0
CRYM,0,0,0,0,0
RP11-126K1.2,0,0,0,0,0
OR5AL1,0,0,0,0,0
RN7SL67P,0,0,0,0,0
RN7SL289P,0,0,0,0,0
TRBV23-1,0,0,0,0,0
RNF169,0,0,0,0,0
PRLHR,0,0,0,0,0
SUP45L2,0,0,0,0,0
SUP45L3,0,0,0,0,0
ZNF419,0,0,0,0,0
ACE3P,0,0,0,0,0
WBS2,0,0,0,0,0
TGIF2-C20orf24,0,0,0,0,0
MMPL1,0,0,0,0,0
BRWD1-IT1,0,0,0,0,0
BRWD1-IT2,0,0,0,0,0
CGM18,0,0,0,0,0
ZNF418,0,0,0,0,0
CGM11,0,0,0,0,0
CGM10,0,0,0,0,0
CGM13,0,0,0,0,0
CGM12,0,0,0,0,0
CGM15,0,0,0,0,0
CGM14,0,0,0,0,0
CGM17,0,0,0,0,0
CGM16,0,0,0,0,0
WBSCR4,0,0,0,0,0
WBSCR7,0,0,0,0,0
AAED1,0,0,0,0,0
HPV6AI1,0,0,0,0,0
WBSCR3,0,0,0,0,0
WBSCR2,0,0,0,0,0
WBSCR9,0,0,0,0,0
AKAP4,0,0,0,0,0
AKAP5,0,0,0,0,0
AKAP6,0,0,0,0,0
AKAP7,0,0,0,0,0
AKAP1,0,0,0,0,0
AKAP2,0,0,0,0,0
AKAP3,0,0,0,0,0
EIF2G,0,0,0,0,0
EIF2D,0,0,0,0,0
AKAP8,0,0,0,0,0
AKAP9,0,0,0,0,0
EIF2A,0,0,0,0,0
TUBE1,0,0,0,0,0
RP11-426C22.5,0,0,0,0,0
TMEM98,0,0,0,0,0
CCDC147-AS1,0,0,0,0,0
TMEM99,0,0,0,0,0
OR4K12P,0,0,0,0,0
PMFBP1,0,0,0,0,0
OVGP1,0,0,0,0,0
CWC25,0,0,0,0,0
TRAJ52,0,0,0,0,0
TRAJ53,0,0,0,0,0
TRAJ50,0,0,0,0,0
TRAJ51,0,0,0,0,0
CETN3,0,0,0,0,0
CETN2,0,0,0,0,0
CETN1,0,0,0,0,0
TRAJ55,0,0,0,0,0
LTC4S,0,0,0,0,0
PCLO,0,0,0,0,0
UVO,0,0,0,0,0
UGALT,0,0,0,0,0
TRNAL42P,0,0,0,0,0
PCLD,0,0,0,0,0
RN7SL679P,0,0,0,0,0
RPL27P12,0,0,0,0,0
RPL27P10,0,0,0,0,0
RPL27P11,0,0,0,0,0
IHG2,0,0,0,0,0
IHG1,0,0,0,0,0
TRNAY14,0,0,0,0,0
TRNAY15,0,0,0,0,0
TRNAY12,0,0,0,0,0
TRNAY13,0,0,0,0,0
TRNAY10,0,0,0,0,0
TRNAY11,0,0,0,0,0
LOH18CR1,0,0,0,0,0
FSIP2,0,0,0,1,0
FSIP1,0,0,0,0,0
PLML,0,0,0,0,0
DNAJC8,0,0,0,0,0
DNAJC9,0,0,0,0,0
DNAJC4,0,0,0,0,0
DNAJC5,0,0,0,0,0
DNAJC6,0,0,0,0,0
DNAJC7,0,0,0,0,0
DNAJC1,0,0,0,0,0
DNAJC2,0,0,0,0,0
DNAJC3,0,0,0,0,0
PYHG17,0,0,0,0,0
PYHG16,0,0,0,0,0
PYHG15,0,0,0,0,0
PYHG14,0,0,0,0,0
PYHG12,0,0,0,0,0
PYHG11,0,0,0,0,0
PYHG10,0,0,0,0,0
GOSR2,0,0,0,0,0
PTPRVP,0,0,0,0,0
GOSR1,0,0,0,0,0
IMPDH1P11,0,0,0,0,0
IMPDH1P10,0,0,0,0,0
AC096579.13,0,0,0,0,0
NRN1,0,0,0,0,0
DEAF1,0,0,0,0,0
RP11-255P5.2,0,0,0,0,0
RBMY2HP,0,0,0,0,0
RPL36AP17,0,0,0,0,0
RBMY1A1,0,0,0,0,0
ZNF123P,0,0,0,0,0
RNF152,0,0,0,0,0
RNF150,0,0,0,0,0
RNF151,0,0,0,0,0
NUGGC,0,0,0,0,0
MECP2,0,0,0,0,0
PET112,0,0,0,0,0
AC026407.1,0,0,0,0,0
RN7SL122P,0,0,0,0,0
PEX5,0,0,0,0,0
IDSP1,0,0,0,0,0
CCBP2,0,0,0,0,0
IGHVIII-5-2,0,0,0,0,0
IGHVIII-5-1,0,0,0,0,0
TAS2R9,0,0,0,0,0
SPAG10,0,0,0,0,0
H2BFXP,0,0,0,0,0
TAS2R4,0,0,0,0,0
TAS2R5,0,0,0,0,0
TAS2R3,0,0,0,0,0
SPAG16,0,0,0,0,0
SPAG17,0,0,0,0,0
MIR466,0,0,0,0,0
CDK5RAP2,0,0,0,0,0
CDK5RAP3,0,0,0,0,0
AC010091.1,0,0,0,0,0
CDK5RAP1,0,0,0,0,0
IGHV5-51,0,0,0,0,0
OR52U1P,0,0,0,0,0
CCDC144B,0,0,0,0,0
CCDC144A,0,0,0,0,0
BAX,0,0,0,0,0
BAD,0,0,0,0,0
PMPCB,0,0,0,0,0
PMPCA,0,0,0,0,0
SMCO4,0,0,0,0,0
NEO1,0,1,0,0,0
GZF1,0,0,0,0,0
ATP6V1B1,0,0,0,0,0
ATP6V1B2,0,0,0,0,0
PIP5KL1,0,0,0,0,0
CTD-2368P22.1,0,0,0,0,0
P2RY8,0,0,0,0,0
IGHD5-5,0,0,0,0,0
P2RY2,0,0,0,0,0
SEC61G,0,0,0,0,0
P2RY1,0,0,0,0,0
P2RY6,0,0,0,0,0
P2RY7,0,0,0,0,0
DHTR,0,0,0,0,0
RNY3P3,0,0,0,0,0
AC026202.1,0,0,0,0,0
ZC3H13,0,0,0,0,0
DPYD,0,0,0,0,0
FAM27D1,0,0,0,0,0
OR4G6P,0,0,0,0,0
NCK,0,0,0,0,0
NCL,0,0,0,0,0
NCA,0,0,0,0,0
RNU7-161P,0,0,0,0,0
OR7E159P,0,0,0,0,0
DIR3,0,0,0,0,0
TRIM60P14,0,0,0,0,0
TRIM60P15,0,0,0,0,0
RNA5SP47,0,0,0,0,0
RNA5SP46,0,0,0,0,0
RNA5SP45,0,0,0,0,0
RNA5SP44,0,0,0,0,0
RNA5SP43,0,0,0,0,0
RNA5SP42,0,0,0,0,0
RNA5SP41,0,0,0,0,0
RNA5SP40,0,0,0,0,0
CYP4F25P,0,0,0,0,0
RNA5SP49,0,0,0,0,0
RNA5SP48,0,0,0,0,0
GCTG,0,0,0,0,0
TRAV41,0,0,0,0,0
TRAV40,0,0,0,0,0
TRIM60P13,0,0,0,0,0
GUK1,0,0,0,0,0
GUK2,0,0,0,0,0
WRAP73,0,0,0,0,0
NDUFA4L2,0,0,0,0,0
CRARF,0,0,0,0,0
ATP5J,0,0,0,0,0
OR6T1,0,0,0,0,0
RN7SL643P,0,0,0,0,0
SOGA3,0,0,0,0,0
ATP5O,0,0,0,0,0
MEP1A,0,0,0,0,0
MEP1B,0,0,0,0,0
RBMXP4,0,0,0,0,0
RBMXP1,0,0,0,0,0
RBMXP3,0,0,0,0,0
RBMXP2,0,0,0,0,0
RP13-735L24.1,0,0,0,0,0
ME2,0,0,0,0,0
NCSTN,0,0,0,0,0
SOGA2,0,0,0,0,0
CEP104,0,0,0,0,0
TCP11L1,0,0,0,0,0
TCP11L2,0,0,0,0,0
ANGPT2,0,0,0,0,0
ANGPT3,0,0,0,0,0
ANGPT1,0,0,0,0,0
ANGPT4,0,0,0,0,0
ANGPT5,0,0,0,0,0
DUPD1,0,0,0,0,0
SATB1P1,0,0,0,0,0
OR1E9P,0,0,0,0,0
TBK1,0,0,0,0,0
RNA5SP349,0,0,0,0,0
RNA5SP348,0,0,0,0,0
RNA5SP347,0,0,0,0,0
RNA5SP346,0,0,0,0,0
RNA5SP345,0,0,0,0,0
RNA5SP344,0,0,0,0,0
RNA5SP343,0,0,0,0,0
RNA5SP342,0,0,0,0,0
RNA5SP341,0,0,0,0,0
OR2A17P,0,0,0,0,0
RPS29P20,0,0,0,0,0
RPS29P21,0,0,0,0,0
OR5BL1P,0,0,0,0,0
RPS29P23,0,0,0,0,0
RPS29P24,0,0,0,0,0
RPS29P25,0,0,0,0,0
RPS29P26,0,0,0,0,0
RPS29P27,0,0,0,0,0
RPS29P28,0,0,0,0,0
GUCA1A,0,0,0,0,0
RNU105C,0,0,0,0,0
GUCA1C,0,0,0,0,0
GUCA1B,0,0,0,0,0
ATD,0,0,0,0,0
ATC,0,0,0,0,0
ATA,0,0,0,0,0
C17orf107,0,0,0,0,0
C17orf104,0,0,0,0,0
C17orf105,0,0,0,0,0
C17orf102,0,0,0,0,0
C17orf103,0,0,0,0,0
C17orf100,0,0,0,0,0
ADAM32,0,0,0,0,0
ADAM33,0,0,0,0,0
ADAM30,0,0,0,0,0
UBE2V1P4,0,0,0,0,0
SNORD56B,0,0,0,0,0
UBE2V1P2,0,0,0,0,0
AC011294.3,0,0,0,0,0
DOT1L,0,0,0,0,0
COTL1P1,0,0,0,0,0
COTL1P2,0,0,0,0,0
TCL1B,0,0,0,0,0
RN7SL504P,0,0,0,0,0
CARS,0,0,0,0,0
CT47A5,0,0,0,0,0
SYCP2,0,0,0,0,0
SYCP3,0,0,0,0,0
TAOK2,0,0,0,0,0
SYCP1,0,0,0,0,0
ADAM3B,0,0,0,0,0
SLC22A18,0,0,0,0,0
ADAM3A,0,0,0,0,0
SLC22A16,0,0,0,0,0
MER1,0,0,0,0,0
MER2,0,0,0,0,0
SLC22A15,0,0,0,0,0
SLC22A12,0,0,0,0,0
MER5,0,0,0,0,0
MER6,0,0,0,0,0
SLC22A11,0,0,0,0,0
RP11-131N11.4,0,0,0,0,0
AT3,0,0,0,0,0
NSMCE2,0,0,0,0,0
SERGEF,0,0,0,0,0
IGLV2-11,0,0,0,0,0
IGLV2-14,0,0,0,0,0
IGLV2-18,0,0,0,0,0
SNRPEP2,0,0,0,0,0
SCARA3,0,0,0,0,0
SCARA5,0,0,0,0,0
PSMC1P13,0,0,0,0,0
PSMC1P12,0,0,0,0,0
PSMC1P11,0,0,0,0,0
PSMC1P10,0,0,0,0,0
TSSK5P1,0,0,0,0,0
ARHGDIG,0,0,0,0,0
USH1H,0,0,0,0,0
RPL7P33,0,0,0,0,0
ARHGDIB,0,0,0,0,0
ARHGDIA,0,0,0,0,0
USH1B,0,0,0,0,0
USH1C,0,0,0,0,0
USH1A,0,0,0,0,0
USH1F,0,0,0,0,0
USH1G,0,0,0,0,0
USH1D,0,0,0,0,0
USH1E,0,0,0,0,0
TOP1MT,0,0,0,0,0
TANC1,0,0,0,0,0
TANC2,0,0,0,0,0
CES1,0,0,0,0,0
CES3,0,0,0,0,0
CES2,0,0,0,0,0
KBTBD13,0,0,0,0,0
KBTBD12,0,0,0,0,0
KBTBD11,0,0,0,0,0
FFAR2,0,0,0,0,0
FFAR3,0,0,0,0,0
KDM8,0,0,0,0,0
FFAR1,0,0,0,0,0
MDP1,0,0,0,0,0
RPL32P6,0,0,0,0,0
RPL32P7,0,0,0,0,0
RPL32P4,0,0,0,0,0
RPL32P5,0,0,0,0,0
RPL32P2,0,0,0,0,0
RPL32P3,0,0,0,0,0
ZNF92,0,0,0,0,0
RPL32P1,0,0,0,0,0
TRIM51BP,0,0,0,0,0
ZNF99,0,0,0,0,0
RPL32P8,0,0,0,0,0
RPL32P9,0,0,0,0,0
SAC3D1,0,0,0,0,0
RAET1E,0,0,0,0,0
RAET1G,0,0,0,0,0
RAET1F,0,0,0,0,0
TBX21,0,0,0,0,0
FAM3A,0,0,0,0,0
FAM3B,0,0,0,0,0
FAM3C,0,0,0,0,0
