Gene stable ID	Gene name	Mouse gene name	Mouse gene stable ID	Mouse homology type
ENSG00000147364	FBXO25	Fbxo25	ENSMUSG00000038365	ortholog_one2one
ENSG00000160188	RSPH1	Rsph1	ENSMUSG00000024033	ortholog_one2one
ENSG00000103245	CIAO3	Narfl	ENSMUSG00000002280	ortholog_one2one
ENSG00000188306	LRRIQ4	Lrriq4	ENSMUSG00000027703	ortholog_one2one
ENSG00000175874	CREG2	Creg2	ENSMUSG00000050967	ortholog_one2one
ENSG00000102174	PHEX	Phex	ENSMUSG00000057457	ortholog_one2one
ENSG00000136834	OR1J1	Olfr3	ENSMUSG00000075384	ortholog_one2one
ENSG00000100083	GGA1	Gga1	ENSMUSG00000033128	ortholog_one2one
ENSG00000176102	CSTF3	Cstf3	ENSMUSG00000027176	ortholog_one2one
ENSG00000176542	USF3	Usf3	ENSMUSG00000068284	ortholog_one2one
ENSG00000234602	MCIDAS	Mcidas	ENSMUSG00000074651	ortholog_one2one
ENSG00000102837	OLFM4	Olfm4	ENSMUSG00000022026	ortholog_one2one
ENSG00000197785	ATAD3A	Atad3a	ENSMUSG00000029036	ortholog_one2one
ENSG00000077380	DYNC1I2	Dync1i2	ENSMUSG00000027012	ortholog_one2one
ENSG00000271303	SRXN1	Srxn1	ENSMUSG00000032802	ortholog_one2one
ENSG00000065665	SEC61A2	Sec61a2	ENSMUSG00000025816	ortholog_one2one
ENSG00000141968	VAV1	Vav1	ENSMUSG00000034116	ortholog_one2one
ENSG00000131626	PPFIA1	Ppfia1	ENSMUSG00000037519	ortholog_one2one
ENSG00000111845	PAK1IP1	Pak1ip1	ENSMUSG00000038683	ortholog_one2one
ENSG00000019991	HGF	Hgf	ENSMUSG00000028864	ortholog_one2one
ENSG00000042445	RETSAT	Retsat	ENSMUSG00000056666	ortholog_one2one
ENSG00000157353	FUK	Fuk	ENSMUSG00000033703	ortholog_one2one
ENSG00000101188	NTSR1	Ntsr1	ENSMUSG00000027568	ortholog_one2one
ENSG00000132510	KDM6B	Kdm6b	ENSMUSG00000018476	ortholog_one2one
ENSG00000132639	SNAP25	Snap25	ENSMUSG00000027273	ortholog_one2one
ENSG00000145217	SLC26A1	Slc26a1	ENSMUSG00000046959	ortholog_one2one
ENSG00000136750	GAD2	Gad2	ENSMUSG00000026787	ortholog_one2one
ENSG00000197561	ELANE	Elane	ENSMUSG00000020125	ortholog_one2one
ENSG00000124120	TTPAL	Ttpal	ENSMUSG00000017679	ortholog_one2one
ENSG00000082068	WDR70	Wdr70	ENSMUSG00000039828	ortholog_one2one
ENSG00000131759	RARA	Rara	ENSMUSG00000037992	ortholog_one2one
ENSG00000128881	TTBK2	Ttbk2	ENSMUSG00000090100	ortholog_one2one
ENSG00000164588	HCN1	Hcn1	ENSMUSG00000021730	ortholog_one2one
ENSG00000132470	ITGB4	Itgb4	ENSMUSG00000020758	ortholog_one2one
ENSG00000070770	CSNK2A2	Csnk2a2	ENSMUSG00000046707	ortholog_one2one
ENSG00000166634	SERPINB12	Serpinb12	ENSMUSG00000059956	ortholog_one2one
ENSG00000153093	ACOXL	Acoxl	ENSMUSG00000027380	ortholog_one2one
ENSG00000179051	RCC2	Rcc2	ENSMUSG00000040945	ortholog_one2one
ENSG00000139679	LPAR6	Lpar6	ENSMUSG00000033446	ortholog_one2one
ENSG00000254986	DPP3	Dpp3	ENSMUSG00000063904	ortholog_one2one
ENSG00000091732	ZC3HC1	Zc3hc1	ENSMUSG00000039130	ortholog_one2one
ENSG00000215440	NPEPL1	Npepl1	ENSMUSG00000039263	ortholog_one2one
ENSG00000119147	C2orf40	1500015O10Rik	ENSMUSG00000026051	ortholog_one2one
ENSG00000196345	ZKSCAN7	Zkscan7	ENSMUSG00000063488	ortholog_one2one
ENSG00000137571	SLCO5A1	Slco5a1	ENSMUSG00000025938	ortholog_one2one
ENSG00000161920	MED11	Med11	ENSMUSG00000018923	ortholog_one2one
ENSG00000251322	SHANK3	Shank3	ENSMUSG00000022623	ortholog_one2one
ENSG00000141200	KIF2B	Kif2b	ENSMUSG00000046755	ortholog_one2one
ENSG00000090889	KIF4A	Kif4	ENSMUSG00000034311	ortholog_one2one
ENSG00000100346	CACNA1I	Cacna1i	ENSMUSG00000022416	ortholog_one2one
ENSG00000173085	COQ2	Coq2	ENSMUSG00000029319	ortholog_one2one
ENSG00000163464	CXCR1	Cxcr1	ENSMUSG00000048480	ortholog_one2one
ENSG00000145808	ADAMTS19	Adamts19	ENSMUSG00000053441	ortholog_one2one
ENSG00000181001	OR52N1	Olfr664	ENSMUSG00000051885	ortholog_one2one
ENSG00000164051	CCDC51	Ccdc51	ENSMUSG00000025645	ortholog_one2one
ENSG00000166448	TMEM130	Tmem130	ENSMUSG00000043388	ortholog_one2one
ENSG00000080298	RFX3	Rfx3	ENSMUSG00000040929	ortholog_one2one
ENSG00000185305	ARL15	Arl15	ENSMUSG00000042348	ortholog_one2one
ENSG00000186462	NAP1L2	Nap1l2	ENSMUSG00000082229	ortholog_one2one
ENSG00000033867	SLC4A7	Slc4a7	ENSMUSG00000021733	ortholog_one2one
ENSG00000176009	ASCL3	Ascl3	ENSMUSG00000035951	ortholog_one2one
ENSG00000052795	FNIP2	Fnip2	ENSMUSG00000061175	ortholog_one2one
ENSG00000167359	OR51I1	Olfr640	ENSMUSG00000066262	ortholog_one2one
ENSG00000101000	PROCR	Procr	ENSMUSG00000027611	ortholog_one2one
ENSG00000148702	HABP2	Habp2	ENSMUSG00000025075	ortholog_one2one
ENSG00000144285	SCN1A	Scn1a	ENSMUSG00000064329	ortholog_one2one
ENSG00000099849	RASSF7	Rassf7	ENSMUSG00000038618	ortholog_one2one
ENSG00000128274	A4GALT	A4galt	ENSMUSG00000047878	ortholog_one2one
ENSG00000107140	TESK1	Tesk1	ENSMUSG00000028458	ortholog_one2one
ENSG00000178149	DALRD3	Dalrd3	ENSMUSG00000019039	ortholog_one2one
ENSG00000162496	DHRS3	Dhrs3	ENSMUSG00000066026	ortholog_one2one
ENSG00000119979	FAM45A	Fam45a	ENSMUSG00000024993	ortholog_one2one
ENSG00000154175	ABI3BP	Abi3bp	ENSMUSG00000035258	ortholog_one2one
ENSG00000184210	DGAT2L6	Dgat2l6	ENSMUSG00000067597	ortholog_one2one
ENSG00000187522	HSPA14	Hspa14	ENSMUSG00000109865	ortholog_one2one
ENSG00000145833	DDX46	Ddx46	ENSMUSG00000021500	ortholog_one2one
ENSG00000148426	PROSER2	Proser2	ENSMUSG00000045319	ortholog_one2one
ENSG00000149634	SPATA25	Spata25	ENSMUSG00000017767	ortholog_one2one
ENSG00000183978	COA3	Coa3	ENSMUSG00000017188	ortholog_one2one
ENSG00000171067	C11orf24	1810055G02Rik	ENSMUSG00000035372	ortholog_one2one
ENSG00000122882	ECD	Ecd	ENSMUSG00000021810	ortholog_one2one
ENSG00000177700	POLR2L	Polr2l	ENSMUSG00000038489	ortholog_one2one
ENSG00000204304	PBX2	Pbx2	ENSMUSG00000034673	ortholog_one2one
ENSG00000130522	JUND	Jund	ENSMUSG00000071076	ortholog_one2one
ENSG00000177697	CD151	Cd151	ENSMUSG00000025510	ortholog_one2one
ENSG00000196976	LAGE3	Lage3	ENSMUSG00000015289	ortholog_one2one
ENSG00000154229	PRKCA	Prkca	ENSMUSG00000050965	ortholog_one2one
ENSG00000070444	MNT	Mnt	ENSMUSG00000000282	ortholog_one2one
ENSG00000102572	STK24	Stk24	ENSMUSG00000063410	ortholog_one2one
ENSG00000168263	KCNV2	Kcnv2	ENSMUSG00000047298	ortholog_one2one
ENSG00000204619	PPP1R11	Ppp1r11	ENSMUSG00000036398	ortholog_one2one
ENSG00000198914	POU3F3	Pou3f3	ENSMUSG00000045515	ortholog_one2one
ENSG00000130054	FAM155B	Tmem28	ENSMUSG00000071719	ortholog_one2one
ENSG00000151778	SERP2	Serp2	ENSMUSG00000052584	ortholog_one2one
ENSG00000126500	FLRT1	Flrt1	ENSMUSG00000047787	ortholog_one2one
ENSG00000140948	ZCCHC14	Zcchc14	ENSMUSG00000061410	ortholog_one2one
ENSG00000187516	HYPM	Hypm	ENSMUSG00000040456	ortholog_one2one
ENSG00000164142	FAM160A1	Fam160a1	ENSMUSG00000051000	ortholog_one2one
ENSG00000156313	RPGR	Rpgr	ENSMUSG00000031174	ortholog_one2one
ENSG00000198576	ARC	Arc	ENSMUSG00000022602	ortholog_one2one
ENSG00000171155	C1GALT1C1	C1galt1c1	ENSMUSG00000048970	ortholog_one2one
ENSG00000166411	IDH3A	Idh3a	ENSMUSG00000032279	ortholog_one2one
ENSG00000168701	TMEM208	Tmem208	ENSMUSG00000014856	ortholog_one2one
ENSG00000007312	CD79B	Cd79b	ENSMUSG00000040592	ortholog_one2one
ENSG00000188846	RPL14	Rpl14	ENSMUSG00000025794	ortholog_one2one
ENSG00000168748	CA7	Car7	ENSMUSG00000031883	ortholog_one2one
ENSG00000174744	BRMS1	Brms1	ENSMUSG00000080268	ortholog_one2one
ENSG00000165655	ZNF503	Zfp503	ENSMUSG00000039081	ortholog_one2one
ENSG00000166963	MAP1A	Map1a	ENSMUSG00000027254	ortholog_one2one
ENSG00000106034	CPED1	Cped1	ENSMUSG00000062980	ortholog_one2one
ENSG00000004961	HCCS	Hccs	ENSMUSG00000031352	ortholog_one2one
ENSG00000178662	CSRNP3	Csrnp3	ENSMUSG00000044647	ortholog_one2one
ENSG00000176787	OR52E2	Olfr589	ENSMUSG00000051362	ortholog_one2one
ENSG00000178031	ADAMTSL1	Adamtsl1	ENSMUSG00000066113	ortholog_one2one
ENSG00000131096	PYY	Pyy	ENSMUSG00000017311	ortholog_one2one
ENSG00000155875	SAXO1	Saxo1	ENSMUSG00000028492	ortholog_one2one
ENSG00000188037	CLCN1	Clcn1	ENSMUSG00000029862	ortholog_one2one
ENSG00000168300	PCMTD1	Pcmtd1	ENSMUSG00000051285	ortholog_one2one
ENSG00000022267	FHL1	Fhl1	ENSMUSG00000023092	ortholog_one2one
ENSG00000158109	TPRG1L	Tprgl	ENSMUSG00000029030	ortholog_one2one
ENSG00000008853	RHOBTB2	Rhobtb2	ENSMUSG00000022075	ortholog_one2one
ENSG00000196844	PATE2	Pate2	ENSMUSG00000074452	ortholog_one2one
ENSG00000154174	TOMM70	Tomm70a	ENSMUSG00000022752	ortholog_one2one
ENSG00000176014	TUBB6	Tubb6	ENSMUSG00000001473	ortholog_one2one
ENSG00000239697	TNFSF12	Tnfsf12	ENSMUSG00000097328	ortholog_one2one
ENSG00000183873	SCN5A	Scn5a	ENSMUSG00000032511	ortholog_one2one
ENSG00000183638	RP1L1	Rp1l1	ENSMUSG00000046049	ortholog_one2one
ENSG00000071553	ATP6AP1	Atp6ap1	ENSMUSG00000019087	ortholog_one2one
ENSG00000170946	DNAJC24	Dnajc24	ENSMUSG00000027166	ortholog_one2one
ENSG00000261609	GAN	Gan	ENSMUSG00000052557	ortholog_one2one
ENSG00000010017	RANBP9	Ranbp9	ENSMUSG00000038546	ortholog_one2one
ENSG00000159579	RSPRY1	Rspry1	ENSMUSG00000050079	ortholog_one2one
ENSG00000144645	OSBPL10	Osbpl10	ENSMUSG00000040875	ortholog_one2one
ENSG00000100991	TRPC4AP	Trpc4ap	ENSMUSG00000038324	ortholog_one2one
ENSG00000120688	WBP4	Wbp4	ENSMUSG00000022023	ortholog_one2one
ENSG00000143970	ASXL2	Asxl2	ENSMUSG00000037486	ortholog_one2one
ENSG00000138182	KIF20B	Kif20b	ENSMUSG00000024795	ortholog_one2one
ENSG00000179241	LDLRAD3	Ldlrad3	ENSMUSG00000048058	ortholog_one2one
ENSG00000185774	KCNIP4	Kcnip4	ENSMUSG00000029088	ortholog_one2one
ENSG00000150787	PTS	Pts	ENSMUSG00000032067	ortholog_one2one
ENSG00000147144	CCDC120	Ccdc120	ENSMUSG00000031150	ortholog_one2one
ENSG00000109519	GRPEL1	Grpel1	ENSMUSG00000029198	ortholog_one2one
ENSG00000136999	NOV	Nov	ENSMUSG00000037362	ortholog_one2one
ENSG00000184897	H1FX	H1fx	ENSMUSG00000044927	ortholog_one2one
ENSG00000164761	TNFRSF11B	Tnfrsf11b	ENSMUSG00000063727	ortholog_one2one
ENSG00000196123	KIAA0895L	4931428F04Rik	ENSMUSG00000014837	ortholog_one2one
ENSG00000174109	C16orf91	BC003965	ENSMUSG00000067722	ortholog_one2one
ENSG00000174579	MSL2	Msl2	ENSMUSG00000066415	ortholog_one2one
ENSG00000147586	MRPS28	Mrps28	ENSMUSG00000040269	ortholog_one2one
ENSG00000157036	EXOG	Exog	ENSMUSG00000042787	ortholog_one2one
ENSG00000277586	NEFL	Nefl	ENSMUSG00000022055	ortholog_one2one
ENSG00000163946	FAM208A	Fam208a	ENSMUSG00000040651	ortholog_one2one
ENSG00000138459	SLC35A5	Slc35a5	ENSMUSG00000022664	ortholog_one2one
ENSG00000128311	TST	Tst	ENSMUSG00000044986	ortholog_one2one
ENSG00000131080	EDA2R	Eda2r	ENSMUSG00000034457	ortholog_one2one
ENSG00000178645	C10orf53	1700024G13Rik	ENSMUSG00000072473	ortholog_one2one
ENSG00000148218	ALAD	Alad	ENSMUSG00000028393	ortholog_one2one
ENSG00000175920	DOK7	Dok7	ENSMUSG00000044716	ortholog_one2one
ENSG00000100038	TOP3B	Top3b	ENSMUSG00000022779	ortholog_one2one
ENSG00000138867	GUCD1	Gucd1	ENSMUSG00000033416	ortholog_one2one
ENSG00000148156	ACTL7B	Actl7b	ENSMUSG00000070980	ortholog_one2one
ENSG00000160877	NACC1	Nacc1	ENSMUSG00000001910	ortholog_one2one
ENSG00000023041	ZDHHC6	Zdhhc6	ENSMUSG00000024982	ortholog_one2one
ENSG00000187954	CYHR1	Cyhr1	ENSMUSG00000053929	ortholog_one2one
ENSG00000071539	TRIP13	Trip13	ENSMUSG00000021569	ortholog_one2one
ENSG00000197142	ACSL5	Acsl5	ENSMUSG00000024981	ortholog_one2one
ENSG00000162976	PQLC3	Pqlc3	ENSMUSG00000045679	ortholog_one2one
ENSG00000082805	ERC1	Erc1	ENSMUSG00000030172	ortholog_one2one
ENSG00000105643	ARRDC2	Arrdc2	ENSMUSG00000002910	ortholog_one2one
ENSG00000163918	RFC4	Rfc4	ENSMUSG00000022881	ortholog_one2one
ENSG00000177989	ODF3B	Odf3b	ENSMUSG00000047394	ortholog_one2one
ENSG00000149418	ST14	St14	ENSMUSG00000031995	ortholog_one2one
ENSG00000215045	GRID2IP	Grid2ip	ENSMUSG00000010825	ortholog_one2one
ENSG00000183765	CHEK2	Chek2	ENSMUSG00000029521	ortholog_one2one
ENSG00000149485	FADS1	Fads1	ENSMUSG00000010663	ortholog_one2one
ENSG00000134780	DAGLA	Dagla	ENSMUSG00000035735	ortholog_one2one
ENSG00000100314	CABP7	Cabp7	ENSMUSG00000009075	ortholog_one2one
ENSG00000185798	WDR53	Wdr53	ENSMUSG00000022787	ortholog_one2one
ENSG00000147548	NSD3	Nsd3	ENSMUSG00000054823	ortholog_one2one
ENSG00000140470	ADAMTS17	Adamts17	ENSMUSG00000058145	ortholog_one2one
ENSG00000078401	EDN1	Edn1	ENSMUSG00000021367	ortholog_one2one
ENSG00000147650	LRP12	Lrp12	ENSMUSG00000022305	ortholog_one2one
ENSG00000182117	NOP10	Nop10	ENSMUSG00000027133	ortholog_one2one
ENSG00000165863	C10orf82	1700019N19Rik	ENSMUSG00000026931	ortholog_one2one
ENSG00000168806	LCMT2	Lcmt2	ENSMUSG00000074890	ortholog_one2one
ENSG00000169239	CA5B	Car5b	ENSMUSG00000031373	ortholog_one2one
ENSG00000159495	TGM7	Tgm7	ENSMUSG00000079103	ortholog_one2one
ENSG00000090674	MCOLN1	Mcoln1	ENSMUSG00000004567	ortholog_one2one
ENSG00000101146	RAE1	Rae1	ENSMUSG00000027509	ortholog_one2one
ENSG00000171016	PYGO1	Pygo1	ENSMUSG00000034910	ortholog_one2one
ENSG00000118017	A4GNT	A4gnt	ENSMUSG00000037953	ortholog_one2one
ENSG00000187736	NHEJ1	Nhej1	ENSMUSG00000026162	ortholog_one2one
ENSG00000136937	NCBP1	Ncbp1	ENSMUSG00000028330	ortholog_one2one
ENSG00000163001	CFAP36	Cfap36	ENSMUSG00000020462	ortholog_one2one
ENSG00000172780	RAB43	Rab43	ENSMUSG00000030055	ortholog_one2one
ENSG00000198003	CCDC151	Ccdc151	ENSMUSG00000039632	ortholog_one2one
ENSG00000107201	DDX58	Ddx58	ENSMUSG00000040296	ortholog_one2one
ENSG00000157870	PRXL2B	Fam213b	ENSMUSG00000029059	ortholog_one2one
ENSG00000119782	FKBP1B	Fkbp1b	ENSMUSG00000020635	ortholog_one2one
ENSG00000161031	PGLYRP2	Pglyrp2	ENSMUSG00000079563	ortholog_one2one
ENSG00000127080	IPPK	Ippk	ENSMUSG00000021385	ortholog_one2one
ENSG00000110436	SLC1A2	Slc1a2	ENSMUSG00000005089	ortholog_one2one
ENSG00000106823	ECM2	Ecm2	ENSMUSG00000043631	ortholog_one2one
ENSG00000164935	DCSTAMP	Dcstamp	ENSMUSG00000022303	ortholog_one2one
ENSG00000151365	THRSP	Thrsp	ENSMUSG00000035686	ortholog_one2one
ENSG00000198034	RPS4X	Rps4x	ENSMUSG00000031320	ortholog_one2one
ENSG00000171840	NINJ2	Ninj2	ENSMUSG00000041377	ortholog_one2one
ENSG00000137700	SLC37A4	Slc37a4	ENSMUSG00000032114	ortholog_one2one
ENSG00000114026	OGG1	Ogg1	ENSMUSG00000030271	ortholog_one2one
ENSG00000146701	MDH2	Mdh2	ENSMUSG00000019179	ortholog_one2one
ENSG00000185924	RTN4RL1	Rtn4rl1	ENSMUSG00000045287	ortholog_one2one
ENSG00000111863	ADTRP	Adtrp	ENSMUSG00000058022	ortholog_one2one
ENSG00000115705	TPO	Tpo	ENSMUSG00000020673	ortholog_one2one
ENSG00000173273	TNKS	Tnks	ENSMUSG00000031529	ortholog_one2one
ENSG00000119922	IFIT2	Ifit2	ENSMUSG00000045932	ortholog_one2one
ENSG00000240720	LRRD1	Lrrd1	ENSMUSG00000040367	ortholog_one2one
ENSG00000205269	TMEM170B	Tmem170b	ENSMUSG00000087370	ortholog_one2one
ENSG00000186088	GSAP	Gsap	ENSMUSG00000039934	ortholog_one2one
ENSG00000139826	ABHD13	Abhd13	ENSMUSG00000040396	ortholog_one2one
ENSG00000136859	ANGPTL2	Angptl2	ENSMUSG00000004105	ortholog_one2one
ENSG00000124217	MOCS3	Mocs3	ENSMUSG00000074576	ortholog_one2one
ENSG00000177947	ODF3	Odf3	ENSMUSG00000025482	ortholog_one2one
ENSG00000135960	EDAR	Edar	ENSMUSG00000003227	ortholog_one2one
ENSG00000175376	EIF1AD	Eif1ad	ENSMUSG00000024841	ortholog_one2one
ENSG00000106483	SFRP4	Sfrp4	ENSMUSG00000021319	ortholog_one2one
ENSG00000168488	ATXN2L	Atxn2l	ENSMUSG00000032637	ortholog_one2one
ENSG00000184811	TRARG1	Tusc5	ENSMUSG00000046275	ortholog_one2one
ENSG00000132000	PODNL1	Podnl1	ENSMUSG00000012889	ortholog_one2one
ENSG00000165606	DRGX	Prrxl1	ENSMUSG00000041730	ortholog_one2one
ENSG00000083535	PIBF1	Pibf1	ENSMUSG00000022064	ortholog_one2one
ENSG00000131097	HIGD1B	Higd1b	ENSMUSG00000020928	ortholog_one2one
ENSG00000170315	UBB	Ubb	ENSMUSG00000019505	ortholog_one2one
ENSG00000145555	MYO10	Myo10	ENSMUSG00000022272	ortholog_one2one
ENSG00000115902	SLC1A4	Slc1a4	ENSMUSG00000020142	ortholog_one2one
ENSG00000130311	DDA1	Dda1	ENSMUSG00000074247	ortholog_one2one
ENSG00000177752	YIPF7	Yipf7	ENSMUSG00000029158	ortholog_one2one
ENSG00000106615	RHEB	Rheb	ENSMUSG00000028945	ortholog_one2one
ENSG00000147955	SIGMAR1	Sigmar1	ENSMUSG00000036078	ortholog_one2one
ENSG00000205143	ARID3C	Arid3c	ENSMUSG00000066224	ortholog_one2one
ENSG00000085760	MTIF2	Mtif2	ENSMUSG00000020459	ortholog_one2one
ENSG00000183036	PCP4	Pcp4	ENSMUSG00000090223	ortholog_one2one
ENSG00000127585	FBXL16	Fbxl16	ENSMUSG00000025738	ortholog_one2one
ENSG00000165416	SUGT1	Sugt1	ENSMUSG00000022024	ortholog_one2one
ENSG00000119509	INVS	Invs	ENSMUSG00000028344	ortholog_one2one
ENSG00000186766	FOXI2	Foxi2	ENSMUSG00000048377	ortholog_one2one
ENSG00000153094	BCL2L11	Bcl2l11	ENSMUSG00000027381	ortholog_one2one
ENSG00000178951	ZBTB7A	Zbtb7a	ENSMUSG00000035011	ortholog_one2one
ENSG00000170293	CMTM8	Cmtm8	ENSMUSG00000041012	ortholog_one2one
ENSG00000107831	FGF8	Fgf8	ENSMUSG00000025219	ortholog_one2one
ENSG00000140395	WDR61	Wdr61	ENSMUSG00000061559	ortholog_one2one
ENSG00000104164	BLOC1S6	Bloc1s6	ENSMUSG00000005804	ortholog_one2one
ENSG00000186687	LYRM7	Lyrm7	ENSMUSG00000020268	ortholog_one2one
ENSG00000115641	FHL2	Fhl2	ENSMUSG00000008136	ortholog_one2one
ENSG00000127928	GNGT1	Gngt1	ENSMUSG00000029663	ortholog_one2one
ENSG00000164366	CCDC127	Ccdc127	ENSMUSG00000021578	ortholog_one2one
ENSG00000139842	CUL4A	Cul4a	ENSMUSG00000031446	ortholog_one2one
ENSG00000198363	ASPH	Asph	ENSMUSG00000028207	ortholog_one2one
ENSG00000152348	ATG10	Atg10	ENSMUSG00000021619	ortholog_one2one
ENSG00000185274	GALNT17	Galnt17	ENSMUSG00000034040	ortholog_one2one
ENSG00000184860	SDR42E1	Sdr42e1	ENSMUSG00000034308	ortholog_one2one
ENSG00000129003	VPS13C	Vps13c	ENSMUSG00000035284	ortholog_one2one
ENSG00000158470	B4GALT5	B4galt5	ENSMUSG00000017929	ortholog_one2one
ENSG00000106511	MEOX2	Meox2	ENSMUSG00000036144	ortholog_one2one
ENSG00000067141	NEO1	Neo1	ENSMUSG00000032340	ortholog_one2one
ENSG00000108352	RAPGEFL1	Rapgefl1	ENSMUSG00000038020	ortholog_one2one
ENSG00000204296	C6orf10	BC051142	ENSMUSG00000057246	ortholog_one2one
ENSG00000128602	SMO	Smo	ENSMUSG00000001761	ortholog_one2one
ENSG00000011304	PTBP1	Ptbp1	ENSMUSG00000006498	ortholog_one2one
ENSG00000185681	MORN5	Morn5	ENSMUSG00000026894	ortholog_one2one
ENSG00000204424	LY6G6F	Ly6g6f	ENSMUSG00000034923	ortholog_one2one
ENSG00000213551	DNAJC9	Dnajc9	ENSMUSG00000021811	ortholog_one2one
ENSG00000174891	RSRC1	Rsrc1	ENSMUSG00000034544	ortholog_one2one
ENSG00000154319	FAM167A	Fam167a	ENSMUSG00000035095	ortholog_one2one
ENSG00000148584	A1CF	A1cf	ENSMUSG00000052595	ortholog_one2one
ENSG00000130382	MLLT1	Mllt1	ENSMUSG00000024212	ortholog_one2one
ENSG00000136267	DGKB	Dgkb	ENSMUSG00000036095	ortholog_one2one
ENSG00000172782	FADS6	Fads6	ENSMUSG00000044788	ortholog_one2one
ENSG00000169347	GP2	Gp2	ENSMUSG00000030954	ortholog_one2one
ENSG00000168743	NPNT	Npnt	ENSMUSG00000040998	ortholog_one2one
ENSG00000236699	ARHGEF38	Arhgef38	ENSMUSG00000040969	ortholog_one2one
ENSG00000242689	CNTF	Cntf	ENSMUSG00000079415	ortholog_one2one
ENSG00000169764	UGP2	Ugp2	ENSMUSG00000001891	ortholog_one2one
ENSG00000119004	CYP20A1	Cyp20a1	ENSMUSG00000049439	ortholog_one2one
ENSG00000104611	SH2D4A	Sh2d4a	ENSMUSG00000053886	ortholog_one2one
ENSG00000172365	OR5B2	Olfr1451	ENSMUSG00000046913	ortholog_one2one
ENSG00000168234	TTC39C	Ttc39c	ENSMUSG00000024424	ortholog_one2one
ENSG00000204305	AGER	Ager	ENSMUSG00000015452	ortholog_one2one
ENSG00000184984	CHRM5	Chrm5	ENSMUSG00000074939	ortholog_one2one
ENSG00000141433	ADCYAP1	Adcyap1	ENSMUSG00000024256	ortholog_one2one
ENSG00000174807	CD248	Cd248	ENSMUSG00000056481	ortholog_one2one
ENSG00000050165	DKK3	Dkk3	ENSMUSG00000030772	ortholog_one2one
ENSG00000118245	TNP1	Tnp1	ENSMUSG00000026182	ortholog_one2one
ENSG00000186638	KIF24	Kif24	ENSMUSG00000028438	ortholog_one2one
ENSG00000115170	ACVR1	Acvr1	ENSMUSG00000026836	ortholog_one2one
ENSG00000084733	RAB10	Rab10	ENSMUSG00000020671	ortholog_one2one
ENSG00000188649	CC2D2B	Cc2d2b	ENSMUSG00000108929	ortholog_one2one
ENSG00000206535	LNP1	Lnp1	ENSMUSG00000109588	ortholog_one2one
ENSG00000168158	OR2C1	Olfr15	ENSMUSG00000059043	ortholog_one2one
ENSG00000130165	ELOF1	Elof1	ENSMUSG00000013822	ortholog_one2one
ENSG00000172497	ACOT12	Acot12	ENSMUSG00000021620	ortholog_one2one
ENSG00000109163	GNRHR	Gnrhr	ENSMUSG00000029255	ortholog_one2one
ENSG00000162591	MEGF6	Megf6	ENSMUSG00000057751	ortholog_one2one
ENSG00000128709	HOXD9	Hoxd9	ENSMUSG00000043342	ortholog_one2one
ENSG00000124201	ZNFX1	Znfx1	ENSMUSG00000039501	ortholog_one2one
ENSG00000068745	IP6K2	Ip6k2	ENSMUSG00000032599	ortholog_one2one
ENSG00000068078	FGFR3	Fgfr3	ENSMUSG00000054252	ortholog_one2one
ENSG00000187144	SPATA21	Spata21	ENSMUSG00000045004	ortholog_one2one
ENSG00000050344	NFE2L3	Nfe2l3	ENSMUSG00000029832	ortholog_one2one
ENSG00000172244	C5orf34	4833420G17Rik	ENSMUSG00000062822	ortholog_one2one
ENSG00000147642	SYBU	Sybu	ENSMUSG00000022340	ortholog_one2one
ENSG00000118007	STAG1	Stag1	ENSMUSG00000037286	ortholog_one2one
ENSG00000140406	TLNRD1	Tlnrd1	ENSMUSG00000070462	ortholog_one2one
ENSG00000170500	LONRF2	Lonrf2	ENSMUSG00000048814	ortholog_one2one
ENSG00000138835	RGS3	Rgs3	ENSMUSG00000059810	ortholog_one2one
ENSG00000189099	PRSS48	Prss48	ENSMUSG00000049013	ortholog_one2one
ENSG00000276234	TADA2A	Tada2a	ENSMUSG00000018651	ortholog_one2one
ENSG00000152672	CLEC4F	Clec4f	ENSMUSG00000014542	ortholog_one2one
ENSG00000141194	OR4D1	Olfr464	ENSMUSG00000060787	ortholog_one2one
ENSG00000077150	NFKB2	Nfkb2	ENSMUSG00000025225	ortholog_one2one
ENSG00000113319	RASGRF2	Rasgrf2	ENSMUSG00000021708	ortholog_one2one
ENSG00000148704	VAX1	Vax1	ENSMUSG00000006270	ortholog_one2one
ENSG00000170417	TMEM182	Tmem182	ENSMUSG00000079588	ortholog_one2one
ENSG00000073536	NLE1	Nle1	ENSMUSG00000020692	ortholog_one2one
ENSG00000125968	ID1	Id1	ENSMUSG00000042745	ortholog_one2one
ENSG00000072135	PTPN18	Ptpn18	ENSMUSG00000026126	ortholog_one2one
ENSG00000214706	IFRD2	Ifrd2	ENSMUSG00000010048	ortholog_one2one
ENSG00000073711	PPP2R3A	Ppp2r3a	ENSMUSG00000043154	ortholog_one2one
ENSG00000125843	AP5S1	Ap5s1	ENSMUSG00000068264	ortholog_one2one
ENSG00000284922	AP000812.5	Lrrc51	ENSMUSG00000064307	ortholog_one2one
ENSG00000163249	CCNYL1	Ccnyl1	ENSMUSG00000070871	ortholog_one2one
ENSG00000196843	ARID5A	Arid5a	ENSMUSG00000037447	ortholog_one2one
ENSG00000181789	COPG1	Copg1	ENSMUSG00000030058	ortholog_one2one
